Point;Latitude;Longitude;Contexte;P̩riode;NORTAV;NORSD;NORTX35;NORTR;NORTNFD;NORTNCWD;NORTXHWD;NORRR;NORRR1MM;NORPFL90;NORTPSPI;NORPQ90;NORPQ99;NORFFQ98;NORFF98;ATAV;ATXAV;ASD;ATX35;ATR;ATNFD;ATNCWD;ATXHWD;ARR;ARR1MM;APFL90;APQ99;AFFAV;AFF3;AFFQ98;AFF98;
2894;42.9457;-0.9413;RCP4.5;H2;9.55;16;0.07;5;46;1;32;2128.43;152.8;63.44;0.1;18.28;59.16;8.15;5.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2895;42.9486;-0.8436;RCP4.5;H2;9.43;15;0.03;4;51;2;37;2165.34;157.97;62.18;0.03;18.22;59.53;8.25;5.67;1.82;1.94;11;0.03;3;-21;0;29;-73.41;-11.06;2.82;4.45;-0.07;2.13;-0.62;-1.66;
2896;42.9515;-0.7458;RCP4.5;H2;6.86;2;0;1;91;2;32;2395.32;159.03;63.69;0.07;20.62;65.88;8.49;5.73;1.74;1.78;2;0;1;-29;0;27;-165.64;-11.3;3.07;0.81;-0.12;4.4;-0.57;-1.6;
2897;42.9543;-0.6481;RCP4.5;H2;10.78;32;0.27;4;44;1;36;1881.7;150.13;63.13;0.03;15.99;52.76;4.51;5.33;1.74;1.9;17;0.27;4;-17;-1;28;10.86;-8;2.85;5.84;-0.05;6.37;-0.29;-2;
2898;42.9569;-0.5503;RCP4.5;H2;9.6;19;0.07;3;56;0;34;1996.86;153.83;63.03;0.03;16.83;55.38;5.42;5.27;1.74;1.86;11;0.07;3;-25;-2;27;-19.06;-7.87;2.63;4.95;-0.05;4.07;-0.26;-2.1;
2899;42.9595;-0.4525;RCP4.5;H2;9.72;20;0.07;3;56;0;33;1985.81;155.37;62.64;0.03;16.67;54.16;5.34;5.2;1.76;1.87;12;0.07;3;-22;-2;25;-16.66;-6.93;2.3;4.55;-0.05;5.37;-0.29;-2.13;
2900;42.962;-0.3547;RCP4.5;H2;8.33;9;0;1;75;0;31;2103.99;154.2;63.14;0.03;17.77;57.42;6.17;5.4;1.74;1.84;7;0;1;-29;-3;24;-52.97;-9.37;2.14;3.07;-0.06;3.94;-0.35;-1.9;
2901;42.9645;-0.2569;RCP4.5;H2;9.04;15;0;1;66;0;28;1310.64;149.57;61.74;0.03;10.58;36.95;5.32;6;1.67;1.77;8;0;1;-28;-2;21;-7.98;-5.4;1.4;2.55;-0.13;11.34;-0.2;-1.43;
2902;42.9668;-0.1591;RCP4.5;H2;10.28;25;0.2;2;50;1;30;1245.39;145.9;62.37;0;10.27;34.57;4.74;5.9;1.68;1.81;12;0.2;2;-24;-1;22;11.4;-3;1.44;3.02;-0.11;8.86;-0.19;-1.43;
2903;42.969;-0.0613;RCP4.5;H2;11.47;40;0.53;3;38;1;23;1160.12;142.8;61.97;0;9.83;31.02;4.31;6.03;1.49;1.55;16;0.43;3;-17;-3;17;29.85;-3.7;1.32;2.58;-0.02;2.3;-0.12;-1.27;
2904;42.9712;0.0365;RCP4.5;H2;7.75;7;0;1;87;1;22;1399.61;152.6;61.94;0.03;11.35;38.93;5.74;5.27;1.6;1.63;5;0;1;-28;-3;16;9.62;-6.1;2.14;3.8;-0.09;8.23;-0.33;-2.1;
2905;42.9732;0.1343;RCP4.5;H2;8.35;16;0;2;86;1;33;1393.22;148.9;62.66;0;11.15;40.53;5.58;6;1.76;1.93;12;0;2;-23;0;27;26.81;-5.47;2.24;5.85;-0.1;8.77;-0.28;-1.33;
2906;42.9752;0.2321;RCP4.5;H2;10.27;29;0.1;3;53;0;35;1254.27;143.83;62.51;0;10.38;35.09;4.81;6.83;1.73;1.91;16;0.1;3;-23;-1;28;17.96;-4.84;1.77;3.04;-0.1;9.4;-0.11;-0.5;
2907;42.9771;0.33;RCP4.5;H2;10.26;23;0.13;4;44;1;25;1603.64;149.23;61.14;0;14.02;40.75;5.1;5.5;1.62;1.68;12;0.13;3;-21;-2;19;9.26;-6.47;1.66;2.89;-0.05;3.23;-0.23;-1.83;
2908;42.9789;0.4278;RCP4.5;H2;10.79;38;0.43;2;47;1;26;1331.96;137.7;63.4;0;11.7;36.2;4.52;5.63;1.61;1.73;17;0.43;2;-23;-2;18;6.47;-6.67;1.31;2.61;-0.05;1.27;-0.2;-1.74;
2909;42.9806;0.5257;RCP4.5;H2;11.35;44;0.77;3;41;1;27;1322.59;139.97;63.04;0;11.53;35.74;4.32;6.43;1.64;1.75;18;0.74;3;-25;0;20;48.54;-2.66;1.06;3.85;-0.04;4.03;-0.09;-0.87;
2910;42.9822;0.6235;RCP4.5;H2;12.57;64;2;3;37;1;26;1190.66;134.8;64.08;0;10.39;33.4;3.97;5.77;1.51;1.6;24;1.43;3;-19;-1;18;37.27;-3.37;1.29;2.93;-0.05;3.63;-0.29;-1.6;
2911;42.9837;0.7214;RCP4.5;H2;11.73;48;1.07;3;38;1;26;1000.62;127.07;64.34;0;8.66;28.09;3.97;5.47;1.53;1.6;21;0.84;3;-17;-1;18;27.42;-4.16;1.6;2.62;-0.06;4.1;-0.2;-1.9;
2912;42.9851;0.8192;RCP4.5;H2;11.9;58;1.4;3;47;1;26;1187.61;147.27;60.12;0.03;10.15;31.09;3.73;5.8;1.54;1.61;23;1.07;3;-18;0;18;9.43;-3.76;1.6;2.95;-0.06;2.74;-0.17;-1.53;
2913;42.9865;0.9171;RCP4.5;H2;12.13;61;1.5;3;46;1;27;1165.78;147.27;60.01;0.03;9.91;30.68;3.7;5.8;1.53;1.61;23;1.07;3;-17;0;19;11.71;-3.93;1.58;2.96;-0.07;2.8;-0.17;-1.53;
2914;42.9877;1.015;RCP4.5;H2;12.11;52;1.07;4;35;1;25;1149.03;132.27;64.26;0;9.93;30.7;4.35;6.7;1.51;1.54;22;0.9;4;-14;-1;18;17.08;-5.43;1.72;1.86;-0.03;2.46;-0.02;-0.63;
2915;42.9889;1.1129;RCP4.5;H2;13.28;71;3.47;6;29;1;25;1052.94;128.87;64.64;0;8.69;29.31;4.74;7.33;1.51;1.59;27;2.84;5;-11;0;19;14.14;-4.76;1.91;2.17;-0.03;1.23;0.03;0;
2916;42.99;1.2108;RCP4.5;H2;13.13;68;3.13;5;30;1;25;1065.56;128.87;64.75;0;8.8;29.68;4.69;7.33;1.51;1.59;25;2.6;4;-12;0;19;14.31;-4.76;1.88;2.16;-0.02;1;0.04;0.03;
2917;42.9909;1.3086;RCP4.5;H2;12.83;64;3.2;6;33;2;27;1089.73;128.43;65.64;0.03;8.98;31.46;4.51;7.17;1.52;1.61;25;2.7;5;-12;0;20;11.45;-4.7;2.52;3.76;-0.03;2.77;0.01;-0.13;
2918;42.9918;1.4065;RCP4.5;H2;12.83;64;3.37;6;32;2;29;1091.53;129.8;65.62;0.07;8.93;31.07;4.52;7.37;1.56;1.64;25;2.84;6;-15;0;21;12.59;-3.67;2.37;2.91;-0.03;2.54;0.01;-0.03;
2919;42.9927;1.5044;RCP4.5;H2;13.04;63;2.57;9;24;2;26;1115.33;125.53;66.04;0.07;9.4;32.54;5.13;7.77;1.52;1.59;25;2.27;8;-10;1;20;4.51;-5.84;2.63;3.35;-0.03;3.83;0.04;0.37;
2920;42.9934;1.6023;RCP4.5;H2;13.73;73;2.83;11;19;2;24;1064.26;126.23;65.57;0.07;8.84;30.89;5.4;7.47;1.48;1.53;26;2.26;9;-9;1;18;7.3;-4.77;2.28;3.11;-0.03;3.97;-0.02;0.1;
2921;42.994;1.7002;RCP4.5;H2;13.35;68;2.73;10;22;2;26;1118.02;125.77;65.97;0.07;9.26;33.15;5.23;7.57;1.52;1.58;26;2.16;8;-9;1;20;25.57;-5.26;2.31;4;-0.02;2.23;0.01;0.24;
2922;42.9945;1.7981;RCP4.5;H2;13.7;71;3.43;17;19;2;24;975.83;120.13;67.72;0.07;7.82;30.41;6.56;7.9;1.53;1.55;27;2.7;12;-8;0;18;35.38;-4.07;2.34;4.23;-0.02;4.66;0.07;0.53;
2923;42.995;1.896;RCP4.5;H2;13.92;74;4.33;20;18;1;26;940.18;119.23;67.31;0.1;7.66;28.5;6.65;8.17;1.56;1.57;27;3.53;14;-8;-1;20;15.24;-4.5;2.05;2.79;-0.01;3.4;0.06;0.84;
2924;42.9953;1.9939;RCP4.5;H2;14.31;81;4.87;22;15;1;25;925.59;122.2;67.24;0.1;7.09;28.56;7.11;7.87;1.53;1.55;28;4;16;-6;0;19;26.31;-5.03;2.59;3.73;-0.01;2.1;0.08;0.54;
2925;42.9956;2.0918;RCP4.5;H2;13.93;77;5.23;20;17;1;25;953.54;121.13;67.45;0.07;7.55;29.94;6.87;8.03;1.56;1.61;29;4.53;15;-7;0;20;27.38;-6.8;2.53;3.86;0.01;1.5;0.12;0.7;
2926;42.9958;2.1897;RCP4.5;H2;14.66;89;7;25;13;1;26;916.62;119.77;67.8;0.07;7.28;28.51;7.35;8.07;1.57;1.65;31;5.8;17;-6;0;21;30.95;-6.23;3.05;3.35;0.02;-0.24;0.15;0.74;
2927;42.9959;2.2876;RCP4.5;H2;14.33;82;6.1;23;15;1;26;935.95;120.97;67.81;0.07;7.45;29.08;7.13;7.97;1.58;1.66;29;5.2;16;-6;0;21;30.74;-6.03;3.1;3.37;0.02;0.04;0.16;0.57;
2928;42.9959;2.3855;RCP4.5;H2;13.17;67;4.27;15;22;2;27;1028.39;124.1;67.92;0.07;8.11;31.38;6.32;7.8;1.6;1.7;28;3.74;12;-9;0;22;45.25;-4.8;2.88;3.23;0.02;-1.6;0.11;0.5;
2929;42.9958;2.4834;RCP4.5;H2;13.76;73;4;24;15;1;25;1025.95;108.27;75.94;0.07;7.37;40.09;8.41;8.9;1.63;1.73;31;3.47;17;-7;-1;21;50.56;-4.6;3.1;4.32;0.03;-1.46;0.21;1.57;
2930;42.9956;2.5813;RCP4.5;H2;14.47;82;6.37;30;12;1;25;980.8;106.57;75.97;0.1;7.02;38.33;8.9;8.63;1.63;1.74;31;5.57;20;-6;-1;21;48.6;-4.96;3.22;4.25;0.03;-1.07;0.19;1.26;
2931;42.9953;2.6792;RCP4.5;H2;14.69;86;7.27;33;11;1;23;957.36;104.4;75.94;0.13;6.91;37.91;9.03;8.53;1.65;1.75;32;6.17;22;-7;0;20;40.99;-5.87;3.13;4.94;0.03;-0.57;0.16;1.16;
2932;42.995;2.7771;RCP4.5;H2;15.61;97;6.33;49;7;1;19;746.28;70.33;88.07;0.13;4.03;38.66;9.41;8.57;1.61;1.73;35;5.43;27;-4;0;17;47.61;-1;1.25;3.04;0.03;-0.2;0.25;1.27;
2933;42.9945;2.875;RCP4.5;H2;15.73;98;6.47;50;7;1;18;740.39;69.9;88.05;0.13;3.98;38.35;9.54;8.4;1.61;1.72;34;5.54;27;-3;0;16;47.4;-1.13;1.22;2.99;0.04;-0.27;0.26;1;
2934;42.994;2.9729;RCP4.5;H2;16.66;114;8.33;62;5;1;15;720.99;68.43;88.22;0.1;3.88;36.7;10.37;8.27;1.59;1.66;32;6.9;30;-3;0;13;57.85;-1.07;1.3;3.51;0.04;0.84;0.17;0.94;
2935;42.9934;3.0708;RCP4.5;H2;17.07;120;10.4;69;5;1;14;704.26;67.77;88.31;0.1;3.76;35.96;10.79;8.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2999;42.7676;9.3183;RCP4.5;H2;17.56;110;2.5;86;0;0;10;737.54;78.93;82.38;0.1;5.29;31.89;7.16;6.73;1.52;1.48;30;2.23;37;-1;0;9;46.41;-0.24;0.59;3.52;-0.04;4.3;-0.07;-0.6;
3000;42.7612;9.4155;RCP4.5;H2;14.85;68;1.5;55;6;0;22;1072.27;84;83.15;0.1;8;46.26;6.39;6.73;1.75;1.77;32;1.33;34;-5;0;18;71.17;-0.6;0.85;5.25;-0.01;3.1;-0.09;-0.64;
3032;43.0013;-1.4345;RCP4.5;H2;11.2;26;0.23;6;28;1;28;1986.31;151.9;63;0.03;17.24;52.6;5.81;5.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3033;43.0047;-1.3367;RCP4.5;H2;11.05;24;0.17;6;30;2;28;2032.39;153.77;62.94;0.03;17.4;55.2;5.96;5.93;1.61;1.66;11;0.17;4;-14;0;20;11.27;-8.96;2.69;3.27;0;0.37;-0.4;-1.44;
3034;43.0081;-1.2389;RCP4.5;H2;10.77;22;0.13;5;32;1;27;2065.79;155.3;62.74;0.03;17.68;55.77;6.39;5.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3035;43.0113;-1.1411;RCP4.5;H2;10.86;23;0.13;6;32;1;30;2100.19;153.77;62.52;0;18.09;55.9;6.23;5.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3036;43.0144;-1.0433;RCP4.5;H2;9.92;15;0.03;4;42;2;29;2193.47;154.23;63.11;0;18.94;59.26;7.6;5.87;1.68;1.74;8;0.03;3;-19;0;23;23.27;-7.5;2.03;3.58;-0.04;1.97;-0.49;-1.46;
3037;43.0175;-0.9454;RCP4.5;H2;11.83;30;0.4;6;25;2;32;1956.52;149.27;63.29;0;17.34;52.03;4.99;5.43;1.64;1.74;13;0.33;4;-11;1;25;34.09;-6.96;1.86;2.52;-0.03;3.47;-0.24;-1.9;
3038;43.0204;-0.8475;RCP4.5;H2;11.69;30;0.37;6;26;2;25;1942.88;149.03;64;0.03;16.43;53.58;5.01;5.7;1.48;1.53;13;0.34;4;-10;-1;18;13.11;-7.37;2.31;5.29;-0.03;5.1;-0.23;-1.7;
3039;43.0233;-0.7497;RCP4.5;H2;10.65;20;0.07;6;36;2;22;2055.75;155.73;62.16;0.03;17.3;54.69;6.44;5.6;1.46;1.47;9;0.07;4;-12;-2;16;-8.99;-8.54;2.2;3.8;0.01;-0.7;-0.15;-1.77;
3040;43.0261;-0.6518;RCP4.5;H2;11.94;42;0.5;5;33;2;23;1761.16;146.73;63.63;0.03;14.7;47.85;3.81;6.23;1.44;1.48;18;0.43;4;-11;-1;16;38.33;-6.4;1.82;4.13;0.01;0.03;-0.12;-1.17;
3041;43.0288;-0.5539;RCP4.5;H2;10.68;28;0.17;3;43;2;24;1911.14;153.63;61.97;0;16.2;49.97;4.46;5.73;1.49;1.54;13;0.14;3;-17;-1;17;49.58;-6.14;1.9;4.13;-0.05;4.1;-0.18;-1.57;
3042;43.0313;-0.456;RCP4.5;H2;10.76;29;0.27;4;42;2;22;1875.14;153.17;62.15;0;15.94;50.13;4.46;5.9;1.5;1.51;13;0.24;4;-17;-1;14;21.53;-6.03;1.97;4.87;-0.03;3.2;-0.13;-1.4;
3043;43.0339;-0.3581;RCP4.5;H2;9.78;20;0.07;3;55;0;33;1981.87;153.5;62.74;0.03;16.69;54.2;5.3;5.17;1.75;1.88;11;0.07;3;-22;-2;25;-16.03;-8.63;2.32;4.97;-0.05;5.07;-0.29;-2.23;
3044;43.0363;-0.2602;RCP4.5;H2;10.82;21;0.1;6;33;1;30;1721.58;155.53;59.83;0;14.8;42.77;4.14;6.13;1.73;1.82;11;0.1;5;-19;-1;23;0.58;-6.14;1.43;3.01;-0.09;6.07;-0.16;-1.2;
3045;43.0386;-0.1623;RCP4.5;H2;10.45;28;0.17;2;49;1;22;1222.22;145.93;61.52;0;10.2;32.99;4.61;5.47;1.5;1.53;13;0.17;2;-19;-3;17;14.07;-5.1;1.31;2.95;-0.03;1.7;-0.16;-1.9;
3046;43.0408;-0.0643;RCP4.5;H2;12.2;42;0.77;5;28;1;23;1421.61;146.23;61.12;0;12.29;34.97;4.99;5.97;1.49;1.55;16;0.6;4;-14;-2;16;33.68;-4.24;1.04;1.54;-0.02;0.77;-0.18;-1.36;
3047;43.043;0.0336;RCP4.5;H2;11.66;36;0.57;5;31;1;29;1508.02;146.3;61.55;0;12.94;38.1;4.6;4.6;1.63;1.74;16;0.47;4;-18;-2;22;51.88;-4.8;1.5;3.09;-0.07;6.43;-0.36;-2.7;
3048;43.0451;0.1316;RCP4.5;H2;11.9;39;0.63;5;30;1;28;1483.53;146.33;61.49;0;12.62;37.47;4.66;4.57;1.63;1.74;17;0.53;4;-16;-2;21;53.07;-5.04;1.55;3.12;-0.07;7.06;-0.36;-2.76;
3049;43.047;0.2295;RCP4.5;H2;12.11;43;0.73;5;29;2;24;1416.32;144.57;61.86;0;12.05;35.29;5.06;6.53;1.5;1.58;18;0.6;4;-14;-2;16;19.45;-6.23;1.73;1.46;-0.05;5.3;-0.1;-0.74;
3050;43.0489;0.3275;RCP4.5;H2;12.66;53;1;6;29;2;22;1345.98;142;62.48;0;11.72;34.95;5.27;6.7;1.45;1.52;22;0.67;5;-9;0;15;13.17;-6.03;1.94;1.82;-0.03;2.96;-0.1;-0.67;
3051;43.0507;0.4254;RCP4.5;H2;12.63;66;1.73;3;40;2;24;1156.48;132.27;64.79;0;10.2;31.72;4.15;6.3;1.45;1.56;24;1.23;3;-15;0;17;11.99;-4.56;1.72;1.02;-0.02;1.16;-0.12;-1.03;
3052;43.0524;0.5234;RCP4.5;H2;13.12;75;3.63;4;35;1;26;1112.91;131.9;64.26;0;9.64;29.78;4.3;6.3;1.52;1.6;28;2.83;4;-15;-1;18;7.41;-3.43;1.28;0.6;-0.05;2.03;-0.08;-0.97;
3053;43.054;0.6214;RCP4.5;H2;13.12;74;4.4;5;34;2;26;863.98;121;64.82;0.03;7.37;24.26;4.54;6.67;1.51;1.59;27;3.03;4;-13;1;18;-2.1;-4.53;1.77;1.72;-0.04;2.73;0.01;-0.6;
3054;43.0555;0.7194;RCP4.5;H2;13.24;76;5.03;5;33;2;25;855.62;120.47;64.86;0.03;7.28;24.06;4.61;6.73;1.51;1.59;27;3.56;4;-13;1;17;-2.08;-4.86;1.81;1.74;-0.04;2.37;0.01;-0.6;
3055;43.057;0.8174;RCP4.5;H2;13.44;79;6.17;6;32;1;25;862.06;121.47;64.67;0;7.22;23.86;4.72;6.83;1.54;1.64;27;4.47;5;-13;0;17;16.4;-4.06;1.65;1.74;-0.04;2.86;0.02;-0.5;
3056;43.0583;0.9153;RCP4.5;H2;13.61;83;6.8;8;31;2;26;842.03;120;65.34;0.03;6.95;24.53;4.83;6.43;1.56;1.64;29;4.93;7;-14;1;19;3.06;-4.8;2.08;2.69;-0.03;3.13;0.03;-0.84;
3057;43.0596;1.0133;RCP4.5;H2;13.86;82;4.63;9;25;2;25;1000.22;125.97;65.16;0.07;8.27;28.39;4.95;6.9;1.5;1.58;28;3.46;8;-11;1;19;1.36;-5.8;2.36;2.44;-0.02;3.23;0.04;-0.47;
3058;43.0607;1.1113;RCP4.5;H2;13.51;75;3.83;6;27;1;25;1035.75;128.93;64.61;0;8.51;28.84;4.84;7.37;1.5;1.57;27;3.03;5;-10;0;19;14.59;-4.2;1.92;2.2;-0.02;1.33;0.03;0.1;
3059;43.0618;1.2093;RCP4.5;H2;13.25;70;3.37;6;29;1;25;1055.17;128.97;64.63;0;8.73;29.37;4.73;7.3;1.5;1.59;26;2.74;5;-11;0;19;14.39;-4.63;1.86;2.18;-0.02;1.13;0.03;0;
3060;43.0628;1.3074;RCP4.5;H2;13.37;72;3.93;7;29;2;26;1046.94;128.93;65.34;0.03;8.58;30.38;4.72;7.2;1.5;1.58;26;3.26;6;-11;1;20;11.21;-4.17;2.56;4.06;-0.04;2.4;0.02;-0.1;
3061;43.0637;1.4054;RCP4.5;H2;13.64;77;4.8;8;26;2;27;1029.22;128.7;65.42;0.07;8.35;29.15;4.86;7.53;1.52;1.6;27;3.97;7;-11;1;20;13.17;-4.17;2.52;2.79;-0.02;3.23;0.01;0.13;
3062;43.0645;1.5034;RCP4.5;H2;13.72;74;3.97;14;19;1;27;835.79;111.67;69.35;0.07;6.79;26.03;5.94;7.27;1.53;1.59;27;3.2;11;-9;-1;21;13.99;-3.86;2.62;2.38;-0.03;4.67;0.03;-0.06;
3063;43.0652;1.6014;RCP4.5;H2;14.01;79;4.97;17;18;1;27;822.13;110.37;69.45;0.1;6.67;26.51;6.05;7.27;1.55;1.59;28;3.87;13;-7;0;20;12.72;-4.36;2.48;2.89;-0.01;2.46;-0.04;-0.03;
3064;43.0659;1.6994;RCP4.5;H2;14.18;82;5.87;18;16;1;30;815.27;110.43;69.11;0.07;6.74;24.93;6.12;6.9;1.57;1.63;28;4.7;14;-9;0;24;18.8;-3.77;2.12;1.81;0.01;1.07;-0.02;-0.3;
3065;43.0664;1.7974;RCP4.5;H2;14.41;83;5.7;24;16;1;25;914.67;117.6;67.79;0.07;7.35;28.05;6.85;7;1.55;1.58;28;4.5;17;-7;0;20;20.64;-4.63;2.46;3.11;0;1.77;-0.06;-0.27;
3066;43.0668;1.8955;RCP4.5;H2;14.42;84;6.83;24;15;1;25;914.01;117.23;67.67;0.1;7.53;27.65;6.88;7.13;1.56;1.62;29;5.73;17;-8;0;21;19.32;-4.94;2.11;2.92;0.02;0.87;0.02;-0.17;
3067;43.0672;1.9935;RCP4.5;H2;13.91;72;5.43;26;14;1;26;813.43;109.7;69.8;0.07;6.69;26.32;7.37;7.3;1.59;1.62;27;4.63;17;-8;0;22;24.94;-3.4;1.91;2.62;0.01;-2;0;-0.03;
3068;43.0675;2.0915;RCP4.5;H2;14.28;80;7;28;13;2;28;801.58;107.73;70.26;0.07;6.68;25.97;7.53;7.73;1.6;1.66;29;5.93;18;-8;0;24;33.56;-4.67;2.3;3.79;0.02;-1.1;0.05;0.46;
3069;43.0677;2.1895;RCP4.5;H2;15.06;95;8.63;34;11;2;25;767.41;105.13;71.13;0.13;6.43;24.68;7.99;7.8;1.58;1.65;32;7.03;21;-6;1;22;33.74;-4.84;2.75;3.29;0.04;-0.27;0.01;0.5;
3070;43.0677;2.2876;RCP4.5;H2;14.85;92;8.03;32;11;2;25;779.95;105.83;71.06;0.1;6.53;25.11;7.86;8.07;1.6;1.67;32;6.56;20;-7;1;21;34.51;-4.34;2.63;3.35;0.03;-0.47;0.03;0.74;
3071;43.0677;2.3856;RCP4.5;H2;13.87;73;5.83;26;15;2;28;845.77;108.6;71.05;0.07;6.99;28.08;7.4;8.07;1.61;1.71;29;5.1;17;-8;0;24;42.96;-4.2;2.63;4.54;0.02;-1.74;0.05;0.77;
3072;43.0677;2.4836;RCP4.5;H2;14.22;75;5.4;34;12;1;25;853.36;87.93;82.36;0.07;5.2;39.32;9.38;8.93;1.66;1.74;30;4.77;22;-6;-1;21;57.97;-3.77;2.66;4.87;0.03;-1.93;0.25;1.63;
3073;43.0675;2.5816;RCP4.5;H2;15.31;94;8.23;43;9;1;22;796.93;85.83;82.47;0.07;4.87;36.74;10.22;9.2;1.63;1.69;33;6.76;24;-5;-1;19;54.54;-3.77;2.6;4.68;0.03;-2.16;0.25;1.87;
3074;43.0672;2.6797;RCP4.5;H2;15.55;99;8.87;47;9;1;20;771.24;85.27;82.4;0.17;4.92;36.95;10.5;8.77;1.62;1.7;33;7.37;26;-4;-1;17;43.97;-3.66;2.55;5.47;0.03;-1.17;0.31;1.44;
3075;43.0669;2.7777;RCP4.5;H2;15.7;98;6.47;50;7;1;18;742.01;69.97;88.06;0.13;3.99;38.45;9.5;8.47;1.61;1.72;35;5.54;27;-4;0;16;47.38;-1.2;1.25;3.01;0.03;-0.37;0.25;1.14;
3076;43.0664;2.8757;RCP4.5;H2;16.16;105;6.77;57;6;1;15;721.92;68.9;88.1;0.13;3.84;37.42;9.96;8.57;1.58;1.68;33;5.7;30;-3;0;13;47.5;-1.57;1.24;3.08;0.04;0.53;0.24;1.27;
3077;43.0659;2.9737;RCP4.5;H2;16.93;119;9.9;67;5;1;14;689.3;67.33;88.18;0.13;3.66;35.65;10.76;8.37;1.55;1.63;31;8;33;-2;0;12;46.97;-1.57;1.2;3.18;0.04;0.1;0.23;1.04;
3078;43.0652;3.0718;RCP4.5;H2;17.12;122;10.53;69;4;1;12;650.62;67.47;87.81;0.1;3.54;32.58;10.7;7.3;1.63;1.76;33;8.53;33;-3;0;12;21.84;-0.86;0.91;1.18;0.01;2.8;0.04;-0.07;
3109;43.0014;6.1077;RCP4.5;H2;17.12;113;4.47;68;2;0;9;644.35;59.03;90.26;0.17;3.95;32.43;9.41;8.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3110;42.9979;6.2055;RCP4.5;H2;17.1;112;4.13;69;2;1;8;649.59;60.3;90.21;0.17;4.09;32.52;9.42;8.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3112;42.9906;6.4011;RCP4.5;H2;17.08;124;7.93;59;9;1;12;760.49;66.8;88.83;0.17;4.82;36.9;11.07;8.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
3142;42.8392;9.327;RCP4.5;H2;16.89;98;2.57;77;0;0;14;775.83;80.07;82.35;0.1;5.53;33.59;7.21;6.63;1.56;1.55;30;2.34;37;-2;0;12;47.12;-0.63;0.65;3.61;-0.03;5.17;-0.14;-0.74;
3143;42.8327;9.4242;RCP4.5;H2;15.17;73;1.7;58;4;0;22;1047.45;83.37;83.07;0.1;7.81;45.14;6.51;6.77;1.73;1.73;33;1.53;35;-4;0;19;67.85;-1.9;1.09;5.2;-0.02;4.96;-0.12;-0.53;
3175;43.0731;-1.4392;RCP4.5;H2;12.53;37;0.67;7;22;1;21;1825.16;149.97;62.98;0.03;15.81;49.24;4.46;6.37;1.5;1.54;14;0.5;5;-9;-1;14;15.51;-5.5;1.62;2.28;0;1.13;-0.08;-0.86;
3176;43.0765;-1.3413;RCP4.5;H2;12.08;32;0.53;6;23;1;23;1875.01;149.27;63.39;0.03;16.41;51.33;4.71;6.13;1.47;1.51;12;0.36;4;-11;-2;16;11.33;-7.23;2.12;3.54;-0.03;3.03;-0.19;-1.2;
3177;43.0799;-1.2434;RCP4.5;H2;11.88;31;0.43;6;27;2;21;1869.96;148.93;63.72;0.03;16.1;51.29;4.9;6.47;1.46;1.49;13;0.3;4;-8;0;14;-18.19;-8.14;2.47;3.08;-0.02;3.63;-0.16;-0.83;
3178;43.0831;-1.1454;RCP4.5;H2;12.66;41;0.9;7;23;2;21;1777.48;147.5;63.91;0.03;15.39;48.97;4.32;6.77;1.45;1.5;16;0.67;5;-7;-1;15;-4.81;-7.63;2.35;3.31;-0.03;2.7;-0.05;-0.6;
3179;43.0862;-1.0475;RCP4.5;H2;11.16;24;0.1;5;30;2;24;2026.4;154.9;62.89;0.03;17.45;54.68;5.77;6.23;1.48;1.49;10;0.1;3;-12;-1;18;40.99;-7.03;2.43;4.79;-0.07;7.93;-0.15;-1.1;
3180;43.0893;-0.9495;RCP4.5;H2;12.67;40;0.83;7;22;2;23;1839.89;149.13;63.59;0;16.11;49.45;4.29;6.93;1.46;1.5;16;0.66;5;-8;-1;16;54.42;-5.7;2.29;3.85;-0.05;3.84;-0.11;-0.4;
3181;43.0922;-0.8515;RCP4.5;H2;13.72;56;2.47;8;18;3;22;1614.47;146.47;61.95;0.03;13.86;41.63;4.21;6.5;1.45;1.52;22;1.87;5;-7;-1;16;0.38;-7.5;1.91;3.49;-0.03;3.96;-0.13;-0.83;
3182;43.0951;-0.7535;RCP4.5;H2;13.43;51;1.3;8;20;3;20;1674.8;147.73;61.57;0.03;14.6;41.72;4.12;6.47;1.42;1.47;20;0.87;5;-5;0;13;21.02;-7.1;1.73;2.07;0.01;0;-0.16;-0.86;
3183;43.0979;-0.6555;RCP4.5;H2;13.18;54;1.5;7;24;2;23;1441.61;140.8;62.14;0.03;12.48;35.54;4.1;7.23;1.42;1.5;20;1.07;5;-7;0;15;15.13;-6.97;1.41;1.3;0;-0.27;-0.18;-0.1;
