#-----------------------------------------------------------------------------
# Date d'extraction : 31/03/2025 - 09h22 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     REF : rÃ©fÃ©rence
#-----------------------------------------------------------------------------
# Horizons :
#     REF : RÃ©fÃ©rence
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORTAV : TempÃ©rature moyenne journaliÃ¨re (Â°C)
#     NORSD : Nombre de journÃ©es d'Ã©tÃ© (jour(s))
#     NORTX35 : Nombre de jours de fortes chaleur ( TX>35Â°C ) (jour(s))
#     NORTR : Nombre de nuits tropicales (jour(s))
#     NORTNFD : Nombre de jours de gel (jour(s))
#     NORTNCWD : Nombre de jours d'une vague de froid (jour(s))
#     NORTXHWD : Nombre de jours d'une vague de chaleur (jour(s))
#     NORRR : Cumul de prÃ©cipitation (mm)
#     NORRR1MM : Nombre de jours de pluie (jour(s))
#     NORPFL90 : Fraction des prÃ©cipitations journaliÃ¨res intenses (%)
#     NORTPSPI : Temps passÃ© en sÃ©cheresse mÃ©tÃ©orologique
#     NORPQ90 : prÃ©cipitations intenses (Q90) (mm)
#     NORPQ99 : prÃ©cipitations extrÃªmes (Q99) (mm)
#     NORFFQ98 : vent fort (Q98) (m/s)
#     NORFF98 : nombre de jours de vent fort (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;PÃ©riode;NORTAV;NORSD;NORTX35;NORTR;NORTNFD;NORTNCWD;NORTXHWD;NORRR;NORRR1MM;NORPFL90;NORTPSPI;NORPQ90;NORPQ99;NORFFQ98;NORFF98;
#-----------------------------------------------------------------------------
5953;44.4827;4.598;REF;REF;13.06;74;2.27;12;31;1;7;969.85;87.67;81.86;0.1;7.21;38.22;7.07;7.33;
5954;44.4806;4.6984;REF;REF;13.32;78;1.73;15;25;1;7;886.3;91.2;79.71;0.1;6.73;36.13;7.59;7.33;
5955;44.4784;4.7988;REF;REF;12.79;71;1.43;11;33;1;8;925.22;91.63;80.08;0.1;6.94;37.12;6.96;7.37;
5956;44.4761;4.8993;REF;REF;12.16;62;1.13;8;40;2;7;968.86;91.97;80.16;0.1;7.22;39.28;6.32;7.33;
5957;44.4737;4.9997;REF;REF;12.52;78;1.67;6;53;3;5;817.14;92.63;77.34;0.07;6.59;29.88;5.43;7.33;
5958;44.4712;5.1001;REF;REF;9.86;51;0.53;0;91;5;9;993.75;107.17;72.04;0.07;8.49;32.87;4.92;7.37;
5959;44.4686;5.2005;REF;REF;9.5;44;0.33;0;93;5;10;1026.03;107.23;72.18;0.07;8.79;33.99;4.87;7.33;
5960;44.466;5.3009;REF;REF;9.15;39;0.13;0;96;5;11;1056.31;106.8;72.24;0.1;9.11;34.11;4.9;7.33;
5961;44.4632;5.4013;REF;REF;9.69;47;0.5;0;91;5;8;1012.42;107.3;72.14;0.07;8.68;33.71;4.85;7.3;
5962;44.4604;5.5017;REF;REF;8.97;45;0.07;0;117;4;8;954.91;100.6;74.29;0.1;8.23;32.68;6.62;7.37;
5963;44.4574;5.602;REF;REF;8.08;29;0;0;121;3;9;1015.9;100.23;74.58;0.1;8.89;35.47;7.28;7.33;
5964;44.4544;5.7024;REF;REF;9.41;54;0.37;0;116;4;8;927.41;97.6;74.9;0.07;8.03;32.47;6.45;7.4;
5965;44.4513;5.8027;REF;REF;9.17;49;0.1;0;116;5;9;944.39;100.83;74.32;0.07;8.19;32.73;6.6;7.33;
5966;44.448;5.9031;REF;REF;8.17;30;0;0;120;3;8;1015.38;100.87;74.48;0.07;8.91;35.13;7.3;7.37;
5967;44.4447;6.0034;REF;REF;10.33;63;0.33;0;101;3;6;848.74;95.47;75.83;0.1;7.3;29.66;4.45;7.37;
5968;44.4413;6.1037;REF;REF;8.88;44;0.07;0;121;3;7;953.65;99.33;75.26;0.07;7.99;33.71;4.42;7.33;
5969;44.4378;6.204;REF;REF;9.35;52;0.27;0;118;5;7;902.49;95.6;76.37;0.07;7.6;30.79;4.63;7.37;
5970;44.4343;6.3043;REF;REF;8.72;43;0.03;0;125;5;6;751.59;102.5;71.51;0.07;6.32;24.17;4.36;7.27;
5971;44.4306;6.4046;REF;REF;6.64;13;0;0;144;4;5;822.12;105.07;71.28;0.07;6.83;26.61;3.95;7.33;
5972;44.4268;6.5048;REF;REF;5.16;2;0;0;155;3;5;882.46;108.43;70.76;0.07;7.4;28.59;4.33;7.4;
5973;44.423;6.6051;REF;REF;4.19;0;0;0;163;3;4;920.35;112.37;69.75;0.07;7.67;29.32;4.61;7.33;
5974;44.419;6.7053;REF;REF;5.39;2;0;0;154;3;4;879.82;107.6;70.81;0.07;7.45;27.95;4.26;7.33;
5975;44.415;6.8055;REF;REF;2.98;0;0;0;176;3;3;981.97;113;70.26;0.07;8.19;30.81;5.05;7.33;
5976;44.4108;6.9057;REF;REF;2.42;0;0;0;185;3;3;1004.23;114.5;69.58;0.07;8.32;31.72;5.27;7.33;
6038;44.5199;-1.2345;REF;REF;13.63;42;0.53;8;15;4;3;868.12;125.57;63.14;0.1;7.59;22.78;8.48;7.4;
6039;44.5231;-1.1341;REF;REF;13.64;43;0.53;8;15;4;3;867.31;125.47;63.14;0.1;7.59;22.76;8.49;7.27;
6040;44.5262;-1.0336;REF;REF;13.07;69;1.97;3;34;5;6;903.79;127.03;63.33;0.07;7.83;24.09;5.19;7.3;
6041;44.5293;-0.9331;REF;REF;13.09;70;1.93;3;34;4;6;901.68;127.27;63.24;0.07;7.88;23.51;5.23;7.3;
6042;44.5322;-0.8326;REF;REF;13.03;68;1.83;3;35;4;6;905.49;127.47;63.23;0.07;7.91;23.6;5.22;7.4;
6043;44.5351;-0.7321;REF;REF;12.86;64;1.6;3;35;4;6;917.48;127.83;63.32;0.07;7.95;23.53;5.18;7.33;
6044;44.5378;-0.6316;REF;REF;12.84;64;1.57;3;35;4;6;918.69;127.9;63.32;0.07;7.95;23.56;5.18;7.3;
6045;44.5405;-0.5311;REF;REF;12.8;64;1.63;3;35;4;6;925.36;128.17;63.37;0.07;8.05;24.07;5.2;7.33;
6046;44.5431;-0.4305;REF;REF;12.92;66;1.67;3;35;4;7;915.19;128.1;63.24;0.07;7.97;24.15;5.18;7.33;
6047;44.5456;-0.33;REF;REF;13.21;69;1.57;5;29;3;6;783.73;119.73;64.48;0.07;6.79;20.87;5.03;7.3;
6048;44.548;-0.2294;REF;REF;13.24;70;1.63;5;29;3;6;783.38;119.8;64.44;0.07;6.8;20.96;5.02;7.37;
6049;44.5503;-0.1289;REF;REF;13.25;70;1.73;5;29;3;6;785.06;119.73;64.56;0.07;6.8;20.78;5;7.3;
6050;44.5525;-0.0283;REF;REF;13.21;69;1.7;5;29;3;7;787.5;119.9;64.58;0.07;6.83;20.84;4.98;7.37;
6051;44.5546;0.0723;REF;REF;13.08;69;1.53;6;32;3;7;748.99;116.73;65.49;0.1;6.47;20.78;4.85;7.3;
6052;44.5566;0.1729;REF;REF;12.91;63;1.27;6;31;3;6;759.04;117;65.64;0.1;6.58;21.47;4.81;7.33;
6053;44.5586;0.2734;REF;REF;12.84;62;1.23;6;31;3;6;765;117.57;65.62;0.1;6.54;21.18;4.78;7.33;
6054;44.5604;0.374;REF;REF;12.84;62;1.27;6;31;3;6;766.44;117.77;65.6;0.1;6.55;21.17;4.8;7.33;
6055;44.5621;0.4746;REF;REF;12.79;60;1.27;6;31;3;6;769.46;117.63;65.63;0.1;6.57;21.27;4.79;7.23;
6056;44.5638;0.5753;REF;REF;12.86;62;1.57;6;30;3;6;793.77;122.13;64.01;0.1;6.76;21.69;4.92;7.3;
6057;44.5654;0.6759;REF;REF;12.82;62;1.37;6;30;3;6;796.01;122.57;64.04;0.1;6.76;21.36;4.87;7.33;
6058;44.5668;0.7765;REF;REF;12.85;62;1.37;6;30;3;6;793.88;122.5;64.04;0.1;6.74;21.3;4.88;7.37;
6059;44.5682;0.8771;REF;REF;12.65;58;1.37;6;30;3;6;804.65;123.07;63.82;0.07;6.86;21.99;4.84;7.33;
6060;44.5695;0.9777;REF;REF;12.58;57;1.3;6;29;3;7;808.69;123.37;63.8;0.07;6.97;22.11;4.81;7.3;
6061;44.5707;1.0784;REF;REF;12.41;53;1.13;5;31;4;7;879.67;126.27;62.89;0.07;7.76;22.87;5.13;7.37;
6062;44.5718;1.179;REF;REF;12.46;59;2.1;5;35;4;8;879.68;124.07;63.93;0.07;7.88;23.46;5.29;7.27;
6063;44.5728;1.2797;REF;REF;12.43;58;1.9;4;35;4;8;879.12;124.37;63.72;0.07;7.73;23.59;5.28;7.37;
6064;44.5738;1.3803;REF;REF;12.24;54;1.77;5;37;4;9;893.04;124.63;63.72;0.07;7.86;23.99;5.19;7.43;
6065;44.5746;1.481;REF;REF;12.18;58;2.57;5;39;4;10;936.34;130.1;62.12;0.07;8.13;24.77;5.75;7.3;
6066;44.5753;1.5816;REF;REF;12.22;59;2.63;5;39;3;10;931.71;129.87;62.17;0.07;8.06;24.18;5.8;7.33;
6067;44.576;1.6823;REF;REF;12.21;59;2.77;5;39;3;10;929.87;129.7;62.15;0.07;8.03;23.91;5.8;7.37;
6068;44.5765;1.7829;REF;REF;12.44;63;3.23;5;38;4;10;918.11;129.57;62.45;0.1;7.91;23.1;5.84;7.33;
6069;44.577;1.8836;REF;REF;12.29;60;2.97;5;38;4;11;928.63;129.5;62.42;0.1;8;23.32;5.8;7.3;
6070;44.5774;1.9842;REF;REF;12.53;64;3.3;5;37;4;10;913.75;129.07;62.47;0.07;7.8;23.68;5.91;7.3;
6071;44.5776;2.0849;REF;REF;12.54;65;2.8;5;34;4;9;989.08;130;62.06;0.03;8.74;24.59;5.64;7.3;
6072;44.5778;2.1856;REF;REF;12.17;59;2.33;4;38;4;8;1013.71;131.57;61.9;0.07;8.94;25.17;5.52;7.33;
6073;44.5779;2.2862;REF;REF;12.08;58;1.93;4;38;4;9;1025.74;131.73;62.08;0.07;9.03;25.45;5.51;7.33;
6074;44.5779;2.3869;REF;REF;11.61;49;1.23;4;41;4;9;1056.78;134.6;61.6;0.07;9.37;25.86;5.5;7.3;
6075;44.5778;2.4876;REF;REF;10.96;39;0.77;4;45;4;9;1104.84;134.43;61.64;0.07;9.77;27.06;5.57;7.37;
6076;44.5776;2.5882;REF;REF;10.95;39;0.87;4;45;4;9;1103.12;134.57;61.78;0.07;9.75;26.89;5.57;7.33;
6077;44.5774;2.6889;REF;REF;11.09;41;0.87;4;44;4;9;1093.33;134.4;61.7;0.07;9.67;26.61;5.54;7.37;
6078;44.577;2.7895;REF;REF;10.07;39;0.53;1;64;4;11;1186.47;142.7;59.79;0.1;10.59;27.96;6.36;7.33;
6079;44.5765;2.8902;REF;REF;9.27;30;0.4;0;74;2;12;1249.09;142.13;59.94;0.07;11.4;30.22;6.4;7.37;
6080;44.576;2.9909;REF;REF;7.48;10;0;0;94;3;11;1369.29;149.17;58.97;0.1;12.22;32.27;8.07;7.33;
6081;44.5753;3.0915;REF;REF;6.43;6;0;0;113;4;10;1079.33;143.77;60.38;0.07;9.08;27.67;8.93;7.37;
6082;44.5746;3.1922;REF;REF;7.36;15;0;0;102;4;10;1037.71;136.4;61.9;0.03;8.82;26.58;7.61;7.33;
6083;44.5738;3.2928;REF;REF;9.36;40;0.47;0;83;3;10;924.85;123.37;65.6;0.07;7.92;26.2;5.48;7.33;
6084;44.5729;3.3935;REF;REF;8.36;26;0.03;0;93;3;10;980.91;128.47;64.86;0.03;8.19;28.05;6.2;7.33;
6085;44.5718;3.4941;REF;REF;7.68;17;0;0;99;4;10;1015.53;129.87;64.76;0.07;8.44;29.13;6.82;7.33;
6086;44.5707;3.5947;REF;REF;6.91;14;0;0;115;4;10;919.95;133.8;63.32;0.1;7.33;26.65;8.04;7.33;
6087;44.5695;3.6954;REF;REF;6.78;12;0;0;117;3;9;924.52;135.1;63.01;0.1;7.27;27.22;8.18;7.33;
6088;44.5682;3.796;REF;REF;6.43;9;0;0;118;4;8;945.22;138.83;62.53;0.1;7.32;27.78;8.5;7.33;
6089;44.5669;3.8966;REF;REF;7.56;22;0.03;0;110;4;9;891.21;135.63;62.72;0.14;6.89;25.44;7.23;7.3;
6090;44.5654;3.9973;REF;REF;8.71;21;0;0;75;4;7;1928.2;114.93;80.47;0.07;13.08;77.76;8.13;7.3;
6091;44.5638;4.0979;REF;REF;10.07;34;0.07;0;56;3;7;1809.93;111.03;80.74;0.07;12.05;73.83;6.34;7.37;
6092;44.5622;4.1985;REF;REF;11.72;52;0.73;6;38;3;9;1304.05;96.23;81.36;0.07;9.67;52.28;4.64;7.27;
6093;44.5604;4.2991;REF;REF;12.67;68;1.8;9;34;2;8;1188.06;94.3;81.18;0.1;8.8;48.75;5.87;7.33;
6094;44.5586;4.3997;REF;REF;13.17;76;2.33;13;30;1;7;967.38;87.37;81.84;0.1;7.16;38.97;7.17;7.27;
6095;44.5566;4.5003;REF;REF;12.73;69;1.8;12;33;1;7;992.24;87.7;81.79;0.07;7.41;39.06;6.74;7.43;
6096;44.5546;4.6009;REF;REF;12.91;72;2.13;12;33;2;7;992.55;87.3;81.97;0.1;7.55;40.45;6.92;7.33;
6097;44.5525;4.7014;REF;REF;13.38;79;1.73;16;25;1;7;881.55;91.13;79.75;0.07;6.7;35.94;7.68;7.27;
6098;44.5503;4.802;REF;REF;13.34;78;1.73;15;26;1;7;886.05;90.37;79.86;0.1;6.66;35.55;7.67;7.3;
6099;44.548;4.9026;REF;REF;12.87;72;1.47;11;32;1;8;920.03;91.43;80.08;0.1;6.9;36.89;7.05;7.33;
6100;44.5456;5.0031;REF;REF;11.37;68;1.63;0;70;3;8;899.53;104.53;72.53;0.07;7.69;29.51;4.6;7.3;
6101;44.5431;5.1036;REF;REF;10.32;59;1.27;0;88;5;9;953.61;104.53;72.8;0.1;8.28;31;5.16;7.33;
6102;44.5405;5.2042;REF;REF;9.64;46;0.43;0;92;4;9;1012.92;107.8;72.32;0.14;8.69;33.09;4.91;7.27;
6103;44.5379;5.3047;REF;REF;9.4;43;0.37;0;93;4;11;1036.7;107.13;72.24;0.1;9.03;33.9;4.85;7.37;
6104;44.5351;5.4052;REF;REF;8.54;27;0.03;0;99;5;11;1111.15;111.7;71.35;0.1;9.49;36.36;5.25;7.33;
6105;44.5322;5.5057;REF;REF;8.56;27;0.03;0;99;5;11;1109.56;111.57;71.36;0.1;9.49;36.27;5.24;7.3;
6106;44.5293;5.6062;REF;REF;8.56;37;0.03;0;118;3;9;984.35;101.27;74.3;0.07;8.44;33.85;6.85;7.33;
6107;44.5263;5.7067;REF;REF;8.92;53;0.23;0;123;4;10;980.42;109.37;71.35;0.1;8.47;32.43;6.45;7.3;
6108;44.5231;5.8072;REF;REF;9.15;49;0.13;0;117;4;8;941.12;100.47;74.62;0.07;8.15;32.64;6.6;7.33;
6109;44.5199;5.9076;REF;REF;7.66;21;0;0;123;2;7;1050.4;103.43;74.32;0.07;9.08;35.76;7.24;7.27;
6110;44.5166;6.0081;REF;REF;9.06;47;0.07;0;120;3;7;912.56;97.47;75.61;0.1;7.93;31.89;4.74;7.37;
6111;44.5132;6.1085;REF;REF;9.52;54;0.27;0;116;3;7;886.6;95.37;76.16;0.1;7.54;30.35;4.63;7.27;
6112;44.5097;6.209;REF;REF;8.28;34;0.03;0;124;5;8;962.33;98.23;75.75;0.07;8.07;33.11;5.05;7.3;
6113;44.5061;6.3094;REF;REF;10.17;58;0.27;0;94;5;8;774.46;98;73.95;0.07;6.49;25.31;6.98;7.3;
6114;44.5024;6.4098;REF;REF;7.73;25;0;0;126;3;6;862.6;103.67;72.75;0.07;7.23;28.69;3.94;7.33;
6115;44.4987;6.5101;REF;REF;5.82;6;0;0;153;3;4;773.6;108.4;70.71;0.07;6.34;26.1;3.62;7.33;
6116;44.4948;6.6105;REF;REF;2.32;0;0;0;188;4;2;904.32;113.1;70.56;0.07;7.57;30.09;4.81;7.3;
6117;44.4908;6.7109;REF;REF;3.49;0;0;0;171;4;2;951.98;110.43;70.63;0.07;8.02;29.74;4.82;7.3;
6118;44.4868;6.8112;REF;REF;2.93;0;0;0;178;2;3;976.56;113.8;69.86;0.07;8.27;30.28;5.09;7.33;
6119;44.4827;6.9116;REF;REF;2.13;0;0;0;189;3;3;1005.17;114.43;69.66;0.07;8.37;31.14;5.42;7.33;
6181;44.5917;-1.2391;REF;REF;13.69;43;0.53;8;14;4;3;864.49;125.43;63.15;0.1;7.57;22.69;8.51;7.3;
6182;44.595;-1.1385;REF;REF;13.64;43;0.53;8;15;4;3;867.3;125.47;63.14;0.1;7.59;22.76;8.49;7.27;
6183;44.5981;-1.0379;REF;REF;13.18;72;2;3;34;5;6;894.81;126.77;63.27;0.07;7.81;22.89;5.2;7.37;
6184;44.6011;-0.9373;REF;REF;13.16;71;2.03;3;34;4;6;897.67;127.03;63.32;0.07;7.8;23.07;5.25;7.33;
6185;44.6041;-0.8367;REF;REF;12.94;66;1.77;3;35;4;6;912.26;127.63;63.29;0.07;7.93;23.48;5.22;7.33;
6186;44.607;-0.736;REF;REF;12.81;63;1.63;2;35;4;6;922.86;127.93;63.3;0.07;8.08;24.02;5.19;7.33;
6187;44.6097;-0.6354;REF;REF;12.86;64;1.67;2;35;4;6;919.48;127.93;63.32;0.07;8.05;23.93;5.2;7.4;
6188;44.6124;-0.5347;REF;REF;12.92;66;1.63;3;34;4;6;915.69;128.4;63.26;0.07;7.95;23.48;5.2;7.3;
6189;44.615;-0.4341;REF;REF;13.18;68;1.57;5;29;3;7;784.84;119.9;64.44;0.07;6.73;20.59;5.02;7.37;
6190;44.6175;-0.3334;REF;REF;13.33;72;1.63;6;29;3;6;776.43;119.33;64.5;0.07;6.73;20.68;5.07;7.23;
6191;44.6199;-0.2327;REF;REF;12.97;64;1.23;5;27;4;5;800.44;118.33;66.13;0.07;6.97;22.69;5.1;7.3;
6192;44.6222;-0.132;REF;REF;13.04;65;1.33;5;27;3;5;798.77;118.4;66.17;0.07;6.94;22.28;5.08;7.27;
6193;44.6244;-0.0313;REF;REF;13.08;66;1.37;5;28;3;5;796.24;118.23;66.21;0.07;6.92;22.2;5.08;7.3;
6194;44.6265;0.0694;REF;REF;13.03;64;1.23;5;28;3;5;798.02;118.13;66.15;0.1;7.04;22.24;5.06;7.3;
6195;44.6285;0.1701;REF;REF;12.98;63;1.2;5;28;3;5;800.57;118.57;66.14;0.1;7.02;21.96;5.03;7.33;
6196;44.6305;0.2708;REF;REF;12.95;64;1.23;6;31;3;6;758.2;116.83;65.53;0.1;6.49;20.82;4.78;7.3;
6197;44.6323;0.3715;REF;REF;12.92;64;1.33;6;31;3;6;764.3;116.87;65.71;0.1;6.52;20.84;4.82;7.33;
6198;44.6341;0.4723;REF;REF;12.83;62;1.3;6;31;3;6;765.84;117.27;65.39;0.1;6.55;20.91;4.77;7.33;
6199;44.6357;0.573;REF;REF;12.79;61;1.27;6;31;3;6;768.43;117.33;65.39;0.1;6.58;20.97;4.76;7.23;
6200;44.6373;0.6737;REF;REF;12.96;65;1.6;6;30;3;7;782.69;121.73;63.8;0.1;6.72;20.78;4.9;7.33;
6201;44.6388;0.7745;REF;REF;12.86;63;1.5;6;30;3;6;789.95;121.7;63.78;0.1;6.76;20.97;4.88;7.33;
6202;44.6402;0.8752;REF;REF;12.59;57;1.27;5;31;4;7;867.67;126;62.85;0.1;7.64;22.52;5.23;7.33;
6203;44.6415;0.976;REF;REF;12.36;52;0.97;5;32;4;7;886.4;126.57;62.75;0.1;7.8;23.02;5.13;7.4;
6204;44.6427;1.0768;REF;REF;12.35;52;1.03;5;31;4;7;884.22;126.37;62.87;0.07;7.8;22.98;5.11;7.37;
6205;44.6438;1.1775;REF;REF;12.3;55;1.97;5;36;4;9;892.36;124.5;63.94;0.07;8;23.81;5.21;7.37;
6206;44.6448;1.2783;REF;REF;12.39;57;1.87;4;36;4;9;881.92;124.53;63.7;0.07;7.76;23.67;5.26;7.3;
6207;44.6457;1.3791;REF;REF;12.22;54;1.77;5;37;4;9;894.5;124.73;63.72;0.07;7.88;24.03;5.18;7.27;
6208;44.6465;1.4799;REF;REF;12;49;1.47;5;37;5;9;917.52;125.5;63.78;0.07;8.07;25.31;5.05;7.33;
6209;44.6473;1.5806;REF;REF;11.91;52;2.13;5;39;4;10;954.96;131;62.08;0.07;8.29;25.26;5.66;7.3;
6210;44.6479;1.6814;REF;REF;11.92;53;2.03;5;39;5;9;952.09;130.57;62.19;0.07;8.27;24.86;5.68;7.33;
6211;44.6485;1.7822;REF;REF;12.16;58;2.67;5;39;4;10;937.78;130.03;62.36;0.1;8.03;24.18;5.77;7.37;
6212;44.6489;1.883;REF;REF;12.15;58;2.63;5;39;4;10;938.58;130.03;62.33;0.1;8.05;24.19;5.77;7.27;
6213;44.6493;1.9838;REF;REF;12.19;58;2.23;5;37;4;10;1122.19;136.93;60.72;0.1;9.95;26.85;5.17;7.33;
6214;44.6496;2.0846;REF;REF;12.14;57;2.23;5;37;4;9;1128.1;137.17;60.8;0.07;9.86;26.86;5.13;7.37;
6215;44.6498;2.1854;REF;REF;12.29;60;2.1;4;36;4;9;1066.54;136.13;60.85;0.07;9.42;25.3;5.98;7.33;
6216;44.6499;2.2862;REF;REF;11.73;51;1.3;4;41;4;8;1105.64;138.87;60.52;0.07;9.75;26.41;5.85;7.3;
6217;44.6499;2.387;REF;REF;11.37;47;0.93;3;44;4;8;1129.72;140.4;60.24;0.1;9.84;26.63;5.85;7.3;
6218;44.6498;2.4877;REF;REF;11.28;44;1;4;43;3;9;1080.21;135.07;61.6;0.1;9.53;26.72;5.53;7.33;
6219;44.6496;2.5885;REF;REF;11.3;44;1;4;43;4;9;1077.96;134.37;61.66;0.07;9.54;26.24;5.51;7.3;
6220;44.6493;2.6893;REF;REF;10.08;40;0.7;0;64;4;10;1187.71;142.47;59.99;0.1;10.41;28.13;6.34;7.37;
6221;44.6489;2.7901;REF;REF;9.26;30;0.4;0;73;4;11;1251.27;142.97;60.07;0.1;11.37;29.64;6.43;7.33;
6222;44.6485;2.8909;REF;REF;7.83;13;0;0;89;3;11;1346.91;149.73;58.6;0.1;11.97;31.62;7.65;7.33;
6223;44.6479;2.9917;REF;REF;6.64;8;0;0;110;3;12;1067.15;141.83;60.83;0.07;9.1;27.14;8.54;7.33;
6224;44.6473;3.0925;REF;REF;7.07;12;0;0;106;3;11;1046.79;136.23;61.73;0.03;8.98;27.3;7.96;7.33;
6225;44.6465;3.1933;REF;REF;7.21;13;0;0;103;4;9;1044.61;135.4;62.31;0.03;8.95;26.5;7.76;7.3;
6226;44.6457;3.294;REF;REF;8.01;22;0;0;95;3;9;991.23;128.97;64.74;0.07;8.31;27.38;6.52;7.27;
6227;44.6448;3.3948;REF;REF;7.53;21;0;0;110;3;10;890.16;134.23;63.18;0.03;7.04;25.48;7.27;7.33;
6228;44.6438;3.4956;REF;REF;6.62;10;0;0;117;3;9;934.87;136.13;62.73;0.07;7.4;26.73;8.28;7.33;
6229;44.6427;3.5964;REF;REF;5.96;5;0;0;122;4;9;968.44;141.6;62.34;0.07;7.58;27.75;8.98;7.33;
6230;44.6415;3.6971;REF;REF;6.66;11;0;0;117;3;8;936.89;135.67;62.96;0.1;7.39;27.3;8.3;7.3;
6231;44.6402;3.7979;REF;REF;6.72;12;0;0;117;4;8;932.56;134.57;63.09;0.1;7.37;27.2;8.23;7.33;
6232;44.6388;3.8986;REF;REF;7.42;19;0.03;0;110;4;9;900.62;134.53;62.77;0.1;7.02;27.06;7.42;7.43;
6233;44.6373;3.9994;REF;REF;6.76;9;0;0;112;5;8;1321.83;135.23;70.39;0.1;9.3;44.99;8.49;7.33;
6234;44.6358;4.1001;REF;REF;7.43;10;0;0;95;4;7;2040.94;115.9;80.16;0.07;14.04;80.44;7.08;7.3;
6235;44.6341;4.2009;REF;REF;9.94;33;0.1;1;59;4;9;1826.59;111.37;80.8;0.07;12.18;75.05;6.67;7.3;
6236;44.6323;4.3016;REF;REF;12.27;61;1.13;8;34;3;8;1231.36;95.3;81.1;0.1;9.12;50.36;5.27;7.3;
6237;44.6305;4.4023;REF;REF;12.99;74;2.4;11;33;2;8;1152.94;93.27;81.3;0.1;8.56;47.45;6.42;7.3;
6238;44.6286;4.503;REF;REF;11.41;48;0.67;5;44;3;7;1105.7;95;80.48;0.1;8.19;43.51;6.54;7.23;
6239;44.6265;4.6038;REF;REF;11.06;43;0.63;5;48;3;6;1141.92;96.03;80.51;0.07;8.51;44.37;6.92;7.33;
6240;44.6244;4.7045;REF;REF;12.63;66;1.43;13;34;1;7;936.25;85.23;82.36;0.07;6.83;37.83;7.92;7.37;
6241;44.6222;4.8052;REF;REF;13.03;73;1.53;13;30;1;7;907.5;91.37;79.87;0.1;6.87;35.95;7.25;7.27;
6242;44.6199;4.9058;REF;REF;13.02;73;1.53;13;30;1;7;908.43;91.3;79.87;0.1;6.88;35.99;7.24;7.37;
6243;44.6175;5.0065;REF;REF;12.23;63;1.17;8;40;2;7;963.09;92.17;80.2;0.07;7.23;38.96;6.35;7.43;
6244;44.615;5.1072;REF;REF;10.75;63;1.3;0;80;4;9;931.68;104.2;72.7;0.1;8.04;30.52;4.9;7.33;
6245;44.6124;5.2079;REF;REF;9.07;37;0.1;0;96;5;10;1068.44;108.2;72.49;0.1;9.14;35.22;4.94;7.33;
6246;44.6098;5.3085;REF;REF;9.55;45;0.4;0;91;5;11;1026.72;106.97;72.42;0.07;8.74;33.97;4.89;7.23;
6247;44.607;5.4092;REF;REF;9.08;38;0.07;0;96;5;10;1070.18;108.33;72.56;0.1;9.16;35.46;4.92;7.3;
6248;44.6041;5.5098;REF;REF;9.09;38;0.17;0;96;5;10;1067.44;108.2;72.25;0.1;9.21;35.72;4.94;7.3;
6249;44.6012;5.6104;REF;REF;7.73;16;0;0;106;3;10;1166.74;111.13;71.72;0.1;10.2;38.54;5.79;7.33;
6250;44.5981;5.711;REF;REF;7.92;38;0;0;130;4;12;1045.5;110.17;71.23;0.1;9.11;34.46;7.42;7.33;
6251;44.595;5.8116;REF;REF;7.15;25;0;0;135;4;11;1095.04;113.17;70.96;0.1;9.49;35.87;6.9;7.33;
6252;44.5918;5.9122;REF;REF;6.58;17;0;0;141;3;8;1135.98;112.37;71.32;0.07;9.7;36.63;6.33;7.3;
6253;44.5885;6.0128;REF;REF;7.14;25;0;0;135;4;11;1100.81;113.8;70.84;0.07;9.4;35.22;6.96;7.27;
6254;44.5851;6.1134;REF;REF;8.76;42;0.1;0;121;3;7;930.87;98.23;75.54;0.07;7.96;32.01;4.82;7.33;
6255;44.5816;6.2139;REF;REF;7.72;26;0;0;124;5;8;1104.4;115.9;70.84;0.1;9.45;35.25;4;7.27;
6256;44.578;6.3144;REF;REF;5.93;6;0;0;142;5;6;1216.98;120.2;70.35;0.1;10.38;37.71;4.16;7.43;
6257;44.5743;6.415;REF;REF;6.39;10;0;0;139;4;8;1194.3;115.83;71.57;0.07;10.14;38.39;4.17;7.3;
6258;44.5705;6.5155;REF;REF;8.69;38;0;0;116;2;7;827.91;99.37;74.1;0.07;7.11;27.55;4.64;7.3;
6259;44.5666;6.616;REF;REF;3.16;0;0;0;175;4;3;880.29;108.67;71.71;0.1;7.41;28.21;4.49;7.3;
6260;44.5627;6.7165;REF;REF;2.11;0;0;0;191;4;2;917.2;113.07;70.75;0.07;7.77;29.63;4.89;7.3;
6261;44.5586;6.8169;REF;REF;1.61;0;0;0;198;3;2;1026.72;113.13;70.42;0.07;8.76;31.51;5.69;7.4;
6262;44.5545;6.9174;REF;REF;0.31;0;0;0;217;4;1;1088.56;119;69.55;0.1;9.04;33.85;6.2;7.33;
