#-----------------------------------------------------------------------------
# Date d'extraction : 31/03/2025 - 09h46 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : FEU_METEO2022
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP2.6 : Emissions maÃ®trisÃ©es
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORIFM40 : Indicateur feux de forÃªt nbj sup Ã  40 (jour)
#     NORIFMxAV : IFMx moyen
#     NORIFMx50 : Danger Feu MÃ©tÃ©o vÃ©gÃ©tation vivante ElevÃ© (jour)
#     AIFM40 : Ecart de indicateur feux de forÃªt nbj sup Ã  40 (jour)
#     AIFMxAV : Ecart de ifmx moyen
#     AIFMx50 : Ecart de danger feu mÃ©tÃ©o vÃ©gÃ©tation vivante elevÃ© (jour)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;PÃ©riode;NORIFM40;NORIFMxAV;NORIFMx50;AIFM40;AIFMxAV;AIFMx50;
#-----------------------------------------------------------------------------
12795;47.9603;2.3901;RCP2.6;H2;7;6.67;2;5;1.56;1;
12796;47.9602;2.4972;RCP2.6;H2;7;6.43;2;5;1.54;1;
12797;47.96;2.6043;RCP2.6;H2;6;6.45;1;4;1.52;1;
12798;47.9597;2.7114;RCP2.6;H2;6;6.4;1;4;1.5;1;
12799;47.9593;2.8185;RCP2.6;H2;5;6.25;1;4;1.48;1;
12800;47.9588;2.9256;RCP2.6;H2;5;6.05;1;4;1.46;1;
12801;47.9582;3.0327;RCP2.6;H2;5;5.99;1;4;1.49;1;
12802;47.9576;3.1398;RCP2.6;H2;4;5.88;1;3;1.5;0;
12803;47.9568;3.2469;RCP2.6;H2;4;5.91;1;3;1.5;0;
12804;47.9559;3.354;RCP2.6;H2;4;6.52;1;2;1.53;1;
12805;47.9549;3.4611;RCP2.6;H2;5;6.21;1;4;1.51;0;
12806;47.9538;3.5682;RCP2.6;H2;4;6.27;1;3;1.56;0;
12807;47.9527;3.6753;RCP2.6;H2;4;6.15;1;3;1.54;0;
12808;47.9514;3.7823;RCP2.6;H2;4;6.21;1;3;1.58;0;
12809;47.95;3.8894;RCP2.6;H2;4;6.12;1;3;1.58;0;
12810;47.9485;3.9965;RCP2.6;H2;4;5.62;1;3;1.58;1;
12811;47.947;4.1035;RCP2.6;H2;4;5.28;1;3;1.5;1;
12812;47.9453;4.2106;RCP2.6;H2;4;5.12;0;3;1.35;0;
12813;47.9435;4.3176;RCP2.6;H2;3;5.7;1;2;1.46;1;
12814;47.9417;4.4247;RCP2.6;H2;4;5.44;1;3;1.36;1;
12815;47.9397;4.5317;RCP2.6;H2;4;5.6;1;3;1.38;1;
12816;47.9377;4.6387;RCP2.6;H2;4;5.45;1;3;1.33;1;
12817;47.9355;4.7457;RCP2.6;H2;4;5.36;1;3;1.3;1;
12818;47.9333;4.8528;RCP2.6;H2;3;4.62;0;3;1.19;0;
12819;47.9309;4.9597;RCP2.6;H2;2;4.4;0;2;1.11;0;
12820;47.9285;5.0667;RCP2.6;H2;2;4.12;0;1;0.99;0;
12821;47.9259;5.1737;RCP2.6;H2;1;4;0;1;0.96;0;
12822;47.9233;5.2807;RCP2.6;H2;1;4.41;0;0;0.98;0;
12823;47.9205;5.3876;RCP2.6;H2;2;4.34;1;1;0.96;0;
12824;47.9177;5.4946;RCP2.6;H2;2;4.36;1;1;0.97;0;
12825;47.9147;5.6015;RCP2.6;H2;2;4.6;1;1;1.04;0;
12826;47.9117;5.7084;RCP2.6;H2;2;4.15;0;2;0.95;0;
12827;47.9086;5.8153;RCP2.6;H2;2;4.48;0;1;1.06;0;
12828;47.9053;5.9222;RCP2.6;H2;2;4.44;0;1;1.02;0;
12829;47.902;6.0291;RCP2.6;H2;2;4.42;0;1;1.03;0;
12830;47.8986;6.136;RCP2.6;H2;2;4.4;0;1;1.01;0;
12831;47.8951;6.2428;RCP2.6;H2;2;4.06;0;1;0.86;0;
12832;47.8914;6.3497;RCP2.6;H2;1;3.98;0;1;0.86;0;
12833;47.8877;6.4565;RCP2.6;H2;1;2.83;0;1;0.6;0;
12834;47.8839;6.5633;RCP2.6;H2;0;2.6;0;0;0.5;0;
12835;47.88;6.6701;RCP2.6;H2;0;2.39;0;0;0.48;0;
12836;47.876;6.7769;RCP2.6;H2;0;2.27;0;0;0.43;0;
12837;47.8719;6.8836;RCP2.6;H2;0;2.26;0;0;0.41;0;
12838;47.8677;6.9904;RCP2.6;H2;0;2.82;0;0;0.54;0;
12839;47.8633;7.0971;RCP2.6;H2;0;2.6;0;0;0.55;0;
12840;47.8589;7.2038;RCP2.6;H2;0;4.69;0;-1;0.79;0;
12841;47.8544;7.3105;RCP2.6;H2;1;5.42;0;-1;0.79;0;
12842;47.8498;7.4172;RCP2.6;H2;1;5.17;0;0;0.64;0;
12843;47.8451;7.5238;RCP2.6;H2;1;5.19;0;0;0.65;0;
12875;47.8408;-4.3508;RCP2.6;H2;0;4.36;0;-1;0.55;0;
12876;47.8469;-4.2443;RCP2.6;H2;1;4.23;0;0;0.61;0;
12877;47.8528;-4.1378;RCP2.6;H2;1;4.24;0;0;0.6;0;
12878;47.8587;-4.0313;RCP2.6;H2;1;4.22;0;0;0.54;0;
12879;47.8645;-3.9247;RCP2.6;H2;1;4.21;0;0;0.54;0;
12880;47.8702;-3.8181;RCP2.6;H2;1;4.15;0;0;0.54;0;
12881;47.8757;-3.7115;RCP2.6;H2;1;4.21;0;0;0.55;0;
12882;47.8812;-3.6049;RCP2.6;H2;1;4.12;0;0;0.53;0;
12883;47.8866;-3.4982;RCP2.6;H2;1;4;0;0;0.54;0;
12884;47.8919;-3.3915;RCP2.6;H2;1;4.09;0;0;0.62;0;
12885;47.8971;-3.2848;RCP2.6;H2;1;4.71;1;0;0.73;0;
12886;47.9022;-3.1781;RCP2.6;H2;2;4.74;1;1;0.78;0;
12887;47.9072;-3.0714;RCP2.6;H2;2;4.9;0;1;0.73;0;
12888;47.9121;-2.9646;RCP2.6;H2;2;4.9;0;1;0.79;0;
12889;47.9169;-2.8578;RCP2.6;H2;2;4.86;0;1;0.82;0;
12890;47.9216;-2.751;RCP2.6;H2;2;4.79;0;1;0.79;0;
12891;47.9262;-2.6442;RCP2.6;H2;2;4.77;0;0;0.79;0;
12892;47.9307;-2.5374;RCP2.6;H2;1;6.19;1;-1;0.91;0;
12893;47.9351;-2.4305;RCP2.6;H2;4;6.27;1;2;0.91;0;
12894;47.9394;-2.3237;RCP2.6;H2;4;6.12;1;2;0.9;0;
12895;47.9436;-2.2168;RCP2.6;H2;4;5.98;1;2;0.84;0;
12896;47.9477;-2.1099;RCP2.6;H2;3;5.69;1;1;0.83;0;
12897;47.9518;-2.003;RCP2.6;H2;3;5.62;1;1;0.79;0;
12898;47.9557;-1.896;RCP2.6;H2;3;6.64;2;0;0.92;0;
12899;47.9595;-1.7891;RCP2.6;H2;5;6.67;2;2;0.91;0;
12900;47.9632;-1.6821;RCP2.6;H2;6;6.6;2;2;0.93;1;
12901;47.9669;-1.5751;RCP2.6;H2;5;6.67;2;2;0.91;1;
12902;47.9704;-1.4681;RCP2.6;H2;5;6.81;2;2;1.01;1;
12903;47.9738;-1.3611;RCP2.6;H2;6;6.47;2;2;1.01;1;
12904;47.9772;-1.2541;RCP2.6;H2;6;6.44;2;3;1.01;1;
12905;47.9804;-1.147;RCP2.6;H2;6;6.46;2;3;1;1;
12906;47.9835;-1.04;RCP2.6;H2;6;4.82;1;5;0.82;0;
12907;47.9866;-0.9329;RCP2.6;H2;2;5.88;1;0;0.91;0;
12908;47.9895;-0.8258;RCP2.6;H2;4;5.87;1;2;0.88;0;
12909;47.9924;-0.7188;RCP2.6;H2;4;5.91;1;2;0.88;0;
12910;47.9951;-0.6117;RCP2.6;H2;4;6.42;2;1;0.86;0;
12911;47.9978;-0.5045;RCP2.6;H2;6;6.37;2;3;0.8;1;
12912;48.0003;-0.3974;RCP2.6;H2;5;6.06;2;3;0.84;1;
12913;48.0028;-0.2903;RCP2.6;H2;5;6.6;2;2;0.89;1;
12914;48.0051;-0.1831;RCP2.6;H2;6;6.54;2;3;0.89;1;
12915;48.0074;-0.076;RCP2.6;H2;6;6.62;2;3;0.88;1;
12916;48.0095;0.0312;RCP2.6;H2;6;6.54;2;3;0.88;1;
12917;48.0116;0.1383;RCP2.6;H2;6;6.59;2;3;0.9;1;
12918;48.0136;0.2455;RCP2.6;H2;6;6.61;2;3;0.9;1;
12919;48.0154;0.3527;RCP2.6;H2;6;6.69;2;4;0.99;1;
12920;48.0172;0.4599;RCP2.6;H2;6;6.56;2;3;0.99;1;
12921;48.0189;0.5671;RCP2.6;H2;5;6.49;2;3;1.18;1;
12922;48.0204;0.6743;RCP2.6;H2;5;6.4;2;3;1.28;1;
12923;48.0219;0.7815;RCP2.6;H2;6;6.43;2;4;1.28;1;
12924;48.0233;0.8887;RCP2.6;H2;6;7.43;4;2;1.52;2;
12925;48.0246;0.9959;RCP2.6;H2;10;7.3;4;7;1.53;3;
12926;48.0257;1.1032;RCP2.6;H2;10;7.35;4;6;1.53;3;
12927;48.0268;1.2104;RCP2.6;H2;10;7.2;3;7;1.47;2;
12928;48.0278;1.3176;RCP2.6;H2;9;8.54;6;4;1.56;4;
12929;48.0287;1.4249;RCP2.6;H2;12;8.52;6;7;1.58;4;
12930;48.0295;1.5321;RCP2.6;H2;12;8.28;5;7;1.61;3;
12931;48.0302;1.6394;RCP2.6;H2;12;8.32;5;6;1.62;3;
12932;48.0308;1.7466;RCP2.6;H2;12;8.45;6;7;1.76;4;
12933;48.0312;1.8539;RCP2.6;H2;12;8.51;6;8;1.82;4;
12934;48.0316;1.9611;RCP2.6;H2;13;6.63;2;10;1.51;1;
12935;48.0319;2.0684;RCP2.6;H2;7;6.64;2;5;1.57;1;
12936;48.0321;2.1756;RCP2.6;H2;7;6.65;2;5;1.61;1;
12937;48.0322;2.2829;RCP2.6;H2;7;6.66;2;6;1.61;1;
12938;48.0322;2.3901;RCP2.6;H2;7;6.32;2;6;1.53;1;
12939;48.0321;2.4974;RCP2.6;H2;6;6.47;1;4;1.53;1;
12940;48.0319;2.6047;RCP2.6;H2;6;6.5;2;4;1.53;1;
12941;48.0316;2.7119;RCP2.6;H2;6;6.42;1;4;1.5;1;
12942;48.0313;2.8192;RCP2.6;H2;5;6.23;1;4;1.48;1;
12943;48.0308;2.9264;RCP2.6;H2;5;6.11;1;4;1.47;1;
12944;48.0302;3.0337;RCP2.6;H2;5;5.98;1;4;1.49;1;
12945;48.0295;3.1409;RCP2.6;H2;5;5.87;1;4;1.47;1;
12946;48.0287;3.2482;RCP2.6;H2;5;5.94;1;3;1.49;1;
12947;48.0278;3.3554;RCP2.6;H2;4;5.82;1;3;1.5;1;
12948;48.0268;3.4626;RCP2.6;H2;4;5.59;1;3;1.48;1;
12949;48.0258;3.5699;RCP2.6;H2;4;5.91;1;3;1.54;1;
12950;48.0246;3.6771;RCP2.6;H2;4;6.15;1;3;1.52;0;
12951;48.0233;3.7843;RCP2.6;H2;4;6.26;1;3;1.56;0;
12952;48.0219;3.8915;RCP2.6;H2;4;6.06;2;3;1.61;1;
12953;48.0205;3.9987;RCP2.6;H2;5;5.92;2;4;1.59;1;
12954;48.0189;4.106;RCP2.6;H2;5;5.67;1;4;1.53;1;
12955;48.0172;4.2132;RCP2.6;H2;4;5.26;1;4;1.42;1;
12956;48.0155;4.3203;RCP2.6;H2;4;5.27;1;3;1.42;1;
12957;48.0136;4.4275;RCP2.6;H2;4;5.22;1;3;1.33;1;
12958;48.0116;4.5347;RCP2.6;H2;3;5.01;1;2;1.25;0;
12959;48.0096;4.6419;RCP2.6;H2;3;5.47;1;2;1.29;0;
12960;48.0074;4.749;RCP2.6;H2;4;4.68;0;3;1.17;0;
12961;48.0052;4.8562;RCP2.6;H2;3;4.66;0;2;1.18;0;
12962;48.0028;4.9633;RCP2.6;H2;3;4.6;0;2;1.16;0;
12963;48.0004;5.0705;RCP2.6;H2;2;4.26;0;2;1.07;0;
12964;47.9978;5.1776;RCP2.6;H2;2;4.17;0;1;1.05;0;
12965;47.9952;5.2847;RCP2.6;H2;2;4.42;0;1;1.01;0;
12966;47.9924;5.3918;RCP2.6;H2;2;4.24;0;1;0.94;0;
12967;47.9896;5.4989;RCP2.6;H2;2;4.35;1;1;0.97;0;
12968;47.9866;5.606;RCP2.6;H2;2;4.39;1;1;1;0;
12969;47.9836;5.713;RCP2.6;H2;2;4.17;0;2;1;0;
12970;47.9804;5.8201;RCP2.6;H2;1;4.7;1;0;1.13;1;
12971;47.9772;5.9271;RCP2.6;H2;3;4.61;1;2;1.08;0;
12972;47.9739;6.0341;RCP2.6;H2;2;4.35;0;1;1.02;0;
12973;47.9704;6.1412;RCP2.6;H2;2;4.54;1;1;1.04;0;
12974;47.9669;6.2482;RCP2.6;H2;2;4.22;0;1;0.89;0;
12975;47.9633;6.3551;RCP2.6;H2;1;3.78;0;1;0.82;0;
12976;47.9596;6.4621;RCP2.6;H2;1;2.63;0;1;0.56;0;
12977;47.9557;6.5691;RCP2.6;H2;0;2.33;0;0;0.49;0;
12978;47.9518;6.676;RCP2.6;H2;0;2.31;0;0;0.49;0;
12979;47.9478;6.7829;RCP2.6;H2;0;2.16;0;0;0.43;0;
12980;47.9437;6.8898;RCP2.6;H2;0;1.99;0;0;0.41;0;
12981;47.9395;6.9967;RCP2.6;H2;0;2.01;0;0;0.41;0;
12982;47.9352;7.1036;RCP2.6;H2;0;2.17;0;0;0.52;0;
12983;47.9308;7.2104;RCP2.6;H2;0;4.46;0;0;0.76;0;
12984;47.9262;7.3173;RCP2.6;H2;0;5.48;0;-1;0.8;0;
12985;47.9216;7.4241;RCP2.6;H2;1;5.25;0;0;0.65;0;
12986;47.9169;7.5309;RCP2.6;H2;1;5.25;0;0;0.65;0;
12987;47.9121;7.6377;RCP2.6;H2;1;5.04;0;1;0.58;0;
13018;47.9125;-4.3599;RCP2.6;H2;0;4.36;0;-1;0.56;0;
13019;47.9186;-4.2533;RCP2.6;H2;1;4;0;0;0.61;0;
13020;47.9245;-4.1466;RCP2.6;H2;1;4.2;0;0;0.6;0;
13021;47.9304;-4.0399;RCP2.6;H2;1;4.3;0;0;0.68;0;
13022;47.9362;-3.9332;RCP2.6;H2;1;3.93;0;0;0.53;0;
13023;47.9419;-3.8265;RCP2.6;H2;1;3.92;0;0;0.54;0;
13024;47.9475;-3.7197;RCP2.6;H2;1;4;0;0;0.55;0;
13025;47.953;-3.613;RCP2.6;H2;1;4;0;0;0.55;0;
13026;47.9584;-3.5062;RCP2.6;H2;1;4.06;0;0;0.59;0;
13027;47.9636;-3.3993;RCP2.6;H2;1;4.26;0;0;0.64;0;
13028;47.9688;-3.2925;RCP2.6;H2;1;4.22;0;0;0.64;0;
13029;47.9739;-3.1856;RCP2.6;H2;1;4.24;0;0;0.68;0;
13030;47.9789;-3.0787;RCP2.6;H2;1;4.81;0;0;0.71;0;
13031;47.9839;-2.9718;RCP2.6;H2;1;4.77;0;0;0.71;0;
13032;47.9887;-2.8649;RCP2.6;H2;1;4.78;0;0;0.76;0;
13033;47.9934;-2.758;RCP2.6;H2;2;4.82;0;0;0.78;0;
13034;47.998;-2.651;RCP2.6;H2;2;4.84;0;0;0.8;0;
13035;48.0025;-2.544;RCP2.6;H2;1;6.15;1;-1;0.91;0;
13036;48.0069;-2.437;RCP2.6;H2;4;6.22;1;2;0.91;0;
13037;48.0112;-2.33;RCP2.6;H2;4;6.12;1;2;0.9;0;
13038;48.0154;-2.223;RCP2.6;H2;4;5.5;1;2;0.83;0;
13039;48.0196;-2.1159;RCP2.6;H2;3;5.55;1;1;0.82;0;
13040;48.0236;-2.0089;RCP2.6;H2;3;5.61;1;1;0.84;0;
13041;48.0275;-1.9018;RCP2.6;H2;3;6.75;2;0;1.02;0;
13042;48.0314;-1.7947;RCP2.6;H2;5;6.9;2;2;1.02;0;
13043;48.0351;-1.6876;RCP2.6;H2;5;6.91;2;2;1;1;
13044;48.0387;-1.5804;RCP2.6;H2;5;6.85;2;2;1;1;
13045;48.0423;-1.4733;RCP2.6;H2;5;6.79;2;2;0.99;1;
13046;48.0457;-1.3661;RCP2.6;H2;5;6.84;2;2;1.07;1;
13047;48.049;-1.259;RCP2.6;H2;6;6.42;2;3;1.04;1;
13048;48.0523;-1.1518;RCP2.6;H2;6;4.81;1;4;0.84;0;
13049;48.0554;-1.0446;RCP2.6;H2;2;5.76;1;1;0.9;0;
13050;48.0585;-0.9374;RCP2.6;H2;4;5.81;1;2;0.91;0;
13051;48.0614;-0.8302;RCP2.6;H2;4;5.84;1;2;0.88;0;
13052;48.0643;-0.7229;RCP2.6;H2;4;5.83;1;2;0.81;0;
13053;48.067;-0.6157;RCP2.6;H2;4;5.8;1;2;0.81;0;
13054;48.0697;-0.5084;RCP2.6;H2;4;6;1;2;0.81;0;
13055;48.0722;-0.4012;RCP2.6;H2;4;6;1;2;0.81;0;
13056;48.0747;-0.2939;RCP2.6;H2;4;5.9;1;2;0.84;0;
13057;48.077;-0.1866;RCP2.6;H2;4;5.91;1;2;0.86;0;
13058;48.0793;-0.0793;RCP2.6;H2;4;6.56;2;2;0.91;1;
13059;48.0815;0.028;RCP2.6;H2;6;6.46;2;3;0.91;1;
13060;48.0835;0.1353;RCP2.6;H2;5;6.56;2;3;0.9;1;
13061;48.0855;0.2427;RCP2.6;H2;6;6.61;2;3;0.91;1;
13062;48.0874;0.35;RCP2.6;H2;6;6.7;2;3;0.99;1;
13063;48.0891;0.4573;RCP2.6;H2;6;6.62;2;3;0.99;1;
13064;48.0908;0.5647;RCP2.6;H2;5;6.77;2;3;1.15;1;
13065;48.0924;0.672;RCP2.6;H2;6;6.5;2;4;1.28;1;
13066;48.0938;0.7794;RCP2.6;H2;6;6.42;2;4;1.27;1;
13067;48.0952;0.8867;RCP2.6;H2;6;7.16;3;2;1.43;2;
13068;48.0965;0.9941;RCP2.6;H2;9;7.25;3;6;1.54;2;
13069;48.0977;1.1015;RCP2.6;H2;10;7.09;3;7;1.48;2;
13070;48.0988;1.2089;RCP2.6;H2;9;7.13;3;6;1.5;2;
13071;48.0997;1.3162;RCP2.6;H2;9;8.47;6;4;1.58;4;
13072;48.1006;1.4236;RCP2.6;H2;12;8.51;6;8;1.58;4;
13073;48.1014;1.531;RCP2.6;H2;12;8.52;6;7;1.61;4;
13074;48.1021;1.6384;RCP2.6;H2;13;8.5;6;8;1.61;4;
13075;48.1027;1.7458;RCP2.6;H2;13;8.66;6;7;1.76;4;
13076;48.1032;1.8532;RCP2.6;H2;13;7.55;4;10;1.69;2;
13077;48.1036;1.9606;RCP2.6;H2;9;8.51;6;4;1.82;4;
13078;48.1039;2.068;RCP2.6;H2;13;8.55;6;8;1.88;4;
13079;48.1041;2.1754;RCP2.6;H2;13;8.66;6;8;1.94;4;
13080;48.1042;2.2828;RCP2.6;H2;13;6.47;2;11;1.6;1;
13081;48.1042;2.3902;RCP2.6;H2;6;6.4;2;5;1.54;1;
13082;48.1041;2.4976;RCP2.6;H2;6;6.43;2;4;1.48;1;
13083;48.1039;2.605;RCP2.6;H2;6;6.46;2;5;1.49;1;
13084;48.1036;2.7124;RCP2.6;H2;6;6.39;1;5;1.46;1;
13085;48.1032;2.8198;RCP2.6;H2;6;6.32;1;4;1.45;1;
13086;48.1027;2.9272;RCP2.6;H2;6;6.17;1;4;1.47;1;
13087;48.1021;3.0346;RCP2.6;H2;5;5.95;1;4;1.48;1;
13088;48.1014;3.142;RCP2.6;H2;5;5.85;1;4;1.46;1;
13089;48.1006;3.2494;RCP2.6;H2;5;6.54;1;3;1.55;1;
13090;48.0998;3.3568;RCP2.6;H2;6;5.84;1;5;1.53;1;
13091;48.0988;3.4642;RCP2.6;H2;5;5.6;1;3;1.49;1;
13092;48.0977;3.5716;RCP2.6;H2;4;5.51;1;3;1.49;1;
13093;48.0965;3.6789;RCP2.6;H2;4;5.61;1;3;1.54;1;
13094;48.0952;3.7863;RCP2.6;H2;4;5.56;1;3;1.54;1;
13095;48.0939;3.8937;RCP2.6;H2;5;5.83;2;4;1.58;1;
13096;48.0924;4.001;RCP2.6;H2;5;5.93;2;4;1.59;1;
13097;48.0908;4.1084;RCP2.6;H2;5;5.83;1;4;1.54;1;
13098;48.0891;4.2157;RCP2.6;H2;4;5.61;1;3;1.45;1;
13099;48.0874;4.3231;RCP2.6;H2;4;5.38;1;3;1.44;1;
13100;48.0855;4.4304;RCP2.6;H2;4;5.31;1;3;1.33;1;
13101;48.0835;4.5377;RCP2.6;H2;4;5.06;1;3;1.24;1;
13102;48.0815;4.645;RCP2.6;H2;3;4.82;1;2;1.2;1;
13103;48.0793;4.7523;RCP2.6;H2;3;4.74;0;2;1.18;0;
13104;48.0771;4.8596;RCP2.6;H2;3;4.77;0;2;1.19;0;
13105;48.0747;4.9669;RCP2.6;H2;3;4.78;1;2;1.23;0;
13106;48.0722;5.0742;RCP2.6;H2;3;4.47;0;2;1.11;0;
13107;48.0697;5.1815;RCP2.6;H2;2;4.34;0;2;1.09;0;
13108;48.067;5.2887;RCP2.6;H2;2;4.05;0;1;0.99;0;
13109;48.0643;5.396;RCP2.6;H2;2;4.28;1;1;0.95;0;
13110;48.0614;5.5032;RCP2.6;H2;2;4.39;1;1;0.97;0;
13111;48.0585;5.6104;RCP2.6;H2;2;4.45;1;1;0.98;0;
13112;48.0555;5.7176;RCP2.6;H2;2;4.28;1;1;1.04;1;
13113;48.0523;5.8248;RCP2.6;H2;2;4.44;1;2;1.07;1;
13114;48.0491;5.932;RCP2.6;H2;3;4.84;1;1;1.17;1;
13115;48.0457;6.0392;RCP2.6;H2;3;4.49;1;2;1.09;0;
13116;48.0423;6.1463;RCP2.6;H2;2;3.88;0;1;0.94;0;
13117;48.0388;6.2535;RCP2.6;H2;1;4.13;0;1;0.92;0;
13118;48.0351;6.3606;RCP2.6;H2;1;3.63;0;1;0.83;0;
13119;48.0314;6.4677;RCP2.6;H2;1;2.52;0;1;0.58;0;
13120;48.0276;6.5748;RCP2.6;H2;0;2.57;0;0;0.54;0;
13121;48.0237;6.6819;RCP2.6;H2;0;2.58;0;0;0.54;0;
13122;48.0196;6.789;RCP2.6;H2;0;2.03;0;0;0.41;0;
13123;48.0155;6.896;RCP2.6;H2;0;1.77;0;0;0.36;0;
13124;48.0113;7.0031;RCP2.6;H2;0;1.85;0;0;0.38;0;
13125;48.007;7.1101;RCP2.6;H2;0;2.49;0;0;0.57;0;
13126;48.0026;7.2171;RCP2.6;H2;0;3.1;0;0;0.67;0;
13127;47.998;7.3241;RCP2.6;H2;0;5.57;0;-1;0.93;0;
13128;47.9934;7.431;RCP2.6;H2;2;5.38;0;0;0.72;0;
13129;47.9887;7.538;RCP2.6;H2;1;5.39;0;0;0.72;0;
13130;47.9839;7.6449;RCP2.6;H2;1;5.1;0;1;0.59;0;
13159;47.9717;-4.5825;RCP2.6;H2;0;4.36;0;-1;0.54;0;
13160;47.978;-4.4758;RCP2.6;H2;1;4.36;0;0;0.56;0;
13161;47.9842;-4.369;RCP2.6;H2;1;3.88;0;0;0.58;0;
13162;47.9903;-4.2623;RCP2.6;H2;0;3.97;0;0;0.63;0;
13163;47.9962;-4.1555;RCP2.6;H2;1;3.98;0;0;0.62;0;
13164;48.0021;-4.0486;RCP2.6;H2;1;4.1;0;0;0.69;0;
13165;48.0079;-3.9418;RCP2.6;H2;1;4.05;0;0;0.64;0;
13166;48.0136;-3.8349;RCP2.6;H2;1;4.04;0;0;0.66;0;
13167;48.0192;-3.728;RCP2.6;H2;1;3.76;0;0;0.64;0;
13168;48.0247;-3.6211;RCP2.6;H2;1;4.19;0;0;0.68;0;
13169;48.0301;-3.5141;RCP2.6;H2;1;4.26;0;0;0.67;0;
13170;48.0354;-3.4072;RCP2.6;H2;1;4.21;0;0;0.66;0;
13171;48.0406;-3.3002;RCP2.6;H2;1;4.21;0;0;0.65;0;
13172;48.0457;-3.1932;RCP2.6;H2;1;4.22;0;0;0.68;0;
13173;48.0507;-3.0861;RCP2.6;H2;1;4.65;0;0;0.71;0;
13174;48.0556;-2.9791;RCP2.6;H2;1;4.77;0;0;0.71;0;
13175;48.0604;-2.872;RCP2.6;H2;1;4.73;0;0;0.76;0;
13176;48.0652;-2.7649;RCP2.6;H2;1;4.76;0;0;0.81;0;
13177;48.0698;-2.6578;RCP2.6;H2;1;4.79;0;0;0.82;0;
13178;48.0743;-2.5507;RCP2.6;H2;1;4.46;0;0;0.79;0;
13179;48.0787;-2.4436;RCP2.6;H2;1;6.15;1;-1;0.94;0;
13180;48.083;-2.3364;RCP2.6;H2;3;6.17;1;2;0.96;0;
13181;48.0873;-2.2292;RCP2.6;H2;4;5.48;0;2;0.95;0;
13182;48.0914;-2.122;RCP2.6;H2;2;5.47;0;1;0.95;0;
13183;48.0954;-2.0148;RCP2.6;H2;2;5.47;1;1;0.95;0;
13184;48.0994;-1.9076;RCP2.6;H2;2;5.84;1;0;0.93;0;
13185;48.1032;-1.8003;RCP2.6;H2;3;6.95;2;0;1.1;0;
13186;48.1069;-1.6931;RCP2.6;H2;5;6.89;2;2;1;1;
13187;48.1106;-1.5858;RCP2.6;H2;5;6.8;2;2;0.98;1;
13188;48.1141;-1.4785;RCP2.6;H2;5;6.77;2;2;0.99;1;
13189;48.1175;-1.3712;RCP2.6;H2;5;4.83;1;4;0.88;0;
13190;48.1209;-1.2639;RCP2.6;H2;2;4.83;1;1;0.88;0;
13191;48.1241;-1.1566;RCP2.6;H2;2;4.82;0;1;0.89;0;
13192;48.1273;-1.0492;RCP2.6;H2;2;4.95;0;1;0.87;0;
13193;48.1303;-0.9419;RCP2.6;H2;2;4.95;0;0;0.87;0;
13194;48.1333;-0.8345;RCP2.6;H2;2;5.8;1;0;0.89;0;
13195;48.1361;-0.7271;RCP2.6;H2;3;5.79;1;1;0.82;0;
13196;48.1389;-0.6197;RCP2.6;H2;3;5.76;1;1;0.81;0;
13197;48.1415;-0.5123;RCP2.6;H2;3;6;1;1;0.8;0;
13198;48.1441;-0.4049;RCP2.6;H2;4;5.98;1;2;0.79;0;
13199;48.1466;-0.2975;RCP2.6;H2;4;5.87;1;2;0.81;0;
13200;48.1489;-0.19;RCP2.6;H2;4;5.87;1;2;0.86;0;
13201;48.1512;-0.0826;RCP2.6;H2;4;5.96;1;3;0.86;0;
13202;48.1534;0.0249;RCP2.6;H2;4;6.49;2;2;0.9;1;
13203;48.1554;0.1323;RCP2.6;H2;6;6.59;2;3;0.9;1;
13204;48.1574;0.2398;RCP2.6;H2;6;6.62;2;3;0.9;1;
13205;48.1593;0.3473;RCP2.6;H2;6;6.58;2;3;0.96;1;
13206;48.161;0.4547;RCP2.6;H2;5;6.38;2;3;1.14;1;
13207;48.1627;0.5622;RCP2.6;H2;5;6.37;2;3;1.13;1;
13208;48.1643;0.6697;RCP2.6;H2;5;6.58;2;3;1.29;1;
13209;48.1658;0.7772;RCP2.6;H2;6;6.34;2;4;1.27;1;
13210;48.1671;0.8848;RCP2.6;H2;6;5.99;2;4;1.25;1;
13211;48.1684;0.9923;RCP2.6;H2;6;6.15;2;4;1.36;1;
13212;48.1696;1.0998;RCP2.6;H2;6;7;3;3;1.44;2;
13213;48.1707;1.2073;RCP2.6;H2;9;7.09;3;6;1.53;2;
13214;48.1717;1.3148;RCP2.6;H2;9;8.36;6;4;1.63;4;
13215;48.1726;1.4224;RCP2.6;H2;12;7.26;3;9;1.46;2;
13216;48.1733;1.5299;RCP2.6;H2;8;7.27;3;5;1.49;2;
