#-----------------------------------------------------------------------------
# Date d'extraction : 31/03/2025 - 09h46 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : FEU_METEO2022
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP2.6 : Emissions maÃ®trisÃ©es
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORIFM40 : Indicateur feux de forÃªt nbj sup Ã  40 (jour)
#     NORIFMxAV : IFMx moyen
#     NORIFMx50 : Danger Feu MÃ©tÃ©o vÃ©gÃ©tation vivante ElevÃ© (jour)
#     AIFM40 : Ecart de indicateur feux de forÃªt nbj sup Ã  40 (jour)
#     AIFMxAV : Ecart de ifmx moyen
#     AIFMx50 : Ecart de danger feu mÃ©tÃ©o vÃ©gÃ©tation vivante elevÃ© (jour)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;PÃ©riode;NORIFM40;NORIFMxAV;NORIFMx50;AIFM40;AIFMxAV;AIFMx50;
#-----------------------------------------------------------------------------
15783;49.4597;0.7379;RCP2.6;H1;2;4.93;1;1;1.21;0;
15784;49.4611;0.8481;RCP2.6;H1;2;4.94;1;1;1.2;0;
15785;49.4624;0.9583;RCP2.6;H1;2;4.96;1;1;1.24;0;
15786;49.4636;1.0685;RCP2.6;H1;2;5.01;1;1;1.31;0;
15787;49.4648;1.1788;RCP2.6;H1;3;4.98;1;2;1.33;0;
15788;49.4658;1.289;RCP2.6;H1;3;5.02;1;2;1.39;1;
15789;49.4667;1.3993;RCP2.6;H1;3;4.12;1;2;1.24;0;
15790;49.4675;1.5095;RCP2.6;H1;2;4.09;1;1;1.24;0;
15791;49.4682;1.6198;RCP2.6;H1;2;4.07;1;1;1.23;0;
15792;49.4688;1.73;RCP2.6;H1;2;4.11;1;1;1.22;0;
15793;49.4693;1.8403;RCP2.6;H1;2;6.07;3;0;1.59;2;
15794;49.4697;1.9506;RCP2.6;H1;7;6.06;3;5;1.62;2;
15795;49.47;2.0608;RCP2.6;H1;8;6.79;3;5;1.73;2;
15796;49.4702;2.1711;RCP2.6;H1;8;6.84;3;6;1.84;3;
15797;49.4703;2.2814;RCP2.6;H1;9;6.81;4;7;1.85;3;
15798;49.4703;2.3916;RCP2.6;H1;9;6.77;4;7;1.85;3;
15799;49.4702;2.5019;RCP2.6;H1;9;6.8;4;6;1.89;3;
15800;49.47;2.6122;RCP2.6;H1;9;6.97;4;6;1.9;3;
15801;49.4697;2.7224;RCP2.6;H1;9;7;4;7;1.95;3;
15802;49.4693;2.8327;RCP2.6;H1;9;6.27;2;8;1.78;1;
15803;49.4688;2.9429;RCP2.6;H1;6;6.29;2;5;1.79;1;
15804;49.4682;3.0532;RCP2.6;H1;6;5.98;2;5;1.74;2;
15805;49.4675;3.1635;RCP2.6;H1;6;5.77;2;4;1.62;1;
15806;49.4667;3.2737;RCP2.6;H1;5;5.73;2;4;1.62;1;
15807;49.4658;3.384;RCP2.6;H1;5;5.81;2;4;1.6;1;
15808;49.4648;3.4942;RCP2.6;H1;5;5.77;2;4;1.56;1;
15809;49.4637;3.6044;RCP2.6;H1;5;5.71;2;4;1.54;1;
15810;49.4624;3.7147;RCP2.6;H1;5;5.76;2;4;1.59;1;
15811;49.4611;3.8249;RCP2.6;H1;5;6.23;2;3;1.65;2;
15812;49.4597;3.9351;RCP2.6;H1;6;6.34;2;4;1.7;2;
15813;49.4582;4.0453;RCP2.6;H1;6;5.32;2;5;1.48;1;
15814;49.4566;4.1556;RCP2.6;H1;4;5.32;2;3;1.48;1;
15815;49.4549;4.2658;RCP2.6;H1;4;5.19;2;3;1.46;1;
15816;49.4531;4.376;RCP2.6;H1;4;5.2;1;3;1.48;1;
15817;49.4512;4.4861;RCP2.6;H1;4;5.2;1;3;1.48;1;
15818;49.4491;4.5963;RCP2.6;H1;4;5.29;1;3;1.52;1;
15819;49.447;4.7065;RCP2.6;H1;4;4.88;1;3;1.45;0;
15820;49.4448;4.8167;RCP2.6;H1;3;4.66;1;2;1.42;0;
15821;49.4425;4.9268;RCP2.6;H1;3;4.65;1;2;1.45;1;
15822;49.4401;5.037;RCP2.6;H1;3;4.44;1;2;1.42;0;
15823;49.4376;5.1471;RCP2.6;H1;3;5.43;2;2;1.61;1;
15824;49.4349;5.2572;RCP2.6;H1;4;5.53;2;3;1.65;1;
15825;49.4322;5.3673;RCP2.6;H1;4;5.48;2;4;1.64;1;
15826;49.4294;5.4774;RCP2.6;H1;4;5.37;2;3;1.62;2;
15827;49.4265;5.5875;RCP2.6;H1;4;5.29;2;3;1.57;2;
15828;49.4235;5.6976;RCP2.6;H1;4;5.85;2;3;1.67;2;
15829;49.4203;5.8076;RCP2.6;H1;6;5.44;2;5;1.53;1;
15830;49.4171;5.9177;RCP2.6;H1;5;5.04;1;4;1.48;1;
15831;49.4138;6.0277;RCP2.6;H1;4;5.03;1;3;1.43;1;
15832;49.4104;6.1377;RCP2.6;H1;4;6.21;2;2;1.54;2;
15833;49.4069;6.2477;RCP2.6;H1;6;6.54;2;4;1.55;2;
15834;49.4032;6.3577;RCP2.6;H1;6;5.68;2;5;1.37;1;
15835;49.3995;6.4677;RCP2.6;H1;5;5.57;2;4;1.43;1;
15836;49.3957;6.5776;RCP2.6;H1;5;5.6;2;4;1.43;2;
15903;49.4712;-1.8005;RCP2.6;H1;3;4.16;0;3;0.79;0;
15904;49.4749;-1.6903;RCP2.6;H1;0;3.32;0;0;0.74;0;
15905;49.4786;-1.5802;RCP2.6;H1;0;3.35;0;0;0.73;0;
15906;49.4821;-1.47;RCP2.6;H1;0;3.41;0;0;0.74;0;
15907;49.4855;-1.3599;RCP2.6;H1;0;3.38;0;0;0.71;0;
15908;49.4889;-1.2497;RCP2.6;H1;0;3.88;0;0;0.74;0;
15920;49.5209;0.0735;RCP2.6;H1;0;4.27;1;0;0.91;0;
15921;49.523;0.1838;RCP2.6;H1;1;4.25;1;0;0.91;0;
15922;49.5249;0.2942;RCP2.6;H1;1;4.22;1;0;0.92;0;
15923;49.5267;0.4045;RCP2.6;H1;1;3.74;1;0;0.91;0;
15924;49.5284;0.5149;RCP2.6;H1;1;3.85;1;0;1;0;
15925;49.53;0.6252;RCP2.6;H1;1;3.84;1;0;1.01;0;
15926;49.5316;0.7356;RCP2.6;H1;1;4.03;0;0;1.02;0;
15927;49.533;0.846;RCP2.6;H1;1;3.97;0;0;1.01;0;
15928;49.5343;0.9564;RCP2.6;H1;1;3.98;1;0;1.03;0;
15929;49.5355;1.0668;RCP2.6;H1;1;3.98;1;0;1.05;0;
15930;49.5366;1.1772;RCP2.6;H1;1;3.96;1;1;1.05;0;
15931;49.5376;1.2876;RCP2.6;H1;1;3.99;1;1;1.12;0;
15932;49.5385;1.398;RCP2.6;H1;1;4.09;1;1;1.24;0;
15933;49.5393;1.5084;RCP2.6;H1;2;4.1;1;1;1.24;0;
15934;49.54;1.6188;RCP2.6;H1;2;4.1;1;1;1.22;0;
15935;49.5406;1.7292;RCP2.6;H1;2;4.09;1;1;1.23;0;
15936;49.5411;1.8396;RCP2.6;H1;2;5.96;3;0;1.59;2;
15937;49.5416;1.95;RCP2.6;H1;7;6.06;3;5;1.62;2;
15938;49.5419;2.0604;RCP2.6;H1;8;6.02;3;6;1.62;2;
15939;49.5421;2.1709;RCP2.6;H1;7;6.04;3;6;1.62;2;
15940;49.5422;2.2813;RCP2.6;H1;6;6.09;3;5;1.71;2;
15941;49.5422;2.3917;RCP2.6;H1;7;6.14;3;5;1.7;2;
15942;49.5421;2.5021;RCP2.6;H1;7;6.26;3;5;1.81;2;
15943;49.5419;2.6125;RCP2.6;H1;7;6.34;3;5;1.86;2;
15944;49.5416;2.723;RCP2.6;H1;7;6.39;3;6;1.86;2;
15945;49.5412;2.8334;RCP2.6;H1;8;6.06;2;6;1.79;1;
15946;49.5406;2.9438;RCP2.6;H1;6;6.27;2;4;1.79;2;
15947;49.54;3.0542;RCP2.6;H1;6;6.26;2;4;1.74;1;
15948;49.5393;3.1646;RCP2.6;H1;6;5.99;2;5;1.64;1;
15949;49.5385;3.275;RCP2.6;H1;6;5.93;2;4;1.64;1;
15950;49.5376;3.3854;RCP2.6;H1;6;5.7;2;4;1.6;1;
15951;49.5366;3.4958;RCP2.6;H1;5;5.81;2;4;1.57;1;
15952;49.5355;3.6062;RCP2.6;H1;5;5.93;2;4;1.57;1;
15953;49.5343;3.7166;RCP2.6;H1;6;5.81;2;4;1.54;1;
15954;49.533;3.827;RCP2.6;H1;6;6.14;2;4;1.67;2;
15955;49.5316;3.9374;RCP2.6;H1;6;6.23;2;4;1.68;2;
15956;49.5301;4.0477;RCP2.6;H1;6;6.27;3;4;1.68;2;
15957;49.5284;4.1581;RCP2.6;H1;6;5.33;2;5;1.49;1;
15958;49.5267;4.2685;RCP2.6;H1;5;5.35;2;3;1.49;1;
15959;49.5249;4.3788;RCP2.6;H1;4;5.33;2;3;1.49;1;
15960;49.523;4.4892;RCP2.6;H1;4;4.66;1;3;1.39;0;
15961;49.521;4.5995;RCP2.6;H1;3;4.53;0;2;1.36;0;
15962;49.5189;4.7098;RCP2.6;H1;2;4.69;1;1;1.42;0;
15963;49.5166;4.8201;RCP2.6;H1;3;4.66;1;2;1.42;0;
15964;49.5143;4.9304;RCP2.6;H1;3;4.55;1;2;1.43;1;
15965;49.5119;5.0407;RCP2.6;H1;3;4.69;1;2;1.48;1;
15966;49.5094;5.151;RCP2.6;H1;3;5.49;2;2;1.62;1;
15967;49.5068;5.2613;RCP2.6;H1;4;5.47;2;3;1.66;1;
15968;49.504;5.3716;RCP2.6;H1;4;5.35;2;4;1.62;1;
15969;49.5012;5.4818;RCP2.6;H1;4;5.28;2;3;1.59;2;
15970;49.4983;5.592;RCP2.6;H1;4;4.92;2;3;1.49;1;
15971;49.4953;5.7023;RCP2.6;H1;3;4.92;2;3;1.49;1;
15972;49.4921;5.8125;RCP2.6;H1;3;5.26;1;2;1.47;1;
15973;49.4889;5.9227;RCP2.6;H1;4;5.04;1;3;1.44;1;
15974;49.4856;6.0329;RCP2.6;H1;3;5.21;1;2;1.48;1;
15975;49.4822;6.143;RCP2.6;H1;4;5.45;1;2;1.44;1;
15976;49.4786;6.2532;RCP2.6;H1;4;5.75;1;3;1.45;1;
15977;49.475;6.3633;RCP2.6;H1;4;5.75;2;3;1.38;1;
15978;49.4713;6.4735;RCP2.6;H1;5;5.11;1;5;1.34;1;
16045;49.5391;-1.9165;RCP2.6;H1;3;4.28;0;3;0.8;0;
16046;49.543;-1.8063;RCP2.6;H1;0;4.12;0;0;0.79;0;
16047;49.5467;-1.696;RCP2.6;H1;0;3.33;0;0;0.74;0;
16048;49.5503;-1.5857;RCP2.6;H1;0;3.33;0;0;0.71;0;
16049;49.5539;-1.4754;RCP2.6;H1;0;3.34;0;0;0.71;0;
16050;49.5573;-1.3651;RCP2.6;H1;0;3.86;0;0;0.77;0;
16051;49.5606;-1.2547;RCP2.6;H1;0;3.92;0;0;0.76;0;
16063;49.5928;0.0703;RCP2.6;H1;0;4.27;1;0;0.94;0;
16064;49.5948;0.1808;RCP2.6;H1;1;4.21;0;0;0.95;0;
16065;49.5967;0.2913;RCP2.6;H1;1;3.59;0;0;0.86;0;
16066;49.5985;0.4018;RCP2.6;H1;1;3.69;0;0;0.89;0;
16067;49.6003;0.5123;RCP2.6;H1;1;3.75;1;0;0.95;0;
16068;49.6019;0.6228;RCP2.6;H1;1;3.75;1;0;0.95;0;
16069;49.6034;0.7334;RCP2.6;H1;1;3.77;1;0;0.96;0;
16070;49.6048;0.8439;RCP2.6;H1;1;3.86;0;0;0.93;0;
16071;49.6061;0.9544;RCP2.6;H1;1;3.94;0;0;1.03;0;
16072;49.6073;1.065;RCP2.6;H1;1;3.96;1;0;1.06;0;
16073;49.6084;1.1755;RCP2.6;H1;1;3.96;1;1;1.06;0;
16074;49.6095;1.2861;RCP2.6;H1;1;3.98;1;1;1.12;0;
16075;49.6104;1.3966;RCP2.6;H1;1;3.98;1;1;1.18;0;
16076;49.6112;1.5072;RCP2.6;H1;2;4;1;1;1.17;0;
16077;49.6119;1.6178;RCP2.6;H1;2;4.01;1;1;1.19;0;
16078;49.6125;1.7283;RCP2.6;H1;2;4.03;1;1;1.22;0;
16079;49.613;1.8389;RCP2.6;H1;2;5.82;2;0;1.55;2;
16080;49.6134;1.9495;RCP2.6;H1;6;5.86;3;4;1.58;2;
16081;49.6137;2.0601;RCP2.6;H1;6;5.88;2;5;1.52;2;
16082;49.6139;2.1706;RCP2.6;H1;6;5.92;2;4;1.56;2;
16083;49.614;2.2812;RCP2.6;H1;6;6.12;2;4;1.64;2;
16084;49.614;2.3918;RCP2.6;H1;6;6.1;2;5;1.63;2;
16085;49.6139;2.5024;RCP2.6;H1;6;6.28;3;4;1.8;2;
16086;49.6137;2.6129;RCP2.6;H1;7;6.47;3;5;1.91;2;
16087;49.6134;2.7235;RCP2.6;H1;8;6.45;3;6;1.91;2;
16088;49.613;2.8341;RCP2.6;H1;8;6.2;2;6;1.78;2;
16089;49.6125;2.9447;RCP2.6;H1;6;6.21;2;4;1.75;2;
16090;49.6119;3.0552;RCP2.6;H1;6;6.12;2;4;1.75;2;
16091;49.6112;3.1658;RCP2.6;H1;6;5.94;2;4;1.69;2;
16092;49.6104;3.2763;RCP2.6;H1;6;6.02;2;4;1.66;2;
16093;49.6095;3.3869;RCP2.6;H1;6;5.84;2;4;1.66;1;
16094;49.6085;3.4975;RCP2.6;H1;5;5.87;2;4;1.61;1;
16095;49.6073;3.608;RCP2.6;H1;6;5.98;2;4;1.61;1;
16096;49.6061;3.7186;RCP2.6;H1;6;5.95;2;4;1.56;1;
16097;49.6048;3.8291;RCP2.6;H1;6;6.4;3;4;1.7;2;
16098;49.6034;3.9396;RCP2.6;H1;7;6.26;2;5;1.69;2;
16099;49.6019;4.0502;RCP2.6;H1;6;5.24;2;5;1.47;1;
16100;49.6003;4.1607;RCP2.6;H1;4;4.52;1;4;1.38;0;
16101;49.5986;4.2712;RCP2.6;H1;3;4.55;1;2;1.39;0;
16102;49.5967;4.3817;RCP2.6;H1;3;4.6;1;2;1.39;0;
16103;49.5948;4.4922;RCP2.6;H1;2;4.41;0;2;1.35;0;
16104;49.5928;4.6027;RCP2.6;H1;2;4.21;0;2;1.32;0;
16105;49.5907;4.7132;RCP2.6;H1;2;4.18;0;1;1.34;0;
16106;49.5885;4.8236;RCP2.6;H1;2;4.68;1;1;1.39;1;
16107;49.5861;4.9341;RCP2.6;H1;2;4.47;1;2;1.39;0;
16108;49.5837;5.0445;RCP2.6;H1;2;4.61;1;2;1.45;0;
16109;49.5812;5.155;RCP2.6;H1;3;4.52;1;2;1.44;0;
16110;49.5786;5.2654;RCP2.6;H1;3;4.64;1;2;1.49;1;
16111;49.5758;5.3758;RCP2.6;H1;3;5.25;2;2;1.57;2;
16112;49.573;5.4862;RCP2.6;H1;4;5.31;2;3;1.58;2;
16113;49.5701;5.5966;RCP2.6;H1;4;5.22;2;3;1.52;2;
16114;49.567;5.707;RCP2.6;H1;4;5.13;2;3;1.53;2;
16115;49.5639;5.8174;RCP2.6;H1;4;5.57;2;3;1.53;1;
16189;49.6147;-1.8121;RCP2.6;H1;4;4.07;0;3;0.79;0;
16190;49.6185;-1.7017;RCP2.6;H1;0;3.91;0;0;0.84;0;
16191;49.6221;-1.5912;RCP2.6;H1;0;3.93;0;0;0.81;0;
16192;49.6256;-1.4808;RCP2.6;H1;0;3.91;0;0;0.82;0;
16193;49.6291;-1.3703;RCP2.6;H1;0;3.35;0;0;0.71;0;
16194;49.6324;-1.2598;RCP2.6;H1;0;3.91;0;0;0.76;0;
16207;49.6666;0.1778;RCP2.6;H1;0;4.21;0;0;0.95;0;
16208;49.6685;0.2884;RCP2.6;H1;1;3.61;0;1;0.83;0;
16209;49.6704;0.3991;RCP2.6;H1;1;3.69;0;0;0.89;0;
16210;49.6721;0.5097;RCP2.6;H1;1;3.75;1;0;0.94;0;
16211;49.6737;0.6204;RCP2.6;H1;1;3.75;1;0;0.94;0;
16212;49.6752;0.7311;RCP2.6;H1;1;3.77;1;0;0.96;0;
16213;49.6766;0.8418;RCP2.6;H1;1;3.86;0;0;0.95;0;
16214;49.678;0.9525;RCP2.6;H1;1;3.86;0;0;0.95;0;
16215;49.6792;1.0632;RCP2.6;H1;1;3.86;0;0;0.97;0;
16216;49.6803;1.1739;RCP2.6;H1;1;3.86;0;0;0.98;0;
16217;49.6813;1.2846;RCP2.6;H1;1;3.84;0;0;1;0;
16218;49.6822;1.3953;RCP2.6;H1;1;3.89;0;1;1.08;0;
16219;49.683;1.506;RCP2.6;H1;1;3.91;0;1;1.09;0;
16220;49.6837;1.6168;RCP2.6;H1;1;3.92;1;1;1.13;0;
16221;49.6843;1.7275;RCP2.6;H1;1;5.63;2;0;1.49;1;
16222;49.6848;1.8382;RCP2.6;H1;5;4.92;1;4;1.36;1;
16223;49.6852;1.9489;RCP2.6;H1;3;5.83;3;2;1.57;2;
16224;49.6856;2.0597;RCP2.6;H1;6;5.28;2;5;1.45;1;
16225;49.6858;2.1704;RCP2.6;H1;4;5.38;2;3;1.45;1;
16226;49.6859;2.2811;RCP2.6;H1;4;5.48;2;3;1.54;1;
16227;49.6859;2.3919;RCP2.6;H1;5;6.24;3;3;1.7;2;
16228;49.6858;2.5026;RCP2.6;H1;7;6.39;3;5;1.81;2;
16229;49.6856;2.6133;RCP2.6;H1;8;6.43;3;6;1.88;2;
16230;49.6853;2.7241;RCP2.6;H1;8;6.45;3;6;1.89;2;
16231;49.6848;2.8348;RCP2.6;H1;8;6.45;3;6;1.86;2;
16232;49.6843;2.9455;RCP2.6;H1;7;6.41;3;5;1.81;2;
16233;49.6837;3.0562;RCP2.6;H1;7;6.16;2;6;1.68;1;
16234;49.683;3.167;RCP2.6;H1;6;5.83;2;4;1.66;1;
16235;49.6822;3.2777;RCP2.6;H1;6;5.92;2;4;1.66;2;
16236;49.6813;3.3884;RCP2.6;H1;6;5.97;2;4;1.66;2;
16237;49.6803;3.4991;RCP2.6;H1;6;6.01;2;4;1.61;1;
16238;49.6792;3.6098;RCP2.6;H1;6;5.98;2;4;1.61;1;
16239;49.678;3.7205;RCP2.6;H1;6;5.96;2;4;1.56;1;
16240;49.6767;3.8312;RCP2.6;H1;6;5.04;1;4;1.48;0;
16241;49.6752;3.9419;RCP2.6;H1;3;4.88;1;2;1.45;0;
16242;49.6737;4.0526;RCP2.6;H1;3;4.84;1;2;1.44;0;
16243;49.6721;4.1632;RCP2.6;H1;3;4.36;1;2;1.36;0;
16244;49.6704;4.2739;RCP2.6;H1;2;4.42;1;2;1.36;0;
16245;49.6686;4.3846;RCP2.6;H1;2;4.35;0;2;1.33;0;
16246;49.6666;4.4952;RCP2.6;H1;2;4.17;0;2;1.3;0;
16247;49.6646;4.6059;RCP2.6;H1;2;4.15;0;2;1.31;0;
16248;49.6625;4.7165;RCP2.6;H1;2;4.1;0;1;1.33;0;
16249;49.6603;4.8271;RCP2.6;H1;2;4.55;1;1;1.37;0;
16250;49.6579;4.9377;RCP2.6;H1;2;4.54;1;2;1.37;0;
16251;49.6555;5.0484;RCP2.6;H1;2;4.74;1;2;1.4;1;
16252;49.653;5.1589;RCP2.6;H1;2;4.7;1;2;1.46;1;
16253;49.6504;5.2695;RCP2.6;H1;3;4.49;1;2;1.46;1;
16254;49.6476;5.3801;RCP2.6;H1;3;4.42;1;2;1.45;1;
16331;49.6826;-1.9285;RCP2.6;H1;2;4.16;0;2;0.8;0;
16332;49.6865;-1.8179;RCP2.6;H1;0;3.92;0;0;0.83;0;
16333;49.6902;-1.7074;RCP2.6;H1;0;4.01;0;0;0.82;0;
16335;49.6974;-1.4861;RCP2.6;H1;0;4.02;0;0;0.8;0;
16336;49.7008;-1.3755;RCP2.6;H1;0;4;0;0;0.78;0;
16337;49.7042;-1.2648;RCP2.6;H1;0;3.92;0;0;0.76;0;
16350;49.7384;0.1747;RCP2.6;H1;0;3.77;0;0;0.83;0;
16351;49.7404;0.2855;RCP2.6;H1;1;3.69;0;0;0.82;0;
16352;49.7422;0.3963;RCP2.6;H1;1;3.64;0;0;0.82;0;
16353;49.7439;0.5072;RCP2.6;H1;1;3.62;0;0;0.82;0;
16354;49.7455;0.618;RCP2.6;H1;1;3.6;0;0;0.84;0;
16355;49.747;0.7288;RCP2.6;H1;1;3.71;0;0;0.83;0;
16356;49.7485;0.8397;RCP2.6;H1;1;3.69;0;0;0.81;0;
16357;49.7498;0.9505;RCP2.6;H1;1;3.7;0;0;0.81;0;
16358;49.751;1.0614;RCP2.6;H1;1;3.73;0;0;0.87;0;
16359;49.7521;1.1723;RCP2.6;H1;1;3.77;0;0;0.92;0;
16360;49.7531;1.2831;RCP2.6;H1;1;3.84;0;0;1;0;
16361;49.754;1.394;RCP2.6;H1;1;3.93;1;1;1.09;0;
16362;49.7549;1.5049;RCP2.6;H1;1;3.89;0;1;1.08;0;
16363;49.7556;1.6157;RCP2.6;H1;1;3.92;1;1;1.13;0;
16364;49.7562;1.7266;RCP2.6;H1;1;3.95;1;1;1.16;0;
16365;49.7567;1.8375;RCP2.6;H1;1;4.93;1;0;1.37;1;
16366;49.7571;1.9484;RCP2.6;H1;3;4.97;1;2;1.38;1;
16367;49.7574;2.0593;RCP2.6;H1;4;5.3;2;2;1.41;1;
16368;49.7576;2.1702;RCP2.6;H1;4;5.42;2;3;1.42;1;
16369;49.7577;2.281;RCP2.6;H1;4;5.41;2;3;1.46;1;
16370;49.7577;2.3919;RCP2.6;H1;4;6.24;2;3;1.61;2;
16371;49.7576;2.5028;RCP2.6;H1;6;6.37;2;5;1.71;2;
16372;49.7574;2.6137;RCP2.6;H1;7;6.36;2;5;1.79;2;
16373;49.7571;2.7246;RCP2.6;H1;7;6.38;3;6;1.79;2;
16374;49.7567;2.8355;RCP2.6;H1;7;6.43;3;6;1.8;2;
16375;49.7562;2.9464;RCP2.6;H1;7;6.45;3;5;1.81;2;
16376;49.7556;3.0572;RCP2.6;H1;7;6.45;3;6;1.81;2;
16377;49.7549;3.1681;RCP2.6;H1;7;5.91;2;6;1.67;2;
16378;49.7541;3.279;RCP2.6;H1;6;5.84;2;4;1.65;2;
16379;49.7531;3.3899;RCP2.6;H1;5;5.88;2;4;1.65;2;
16380;49.7521;3.5007;RCP2.6;H1;6;5.81;2;4;1.62;1;
16381;49.751;3.6116;RCP2.6;H1;5;5.87;2;4;1.57;1;
16382;49.7498;3.7225;RCP2.6;H1;5;5.87;2;4;1.56;1;
16383;49.7485;3.8333;RCP2.6;H1;6;4.89;1;4;1.42;0;
16384;49.7471;3.9441;RCP2.6;H1;3;4.77;1;2;1.4;0;
16385;49.7455;4.055;RCP2.6;H1;2;4.7;1;2;1.41;0;
16386;49.7439;4.1658;RCP2.6;H1;3;4.6;1;2;1.38;1;
16387;49.7422;4.2766;RCP2.6;H1;2;4.16;1;2;1.31;0;
16388;49.7404;4.3875;RCP2.6;H1;2;4.13;0;2;1.3;0;
16389;49.7385;4.4983;RCP2.6;H1;2;4.09;0;1;1.3;0;
16390;49.7364;4.6091;RCP2.6;H1;2;4.12;0;1;1.31;0;
16391;49.7343;4.7199;RCP2.6;H1;2;4.36;0;1;1.38;0;
16392;49.7321;4.8306;RCP2.6;H1;2;4.64;1;1;1.38;0;
16393;49.7297;4.9414;RCP2.6;H1;2;3.75;0;2;1.23;0;
16394;49.7273;5.0522;RCP2.6;H1;1;3.51;0;1;1.19;0;
16395;49.7248;5.1629;RCP2.6;H1;1;4.19;1;1;1.31;0;
16396;49.7222;5.2737;RCP2.6;H1;2;4.15;1;2;1.29;0;
16474;49.7544;-1.9345;RCP2.6;H1;2;4.3;0;1;0.79;0;
16496;49.8157;0.5046;RCP2.6;H1;0;3.69;0;0;0.82;0;
16497;49.8173;0.6156;RCP2.6;H1;1;3.66;0;0;0.81;0;
16498;49.8189;0.7266;RCP2.6;H1;1;3.64;0;0;0.8;0;
16499;49.8203;0.8376;RCP2.6;H1;1;3.63;0;0;0.8;0;
16500;49.8216;0.9486;RCP2.6;H1;1;3.63;0;0;0.79;0;
16501;49.8228;1.0596;RCP2.6;H1;1;3.75;0;0;0.86;0;
16502;49.8239;1.1706;RCP2.6;H1;1;3.8;0;0;0.93;0;
16503;49.825;1.2816;RCP2.6;H1;1;3.78;0;1;0.92;0;
16504;49.8259;1.3927;RCP2.6;H1;1;3.85;0;0;1;0;
16505;49.8267;1.5037;RCP2.6;H1;1;3.81;0;1;1;0;
16506;49.8274;1.6147;RCP2.6;H1;1;3.85;0;1;1.05;0;
16507;49.828;1.7258;RCP2.6;H1;1;3.9;0;1;1.1;0;
16508;49.8285;1.8368;RCP2.6;H1;1;4.89;1;0;1.29;1;
16509;49.8289;1.9478;RCP2.6;H1;3;4.94;1;2;1.33;1;
16510;49.8292;2.0589;RCP2.6;H1;3;5.3;1;2;1.34;1;
16511;49.8294;2.1699;RCP2.6;H1;4;5.41;1;2;1.34;1;
16512;49.8295;2.281;RCP2.6;H1;4;5.5;1;2;1.39;1;
16513;49.8295;2.392;RCP2.6;H1;4;5.68;2;3;1.57;1;
16514;49.8294;2.5031;RCP2.6;H1;5;6.36;2;3;1.71;2;
16515;49.8292;2.6141;RCP2.6;H1;7;6.41;3;5;1.79;2;
16516;49.8289;2.7251;RCP2.6;H1;7;6.4;3;6;1.8;2;
16517;49.8285;2.8362;RCP2.6;H1;7;6.42;3;6;1.8;2;
16518;49.828;2.9472;RCP2.6;H1;7;6.45;3;5;1.77;2;
16519;49.8274;3.0583;RCP2.6;H1;7;6.41;3;5;1.76;2;
16520;49.8267;3.1693;RCP2.6;H1;7;5.8;2;5;1.62;2;
16521;49.8259;3.2803;RCP2.6;H1;6;5.79;2;4;1.59;1;
16522;49.825;3.3914;RCP2.6;H1;5;5.77;2;4;1.58;1;
16523;49.824;3.5024;RCP2.6;H1;5;5.78;2;4;1.57;1;
16524;49.8228;3.6134;RCP2.6;H1;5;5.73;1;3;1.58;1;
16525;49.8216;3.7244;RCP2.6;H1;5;4.74;0;4;1.39;0;
16526;49.8203;3.8354;RCP2.6;H1;2;4.71;0;1;1.37;0;
16527;49.8189;3.9464;RCP2.6;H1;2;4.69;1;1;1.39;0;
16528;49.8174;4.0574;RCP2.6;H1;2;4.61;1;2;1.41;0;
16529;49.8157;4.1684;RCP2.6;H1;2;4.56;1;2;1.37;0;
16530;49.814;4.2794;RCP2.6;H1;2;4.17;1;2;1.31;0;
16531;49.8122;4.3904;RCP2.6;H1;2;4.05;0;2;1.29;0;
16532;49.8103;4.5013;RCP2.6;H1;2;4.17;0;1;1.31;0;
16533;49.8082;4.6123;RCP2.6;H1;2;3.81;0;2;1.22;0;
16534;49.8061;4.7232;RCP2.6;H1;1;3.74;0;1;1.22;0;
16535;49.8039;4.8342;RCP2.6;H1;1;3.58;0;1;1.19;0;
16536;49.8015;4.9451;RCP2.6;H1;1;3.34;0;1;1.1;0;
16537;49.7991;5.056;RCP2.6;H1;1;3.37;0;1;1.09;0;
16641;49.8907;0.7243;RCP2.6;H1;0;3.75;0;0;0.81;0;
16642;49.8921;0.8354;RCP2.6;H1;1;3.71;0;0;0.8;0;
16643;49.8934;0.9466;RCP2.6;H1;1;3.68;0;0;0.79;0;
16644;49.8946;1.0578;RCP2.6;H1;1;3.69;0;0;0.86;0;
16645;49.8958;1.169;RCP2.6;H1;1;3.58;0;1;0.8;0;
16646;49.8968;1.2801;RCP2.6;H1;1;3.66;0;1;0.83;0;
16647;49.8977;1.3913;RCP2.6;H1;1;3.72;0;0;0.92;0;
