Point;Latitude;Longitude;Contexte;P̩riode;NORIFM40;NORIFMxAV;NORIFMx50;AIFM40;AIFMxAV;AIFMx50;
7056;45.0657;0.4578;RCP4.5;H2;6;6.46;1;5;1.89;1;
7057;45.0674;0.5593;RCP4.5;H2;4;6.28;1;4;1.89;1;
7058;45.0689;0.6608;RCP4.5;H2;4;6.14;1;4;1.87;1;
7059;45.0704;0.7624;RCP4.5;H2;4;6.42;1;3;1.97;1;
7060;45.0718;0.8639;RCP4.5;H2;5;6.42;1;4;1.97;1;
7061;45.0731;0.9655;RCP4.5;H2;5;6.26;1;4;1.96;1;
7062;45.0743;1.067;RCP4.5;H2;4;6.33;1;3;1.93;1;
7063;45.0755;1.1685;RCP4.5;H2;4;6.82;1;3;2.01;1;
7064;45.0765;1.2701;RCP4.5;H2;5;6.18;1;4;1.87;1;
7065;45.0774;1.3717;RCP4.5;H2;4;6.53;2;3;1.85;1;
7066;45.0782;1.4732;RCP4.5;H2;5;6.24;1;4;1.84;1;
7067;45.079;1.5748;RCP4.5;H2;4;5.23;1;4;1.57;1;
7068;45.0796;1.6763;RCP4.5;H2;3;5.14;1;3;1.48;1;
7069;45.0802;1.7779;RCP4.5;H2;3;4.86;1;3;1.44;1;
7070;45.0807;1.8795;RCP4.5;H2;2;5.04;1;2;1.43;1;
7071;45.081;1.981;RCP4.5;H2;2;4.99;1;2;1.43;1;
7072;45.0813;2.0826;RCP4.5;H2;2;4.59;1;2;1.27;1;
7073;45.0815;2.1842;RCP4.5;H2;2;4.65;1;2;1.21;1;
7074;45.0816;2.2858;RCP4.5;H2;2;4.6;1;2;1.25;1;
7075;45.0816;2.3873;RCP4.5;H2;2;4.22;1;2;1.16;1;
7076;45.0815;2.4889;RCP4.5;H2;2;4.26;1;1;1.24;0;
7077;45.0813;2.5905;RCP4.5;H2;2;3.51;0;2;1.04;0;
7078;45.081;2.6921;RCP4.5;H2;1;2.91;0;1;0.85;0;
7079;45.0807;2.7936;RCP4.5;H2;0;2.89;0;0;0.83;0;
7080;45.0802;2.8952;RCP4.5;H2;0;4.87;0;0;1.17;0;
7081;45.0796;2.9968;RCP4.5;H2;1;5.18;0;0;1.17;0;
7082;45.079;3.0983;RCP4.5;H2;1;5.27;0;1;1.2;0;
7083;45.0783;3.1999;RCP4.5;H2;1;4.28;0;1;0.85;0;
7084;45.0774;3.3015;RCP4.5;H2;2;4.72;1;0;0.78;1;
7085;45.0765;3.403;RCP4.5;H2;2;5.15;2;1;0.85;1;
7086;45.0755;3.5046;RCP4.5;H2;3;5.68;1;1;0.91;1;
7087;45.0744;3.6061;RCP4.5;H2;3;4.89;1;2;0.74;1;
7088;45.0731;3.7077;RCP4.5;H2;2;4.34;1;2;0.66;1;
7089;45.0718;3.8092;RCP4.5;H2;2;6.39;2;-1;0.86;1;
7090;45.0704;3.9107;RCP4.5;H2;4;5.46;1;3;0.98;1;
7091;45.069;4.0123;RCP4.5;H2;3;6.41;2;1;1.03;1;
7092;45.0674;4.1138;RCP4.5;H2;5;4.14;1;4;0.74;1;
7093;45.0657;4.2153;RCP4.5;H2;2;4.2;1;1;0.76;1;
7094;45.0639;4.3168;RCP4.5;H2;2;4.47;1;1;0.99;0;
7095;45.0621;4.4183;RCP4.5;H2;2;4.65;1;1;1.14;1;
7096;45.0601;4.5198;RCP4.5;H2;2;5.01;1;1;1.14;0;
7097;45.0581;4.6213;RCP4.5;H2;2;6.7;3;0;1.47;2;
7098;45.0559;4.7228;RCP4.5;H2;6;7.4;3;3;1.66;3;
7099;45.0537;4.8243;RCP4.5;H2;8;8.11;5;3;1.7;3;
7100;45.0514;4.9257;RCP4.5;H2;10;8.75;6;4;1.84;4;
7101;45.049;5.0272;RCP4.5;H2;13;8.59;6;8;1.88;4;
7102;45.0465;5.1287;RCP4.5;H2;13;8.39;6;8;1.86;4;
7103;45.0439;5.2301;RCP4.5;H2;12;6.45;2;11;1.64;1;
7104;45.0412;5.3315;RCP4.5;H2;6;6.4;1;5;1.51;1;
7105;45.0384;5.4329;RCP4.5;H2;5;5.39;2;4;1.44;1;
7106;45.0355;5.5344;RCP4.5;H2;4;3.49;0;4;1.08;0;
7107;45.0325;5.6358;RCP4.5;H2;1;3.98;0;1;1.23;0;
7108;45.0295;5.7371;RCP4.5;H2;1;3.94;0;1;1.15;0;
7109;45.0263;5.8385;RCP4.5;H2;1;3.08;0;1;0.95;0;
7110;45.0231;5.9399;RCP4.5;H2;0;2.16;0;0;0.49;0;
7111;45.0197;6.0412;RCP4.5;H2;0;4.75;0;0;1.24;0;
7112;45.0163;6.1426;RCP4.5;H2;1;3.72;0;1;1.02;0;
7113;45.0128;6.2439;RCP4.5;H2;0;2.62;0;0;0.5;0;
7114;45.0091;6.3452;RCP4.5;H2;0;2.52;0;0;0.45;0;
7115;45.0054;6.4465;RCP4.5;H2;0;2.69;0;0;0.55;0;
7116;45.0016;6.5478;RCP4.5;H2;0;2.61;0;0;0.51;0;
7117;44.9977;6.6491;RCP4.5;H2;0;3.16;0;0;0.71;0;
7118;44.9937;6.7504;RCP4.5;H2;0;4.05;0;0;0.8;0;
7183;45.0982;-1.1699;RCP4.5;H2;0;6.91;1;-1;1.26;0;
7184;45.1013;-1.0684;RCP4.5;H2;2;6.91;1;1;1.26;0;
7185;45.1044;-0.9669;RCP4.5;H2;2;7.11;2;1;1.5;1;
7186;45.1074;-0.8654;RCP4.5;H2;4;7.26;2;2;1.58;1;
7187;45.1103;-0.7638;RCP4.5;H2;5;7.61;2;3;1.61;1;
7188;45.113;-0.6623;RCP4.5;H2;6;7.55;2;3;1.55;1;
7189;45.1157;-0.5607;RCP4.5;H2;6;6.7;1;4;1.39;1;
7190;45.1184;-0.4592;RCP4.5;H2;4;6.72;1;2;1.39;1;
7191;45.1209;-0.3576;RCP4.5;H2;4;6.69;1;2;1.45;1;
7192;45.1233;-0.256;RCP4.5;H2;5;6.73;1;3;1.59;1;
7193;45.1256;-0.1544;RCP4.5;H2;5;7.24;2;2;1.63;2;
7194;45.1279;-0.0528;RCP4.5;H2;6;7.39;3;4;1.82;2;
7195;45.13;0.0488;RCP4.5;H2;7;7.16;2;6;1.73;1;
7196;45.132;0.1505;RCP4.5;H2;5;7.09;2;4;1.83;1;
7197;45.134;0.2521;RCP4.5;H2;5;7.12;2;4;1.9;1;
7198;45.1359;0.3537;RCP4.5;H2;6;7.13;2;4;1.97;2;
7199;45.1376;0.4554;RCP4.5;H2;6;6.44;1;5;1.89;1;
7200;45.1393;0.557;RCP4.5;H2;4;6.44;1;4;1.91;1;
7201;45.1409;0.6587;RCP4.5;H2;4;6.22;1;4;1.88;1;
7202;45.1424;0.7603;RCP4.5;H2;4;6.46;1;3;1.94;1;
7203;45.1438;0.862;RCP4.5;H2;5;6.4;1;4;1.91;1;
7204;45.1451;0.9637;RCP4.5;H2;4;6.24;1;4;1.89;1;
7205;45.1463;1.0654;RCP4.5;H2;4;6.21;1;4;1.89;1;
7206;45.1474;1.167;RCP4.5;H2;4;6.29;1;3;1.88;1;
7207;45.1484;1.2687;RCP4.5;H2;4;5.75;1;4;1.77;1;
7208;45.1494;1.3704;RCP4.5;H2;4;6.35;1;3;1.81;1;
7209;45.1502;1.4721;RCP4.5;H2;4;6.33;1;3;1.81;1;
7210;45.1509;1.5738;RCP4.5;H2;4;6.09;1;4;1.75;1;
7211;45.1516;1.6755;RCP4.5;H2;4;5.1;1;4;1.5;1;
7212;45.1522;1.7772;RCP4.5;H2;2;4.55;1;2;1.38;1;
7213;45.1526;1.8789;RCP4.5;H2;2;4.92;1;2;1.41;1;
7214;45.153;1.9806;RCP4.5;H2;2;4.7;1;2;1.29;1;
7215;45.1533;2.0823;RCP4.5;H2;2;4.39;1;2;1.22;1;
7216;45.1535;2.184;RCP4.5;H2;2;4.13;1;2;1.1;1;
7217;45.1536;2.2857;RCP4.5;H2;2;4.25;1;1;1.15;1;
7218;45.1536;2.3874;RCP4.5;H2;2;4;0;1;1.04;0;
7219;45.1535;2.4891;RCP4.5;H2;1;3.93;0;1;1.08;0;
7220;45.1533;2.5908;RCP4.5;H2;1;3.2;0;1;0.88;0;
7221;45.153;2.6925;RCP4.5;H2;1;3.06;0;1;0.83;0;
7222;45.1526;2.7942;RCP4.5;H2;0;2.9;0;0;0.82;0;
7223;45.1522;2.8959;RCP4.5;H2;0;3.13;0;0;0.91;0;
7224;45.1516;2.9976;RCP4.5;H2;0;5.08;1;0;1.09;0;
7225;45.151;3.0993;RCP4.5;H2;1;4.91;0;1;1.05;0;
7226;45.1502;3.201;RCP4.5;H2;1;4.68;1;0;0.94;0;
7227;45.1494;3.3027;RCP4.5;H2;2;4.89;1;1;0.8;1;
7228;45.1484;3.4044;RCP4.5;H2;2;5.79;2;1;0.92;1;
7229;45.1474;3.5061;RCP4.5;H2;3;5.97;1;1;0.94;1;
7230;45.1463;3.6078;RCP4.5;H2;3;4.81;1;2;0.73;1;
7231;45.1451;3.7094;RCP4.5;H2;2;4.44;1;2;0.68;1;
7232;45.1438;3.8111;RCP4.5;H2;2;4.88;1;1;0.78;1;
7233;45.1424;3.9128;RCP4.5;H2;2;5.48;2;1;0.89;1;
7234;45.1409;4.0144;RCP4.5;H2;3;4.62;1;2;0.82;1;
7235;45.1393;4.1161;RCP4.5;H2;2;4.55;1;1;0.8;1;
7236;45.1376;4.2177;RCP4.5;H2;2;4.66;1;1;0.91;1;
7237;45.1359;4.3194;RCP4.5;H2;2;4.5;1;2;0.88;1;
7238;45.134;4.421;RCP4.5;H2;2;4.45;1;2;0.95;1;
7239;45.1321;4.5226;RCP4.5;H2;2;4.52;1;1;1;1;
7240;45.13;4.6243;RCP4.5;H2;2;6.01;2;0;1.31;1;
7241;45.1279;4.7259;RCP4.5;H2;4;7.15;3;1;1.63;2;
7242;45.1256;4.8275;RCP4.5;H2;8;6.71;2;6;1.58;2;
7243;45.1233;4.9291;RCP4.5;H2;6;6.92;3;3;1.69;2;
7244;45.1209;5.0307;RCP4.5;H2;7;6.68;3;5;1.74;2;
7245;45.1184;5.1323;RCP4.5;H2;7;6.52;2;5;1.72;2;
7246;45.1158;5.2338;RCP4.5;H2;7;5.31;1;6;1.49;1;
7247;45.1131;5.3354;RCP4.5;H2;4;5.09;1;3;1.35;1;
7248;45.1103;5.4369;RCP4.5;H2;3;4.28;0;2;1.3;0;
7249;45.1074;5.5385;RCP4.5;H2;2;3.99;0;2;1.18;0;
7250;45.1044;5.64;RCP4.5;H2;1;4.18;0;1;1.25;0;
7251;45.1014;5.7415;RCP4.5;H2;1;4.41;0;1;1.16;0;
7252;45.0982;5.8431;RCP4.5;H2;1;3.66;0;1;1.01;0;
7253;45.0949;5.9445;RCP4.5;H2;1;2.51;0;1;0.65;0;
7254;45.0916;6.046;RCP4.5;H2;0;2.84;0;0;0.84;0;
7255;45.0882;6.1475;RCP4.5;H2;0;2.95;0;0;0.66;0;
7256;45.0846;6.249;RCP4.5;H2;0;2.7;0;0;0.61;0;
7257;45.081;6.3504;RCP4.5;H2;0;2.71;0;0;0.27;0;
7258;45.0773;6.4518;RCP4.5;H2;0;2.7;0;0;0.34;0;
7259;45.0735;6.5533;RCP4.5;H2;0;2.41;0;0;0.34;0;
7260;45.0696;6.6547;RCP4.5;H2;0;3.23;0;0;0.72;0;
7326;45.1701;-1.1745;RCP4.5;H2;0;6.91;1;-1;1.26;0;
7327;45.1732;-1.0728;RCP4.5;H2;2;7.2;2;1;1.47;1;
7328;45.1763;-0.9712;RCP4.5;H2;4;7.06;1;3;1.52;1;
7329;45.1793;-0.8695;RCP4.5;H2;4;7.63;2;1;1.67;1;
7330;45.1822;-0.7679;RCP4.5;H2;6;7.63;2;3;1.67;1;
7331;45.185;-0.6662;RCP4.5;H2;6;7.66;2;3;1.61;1;
7332;45.1877;-0.5645;RCP4.5;H2;6;6.82;1;4;1.45;1;
7333;45.1903;-0.4628;RCP4.5;H2;4;6.74;1;3;1.45;1;
7334;45.1928;-0.3611;RCP4.5;H2;4;7.14;2;2;1.49;1;
7335;45.1952;-0.2593;RCP4.5;H2;6;7.21;2;3;1.65;2;
7336;45.1975;-0.1576;RCP4.5;H2;6;7.23;2;4;1.65;2;
7337;45.1998;-0.0559;RCP4.5;H2;6;7.35;3;4;1.84;2;
7338;45.2019;0.0459;RCP4.5;H2;7;7.25;2;6;1.84;1;
7339;45.204;0.1476;RCP4.5;H2;6;7.2;2;4;1.83;1;
7340;45.2059;0.2494;RCP4.5;H2;5;7.13;2;4;1.9;1;
7341;45.2078;0.3512;RCP4.5;H2;6;6.96;2;4;1.88;1;
7342;45.2096;0.4529;RCP4.5;H2;5;6.18;1;5;1.78;1;
7343;45.2112;0.5547;RCP4.5;H2;4;6.22;1;3;1.86;1;
7344;45.2128;0.6565;RCP4.5;H2;4;6.31;1;3;1.87;1;
7345;45.2143;0.7583;RCP4.5;H2;4;6.23;1;4;1.86;1;
7346;45.2157;0.8601;RCP4.5;H2;4;6.27;1;3;1.84;1;
7347;45.217;0.9619;RCP4.5;H2;4;6.5;1;3;1.92;1;
7348;45.2182;1.0637;RCP4.5;H2;4;6.24;1;4;1.83;1;
7349;45.2194;1.1655;RCP4.5;H2;4;6.04;1;4;1.88;1;
7350;45.2204;1.2673;RCP4.5;H2;4;5.59;1;3;1.76;1;
7351;45.2213;1.3692;RCP4.5;H2;3;5.67;1;3;1.71;1;
7352;45.2222;1.471;RCP4.5;H2;3;6.34;1;2;1.81;1;
7353;45.2229;1.5728;RCP4.5;H2;4;5.34;1;4;1.67;1;
7354;45.2236;1.6746;RCP4.5;H2;3;5.04;1;3;1.49;1;
7355;45.2241;1.7765;RCP4.5;H2;2;4.88;1;2;1.47;1;
7356;45.2246;1.8783;RCP4.5;H2;2;4.59;1;2;1.36;1;
7357;45.225;1.9801;RCP4.5;H2;2;4.4;1;2;1.25;1;
7358;45.2252;2.082;RCP4.5;H2;2;4.27;1;1;1.23;1;
7359;45.2254;2.1838;RCP4.5;H2;1;4.65;1;1;1.21;1;
7360;45.2255;2.2856;RCP4.5;H2;2;4.26;0;2;1.08;0;
7361;45.2255;2.3875;RCP4.5;H2;1;3.89;0;1;1.01;0;
7362;45.2254;2.4893;RCP4.5;H2;1;3.91;0;1;0.98;0;
7363;45.2252;2.5911;RCP4.5;H2;1;3.19;0;1;0.81;0;
7364;45.225;2.693;RCP4.5;H2;1;3.37;0;1;0.93;0;
7365;45.2246;2.7948;RCP4.5;H2;0;3.07;0;0;0.88;0;
7366;45.2241;2.8966;RCP4.5;H2;0;3.13;0;0;0.91;0;
7367;45.2236;2.9985;RCP4.5;H2;0;2.91;0;0;0.78;0;
7368;45.2229;3.1003;RCP4.5;H2;0;3.26;0;0;0.76;0;
7369;45.2222;3.2021;RCP4.5;H2;1;5.5;1;0;0.99;0;
7370;45.2213;3.304;RCP4.5;H2;2;4.79;1;1;0.76;1;
7371;45.2204;3.4058;RCP4.5;H2;2;5.83;1;1;0.87;1;
7372;45.2194;3.5076;RCP4.5;H2;3;5.87;2;1;0.79;1;
7373;45.2183;3.6094;RCP4.5;H2;3;4.91;1;2;0.75;1;
7374;45.217;3.7112;RCP4.5;H2;2;4.33;1;2;0.68;1;
7375;45.2157;3.813;RCP4.5;H2;2;4.51;1;1;0.76;1;
7376;45.2143;3.9148;RCP4.5;H2;2;5.46;1;0;0.86;1;
7377;45.2129;4.0166;RCP4.5;H2;3;5.37;1;2;0.85;1;
7378;45.2113;4.1184;RCP4.5;H2;3;5.53;2;1;0.96;1;
7379;45.2096;4.2202;RCP4.5;H2;3;5.23;1;2;0.95;1;
7380;45.2078;4.3219;RCP4.5;H2;3;4.67;1;2;0.91;1;
7381;45.206;4.4237;RCP4.5;H2;2;4.47;1;2;0.96;1;
7382;45.204;4.5255;RCP4.5;H2;2;4.74;1;1;1.04;1;
7383;45.202;4.6272;RCP4.5;H2;2;6.46;2;-1;1.36;2;
7384;45.1998;4.729;RCP4.5;H2;5;7.3;3;2;1.52;2;
7385;45.1976;4.8307;RCP4.5;H2;8;6.64;2;6;1.46;2;
7386;45.1952;4.9324;RCP4.5;H2;6;6.6;3;4;1.56;2;
7387;45.1928;5.0342;RCP4.5;H2;7;6.22;3;5;1.66;2;
7388;45.1903;5.1359;RCP4.5;H2;7;5.77;2;5;1.6;2;
7389;45.1877;5.2376;RCP4.5;H2;6;5.52;2;5;1.62;2;
7390;45.185;5.3393;RCP4.5;H2;5;5.1;1;5;1.53;1;
7391;45.1822;5.441;RCP4.5;H2;3;4.73;1;3;1.51;1;
7392;45.1793;5.5426;RCP4.5;H2;3;4.02;0;3;1.15;0;
7393;45.1763;5.6443;RCP4.5;H2;1;3.89;0;1;1.16;0;
7394;45.1733;5.7459;RCP4.5;H2;1;4.52;0;1;1.14;0;
7395;45.1701;5.8476;RCP4.5;H2;1;4.12;0;1;1.07;0;
7396;45.1668;5.9492;RCP4.5;H2;1;1.96;0;1;0.38;0;
7397;45.1635;6.0508;RCP4.5;H2;0;2.36;0;0;0.65;0;
7398;45.16;6.1524;RCP4.5;H2;0;1.52;0;0;0.25;0;
7399;45.1565;6.254;RCP4.5;H2;0;2.88;0;0;0.44;0;
7400;45.1529;6.3556;RCP4.5;H2;0;2.78;0;0;0.29;0;
7401;45.1491;6.4572;RCP4.5;H2;0;2.87;0;0;0.47;0;
7402;45.1453;6.5587;RCP4.5;H2;0;2.85;0;0;0.26;0;
7403;45.1414;6.6603;RCP4.5;H2;0;2.57;0;0;0.3;0;
7404;45.1374;6.7618;RCP4.5;H2;0;2.61;0;0;0.07;0;
7405;45.1333;6.8633;RCP4.5;H2;0;3.4;0;0;0.12;0;
7406;45.1291;6.9648;RCP4.5;H2;0;4.64;0;0;1.19;0;
7469;45.2419;-1.179;RCP4.5;H2;0;7.22;1;-2;1.53;1;
7470;45.2451;-1.0773;RCP4.5;H2;4;7.22;2;3;1.53;1;
7471;45.2482;-0.9755;RCP4.5;H2;4;7.09;1;3;1.58;1;
7472;45.2512;-0.8737;RCP4.5;H2;4;7.61;2;2;1.68;1;
7473;45.2541;-0.7719;RCP4.5;H2;5;7.61;2;3;1.67;1;
7474;45.2569;-0.6701;RCP4.5;H2;6;7.63;2;3;1.64;1;
7475;45.2596;-0.5682;RCP4.5;H2;6;6.83;1;4;1.45;1;
7476;45.2622;-0.4664;RCP4.5;H2;4;6.75;1;3;1.45;1;
7477;45.2647;-0.3646;RCP4.5;H2;4;7.11;2;2;1.5;2;
7478;45.2671;-0.2627;RCP4.5;H2;6;7.17;2;3;1.62;2;
7479;45.2695;-0.1608;RCP4.5;H2;6;7.18;2;4;1.62;2;
7480;45.2717;-0.059;RCP4.5;H2;6;7.04;2;4;1.69;1;
7481;45.2739;0.0429;RCP4.5;H2;5;7.16;2;4;1.79;1;
7482;45.2759;0.1448;RCP4.5;H2;6;7.13;2;4;1.78;1;
7483;45.2779;0.2467;RCP4.5;H2;6;7.22;2;4;1.87;1;
7484;45.2797;0.3486;RCP4.5;H2;6;7;2;5;1.82;1;
7485;45.2815;0.4505;RCP4.5;H2;5;6.88;2;4;1.94;2;
7486;45.2832;0.5524;RCP4.5;H2;6;6.9;2;5;2;1;
7487;45.2848;0.6543;RCP4.5;H2;6;6.65;2;5;1.97;1;
7488;45.2863;0.7562;RCP4.5;H2;5;6.79;2;5;2.08;2;
7489;45.2877;0.8582;RCP4.5;H2;6;6.76;2;5;2.07;2;
7490;45.289;0.9601;RCP4.5;H2;6;6.5;1;5;1.92;1;
7491;45.2902;1.0621;RCP4.5;H2;4;6.28;1;4;1.83;1;
7492;45.2913;1.164;RCP4.5;H2;4;5.94;1;4;1.76;1;
7493;45.2923;1.2659;RCP4.5;H2;4;5.53;1;3;1.69;1;
7494;45.2933;1.3679;RCP4.5;H2;3;6.09;1;3;1.75;1;
7495;45.2941;1.4699;RCP4.5;H2;4;5.32;1;3;1.64;1;
7496;45.2949;1.5718;RCP4.5;H2;3;5.05;1;3;1.56;1;
7497;45.2955;1.6738;RCP4.5;H2;3;4.85;1;3;1.51;1;
7498;45.2961;1.7757;RCP4.5;H2;2;5.01;1;2;1.53;1;
7499;45.2966;1.8777;RCP4.5;H2;2;4.53;1;2;1.4;1;
7500;45.2969;1.9797;RCP4.5;H2;2;4.11;0;2;1.24;0;
7501;45.2972;2.0816;RCP4.5;H2;1;3.99;0;1;1.21;0;
7502;45.2974;2.1836;RCP4.5;H2;1;4.55;1;1;1.19;1;
7503;45.2975;2.2856;RCP4.5;H2;2;4.33;1;2;1.08;1;
7504;45.2975;2.3875;RCP4.5;H2;1;4.44;0;1;1.1;0;
7505;45.2974;2.4895;RCP4.5;H2;1;3.72;0;1;0.98;0;
7506;45.2972;2.5915;RCP4.5;H2;1;3.93;0;1;0.99;0;
7507;45.2969;2.6934;RCP4.5;H2;1;3.61;0;1;0.92;0;
7508;45.2966;2.7954;RCP4.5;H2;1;3.29;0;1;0.89;0;
7509;45.2961;2.8974;RCP4.5;H2;0;2.87;0;0;0.76;0;
7510;45.2955;2.9993;RCP4.5;H2;0;2.49;0;0;0.65;0;
7511;45.2949;3.1013;RCP4.5;H2;0;4.82;1;0;0.95;0;
7512;45.2941;3.2033;RCP4.5;H2;2;5.95;1;1;1.13;1;
7513;45.2933;3.3052;RCP4.5;H2;3;5.98;1;1;0.96;1;
7514;45.2924;3.4072;RCP4.5;H2;3;6.52;2;1;0.8;1;
7515;45.2913;3.5091;RCP4.5;H2;4;5.65;2;2;0.79;1;
7516;45.2902;3.6111;RCP4.5;H2;3;4.42;1;2;0.69;1;
7517;45.289;3.713;RCP4.5;H2;2;4.19;1;2;0.65;1;
7518;45.2877;3.8149;RCP4.5;H2;2;4.42;1;1;0.74;0;
7519;45.2863;3.9169;RCP4.5;H2;2;4.91;1;0;0.82;1;
7520;45.2848;4.0188;RCP4.5;H2;2;5.78;2;0;0.89;1;
7521;45.2832;4.1207;RCP4.5;H2;3;6.19;2;2;0.99;1;
7522;45.2815;4.2226;RCP4.5;H2;4;5.27;1;3;0.93;1;
7523;45.2798;4.3245;RCP4.5;H2;3;4.63;1;2;0.87;1;
7524;45.2779;4.4264;RCP4.5;H2;2;2.9;0;2;0.61;0;
7525;45.2759;4.5283;RCP4.5;H2;1;3.28;0;0;0.85;0;
7526;45.2739;4.6302;RCP4.5;H2;1;6.17;2;-1;1.14;1;
7527;45.2717;4.7321;RCP4.5;H2;5;7.04;3;1;1.43;2;
7528;45.2695;4.834;RCP4.5;H2;7;6.9;2;4;1.38;2;
7529;45.2672;4.9358;RCP4.5;H2;7;6.53;2;4;1.49;2;
7530;45.2647;5.0377;RCP4.5;H2;6;6.04;2;4;1.57;2;
7531;45.2622;5.1395;RCP4.5;H2;6;5.59;2;4;1.65;2;
7532;45.2596;5.2413;RCP4.5;H2;6;5.08;2;5;1.56;2;
7533;45.2569;5.3432;RCP4.5;H2;4;5.15;1;4;1.61;1;
7534;45.2541;5.445;RCP4.5;H2;4;5.06;1;4;1.54;1;
7535;45.2512;5.5468;RCP4.5;H2;3;4.06;0;3;1.16;0;
7536;45.2482;5.6486;RCP4.5;H2;2;4.23;0;2;1.13;0;
7537;45.2452;5.7504;RCP4.5;H2;1;3.3;0;1;1.02;0;
7538;45.242;5.8521;RCP4.5;H2;1;4.34;0;1;1.08;0;
7539;45.2387;5.9539;RCP4.5;H2;1;3.52;0;1;1.05;0;
7540;45.2354;6.0556;RCP4.5;H2;1;1.92;0;1;0.42;0;
7541;45.2319;6.1574;RCP4.5;H2;0;1.69;0;0;0.38;0;
7542;45.2284;6.2591;RCP4.5;H2;0;4.24;0;0;0.94;0;
7543;45.2247;6.3608;RCP4.5;H2;0;4.63;0;0;0.91;0;
7544;45.221;6.4625;RCP4.5;H2;0;5.35;0;0;1.1;0;
7545;45.2172;6.5642;RCP4.5;H2;0;2.32;0;0;0.53;0;
7546;45.2133;6.6658;RCP4.5;H2;0;3.58;0;0;0.83;0;
7547;45.2093;6.7675;RCP4.5;H2;0;3.28;0;0;0.69;0;
7548;45.2052;6.8691;RCP4.5;H2;0;2.6;0;0;0.42;0;
7549;45.201;6.9708;RCP4.5;H2;0;3.33;0;0;0.75;0;
7550;45.1967;7.0724;RCP4.5;H2;0;3.02;0;0;0.62;0;
7612;45.3138;-1.1836;RCP4.5;H2;0;7.21;2;-2;1.51;1;
7613;45.317;-1.0817;RCP4.5;H2;4;7.22;1;3;1.53;1;
7614;45.3201;-0.9798;RCP4.5;H2;4;7.08;1;3;1.56;1;
7615;45.3231;-0.8778;RCP4.5;H2;4;7.61;2;2;1.67;1;
7616;45.326;-0.7759;RCP4.5;H2;6;7.62;2;4;1.61;1;
7617;45.3288;-0.674;RCP4.5;H2;5;7.68;2;3;1.7;2;
7618;45.3315;-0.572;RCP4.5;H2;6;7.33;2;4;1.68;1;
7619;45.3341;-0.47;RCP4.5;H2;6;7.32;2;4;1.69;2;
7620;45.3366;-0.3681;RCP4.5;H2;6;7.25;2;4;1.65;2;
7621;45.3391;-0.2661;RCP4.5;H2;6;7.05;1;5;1.65;1;
7622;45.3414;-0.1641;RCP4.5;H2;5;6.95;1;4;1.65;1;
7623;45.3436;-0.0621;RCP4.5;H2;5;6.93;1;3;1.71;1;
7624;45.3458;0.0399;RCP4.5;H2;5;7.05;2;4;1.79;1;
7625;45.3479;0.1419;RCP4.5;H2;5;7.08;2;4;1.79;1;
7626;45.3498;0.244;RCP4.5;H2;6;7.12;2;4;1.87;1;
7627;45.3517;0.346;RCP4.5;H2;6;6.94;2;4;1.85;1;
7628;45.3535;0.448;RCP4.5;H2;5;6.7;2;4;1.93;1;
7629;45.3551;0.5501;RCP4.5;H2;5;6.82;2;4;2;1;
7630;45.3567;0.6521;RCP4.5;H2;6;6.82;2;4;1.99;1;
7631;45.3582;0.7542;RCP4.5;H2;6;6.75;2;5;2;2;
7632;45.3596;0.8563;RCP4.5;H2;6;6.13;1;5;1.86;1;
7633;45.3609;0.9583;RCP4.5;H2;5;6.2;1;4;1.87;1;
7634;45.3622;1.0604;RCP4.5;H2;5;5.79;1;4;1.74;1;
7635;45.3633;1.1625;RCP4.5;H2;4;5.48;1;3;1.65;1;
7636;45.3643;1.2646;RCP4.5;H2;3;5.32;1;3;1.62;1;
7637;45.3652;1.3666;RCP4.5;H2;3;4.92;1;3;1.5;1;
7638;45.3661;1.4687;RCP4.5;H2;2;5.01;1;2;1.5;1;
7639;45.3668;1.5708;RCP4.5;H2;2;4.96;1;2;1.54;1;
7640;45.3675;1.6729;RCP4.5;H2;3;4.75;1;3;1.47;1;
7641;45.3681;1.775;RCP4.5;H2;2;4.81;1;2;1.5;1;
7642;45.3685;1.8771;RCP4.5;H2;2;4.34;1;2;1.36;1;
7643;45.3689;1.9792;RCP4.5;H2;1;4;0;1;1.22;0;
7644;45.3692;2.0813;RCP4.5;H2;1;4;0;1;1.22;0;
7645;45.3694;2.1834;RCP4.5;H2;1;3.9;0;1;1.13;0;
7646;45.3695;2.2855;RCP4.5;H2;1;4.01;0;1;1.05;0;
7647;45.3695;2.3876;RCP4.5;H2;1;4.32;0;1;1.09;0;
7648;45.3694;2.4897;RCP4.5;H2;1;4.24;1;1;1.06;1;
7649;45.3692;2.5918;RCP4.5;H2;1;3.93;0;1;1.05;0;
7650;45.3689;2.6939;RCP4.5;H2;1;3.88;0;1;1.01;0;
7651;45.3685;2.796;RCP4.5;H2;1;3.48;0;1;0.98;0;
7652;45.3681;2.8981;RCP4.5;H2;0;2.79;0;0;0.78;0;
7653;45.3675;3.0002;RCP4.5;H2;0;2.55;0;0;0.71;0;
7654;45.3668;3.1023;RCP4.5;H2;0;3.13;0;0;0.68;0;
7655;45.3661;3.2044;RCP4.5;H2;1;4.37;1;0;0.89;0;
