Point;Latitude;Longitude;Contexte;P̩riode;NORRRA;NORSTM0;NORSDA;NORDATEVEG;NORDATEDG;NORDATEPG;ARRA;ASDA;ADATEVEG;ADATEDG;
4532;43.7417;5.4618;RCP2.6;H1;385.79;3866.23;33.4;39;266;143;-35.96;10.6;-7;-10;
4533;43.7388;5.5609;RCP2.6;H1;392.03;3819.76;30.87;40;263;144;-30.58;10;-7;-13;
4534;43.7358;5.66;RCP2.6;H1;395.94;3741.26;26.83;41;263;147;-31.3;8.96;-6;-10;
4535;43.7327;5.759;RCP2.6;H1;392.98;3976.31;34.6;37;266;149;-29.15;10.6;-6;-6;
4536;43.7295;5.8581;RCP2.6;H1;382.44;4035.6;33.27;37;247;158;-39.65;10.24;-6;-18;
4537;43.7262;5.9572;RCP2.6;H1;388.01;3906.64;28.47;39;253;158;-51.33;8.9;-5;-10;
4538;43.7229;6.0562;RCP2.6;H1;390.42;3887.47;27.93;39;253;158;-51.6;9.13;-6;-10;
4539;43.7194;6.1552;RCP2.6;H1;451.39;3766.72;22.37;39;249;165;-45.9;8.97;-5;-15;
4540;43.7159;6.2543;RCP2.6;H1;514.39;3208.83;11.37;51;269;146;-42.2;5.97;-7;-10;
4541;43.7123;6.3533;RCP2.6;H1;520.18;3137.74;9.77;53;271;144;-42.7;5.27;-7;-10;
4542;43.7086;6.4523;RCP2.6;H1;506.07;3142.56;9.97;53;271;145;-59.84;5.34;-7;-11;
4543;43.7047;6.5513;RCP2.6;H1;504.09;3171.34;10.4;52;271;145;-59.27;5.47;-7;-11;
4544;43.7008;6.6502;RCP2.6;H1;523.08;2963.43;5.47;58;271;146;-61.93;3.3;-7;-10;
4545;43.6969;6.7492;RCP2.6;H1;484.61;3412.59;15.03;47;265;154;-54.66;7.7;-7;-7;
4546;43.6928;6.8481;RCP2.6;H1;554.56;3442.36;14.97;46;264;157;-56.24;7.5;-7;-8;
4547;43.6886;6.9471;RCP2.6;H1;537.99;3841.56;13.4;34;228;186;-41.93;6.9;-6;-13;
4548;43.6843;7.046;RCP2.6;H1;464.61;4409.22;24.7;26;230;189;-33.27;10.2;-3;-1;
4549;43.68;7.1449;RCP2.6;H1;362.58;4667.19;22.03;22;229;217;-24.37;9.56;-2;11;
4606;43.7947;-1.3878;RCP2.6;H1;600.6;4186.18;15.1;26;239;169;-19.08;4.33;-3;-8;
4607;43.798;-1.2886;RCP2.6;H1;604.38;4160.14;14.37;26;239;169;-19.27;3.84;-3;-8;
4608;43.8013;-1.1894;RCP2.6;H1;580.06;3945.58;21.5;31;265;148;-17.9;5.97;-5;-8;
4609;43.8045;-1.0902;RCP2.6;H1;585.47;3915.86;20.83;31;263;150;-19.09;6.06;-5;-9;
4610;43.8076;-0.991;RCP2.6;H1;582.55;3935.49;21.33;31;263;150;-18.97;5.9;-5;-10;
4611;43.8106;-0.8918;RCP2.6;H1;518.72;4046.69;26.2;31;260;146;-26.91;7.5;-5;-9;
4612;43.8135;-0.7926;RCP2.6;H1;521.17;4029.31;25.53;32;260;147;-27.01;7.4;-4;-9;
4613;43.8163;-0.6933;RCP2.6;H1;533.5;3982.3;24.13;32;260;146;-23.77;7.3;-5;-8;
4614;43.819;-0.5941;RCP2.6;H1;545.18;3969.56;23.37;32;260;147;-16.69;6.7;-5;-6;
4615;43.8217;-0.4948;RCP2.6;H1;545.69;3966.22;23.3;32;260;147;-16.71;6.73;-5;-6;
4616;43.8242;-0.3956;RCP2.6;H1;554.63;3943.51;22.23;32;259;146;-15.16;6.3;-5;-10;
4617;43.8267;-0.2963;RCP2.6;H1;481.24;3965;23.6;32;257;150;-14.08;7.2;-5;-10;
4618;43.829;-0.197;RCP2.6;H1;481.9;3960.09;23.37;32;257;150;-14.1;7.2;-5;-10;
4619;43.8313;-0.0977;RCP2.6;H1;470.45;4009.72;23.97;32;253;157;-10.27;7.07;-5;-8;
4620;43.8335;0.0016;RCP2.6;H1;478.39;3962.2;22.07;32;254;155;-12.22;6.64;-5;-7;
4621;43.8356;0.1009;RCP2.6;H1;483.41;3922.74;20.77;33;254;155;-12.32;5.97;-5;-9;
4622;43.8376;0.2002;RCP2.6;H1;485.14;3936.28;21.13;32;254;155;-10.55;5.83;-5;-9;
4623;43.8395;0.2995;RCP2.6;H1;430.32;3920.55;20.7;33;252;158;-6.29;5.83;-5;-9;
4624;43.8413;0.3989;RCP2.6;H1;431.57;3944.01;21.93;32;252;157;-3.43;6;-6;-8;
4625;43.843;0.4982;RCP2.6;H1;446.49;3882.29;20.13;33;251;158;-1.8;5.66;-6;-12;
4626;43.8447;0.5975;RCP2.6;H1;405.42;3970.57;21.63;33;246;156;-3.33;6.8;-5;-12;
4627;43.8462;0.6969;RCP2.6;H1;399.7;3975.33;21.87;32;247;158;-7.05;6.77;-6;-10;
4628;43.8477;0.7962;RCP2.6;H1;407.43;3941.83;21.03;33;246;155;-4.4;6.53;-6;-13;
4629;43.849;0.8956;RCP2.6;H1;408.66;3932.29;20.83;33;247;155;-4.42;6.5;-6;-13;
4630;43.8503;0.9949;RCP2.6;H1;419.62;3909.05;21.27;34;245;154;0.47;6.7;-5;-8;
4631;43.8515;1.0943;RCP2.6;H1;429.4;3866.67;20.73;34;247;157;8.58;6.76;-6;-8;
4632;43.8526;1.1937;RCP2.6;H1;439.55;3955.18;24.13;34;252;153;10.26;7.8;-6;-7;
4633;43.8536;1.293;RCP2.6;H1;444.65;3956.61;24.1;34;248;154;20.22;7.9;-6;-10;
4634;43.8545;1.3924;RCP2.6;H1;417.88;4012.46;23.57;32;244;155;26.43;7.84;-6;-8;
4635;43.8553;1.4918;RCP2.6;H1;449.51;4034.76;26.9;33;249;156;28.05;8.3;-6;-10;
4636;43.856;1.5912;RCP2.6;H1;451.15;3942.04;25.17;34;251;156;20.05;8.17;-7;-10;
4637;43.8567;1.6905;RCP2.6;H1;452.79;3927.44;24.9;34;251;155;20.1;8.07;-7;-10;
4638;43.8572;1.7899;RCP2.6;H1;429.89;4004.23;26.8;33;252;153;6.62;8.93;-6;-6;
4639;43.8577;1.8893;RCP2.6;H1;435.57;3955.93;25.7;34;252;153;4.55;8.63;-6;-8;
4640;43.858;1.9887;RCP2.6;H1;442.06;3896.55;24.6;35;254;152;4.44;8.37;-6;-7;
4641;43.8583;2.0881;RCP2.6;H1;445.61;3853.21;23.73;35;253;151;0.91;8;-7;-9;
4642;43.8585;2.1875;RCP2.6;H1;444.93;3784.87;22.67;37;257;150;-5.84;7.74;-6;-10;
4643;43.8586;2.2869;RCP2.6;H1;461.68;3636.86;19.1;39;260;149;-6.52;7.17;-7;-10;
4644;43.8586;2.3863;RCP2.6;H1;584.13;3461.41;14.67;42;262;148;-14.54;5.87;-7;-9;
4645;43.8585;2.4857;RCP2.6;H1;609.4;3292.85;12.57;45;265;145;-15.72;5.67;-7;-9;
4646;43.8583;2.585;RCP2.6;H1;617.68;3291.28;11.87;45;266;145;-10.77;5.54;-7;-8;
4647;43.858;2.6844;RCP2.6;H1;486.48;3457.98;16.1;44;264;150;-12.64;6.67;-7;-8;
4648;43.8577;2.7838;RCP2.6;H1;479.22;3527.12;17.37;43;261;151;-12.62;6.94;-7;-8;
4649;43.8572;2.8832;RCP2.6;H1;492.19;3497.33;16.73;43;261;148;-6.27;6.83;-7;-7;
4650;43.8567;2.9826;RCP2.6;H1;507.66;3328.83;13.4;47;265;148;-11.3;5.87;-7;-6;
4651;43.856;3.082;RCP2.6;H1;591.63;3270.91;14.47;49;269;145;-4.26;6.5;-7;-7;
4652;43.8553;3.1814;RCP2.6;H1;586.97;3151.65;11.57;52;275;145;-19.4;5.14;-7;-3;
4653;43.8545;3.2807;RCP2.6;H1;698.95;3153.93;9.33;50;266;152;-29.48;4.6;-7;-6;
4654;43.8536;3.3801;RCP2.6;H1;694.3;3180.16;9.83;50;266;152;-29.05;4.9;-6;-6;
4655;43.8526;3.4795;RCP2.6;H1;661.8;3374.5;13.43;45;255;152;-43.1;6.4;-7;-10;
4656;43.8515;3.5788;RCP2.6;H1;737.22;3687.64;18.97;40;240;164;-59.6;7.44;-6;-18;
4657;43.8503;3.6782;RCP2.6;H1;562.94;4067.66;25.6;32;233;171;-46.16;10.13;-5;-14;
4658;43.849;3.7776;RCP2.6;H1;473.97;4058.09;27.7;33;248;158;-48.71;10.4;-6;-10;
4659;43.8477;3.8769;RCP2.6;H1;478.79;4086.64;28.87;33;249;160;-40.64;10.44;-5;-9;
4660;43.8462;3.9763;RCP2.6;H1;483.88;4248.12;33.17;31;242;164;-45.49;11.07;-5;-14;
4661;43.8447;4.0756;RCP2.6;H1;478.8;4310.25;35.03;30;244;161;-50.61;11.36;-5;-15;
4662;43.843;4.1749;RCP2.6;H1;409.74;4353.36;32.4;30;225;171;-38.9;10.9;-4;-13;
4663;43.8413;4.2743;RCP2.6;H1;405.77;4353.59;32.83;30;227;170;-44.32;11.06;-5;-13;
4664;43.8395;4.3736;RCP2.6;H1;396.76;4451.55;34.83;29;225;172;-47.29;10.63;-4;-11;
4665;43.8376;4.4729;RCP2.6;H1;394.42;4473.63;35.5;28;225;172;-47.03;10.6;-5;-11;
4666;43.8356;4.5722;RCP2.6;H1;394.14;4350.46;37.23;31;236;169;-44.67;11.13;-5;-9;
4667;43.8335;4.6715;RCP2.6;H1;351.93;4445.89;37.9;30;228;171;-35.59;11.43;-4;-12;
4668;43.8313;4.7708;RCP2.6;H1;357.56;4363.99;39.53;31;242;160;-33.83;11.76;-5;-11;
4669;43.8291;4.8701;RCP2.6;H1;367.25;4313.67;37.83;32;237;163;-33.15;11.5;-5;-16;
4670;43.8267;4.9694;RCP2.6;H1;369.08;4296.56;37.2;32;237;163;-33.28;11.3;-5;-16;
4671;43.8242;5.0687;RCP2.6;H1;383.88;4107.68;36.87;35;252;149;-37.04;10.87;-7;-15;
4672;43.8217;5.168;RCP2.6;H1;412.8;3836.45;27.33;39;261;146;-42.98;10.03;-7;-12;
4673;43.8191;5.2672;RCP2.6;H1;417.92;3808.41;29.13;40;265;144;-40.27;10.33;-6;-9;
4674;43.8163;5.3665;RCP2.6;H1;435.51;3674.54;23.93;42;262;148;-36.21;9.06;-6;-10;
4675;43.8135;5.4657;RCP2.6;H1;460.86;3499.93;18.67;45;260;147;-33.08;7.9;-6;-17;
4676;43.8106;5.5649;RCP2.6;H1;479.58;3682.75;25.63;43;260;147;-39.3;8.96;-7;-13;
4677;43.8076;5.6641;RCP2.6;H1;459.98;3723.73;26.6;43;263;145;-40.2;9.1;-6;-8;
4678;43.8045;5.7634;RCP2.6;H1;438.14;3853.19;32.6;41;266;146;-37.59;10.3;-7;-6;
4679;43.8013;5.8625;RCP2.6;H1;387.67;3886.98;29.63;40;252;153;-41.57;9.43;-6;-18;
4680;43.7981;5.9617;RCP2.6;H1;396.27;3872.91;28;39;259;161;-47.72;9.07;-6;-8;
4681;43.7947;6.0609;RCP2.6;H1;405.98;3797.73;25.97;40;260;161;-48.82;9.27;-6;-7;
4682;43.7913;6.1601;RCP2.6;H1;406.81;3746.92;25.03;42;251;162;-52.71;9.86;-6;-16;
4683;43.7877;6.2592;RCP2.6;H1;458.32;3376.87;17.13;50;265;150;-37.55;7.66;-7;-7;
4684;43.7841;6.3584;RCP2.6;H1;489.9;3006.7;9.8;58;277;143;-41.06;5.43;-9;-6;
4685;43.7804;6.4575;RCP2.6;H1;503.21;3158.41;10.17;53;271;144;-63.22;5.4;-7;-8;
4686;43.7766;6.5566;RCP2.6;H1;530.51;3030.06;6.37;57;269;149;-53.49;3.67;-7;-10;
4687;43.7726;6.6557;RCP2.6;H1;624.27;2906.43;2.23;59;267;155;-63.16;1.76;-8;-13;
4688;43.7687;6.7548;RCP2.6;H1;654.7;2786.29;1.2;62;268;154;-57.41;1;-11;-11;
4689;43.7646;6.8538;RCP2.6;H1;630.1;2842.34;1.33;59;273;155;-54.13;1.03;-8;-12;
4690;43.7604;6.9529;RCP2.6;H1;588.36;3233.93;9.63;50;268;156;-49.93;5.6;-8;-10;
4691;43.7561;7.0519;RCP2.6;H1;583.74;3372.15;5.4;43;256;164;-40.02;2.97;-6;-14;
4692;43.7518;7.151;RCP2.6;H1;414.69;4194.55;16.03;28;226;194;-27.74;8.43;-3;5;
4693;43.7473;7.25;RCP2.6;H1;390.92;4434.72;19.03;25;220;199;-28.65;8.76;-3;4;
4694;43.7428;7.349;RCP2.6;H1;393.5;4410.98;18.83;25;220;199;-28.83;8.73;-3;4;
4750;43.8699;-1.2932;RCP2.6;H1;625.04;4153.98;14.9;26;239;168;2.21;4.53;-3;-7;
4751;43.8731;-1.1939;RCP2.6;H1;596.98;3942.03;21.5;31;261;145;2.26;5.57;-5;-13;
4752;43.8763;-1.0945;RCP2.6;H1;598.91;3899.79;20.27;32;264;149;-6.87;6;-5;-7;
4753;43.8794;-0.9952;RCP2.6;H1;599.22;3898.05;20.23;32;263;149;-6.85;6;-5;-8;
4754;43.8824;-0.8959;RCP2.6;H1;583.77;3931.75;21.57;31;263;146;-18.88;6.57;-5;-9;
4755;43.8853;-0.7965;RCP2.6;H1;584.51;3951.25;22.03;31;262;146;-22.33;6.5;-5;-8;
4756;43.8882;-0.6972;RCP2.6;H1;529.06;4013.53;25.2;31;260;146;-23.58;7.3;-5;-8;
4757;43.8909;-0.5978;RCP2.6;H1;542.39;3988.65;24.03;32;260;146;-16.63;6.73;-5;-6;
4758;43.8935;-0.4984;RCP2.6;H1;543.65;3980.02;23.7;32;260;146;-16.66;6.73;-5;-6;
4759;43.8961;-0.399;RCP2.6;H1;551.95;3963.4;23.3;32;258;146;-12.39;6.63;-5;-9;
4760;43.8985;-0.2996;RCP2.6;H1;482.81;3991.12;24.53;32;256;148;-9.49;7.3;-5;-11;
4761;43.9009;-0.2002;RCP2.6;H1;485.72;3969.22;24;32;256;148;-9.58;7.3;-5;-10;
4762;43.9032;-0.1008;RCP2.6;H1;479.08;3979.37;23.17;32;254;153;-6.01;7;-5;-8;
4763;43.9054;-0.0014;RCP2.6;H1;484.23;3956.89;21.83;32;254;154;-6.45;6.26;-5;-9;
4764;43.9075;0.0981;RCP2.6;H1;485.73;3945.41;21.57;32;254;154;-6.43;6.27;-5;-9;
4765;43.9095;0.1975;RCP2.6;H1;484.85;3960.85;21.87;32;254;154;-7.24;5.9;-5;-7;
4766;43.9114;0.297;RCP2.6;H1;436.28;3944.51;21.9;32;251;155;2.6;5.87;-6;-8;
4767;43.9132;0.3964;RCP2.6;H1;436.04;3946.07;21.93;32;251;155;2.5;5.9;-6;-8;
4768;43.9149;0.4959;RCP2.6;H1;446.68;3888.46;20.2;33;251;157;1.63;5.9;-5;-8;
4769;43.9166;0.5953;RCP2.6;H1;403.63;3984.75;21.93;32;246;156;-3.36;6.7;-6;-11;
4770;43.9181;0.6948;RCP2.6;H1;405.26;3931.77;20.93;33;247;155;-7.16;6.66;-6;-11;
4771;43.9196;0.7943;RCP2.6;H1;407.47;3941.83;21.03;33;246;155;-4.4;6.53;-6;-13;
4772;43.9209;0.8937;RCP2.6;H1;420.74;3851.33;19.4;35;245;153;-6.45;5.9;-5;-14;
4773;43.9222;0.9932;RCP2.6;H1;422.06;3890.44;20.67;34;245;155;0.45;6.5;-6;-8;
4774;43.9234;1.0927;RCP2.6;H1;424.92;3923.34;21.9;34;244;156;12.42;6.93;-6;-8;
4775;43.9245;1.1922;RCP2.6;H1;438.44;3987.23;24.7;33;248;153;13.66;7.83;-7;-10;
4776;43.9255;1.2917;RCP2.6;H1;448;3983.73;24.67;34;249;155;23.63;7.67;-6;-9;
4777;43.9264;1.3912;RCP2.6;H1;452.07;3984.36;24.67;33;251;151;30.6;7.97;-7;-7;
4778;43.9272;1.4907;RCP2.6;H1;476.36;3953.16;23.97;33;250;154;32.26;7.74;-7;-8;
4779;43.928;1.5902;RCP2.6;H1;480.45;3981;25.97;33;252;153;22.9;8.24;-7;-9;
4780;43.9286;1.6897;RCP2.6;H1;486.71;3925.06;24.83;34;254;152;22.9;8.03;-7;-12;
4781;43.9291;1.7892;RCP2.6;H1;450.21;3833.79;23.17;36;255;150;9.11;7.7;-6;-7;
4782;43.9296;1.8888;RCP2.6;H1;437.21;3912.57;24.87;34;254;151;5.13;8.34;-7;-7;
4783;43.93;1.9883;RCP2.6;H1;435.78;3954.21;25.7;34;252;153;4.56;8.73;-6;-8;
4784;43.9302;2.0878;RCP2.6;H1;438.48;3917.78;25.43;34;253;152;1.1;8.9;-7;-8;
4785;43.9304;2.1873;RCP2.6;H1;434.06;3882.67;24.87;35;254;151;-5.73;8.77;-7;-9;
4786;43.9305;2.2868;RCP2.6;H1;454.14;3701.89;21.43;38;260;148;-5.92;7.9;-7;-9;
4787;43.9305;2.3863;RCP2.6;H1;455.96;3595.84;17.57;40;261;149;-12.27;6.84;-6;-7;
4788;43.9304;2.4858;RCP2.6;H1;463.09;3539.39;15.9;41;261;150;-15.72;6.87;-7;-9;
4789;43.9302;2.5854;RCP2.6;H1;481.85;3499.29;16.8;43;267;147;-12.23;6.3;-7;0;
4790;43.93;2.6849;RCP2.6;H1;488.14;3472.13;16.63;44;262;149;-10.83;6.93;-7;-8;
4791;43.9296;2.7844;RCP2.6;H1;475.9;3590.94;18.9;42;261;149;-10.56;7.67;-6;-8;
4792;43.9291;2.8839;RCP2.6;H1;497.92;3464.77;16.23;44;265;145;-3.92;6.76;-7;-1;
4793;43.9286;2.9834;RCP2.6;H1;598.53;3311.01;15.17;48;268;141;7.16;6.34;-7;-7;
4794;43.928;3.0829;RCP2.6;H1;622.83;3104.16;11.07;53;271;142;7.37;5.27;-7;-10;
4795;43.9272;3.1824;RCP2.6;H1;617.21;3074;10.6;54;275;146;-4.57;4.77;-8;-4;
4796;43.9264;3.2819;RCP2.6;H1;599.64;3007.71;9.47;56;273;144;-16.42;4.6;-7;-8;
4797;43.9255;3.3814;RCP2.6;H1;813.52;3272.74;10.6;48;260;157;-44.56;4.8;-6;-9;
4798;43.9245;3.4809;RCP2.6;H1;782.87;3422.04;13.27;45;253;162;-62.89;5.97;-7;-11;
4799;43.9234;3.5804;RCP2.6;H1;740.08;3593;16.43;42;248;164;-71.96;7.5;-5;-9;
4800;43.9222;3.6799;RCP2.6;H1;569.79;4012.45;24.57;33;233;169;-46.69;9.84;-5;-15;
4801;43.921;3.7794;RCP2.6;H1;474.37;4054.83;27.67;33;248;158;-48.77;10.4;-6;-10;
4802;43.9196;3.8789;RCP2.6;H1;495.94;4129.93;30.13;33;248;162;-54.32;10.66;-5;-9;
4803;43.9181;3.9783;RCP2.6;H1;491.43;4178.51;31.03;32;249;164;-49.67;10.3;-5;-8;
4804;43.9166;4.0778;RCP2.6;H1;493.98;4334.67;35.03;31;233;169;-55.94;11.06;-4;-6;
4805;43.9149;4.1773;RCP2.6;H1;500.6;4286.15;33.7;31;233;168;-56.7;11.3;-5;-7;
4806;43.9132;4.2767;RCP2.6;H1;488.52;4353.68;36.2;30;229;167;-66.26;11.37;-5;-11;
4807;43.9114;4.3762;RCP2.6;H1;412.93;4312.1;31.97;31;228;172;-45.01;11.37;-4;-9;
4808;43.9095;4.4756;RCP2.6;H1;409.99;4339.25;32.63;30;228;172;-44.72;10.96;-5;-9;
4809;43.9075;4.5751;RCP2.6;H1;394.12;4352.3;37.43;31;232;168;-47.62;11.73;-5;-12;
4810;43.9054;4.6745;RCP2.6;H1;398.98;4337.83;37.63;32;230;170;-44.36;11.83;-4;-14;
4811;43.9032;4.7739;RCP2.6;H1;358.76;4343.12;38.73;32;238;160;-35.13;11.66;-5;-13;
4812;43.9009;4.8733;RCP2.6;H1;391.42;4335.92;38.2;32;235;160;-38.06;11.37;-5;-17;
4813;43.8986;4.9728;RCP2.6;H1;394.97;4306.16;36.8;32;235;162;-38.41;11.27;-6;-17;
4814;43.8961;5.0722;RCP2.6;H1;375.48;4171.91;39.6;35;250;150;-36.31;11.73;-6;-17;
4815;43.8936;5.1715;RCP2.6;H1;394.29;3991.95;34.4;37;263;144;-37.79;10.27;-7;-10;
4816;43.8909;5.2709;RCP2.6;H1;391.41;4015.16;35.07;37;263;144;-37.51;10.37;-7;-10;
4817;43.8882;5.3703;RCP2.6;H1;402.47;3922.03;33.23;38;263;144;-33.07;10.83;-7;-9;
4818;43.8854;5.4697;RCP2.6;H1;420.96;3794.82;27.27;41;259;151;-31.1;10.14;-5;-13;
4819;43.8825;5.569;RCP2.6;H1;432.74;3707.78;24.37;42;256;152;-32.07;9.2;-6;-17;
4820;43.8795;5.6684;RCP2.6;H1;475.33;3676.76;25.1;44;260;145;-43.31;8.9;-5;-13;
4821;43.8764;5.7677;RCP2.6;H1;477.55;3724.55;26.17;43;261;146;-36.86;9.1;-6;-11;
4822;43.8732;5.867;RCP2.6;H1;401.52;3906.46;30.17;40;254;155;-29.88;9.5;-6;-13;
4823;43.8699;5.9663;RCP2.6;H1;417.87;3862.27;26.83;39;249;161;-36.84;8.56;-7;-17;
4824;43.8665;6.0656;RCP2.6;H1;433.98;3725.92;24.13;41;255;160;-37.66;8.76;-7;-13;
4825;43.8631;6.1649;RCP2.6;H1;431.17;3548.9;20.97;45;258;158;-47.55;8.7;-7;-16;
4826;43.8595;6.2642;RCP2.6;H1;528.86;2781.99;6.2;66;280;137;-25.67;3.9;-10;-6;
4827;43.8559;6.3634;RCP2.6;H1;529.34;2580.13;2.9;70;291;138;-45.4;2.1;-13;-3;
4828;43.8522;6.4627;RCP2.6;H1;549.71;2832.82;10.87;64;291;126;-70.34;5.97;-9;-6;
4829;43.8484;6.5619;RCP2.6;H1;579.65;2710.93;8.07;68;289;127;-61.76;5.1;-12;-10;
4830;43.8445;6.6611;RCP2.6;H1;598.07;2536.05;4.6;74;290;125;-63.54;3.17;-12;-10;
4831;43.8405;6.7604;RCP2.6;H1;640.82;2910.51;1.93;59;260;154;-54.58;1.33;-9;-19;
4832;43.8364;6.8595;RCP2.6;H1;632.92;3046.81;4.03;55;263;154;-35.58;2.8;-9;-15;
4833;43.8322;6.9587;RCP2.6;H1;636.27;3016.75;3.43;56;264;154;-35.67;2.43;-9;-14;
4834;43.8279;7.0579;RCP2.6;H1;586.56;3308.89;12.3;48;261;156;-45.95;6.77;-9;-18;
4835;43.8235;7.157;RCP2.6;H1;517.57;4089.46;17.27;30;228;185;-34.2;7.64;-6;0;
4836;43.8191;7.2562;RCP2.6;H1;475.14;4043.41;18.3;31;229;192;-40.68;8.9;-4;-2;
4837;43.8146;7.3553;RCP2.6;H1;475.8;4109.56;18.73;29;228;185;-35.73;8.13;-5;0;
4838;43.8099;7.4544;RCP2.6;H1;508.07;3883.76;14.37;33;235;186;-38.09;7.4;-5;1;
4893;43.9417;-1.2978;RCP2.6;H1;627.74;4135.86;14.57;26;239;168;2.19;4.54;-4;-7;
4894;43.945;-1.1983;RCP2.6;H1;634.04;4094.79;13.77;27;239;168;2.13;4;-3;-6;
4895;43.9482;-1.0989;RCP2.6;H1;599.49;3896.2;20.2;32;263;149;-6.86;6;-5;-8;
4896;43.9513;-0.9994;RCP2.6;H1;602.52;3876.53;19.93;32;263;150;-6.92;6.1;-5;-9;
4897;43.9543;-0.9;RCP2.6;H1;589.65;3892.62;20.1;32;262;146;-19.09;5.9;-5;-9;
4898;43.9572;-0.8005;RCP2.6;H1;587.96;3917.8;20.9;32;262;146;-21.23;6.47;-4;-10;
4899;43.96;-0.701;RCP2.6;H1;533.02;3982.37;24.3;32;259;147;-22.62;7.2;-5;-9;
4900;43.9628;-0.6015;RCP2.6;H1;540.75;3983.98;24.23;32;259;148;-16.83;7.13;-5;-9;
4901;43.9654;-0.502;RCP2.6;H1;500.81;3876.02;25.17;33;265;144;-18.29;7.37;-6;-14;
4902;43.968;-0.4025;RCP2.6;H1;511.59;3845.84;24.17;33;267;142;-12.7;6.94;-6;-12;
4903;43.9704;-0.303;RCP2.6;H1;519.27;3808.88;22.77;34;266;139;-10.5;6.5;-6;-14;
4904;43.9728;-0.2034;RCP2.6;H1;486.34;3939.61;22.7;32;257;148;-7.12;6.47;-5;-11;
4905;43.9751;-0.1039;RCP2.6;H1;496.78;3904.47;21.23;33;257;150;-3.55;6;-5;-10;
4906;43.9773;-0.0043;RCP2.6;H1;501.91;3876.23;20.57;33;256;150;-5.03;6.14;-5;-11;
4907;43.9793;0.0952;RCP2.6;H1;466.12;3807.84;21;34;262;147;-6.38;6;-6;-12;
4908;43.9814;0.1948;RCP2.6;H1;438.56;3880.43;21.07;34;256;151;-3.83;5.97;-6;-11;
4909;43.9833;0.2944;RCP2.6;H1;443.97;3872.41;21.2;35;254;152;0.18;6.23;-5;-12;
4910;43.9851;0.3939;RCP2.6;H1;435.68;3949.05;22.03;32;251;155;2.57;5.93;-6;-8;
4911;43.9868;0.4935;RCP2.6;H1;446.65;3888.46;20.2;33;251;157;1.68;5.9;-5;-8;
4912;43.9885;0.5931;RCP2.6;H1;431.61;3953.88;22.3;32;248;154;-7.13;6.07;-6;-12;
4913;43.99;0.6927;RCP2.6;H1;400.23;3972.11;21.67;32;246;157;-8.51;6.54;-6;-12;
4914;43.9915;0.7923;RCP2.6;H1;401.72;3989.59;22.4;32;246;156;-5.52;6.77;-6;-10;
4915;43.9928;0.8919;RCP2.6;H1;414.33;3909.41;21.2;34;246;153;-7.33;6.63;-6;-11;
4916;43.9941;0.9915;RCP2.6;H1;423.66;3884.34;21.9;35;251;153;-1.07;6.5;-6;-10;
4917;43.9953;1.0911;RCP2.6;H1;426.04;3918.07;23.5;34;249;152;9.25;7.47;-7;-12;
4918;43.9964;1.1908;RCP2.6;H1;431.87;4011.27;25.4;33;251;153;11.1;7.7;-6;-9;
4919;43.9974;1.2904;RCP2.6;H1;435.02;4011.03;25.63;33;252;150;18.47;7.9;-6;-7;
4920;43.9983;1.39;RCP2.6;H1;453.83;3970.05;24.33;34;251;151;30.62;7.9;-6;-7;
4921;43.9991;1.4896;RCP2.6;H1;480.5;3917.39;22.87;34;251;153;32.32;7.2;-6;-9;
4922;43.9999;1.5893;RCP2.6;H1;472.15;3889.73;22.4;35;253;150;20.78;7.33;-6;-13;
4923;44.0005;1.6889;RCP2.6;H1;495.44;3850.75;23.7;36;255;152;23.31;7.97;-6;-11;
4924;44.0011;1.7885;RCP2.6;H1;481.65;3839.3;23.27;36;255;151;8.86;7.8;-6;-10;
4925;44.0015;1.8882;RCP2.6;H1;476.06;3860.09;23.67;35;255;149;5.85;7.97;-7;-7;
4926;44.0019;1.9878;RCP2.6;H1;480.12;3823.64;23;36;257;150;5.79;7.87;-6;-8;
4927;44.0022;2.0875;RCP2.6;H1;485.56;3774.71;22.43;37;261;147;2.33;7.83;-6;-8;
4928;44.0023;2.1871;RCP2.6;H1;479.81;3775.25;22.2;36;259;149;-3.65;7.53;-7;-9;
4929;44.0024;2.2867;RCP2.6;H1;498.29;3626.2;17.87;39;261;151;-4.23;6.67;-6;-8;
4930;44.0024;2.3864;RCP2.6;H1;500.34;3550.96;15.83;40;262;150;-9.52;6.33;-7;-7;
4931;44.0023;2.486;RCP2.6;H1;497.28;3506.88;15;41;265;153;-14.86;6.53;-6;-5;
4932;44.0022;2.5857;RCP2.6;H1;484.99;3436.97;16.1;44;268;145;-11.58;6.57;-7;-4;
4933;44.0019;2.6853;RCP2.6;H1;476.1;3557.9;18.53;42;261;150;-12.44;7.66;-7;-9;
4934;44.0015;2.785;RCP2.6;H1;478.65;3532.33;17.93;43;261;150;-12.51;7.36;-6;-9;
4935;44.0011;2.8846;RCP2.6;H1;518.21;3294.53;12.77;48;268;142;-4.21;5.6;-6;-2;
4936;44.0005;2.9842;RCP2.6;H1;515.77;3344.69;13.5;46;264;146;-2.73;5.67;-7;-6;
4937;43.9999;3.0839;RCP2.6;H1;623.18;3102.61;11.07;53;271;142;7.4;5.27;-7;-11;
