#-----------------------------------------------------------------------------
# Date d'extraction : 31/03/2025 - 09h34 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP8.5 : Emissions non rÃ©duites
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORRRA : cumul de prÃ©cipitations d'avril Ã  octobre (mm)
#     NORSTM0 : somme de tempÃ©rature base 0Â°C d'octobre (annÃ©e-1) Ã  juillet (annÃ©e) (Â°C)
#     NORSDA : nombre de jours d'Ã©tÃ© d'avril Ã  juin (jour(s))
#     NORDATEVEG : date de reprise de vÃ©gÃ©tation en jour julien (date)
#     NORDATEDG : Date de derniÃ¨re gelÃ©e avec 1er juillet comme rÃ©fÃ©rence (date)
#     NORDATEPG : Date de premiÃ¨re gelÃ©e avec 1er juillet comme rÃ©fÃ©rence (date)
#     ARRA : Ecart de cumul de prÃ©cipitations d'avril Ã  octobre (mm)
#     ASDA : Ecart de nombre de jours d'Ã©tÃ© d'avril Ã  juin (jour(s))
#     ADATEVEG : Ecart de date de reprise de vÃ©gÃ©tation en jour julien (date)
#     ADATEDG : Ecart de date de derniÃ¨re gelÃ©e avec 1er juillet comme rÃ©fÃ©rence (date)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;PÃ©riode;NORRRA;NORSTM0;NORSDA;NORDATEVEG;NORDATEDG;NORDATEPG;ARRA;ASDA;ADATEVEG;ADATEDG;
#-----------------------------------------------------------------------------
9955;46.501;4.4735;RCP8.5;H1;617.55;3105.18;12.57;52;274;134;69.39;3.8;-9;-9;
9956;46.499;4.5777;RCP8.5;H1;591.76;3205.53;16;49;275;134;64.96;4.7;-9;-7;
9957;46.4969;4.6819;RCP8.5;H1;592.03;3203.43;15.93;50;275;134;65.01;4.63;-8;-7;
9958;46.4947;4.7861;RCP8.5;H1;620.73;3170.47;12.67;52;267;136;65.95;4.3;-9;-1;
9959;46.4924;4.8902;RCP8.5;H1;592.15;3408.06;17.93;46;261;139;66.84;5.8;-9;-4;
9960;46.49;4.9944;RCP8.5;H1;659.59;3439.84;18.97;45;264;137;65.45;5.87;-10;-5;
9961;46.4876;5.0985;RCP8.5;H1;658.08;3366.42;16.2;47;264;140;65.69;4.87;-9;-4;
9962;46.485;5.2027;RCP8.5;H1;664.83;3360.63;16.03;47;264;137;70.29;4.73;-9;-5;
9963;46.4823;5.3068;RCP8.5;H1;668.21;3334.75;15.3;48;265;137;70.37;4.43;-8;-5;
9964;46.4795;5.4109;RCP8.5;H1;933.55;2976.45;11.9;58;278;125;96;3.77;-8;-10;
9965;46.4767;5.515;RCP8.5;H1;953.57;2898.93;10.57;60;282;124;97.21;3.37;-9;-7;
9966;46.4737;5.6191;RCP8.5;H1;962.66;2844.78;9.1;61;285;128;93.79;2.73;-11;-5;
9967;46.4707;5.7232;RCP8.5;H1;982.88;2704.44;7.03;66;286;124;89.53;1.83;-10;-7;
9968;46.4675;5.8272;RCP8.5;H1;1108;2357.98;4.83;79;298;118;90.45;2;-10;-5;
9969;46.4643;5.9313;RCP8.5;H1;1118.53;2324.41;4.3;84;294;117;84.71;1.87;-11;-6;
9970;46.4609;6.0353;RCP8.5;H1;1166.76;2057.03;0.93;94;295;118;62.27;0.33;-13;-13;
10038;46.5185;-1.7838;RCP8.5;H1;396.76;3805.83;9.27;28;230;163;13.51;3.47;-4;-9;
10039;46.5222;-1.6796;RCP8.5;H1;434.6;3639.74;11.57;31;248;148;11.61;3.67;-6;-15;
10040;46.5258;-1.5755;RCP8.5;H1;441.59;3621.94;11.17;31;250;151;15.74;3.27;-6;-11;
10041;46.5294;-1.4713;RCP8.5;H1;445.52;3590.24;11.1;32;250;146;18.58;3.77;-6;-13;
10042;46.5328;-1.3672;RCP8.5;H1;438.48;3624.17;11.33;31;247;150;14.6;3.66;-6;-17;
10043;46.5361;-1.263;RCP8.5;H1;435.39;3653.29;11.63;31;246;151;14.51;3.96;-6;-15;
10044;46.5394;-1.1588;RCP8.5;H1;428.17;3711.99;13.83;31;241;153;10.46;4.53;-6;-14;
10045;46.5425;-1.0546;RCP8.5;H1;430.55;3688;13.6;32;241;152;10.49;4.47;-5;-16;
10046;46.5456;-0.9504;RCP8.5;H1;433.89;3658.02;13.37;32;244;151;11.21;4.5;-6;-14;
10047;46.5486;-0.8461;RCP8.5;H1;440.86;3548.57;11;33;247;150;10.18;4.07;-6;-15;
10048;46.5514;-0.7419;RCP8.5;H1;440.42;3552.69;10.97;33;247;150;10.17;4.04;-6;-15;
10049;46.5542;-0.6376;RCP8.5;H1;470.79;3587.74;13;33;243;150;20.93;4.2;-7;-16;
10050;46.5569;-0.5334;RCP8.5;H1;482.79;3472.56;13.77;36;255;144;26.93;4.17;-7;-14;
10051;46.5594;-0.4291;RCP8.5;H1;491.86;3389.55;12.77;37;262;143;27.37;4.07;-7;-9;
10052;46.5619;-0.3248;RCP8.5;H1;498.47;3341.08;12.5;38;266;143;27.98;4.2;-7;-4;
10053;46.5643;-0.2205;RCP8.5;H1;495.16;3344.94;12.6;38;263;140;24.61;4.4;-7;-7;
10054;46.5666;-0.1162;RCP8.5;H1;505.5;3346.28;12.5;38;264;142;34.75;4.3;-7;-5;
10055;46.5688;-0.0119;RCP8.5;H1;497.43;3406.81;13.07;37;263;145;30.72;4.57;-7;-3;
10056;46.5709;0.0924;RCP8.5;H1;432.07;3380.2;14.4;38;273;140;29.56;5.03;-7;-5;
10057;46.5729;0.1967;RCP8.5;H1;429.9;3399.92;14.53;37;272;141;29.33;5.03;-8;-6;
10058;46.5748;0.3011;RCP8.5;H1;448.57;3493.8;14.9;36;267;142;29.62;4.3;-8;-5;
10059;46.5767;0.4054;RCP8.5;H1;448.38;3495.94;14.93;36;267;142;29.62;4.33;-8;-5;
10060;46.5784;0.5097;RCP8.5;H1;452.05;3495.92;15.3;36;268;142;30.21;5.03;-7;-4;
10061;46.58;0.6141;RCP8.5;H1;446.62;3514.93;15.67;36;265;142;26.17;5.37;-7;-8;
10062;46.5815;0.7185;RCP8.5;H1;455.93;3494.21;14.9;36;266;142;29.91;4.83;-7;-2;
10063;46.583;0.8228;RCP8.5;H1;458.94;3516.03;15.37;36;265;143;30.41;4.8;-7;-4;
10064;46.5843;0.9272;RCP8.5;H1;463.61;3530.2;15.33;36;265;141;34.41;4.66;-7;-5;
10065;46.5855;1.0316;RCP8.5;H1;457.18;3501.74;13.73;36;263;144;36.05;4.46;-7;-1;
10066;46.5867;1.1359;RCP8.5;H1;480.41;3520.49;15.43;37;264;143;35.67;4.63;-7;1;
10067;46.5877;1.2403;RCP8.5;H1;483.58;3489.46;14.8;37;264;142;35.72;4.77;-7;0;
10068;46.5887;1.3447;RCP8.5;H1;487.13;3452.92;13.83;38;265;143;34.15;4.36;-7;-1;
10069;46.5896;1.4491;RCP8.5;H1;501.05;3515.52;15.57;37;266;142;28.62;4.6;-7;-4;
10070;46.5903;1.5535;RCP8.5;H1;502.88;3498.73;15.23;37;267;142;28.72;4.4;-7;-3;
10071;46.591;1.6579;RCP8.5;H1;514.26;3414.61;13.4;38;268;139;31.86;4.27;-8;-4;
10072;46.5916;1.7623;RCP8.5;H1;518.08;3408.83;13.5;38;268;139;35.47;4.37;-8;-4;
10073;46.5921;1.8667;RCP8.5;H1;519.65;3394.06;13.13;39;269;138;35.59;4.16;-7;-4;
10074;46.5924;1.9711;RCP8.5;H1;519.74;3386.78;13.03;39;269;139;32.36;4;-7;-3;
10075;46.5927;2.0755;RCP8.5;H1;520.51;3381.46;13.03;39;270;136;30.16;4.06;-7;-5;
10076;46.5929;2.1799;RCP8.5;H1;522.12;3366.83;12.83;39;270;136;30.13;4.1;-8;-5;
10077;46.593;2.2843;RCP8.5;H1;513.74;3309.7;13.33;42;269;133;28.06;4.33;-8;-7;
10078;46.593;2.3887;RCP8.5;H1;534;3416.83;14.83;39;267;135;31.01;4.83;-8;-8;
10079;46.5929;2.4931;RCP8.5;H1;511.38;3360.38;14.1;41;268;135;29.17;4.47;-8;-6;
10080;46.5927;2.5976;RCP8.5;H1;492.27;3527.61;17.3;38;264;135;39.06;5.03;-8;-12;
10081;46.5924;2.702;RCP8.5;H1;542.76;3160.21;12.03;45;278;127;36.23;3.63;-9;-8;
10082;46.5921;2.8064;RCP8.5;H1;555.41;3102.34;10.47;46;277;126;44.46;3.4;-9;-11;
10083;46.5916;2.9108;RCP8.5;H1;551.65;3190.37;13.23;45;279;128;55.46;4.4;-9;-7;
10084;46.591;3.0152;RCP8.5;H1;548.51;3218.32;13.7;44;279;127;55.36;4.53;-9;-6;
10085;46.5903;3.1196;RCP8.5;H1;554.35;3277.23;14.07;43;276;128;65.88;4.17;-9;-9;
10086;46.5896;3.224;RCP8.5;H1;552.58;3268.54;13.67;43;276;130;69.01;3.9;-9;-7;
10087;46.5887;3.3284;RCP8.5;H1;546.9;3318.64;16.77;44;274;130;63.9;5.24;-8;-10;
10088;46.5878;3.4327;RCP8.5;H1;552.33;3254.18;14.77;45;277;130;64.01;3.97;-9;-11;
10089;46.5867;3.5371;RCP8.5;H1;548.2;3293.3;15.6;44;276;130;63.72;4.37;-9;-12;
10090;46.5856;3.6415;RCP8.5;H1;550.08;3317.78;16.17;43;277;131;65.52;4.64;-10;-9;
10091;46.5843;3.7459;RCP8.5;H1;566.5;3256;15.73;46;279;131;67.98;4.33;-9;-10;
10092;46.583;3.8503;RCP8.5;H1;585.23;3108.83;14.03;50;281;129;70.49;4.1;-8;-12;
10093;46.5816;3.9546;RCP8.5;H1;583.18;3086.87;13.17;50;279;130;64.8;4.3;-9;-10;
10094;46.58;4.059;RCP8.5;H1;572.79;3165.82;14.33;48;280;129;67.86;3.73;-10;-9;
10095;46.5784;4.1633;RCP8.5;H1;590.43;3181.26;15.17;50;275;131;64.97;3.7;-9;-10;
10096;46.5767;4.2677;RCP8.5;H1;597.62;3166.7;15.07;51;275;132;66.02;4.2;-8;-9;
10097;46.5749;4.372;RCP8.5;H1;611.04;3103.95;12.63;53;275;134;64.34;3.6;-8;-6;
10098;46.573;4.4764;RCP8.5;H1;620.97;3088.75;12.03;53;273;135;69.68;3.7;-9;-8;
10099;46.5709;4.5807;RCP8.5;H1;591.26;3209.83;16.07;49;275;134;64.88;4.7;-9;-6;
10100;46.5688;4.685;RCP8.5;H1;567.65;3281.75;14.83;49;268;136;68.76;4.53;-9;-2;
10101;46.5666;4.7893;RCP8.5;H1;576.88;3183.32;13.1;52;268;136;61.92;4.03;-9;-3;
10102;46.5644;4.8936;RCP8.5;H1;595.67;3376.35;17.43;47;262;139;67.1;5.73;-9;-3;
10103;46.562;4.9979;RCP8.5;H1;655.1;3395.13;16.87;45;265;139;67.47;5.24;-10;-1;
10104;46.5595;5.1022;RCP8.5;H1;662.57;3392.95;16.57;46;264;140;73.62;4.94;-9;-2;
10105;46.5569;5.2065;RCP8.5;H1;662.16;3370.9;16.33;47;263;139;72.81;4.73;-9;-5;
10106;46.5542;5.3107;RCP8.5;H1;662.96;3364.41;16.2;47;263;139;72.89;4.63;-9;-5;
10107;46.5515;5.415;RCP8.5;H1;825.97;3193.82;12.37;52;266;132;97.56;3.97;-7;-8;
10108;46.5486;5.5192;RCP8.5;H1;974.16;2865.47;9.47;61;281;128;109.75;2.6;-9;-10;
10109;46.5456;5.6234;RCP8.5;H1;981.99;2835.36;8.93;62;281;128;110.54;2.56;-9;-10;
10110;46.5426;5.7277;RCP8.5;H1;976.33;2825.11;8.7;62;281;128;104.56;2.23;-10;-12;
10111;46.5394;5.8319;RCP8.5;H1;1136.05;2349.54;4.53;79;301;118;108.25;1.8;-10;-1;
10112;46.5362;5.9361;RCP8.5;H1;1131.63;2274.77;3.7;85;295;117;84.95;1.83;-12;-6;
10113;46.5328;6.0402;RCP8.5;H1;1132.88;2168.67;1.97;90;293;117;61.48;0.67;-12;-14;
10114;46.5294;6.1444;RCP8.5;H1;1197.94;1942.73;0.43;98;299;117;62.19;0.2;-14;-11;
10181;46.5903;-1.7892;RCP8.5;H1;385.48;3675.39;8.57;29;236;153;5.51;3.04;-5;-15;
10182;46.5941;-1.685;RCP8.5;H1;434.39;3641.65;11.57;31;247;148;11.6;3.67;-6;-16;
10183;46.5977;-1.5807;RCP8.5;H1;438.77;3600.52;11.3;31;249;148;11.66;3.6;-7;-14;
10184;46.6012;-1.4764;RCP8.5;H1;443.04;3591.3;10.83;32;246;148;16.54;3.33;-6;-17;
10185;46.6047;-1.3721;RCP8.5;H1;442.6;3595.83;11.1;32;248;147;17.49;3.67;-6;-15;
10186;46.608;-1.2678;RCP8.5;H1;441.94;3601.76;11.13;32;248;148;17.56;3.66;-6;-15;
10187;46.6113;-1.1634;RCP8.5;H1;443.47;3593.37;11.03;32;249;151;13.89;3.53;-6;-15;
10188;46.6144;-1.0591;RCP8.5;H1;442.98;3587.7;11.2;32;250;151;11.06;3.67;-6;-13;
10189;46.6175;-0.9547;RCP8.5;H1;448.82;3534.73;10.53;33;251;151;11.28;3.5;-6;-12;
10190;46.6205;-0.8504;RCP8.5;H1;441.94;3535.69;10.73;33;249;149;7.54;3.83;-6;-13;
10191;46.6233;-0.746;RCP8.5;H1;467.03;3569.84;12.97;34;243;152;11.25;4.3;-6;-16;
10192;46.6261;-0.6416;RCP8.5;H1;484.36;3460.03;11.97;35;249;149;21.47;4.27;-7;-11;
10193;46.6288;-0.5372;RCP8.5;H1;498.11;3332.12;12.47;38;267;142;27.67;4.2;-7;-2;
10194;46.6314;-0.4328;RCP8.5;H1;498.31;3330.17;12.47;38;267;142;27.63;4.24;-7;-2;
10195;46.6339;-0.3284;RCP8.5;H1;494.62;3376.79;13;37;261;145;27.78;4.5;-7;-9;
10196;46.6363;-0.2239;RCP8.5;H1;488.51;3408.36;13.13;37;262;141;24.47;4.53;-7;-6;
10197;46.6386;-0.1195;RCP8.5;H1;490.02;3390.64;13.03;37;263;141;24.24;4.56;-7;-5;
10198;46.6408;-0.015;RCP8.5;H1;429.37;3355.56;14;38;274;139;23.41;4.83;-7;-5;
10199;46.6429;0.0894;RCP8.5;H1;427.14;3392.99;14.27;37;272;140;23.3;4.84;-8;-7;
10200;46.6449;0.1939;RCP8.5;H1;381.72;3428.79;13.03;37;266;144;18.99;3.8;-7;-5;
10201;46.6468;0.2983;RCP8.5;H1;381.53;3464.12;13.73;37;265;143;19.58;3.96;-7;-4;
10202;46.6486;0.4028;RCP8.5;H1;437.76;3525.18;15.4;36;268;142;21.43;4.53;-7;-2;
10203;46.6503;0.5073;RCP8.5;H1;442.43;3489.88;14.8;37;267;140;20.75;4.53;-7;-3;
10204;46.652;0.6118;RCP8.5;H1;447.35;3539.63;15.9;36;265;141;23.27;4.83;-7;-2;
10205;46.6535;0.7163;RCP8.5;H1;451.19;3500.75;14.63;36;266;141;23.56;4.63;-7;-1;
10206;46.6549;0.8208;RCP8.5;H1;458.95;3516.03;15.37;36;265;143;30.39;4.8;-7;-4;
10207;46.6563;0.9253;RCP8.5;H1;457.19;3501.74;13.73;36;263;144;35.94;4.46;-7;-1;
10208;46.6575;1.0298;RCP8.5;H1;457.54;3497.45;13.57;36;263;144;36.06;4.4;-7;-1;
10209;46.6587;1.1344;RCP8.5;H1;478.92;3535.01;15.67;37;263;144;35.53;4.5;-7;0;
10210;46.6597;1.2389;RCP8.5;H1;478.46;3537.29;15.57;37;263;144;33.5;4.3;-7;-1;
10211;46.6607;1.3434;RCP8.5;H1;482.19;3500.22;14.87;37;265;143;33.77;4.6;-7;1;
10212;46.6615;1.4479;RCP8.5;H1;498.27;3549.32;16.3;36;267;141;31.26;4.63;-7;-2;
10213;46.6623;1.5525;RCP8.5;H1;485.42;3447.33;13.63;38;265;143;33.15;4.4;-7;-2;
10214;46.663;1.657;RCP8.5;H1;488.31;3454.22;13.57;38;264;143;35.77;4.4;-7;-3;
10215;46.6635;1.7615;RCP8.5;H1;494.18;3416.3;12.43;38;264;142;37.38;3.66;-8;-5;
10216;46.664;1.8661;RCP8.5;H1;515.97;3435.01;13.93;38;267;138;35.66;4.53;-7;-5;
10217;46.6644;1.9706;RCP8.5;H1;523.17;3382.14;12.97;39;268;139;34.04;4.17;-7;-6;
10218;46.6647;2.0752;RCP8.5;H1;526.23;3352.54;12.33;39;270;135;32.17;3.7;-8;-4;
10219;46.6649;2.1797;RCP8.5;H1;504.07;3387.45;14.43;40;268;136;29.84;4.46;-9;-6;
10220;46.665;2.2843;RCP8.5;H1;506.37;3407.7;14.8;40;268;136;31.56;4.43;-8;-7;
10221;46.665;2.3888;RCP8.5;H1;507.17;3402.73;14.97;40;266;135;29;4.94;-9;-7;
10222;46.6649;2.4934;RCP8.5;H1;503.73;3438.13;15.7;39;265;136;28.97;4.9;-9;-8;
10223;46.6647;2.5979;RCP8.5;H1;509.41;3412.02;15.3;40;265;135;34;4.8;-8;-7;
10224;46.6644;2.7024;RCP8.5;H1;528.87;3290.48;14.37;43;275;127;35.45;4.5;-9;-9;
10225;46.664;2.807;RCP8.5;H1;541.25;3216.69;13.47;44;276;127;43.58;4.24;-9;-10;
10226;46.6636;2.9115;RCP8.5;H1;541.91;3267.3;14.17;43;278;128;49.53;4.57;-9;-7;
10227;46.663;3.0161;RCP8.5;H1;542.39;3262.83;14.1;43;278;128;49.56;4.57;-9;-7;
10228;46.6623;3.1206;RCP8.5;H1;544.66;3303.18;14.73;43;276;131;58.67;4.36;-8;-7;
10229;46.6615;3.2251;RCP8.5;H1;534.81;3348.84;17.17;43;274;131;53.12;5.34;-9;-11;
10230;46.6607;3.3297;RCP8.5;H1;541.17;3283.42;15.83;44;275;130;53.53;4.76;-9;-12;
10231;46.6597;3.4342;RCP8.5;H1;537.95;3154.32;12.13;45;278;128;56.8;3.86;-10;-12;
10232;46.6587;3.5387;RCP8.5;H1;543.73;3317.83;16.43;43;277;131;63.41;4.96;-10;-9;
10233;46.6575;3.6432;RCP8.5;H1;539.86;3355.53;17.13;42;277;131;63.07;5.06;-10;-7;
10234;46.6563;3.7478;RCP8.5;H1;571.8;3252.87;15.73;46;278;130;72.74;4.23;-9;-11;
10235;46.6549;3.8523;RCP8.5;H1;586.22;3103.64;13.9;50;281;129;70.46;4.13;-8;-12;
10236;46.6535;3.9568;RCP8.5;H1;587.13;3066.93;12.5;51;278;130;65.19;3.9;-9;-11;
10237;46.652;4.0613;RCP8.5;H1;579.94;3107.98;13.77;49;281;127;68.67;3.9;-10;-8;
10238;46.6504;4.1658;RCP8.5;H1;595.82;3146.99;14.37;51;274;131;65.37;3.87;-9;-10;
10239;46.6486;4.2702;RCP8.5;H1;598.26;3162.54;14.93;51;275;132;66.04;4.1;-9;-9;
10240;46.6468;4.3747;RCP8.5;H1;610.51;3148.72;14.07;51;275;134;72.48;4;-10;-7;
10241;46.6449;4.4792;RCP8.5;H1;628.73;3062.28;10.93;53;274;135;74.32;3.5;-9;-4;
10242;46.6429;4.5837;RCP8.5;H1;613.12;3152.52;14.73;51;274;135;78.13;4.3;-9;-7;
10243;46.6408;4.6881;RCP8.5;H1;587.28;3219.67;13.6;51;268;136;80.36;4.33;-9;-2;
10244;46.6386;4.7926;RCP8.5;H1;559.61;3321.97;15.57;48;268;138;65.66;4.74;-9;0;
10245;46.6363;4.897;RCP8.5;H1;553.34;3340.75;16.17;47;268;138;62.11;5.1;-10;-1;
10246;46.6339;5.0014;RCP8.5;H1;552.65;3344.96;16.27;47;268;138;62.07;5.1;-9;-1;
10247;46.6314;5.1059;RCP8.5;H1;665.39;3393.69;16.7;46;264;140;76.62;5.2;-10;-2;
10248;46.6288;5.2103;RCP8.5;H1;663.18;3394.9;16.47;46;263;139;76.61;4.84;-9;-5;
10249;46.6262;5.3147;RCP8.5;H1;661.69;3375.22;16.47;47;263;139;72.87;4.87;-9;-5;
10250;46.6234;5.4191;RCP8.5;H1;789.28;3453.91;15.9;44;257;139;94.86;4.63;-9;-6;
10251;46.6205;5.5234;RCP8.5;H1;851.86;3083.97;9.73;54;268;132;102.16;2.86;-9;-6;
10252;46.6175;5.6278;RCP8.5;H1;1000.43;2777.58;7.53;62;285;123;111.63;2.1;-9;-8;
10253;46.6145;5.7322;RCP8.5;H1;983.59;2820.46;8.17;62;278;125;102.94;2.24;-9;-12;
10254;46.6113;5.8365;RCP8.5;H1;1079.91;2577.03;7.07;72;291;124;104.14;2.14;-11;-5;
10255;46.6081;5.9408;RCP8.5;H1;1123.99;2357.2;4.53;79;295;119;102.81;1.76;-11;-8;
10256;46.6047;6.0452;RCP8.5;H1;1165.69;2170.87;2.07;90;295;118;95.25;0.7;-10;-11;
10323;46.6584;-1.8991;RCP8.5;H1;383.08;3702.38;8.87;28;237;153;5.5;3.07;-5;-14;
10324;46.6622;-1.7947;RCP8.5;H1;387.64;3650.6;8.4;29;236;152;5.51;3.03;-5;-15;
10325;46.6659;-1.6903;RCP8.5;H1;435.73;3627.25;11.2;31;246;145;10.96;3.5;-6;-18;
10326;46.6696;-1.5859;RCP8.5;H1;437.95;3605.45;11.03;31;246;145;10.93;3.43;-6;-18;
10327;46.6731;-1.4815;RCP8.5;H1;440.69;3596.02;10.8;32;251;145;14.48;3.37;-5;-13;
10328;46.6766;-1.377;RCP8.5;H1;447.33;3566.86;10.67;32;253;146;18.04;3.44;-6;-12;
10329;46.6799;-1.2726;RCP8.5;H1;451.28;3529.84;10.23;33;254;145;18.16;3.13;-6;-14;
10330;46.6832;-1.1681;RCP8.5;H1;448.33;3548.02;10.43;33;249;147;13.99;3.33;-6;-15;
10331;46.6863;-1.0636;RCP8.5;H1;445.19;3567.93;10.93;32;250;151;11.18;3.63;-6;-13;
10332;46.6894;-0.9591;RCP8.5;H1;444.58;3573.89;10.97;32;250;151;11.15;3.67;-6;-13;
10333;46.6924;-0.8546;RCP8.5;H1;468.85;3553.21;12.83;34;243;152;11.32;4.33;-6;-16;
10334;46.6953;-0.7501;RCP8.5;H1;485.84;3442.43;12;36;251;149;15.66;4.43;-6;-8;
10335;46.698;-0.6456;RCP8.5;H1;484.89;3361.15;12.57;37;266;145;13.37;4.27;-7;-4;
10336;46.7007;-0.541;RCP8.5;H1;480.56;3362.54;12.57;37;264;141;10.19;4.1;-7;-8;
10337;46.7033;-0.4365;RCP8.5;H1;484.48;3327.19;12.37;38;264;140;10.25;4.14;-7;-8;
10338;46.7058;-0.3319;RCP8.5;H1;482.31;3352.66;12.3;38;264;141;9.44;3.97;-7;-6;
10339;46.7082;-0.2273;RCP8.5;H1;418.89;3445.31;12.73;36;257;144;13.97;4.26;-7;-6;
10340;46.7105;-0.1228;RCP8.5;H1;364.71;3437.26;15.57;37;265;140;14.99;5.3;-7;-6;
10341;46.7127;-0.0182;RCP8.5;H1;368;3441.65;15.57;37;264;140;15.54;5.14;-7;-11;
10342;46.7148;0.0864;RCP8.5;H1;374.96;3424.57;13.07;37;262;145;12.03;4.07;-7;-10;
10343;46.7168;0.191;RCP8.5;H1;371.94;3459.84;14.03;37;262;145;12;4.43;-7;-11;
10344;46.7187;0.2956;RCP8.5;H1;379.13;3491.98;14.57;36;265;143;19.53;4.37;-7;-3;
10345;46.7206;0.4003;RCP8.5;H1;378.72;3504.2;14.83;36;263;143;18.7;4.53;-7;-4;
10346;46.7223;0.5049;RCP8.5;H1;377.58;3515.73;15.27;36;263;143;18.64;4.7;-7;-4;
10347;46.7239;0.6095;RCP8.5;H1;448.2;3531.28;15.67;36;266;141;23.47;4.84;-7;-1;
10348;46.7254;0.7141;RCP8.5;H1;451.97;3492.59;14.33;36;266;141;23.61;4.53;-8;-1;
10349;46.7269;0.8188;RCP8.5;H1;449.06;3549.98;15.97;36;264;140;22.38;4.6;-7;-2;
10350;46.7282;0.9234;RCP8.5;H1;448.66;3534.91;15;36;263;143;28.55;4.8;-7;-2;
10351;46.7295;1.0281;RCP8.5;H1;473.37;3525.69;15.9;37;263;140;26.05;5.07;-7;-2;
10352;46.7306;1.1327;RCP8.5;H1;470.34;3558.05;16.13;36;263;141;28.02;4.6;-7;-2;
10353;46.7317;1.2374;RCP8.5;H1;472.47;3551.18;16.1;36;263;144;24.67;4.7;-7;-3;
10354;46.7326;1.3421;RCP8.5;H1;475.47;3520.13;15.37;37;263;144;24.71;4.74;-7;-2;
10355;46.7335;1.4467;RCP8.5;H1;475.69;3489.52;14.93;37;263;141;25.83;4.93;-7;-3;
10356;46.7343;1.5514;RCP8.5;H1;485.18;3464.69;13.93;38;263;141;33.2;4.43;-7;-4;
10357;46.7349;1.6561;RCP8.5;H1;489.13;3425.5;12.8;38;263;141;33.33;3.9;-7;-5;
10358;46.7355;1.7608;RCP8.5;H1;509.43;3496.39;14.87;37;266;140;35.32;4.6;-7;-6;
10359;46.736;1.8655;RCP8.5;H1;510.6;3485.66;14.67;37;266;139;35.34;4.5;-7;-6;
10360;46.7364;1.9701;RCP8.5;H1;516.68;3443.34;13.93;38;268;139;33.85;4.4;-7;-3;
10361;46.7367;2.0748;RCP8.5;H1;517.82;3428.16;13.47;38;270;135;31.74;4;-8;-2;
10362;46.7369;2.1795;RCP8.5;H1;499.01;3441.79;15.53;39;265;136;29.53;4.73;-8;-9;
10363;46.737;2.2842;RCP8.5;H1;501.96;3454.68;15.63;39;268;136;31.35;4.5;-8;-7;
10364;46.737;2.3889;RCP8.5;H1;508.48;3441.89;15.7;39;267;135;34.84;4.63;-9;-7;
10365;46.7369;2.4936;RCP8.5;H1;493.03;3295.58;13.5;43;269;135;36.04;4.13;-8;-8;
10366;46.7367;2.5982;RCP8.5;H1;518.83;3279.94;13.63;43;277;132;37.2;3.93;-9;-7;
10367;46.7364;2.7029;RCP8.5;H1;520.07;3287.8;13.97;42;278;131;40.7;4.14;-9;-8;
10368;46.736;2.8076;RCP8.5;H1;525.7;3234.9;13.03;44;278;131;40.96;4;-8;-9;
10369;46.7355;2.9123;RCP8.5;H1;532.83;3315.87;14.97;42;276;128;48.01;4.5;-9;-8;
10370;46.735;3.017;RCP8.5;H1;529.53;3346.56;15.67;41;276;129;47.75;5.04;-9;-8;
10371;46.7343;3.1216;RCP8.5;H1;530.35;3188.64;13.03;45;279;128;47.65;4.06;-9;-8;
10372;46.7335;3.2263;RCP8.5;H1;529.86;3159.06;12.5;46;278;128;44.72;3.83;-9;-11;
10373;46.7327;3.331;RCP8.5;H1;538.57;3141.72;12.17;46;279;128;52.89;4;-9;-9;
10374;46.7317;3.4357;RCP8.5;H1;536.04;3169.57;12.37;45;278;128;56.62;3.9;-10;-12;
10375;46.7306;3.5403;RCP8.5;H1;539.15;3182.26;12.83;45;278;130;61.86;4.23;-10;-10;
10376;46.7295;3.645;RCP8.5;H1;553.83;3334.16;17.2;44;278;131;64.34;4.93;-10;-10;
10377;46.7282;3.7496;RCP8.5;H1;571.55;3255.27;15.73;46;278;130;72.71;4.23;-9;-11;
10378;46.7269;3.8543;RCP8.5;H1;565.72;3043.92;9.93;49;281;129;71.81;3.03;-9;-10;
10379;46.7255;3.9589;RCP8.5;H1;591.78;3089.59;13.2;50;279;129;74.32;4.07;-10;-11;
10380;46.7239;4.0636;RCP8.5;H1;575.52;3070.94;11.57;53;276;133;71.05;3.24;-9;-5;
10381;46.7223;4.1682;RCP8.5;H1;599.15;3150.28;14.33;51;276;131;69.9;3.96;-10;-7;
10382;46.7206;4.2728;RCP8.5;H1;606.49;3128.57;13;52;273;133;71.69;3.5;-8;-9;
10383;46.7188;4.3774;RCP8.5;H1;600.78;3163.8;14.93;51;272;132;71.61;4.16;-9;-12;
