#-----------------------------------------------------------------------------
# Date d'extraction : 31/03/2025 - 09h34 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP8.5 : Emissions non rÃ©duites
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORRRA : cumul de prÃ©cipitations d'avril Ã  octobre (mm)
#     NORSTM0 : somme de tempÃ©rature base 0Â°C d'octobre (annÃ©e-1) Ã  juillet (annÃ©e) (Â°C)
#     NORSDA : nombre de jours d'Ã©tÃ© d'avril Ã  juin (jour(s))
#     NORDATEVEG : date de reprise de vÃ©gÃ©tation en jour julien (date)
#     NORDATEDG : Date de derniÃ¨re gelÃ©e avec 1er juillet comme rÃ©fÃ©rence (date)
#     NORDATEPG : Date de premiÃ¨re gelÃ©e avec 1er juillet comme rÃ©fÃ©rence (date)
#     ARRA : Ecart de cumul de prÃ©cipitations d'avril Ã  octobre (mm)
#     ASDA : Ecart de nombre de jours d'Ã©tÃ© d'avril Ã  juin (jour(s))
#     ADATEVEG : Ecart de date de reprise de vÃ©gÃ©tation en jour julien (date)
#     ADATEDG : Ecart de date de derniÃ¨re gelÃ©e avec 1er juillet comme rÃ©fÃ©rence (date)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;PÃ©riode;NORRRA;NORSTM0;NORSDA;NORDATEVEG;NORDATEDG;NORDATEPG;ARRA;ASDA;ADATEVEG;ADATEDG;
#-----------------------------------------------------------------------------
13238;48.1658;3.8958;RCP8.5;H2;488.24;3318.79;13.43;45;268;144;36.12;6.63;-13;-19;
13239;48.1643;4.0033;RCP8.5;H2;477.2;3413.96;15.4;43;265;145;35.5;7.07;-13;-20;
13240;48.1627;4.1108;RCP8.5;H2;471.3;3496.44;17.53;42;268;142;26.79;7.6;-12;-18;
13241;48.1611;4.2183;RCP8.5;H2;482.88;3484.81;17.43;42;268;141;32.71;7.53;-13;-18;
13242;48.1593;4.3258;RCP8.5;H2;488.83;3431.54;16.43;43;269;141;32.98;7.46;-13;-18;
13243;48.1574;4.4332;RCP8.5;H2;515.48;3380.06;16.07;45;270;143;29.06;7.3;-12;-17;
13244;48.1555;4.5407;RCP8.5;H2;532.07;3309.81;14.23;47;275;141;35.51;6.56;-12;-15;
13245;48.1534;4.6482;RCP8.5;H2;534.35;3291.74;13.87;47;275;141;35.56;6.37;-13;-15;
13246;48.1512;4.7556;RCP8.5;H2;520.09;3331.41;14.83;46;273;142;27.59;6.7;-13;-15;
13247;48.149;4.8631;RCP8.5;H2;543.31;3323.17;15.8;48;278;141;17.58;6.97;-12;-8;
13248;48.1466;4.9705;RCP8.5;H2;552.07;3247.42;14.1;50;279;141;17.43;6.53;-12;-9;
13249;48.1441;5.0779;RCP8.5;H2;543.59;3262.96;14.6;49;278;139;11.97;6.9;-13;-11;
13250;48.1416;5.1853;RCP8.5;H2;548.12;3229.58;13.5;50;277;140;11.77;6.33;-13;-12;
13251;48.1389;5.2927;RCP8.5;H2;588.26;3130.05;9.53;53;271;143;14.82;4.6;-13;-10;
13252;48.1362;5.4001;RCP8.5;H2;585.21;3134.93;9.63;53;273;142;15.65;4.76;-13;-12;
13253;48.1333;5.5075;RCP8.5;H2;538.5;3123.1;10.93;56;268;139;12.43;5.13;-14;-12;
13254;48.1304;5.6149;RCP8.5;H2;528.6;3173.09;12.07;55;269;138;11.43;5.4;-13;-14;
13255;48.1273;5.7222;RCP8.5;H2;554.74;3074.99;11.3;56;274;137;16.16;5.5;-14;-16;
13256;48.1242;5.8296;RCP8.5;H2;559.66;3044.24;10.6;57;273;137;16.3;5.4;-14;-17;
13257;48.1209;5.9369;RCP8.5;H2;547.95;3058.79;10.83;57;272;139;10.24;5.53;-14;-18;
13258;48.1176;6.0442;RCP8.5;H2;552.44;3132.91;12.27;54;271;137;26.15;5.27;-16;-20;
13259;48.1142;6.1515;RCP8.5;H2;618.73;3174.43;13.2;53;273;137;27.86;5.87;-15;-19;
13260;48.1106;6.2588;RCP8.5;H2;624.49;3151.52;12.4;53;273;137;32.66;5.37;-16;-18;
13261;48.107;6.3661;RCP8.5;H2;628.86;3125.3;11.73;53;271;137;32.96;5.06;-17;-20;
13262;48.1032;6.4734;RCP8.5;H2;638.91;3088.68;10.7;55;272;137;35.48;4.73;-16;-18;
13263;48.0994;6.5806;RCP8.5;H2;638.86;3047.97;9.27;56;272;139;28.04;4.04;-17;-15;
13264;48.0955;6.6878;RCP8.5;H2;856.28;2849.25;5.8;61;280;139;30.04;2.83;-18;-12;
13265;48.0915;6.7951;RCP8.5;H2;888.79;2750.57;3.73;65;279;139;37.3;2.06;-20;-13;
13266;48.0873;6.9023;RCP8.5;H2;902.5;2657.58;2.47;68;276;139;21.58;1.5;-24;-16;
13267;48.0831;7.0094;RCP8.5;H2;887.54;2484.8;1.9;74;280;135;21.82;1.27;-25;-15;
13268;48.0788;7.1166;RCP8.5;H2;768.34;2833.82;3.87;63;264;143;6.95;1.9;-25;-19;
13269;48.0744;7.2237;RCP8.5;H2;485.83;3186.31;9.67;51;260;145;21.06;5.04;-20;-19;
13270;48.0698;7.3309;RCP8.5;H2;434.98;3603.94;20.8;43;250;147;20.76;8.67;-19;-24;
13271;48.0652;7.438;RCP8.5;H2;457.63;3603.14;22;44;257;148;36.7;9.07;-15;-17;
13272;48.0605;7.5451;RCP8.5;H2;457.46;3605.04;22.03;44;257;148;36.7;9.06;-15;-16;
13302;48.0434;-4.592;RCP8.5;H2;387.64;3768.7;5.13;24;209;189;2.02;3.36;-5;-11;
13303;48.0497;-4.4851;RCP8.5;H2;389.34;3745.36;4.73;25;209;189;2.05;3.13;-4;-11;
13304;48.0558;-4.3782;RCP8.5;H2;389.92;3735.32;4.73;25;211;189;1.83;3.13;-4;-9;
13305;48.0619;-4.2713;RCP8.5;H2;514.14;3672.7;8.27;27;232;176;-4.86;5.04;-6;-22;
13306;48.0679;-4.1643;RCP8.5;H2;523.91;3578.7;7.33;28;234;175;-5.03;4.63;-6;-23;
13307;48.0738;-4.0573;RCP8.5;H2;516.08;3588.79;7.6;28;231;175;-8.69;4.87;-6;-24;
13308;48.0796;-3.9503;RCP8.5;H2;545.18;3528.73;8.37;29;250;172;-23.13;5.24;-7;-14;
13309;48.0853;-3.8433;RCP8.5;H2;549.63;3488.35;8.07;30;251;171;-23.31;5.07;-6;-13;
13310;48.0909;-3.7363;RCP8.5;H2;559.72;3434.25;7.77;31;243;171;-17.28;5.07;-7;-20;
13311;48.0964;-3.6292;RCP8.5;H2;495.84;3488.31;9.37;32;249;170;-18.56;5.67;-7;-16;
13312;48.1018;-3.5221;RCP8.5;H2;499.49;3452.26;8.9;32;250;169;-18.73;5.37;-7;-15;
13313;48.1071;-3.415;RCP8.5;H2;511.72;3393.12;7.97;33;249;165;-16.36;4.7;-7;-17;
13314;48.1124;-3.3079;RCP8.5;H2;514.34;3368.26;7.7;34;249;165;-16.49;4.63;-7;-16;
13315;48.1175;-3.2007;RCP8.5;H2;512.79;3391.11;8;33;249;167;-16.13;4.6;-7;-17;
13316;48.1225;-3.0935;RCP8.5;H2;505.16;3472.61;9.03;32;248;167;-18.41;5.43;-7;-20;
13317;48.1274;-2.9864;RCP8.5;H2;411.32;3610.83;10.23;31;244;167;-5.02;5.63;-7;-18;
13318;48.1322;-2.8791;RCP8.5;H2;417.79;3531.96;10.03;32;244;166;-9.18;5.9;-7;-20;
13319;48.1369;-2.7719;RCP8.5;H2;427.31;3565.04;8.8;31;240;171;-9.02;5.23;-7;-21;
13320;48.1416;-2.6647;RCP8.5;H2;429.13;3543.66;8.5;31;240;171;-9.12;5;-7;-21;
13321;48.1461;-2.5574;RCP8.5;H2;433.16;3506.84;7.97;32;243;173;-8.85;4.64;-7;-18;
13322;48.1505;-2.4501;RCP8.5;H2;395.15;3502.74;11.47;33;251;161;-8.03;6;-8;-22;
13323;48.1548;-2.3428;RCP8.5;H2;387.24;3536.5;10.77;32;253;155;-25.3;6.27;-8;-22;
13324;48.1591;-2.2355;RCP8.5;H2;387.8;3567.34;10.87;31;253;159;-21.12;6.07;-8;-20;
13325;48.1632;-2.1281;RCP8.5;H2;388.53;3588.4;11.17;32;252;160;-21.02;5.9;-8;-19;
13326;48.1673;-2.0208;RCP8.5;H2;388.26;3627.56;11.6;31;252;162;-18.36;6.33;-8;-20;
13327;48.1712;-1.9134;RCP8.5;H2;393.36;3621.63;11.6;31;250;163;-14.63;6.2;-8;-20;
13328;48.175;-1.806;RCP8.5;H2;362.07;3687.16;13.63;32;246;164;-14.89;6.76;-7;-25;
13329;48.1788;-1.6986;RCP8.5;H2;367.37;3694.62;13.53;32;246;162;-8.86;6.83;-7;-23;
13330;48.1824;-1.5912;RCP8.5;H2;374.29;3683.44;13.27;32;248;162;-3.75;6.74;-8;-21;
13331;48.186;-1.4837;RCP8.5;H2;408.42;3587.76;11.07;32;250;162;-3.43;5.77;-8;-20;
13332;48.1894;-1.3763;RCP8.5;H2;446.6;3589.86;11.43;33;246;165;-6.27;6.13;-8;-22;
13333;48.1928;-1.2688;RCP8.5;H2;449.67;3554.56;11.23;34;246;164;-6.54;6.03;-8;-24;
13334;48.196;-1.1613;RCP8.5;H2;448.8;3524.82;11.2;35;248;166;-9.88;6;-8;-21;
13335;48.1992;-1.0538;RCP8.5;H2;440.56;3498.46;11.8;36;252;162;-9.86;6.4;-9;-15;
13336;48.2022;-0.9463;RCP8.5;H2;445.47;3448.39;11.63;37;256;162;-10.19;6.4;-9;-15;
13337;48.2052;-0.8388;RCP8.5;H2;436.84;3531.65;11.97;35;251;166;-11.07;6.37;-9;-13;
13338;48.208;-0.7313;RCP8.5;H2;402.56;3584.91;13.23;35;255;163;-8.76;6.46;-9;-14;
13339;48.2108;-0.6238;RCP8.5;H2;406.39;3539.03;13.07;36;254;163;-8.93;6.47;-9;-15;
13340;48.2134;-0.5162;RCP8.5;H2;409.12;3601.84;13.43;35;255;162;-5.49;6.73;-9;-14;
13341;48.216;-0.4087;RCP8.5;H2;420.91;3528.33;12.5;37;256;154;-1.94;6;-9;-13;
13342;48.2185;-0.3011;RCP8.5;H2;456.08;3307.04;10.4;40;262;151;-4.68;5.5;-12;-18;
13343;48.2208;-0.1935;RCP8.5;H2;438.16;3411.62;10.8;38;259;158;-12.33;5.57;-10;-14;
13344;48.2231;-0.0859;RCP8.5;H2;398.6;3449.87;12.33;38;258;157;-9.17;6;-11;-15;
13345;48.2253;0.0217;RCP8.5;H2;381.66;3634.29;15.67;36;258;153;-9.71;6.87;-10;-16;
13346;48.2273;0.1293;RCP8.5;H2;389.94;3712.03;16.17;35;258;155;4.79;7.04;-9;-13;
13347;48.2293;0.2369;RCP8.5;H2;388.86;3725.09;16.37;34;258;154;4.79;7.14;-10;-13;
13348;48.2312;0.3445;RCP8.5;H2;399.45;3720.64;16.33;35;258;155;14.37;7.03;-9;-14;
13349;48.2329;0.4522;RCP8.5;H2;407.75;3665.82;16;36;258;152;15.38;7.07;-9;-14;
13350;48.2346;0.5598;RCP8.5;H2;419.63;3572.61;15.03;38;262;150;18.55;6.73;-10;-12;
13351;48.2362;0.6675;RCP8.5;H2;416.3;3520.21;11.47;37;259;155;7.7;5.64;-10;-12;
13352;48.2377;0.7751;RCP8.5;H2;427.12;3420.75;10.7;39;263;151;10.53;5.17;-11;-14;
13353;48.2391;0.8828;RCP8.5;H2;418.61;3329.68;10.9;42;269;148;11.6;5.2;-12;-10;
13354;48.2403;0.9904;RCP8.5;H2;408.65;3295.95;10.63;42;269;147;1.35;5.1;-13;-11;
13355;48.2415;1.0981;RCP8.5;H2;390.12;3402.57;11.33;40;257;153;4.08;5.4;-13;-19;
13356;48.2426;1.2058;RCP8.5;H2;378.63;3463.89;11.9;39;256;151;-3.56;5.5;-11;-16;
13357;48.2436;1.3134;RCP8.5;H2;364.76;3471.67;12.7;39;256;152;-0.3;6.07;-11;-18;
13358;48.2445;1.4211;RCP8.5;H2;364.04;3482.15;12.97;39;255;152;-0.3;6.34;-11;-18;
13359;48.2453;1.5288;RCP8.5;H2;364.12;3475.06;12.67;39;257;150;-2.93;6.2;-12;-15;
13360;48.246;1.6365;RCP8.5;H2;358.1;3478.94;12.57;39;258;151;-8.49;6.04;-11;-14;
13361;48.2466;1.7442;RCP8.5;H2;357.36;3489.41;12.63;39;257;151;-8.49;6.06;-11;-15;
13362;48.247;1.8519;RCP8.5;H2;353.46;3491.3;12.7;39;259;152;-9.88;5.93;-11;-14;
13363;48.2474;1.9596;RCP8.5;H2;348.93;3490.44;12.6;39;255;150;-10.55;5.93;-11;-18;
13364;48.2477;2.0673;RCP8.5;H2;365.34;3552.28;16.6;40;265;148;-10.56;7.3;-11;-12;
13365;48.2479;2.175;RCP8.5;H2;367.45;3557.75;16.57;39;262;148;-9.49;7.17;-12;-11;
13366;48.248;2.2827;RCP8.5;H2;367.74;3553.24;16.5;40;262;148;-9.54;7.1;-11;-11;
13367;48.248;2.3904;RCP8.5;H2;363.47;3579.64;16.83;39;264;148;-11.95;7.2;-11;-13;
13368;48.2479;2.4981;RCP8.5;H2;384.06;3519.65;16.07;40;263;146;-6.6;7.17;-12;-18;
13369;48.2477;2.6058;RCP8.5;H2;383.02;3532.73;16.23;40;263;145;-6.61;7.06;-11;-18;
13370;48.2474;2.7135;RCP8.5;H2;413.38;3526.61;16.8;40;262;144;4.38;7;-11;-19;
13371;48.2471;2.8211;RCP8.5;H2;426.62;3488.25;16.43;41;264;145;15.4;7.33;-12;-19;
13372;48.2466;2.9288;RCP8.5;H2;406.65;3540.69;15.6;40;254;149;15.04;6.87;-11;-19;
13373;48.246;3.0365;RCP8.5;H2;450.17;3572.25;16.6;40;254;148;25.01;7.3;-11;-21;
13374;48.2453;3.1442;RCP8.5;H2;455.64;3516.69;15.3;41;255;148;25.24;6.77;-11;-22;
13375;48.2445;3.2519;RCP8.5;H2;421.3;3655.95;19.63;38;256;148;31;8.36;-11;-17;
13376;48.2436;3.3596;RCP8.5;H2;468.13;3526.22;17.43;41;262;148;33.66;7.43;-11;-17;
13377;48.2426;3.4673;RCP8.5;H2;471.38;3497.9;16.57;41;263;148;33.74;7.14;-13;-17;
13378;48.2415;3.5749;RCP8.5;H2;459.02;3547.48;17.53;40;260;149;30.75;7.43;-12;-19;
13379;48.2404;3.6826;RCP8.5;H2;466.84;3457.78;16.27;42;266;147;30.88;7.3;-13;-19;
13380;48.2391;3.7903;RCP8.5;H2;470.44;3426.7;15.77;43;266;147;31.02;7.17;-12;-20;
13381;48.2377;3.8979;RCP8.5;H2;479.07;3396.94;15;43;266;145;35.59;6.97;-13;-19;
13382;48.2362;4.0056;RCP8.5;H2;434.45;3380.78;14.73;44;268;142;28.56;7.16;-12;-19;
13383;48.2346;4.1132;RCP8.5;H2;428.04;3443.95;15.73;42;268;144;28.27;7.1;-13;-19;
13384;48.233;4.2209;RCP8.5;H2;480.07;3510.47;17.7;42;268;142;32.64;7.4;-12;-18;
13385;48.2312;4.3285;RCP8.5;H2;482.83;3487.16;17.5;42;268;142;32.76;7.63;-13;-18;
13386;48.2293;4.4361;RCP8.5;H2;486.3;3423.36;16.07;43;270;142;28.86;7.27;-13;-16;
13387;48.2274;4.5437;RCP8.5;H2;503.38;3334.39;13.8;45;272;144;33.1;6.4;-13;-15;
13388;48.2253;4.6513;RCP8.5;H2;526.11;3353.41;15.6;46;272;144;34.44;7.23;-12;-16;
13389;48.2231;4.7589;RCP8.5;H2;516.64;3407.97;16.8;44;270;143;32.52;7.57;-13;-16;
13390;48.2209;4.8665;RCP8.5;H2;578.85;3253.6;13.83;50;272;142;23.42;6.56;-13;-14;
13391;48.2185;4.9741;RCP8.5;H2;586.4;3203.7;12.2;51;272;143;23.5;5.73;-13;-13;
13392;48.216;5.0817;RCP8.5;H2;562.96;3264.3;14.27;50;272;141;9.13;6.7;-13;-13;
13393;48.2135;5.1892;RCP8.5;H2;566.63;3245.05;13.3;51;269;142;12.09;6.2;-12;-15;
13394;48.2108;5.2968;RCP8.5;H2;569.13;3227.74;12.9;51;269;142;12.08;6.27;-12;-14;
13395;48.2081;5.4043;RCP8.5;H2;580.43;3162.22;10.67;52;270;142;15.98;5.27;-13;-13;
13396;48.2052;5.5119;RCP8.5;H2;541.77;3104.52;10.33;57;268;139;12.45;4.96;-13;-11;
13397;48.2022;5.6194;RCP8.5;H2;532.44;3150.16;11.43;56;269;138;11.2;5.26;-13;-13;
13398;48.1992;5.7269;RCP8.5;H2;552.22;3092.48;11.67;56;274;137;16.33;5.47;-14;-16;
13399;48.196;5.8344;RCP8.5;H2;555.43;3070;11.2;57;274;137;16.12;5.47;-14;-16;
13400;48.1928;5.9418;RCP8.5;H2;546.06;3071.02;11.07;56;271;139;10.06;5.54;-15;-19;
13401;48.1894;6.0493;RCP8.5;H2;548.71;3083.39;11.13;56;273;135;17.89;5.16;-14;-18;
13402;48.186;6.1568;RCP8.5;H2;542.83;3129.79;12.37;55;271;135;18.18;5.27;-14;-20;
13403;48.1825;6.2642;RCP8.5;H2;620.54;3164.63;13.2;53;278;136;30.7;5.83;-15;-16;
13404;48.1788;6.3716;RCP8.5;H2;635.45;3134.94;12.3;53;276;136;38.03;5.23;-16;-16;
13405;48.1751;6.479;RCP8.5;H2;635.42;3134.94;12.3;53;276;136;37.99;5.23;-16;-16;
13406;48.1712;6.5864;RCP8.5;H2;640.17;3065.53;10.4;56;273;138;31.97;4.63;-15;-15;
13407;48.1673;6.6938;RCP8.5;H2;823.4;3018.84;9.03;57;275;137;34.65;4.1;-15;-13;
13408;48.1633;6.8012;RCP8.5;H2;840.68;2948.05;7.27;59;273;141;25.48;3.47;-17;-16;
13409;48.1591;6.9085;RCP8.5;H2;849.85;2859.06;5.83;62;275;141;19.55;2.86;-17;-14;
13410;48.1549;7.0158;RCP8.5;H2;879.97;2755.14;3.53;66;272;140;21.89;1.96;-22;-19;
13411;48.1506;7.1231;RCP8.5;H2;784.19;2739.23;3;65;267;141;6.35;1.77;-26;-17;
13412;48.1462;7.2304;RCP8.5;H2;488.23;3170.41;9;52;261;145;21.13;4.57;-19;-18;
13413;48.1416;7.3377;RCP8.5;H2;435.13;3602.12;20.77;43;250;147;20.69;8.67;-19;-24;
13414;48.137;7.4449;RCP8.5;H2;455.91;3620.05;22.43;44;257;148;36.6;9.23;-15;-16;
13415;48.1323;7.5522;RCP8.5;H2;478.54;3544.95;19.87;45;255;148;33.92;8.27;-15;-16;
13448;48.1336;-4.2803;RCP8.5;H2;383.62;3806.99;5.6;24;207;185;-1.96;3.5;-4;-11;
13449;48.1396;-4.1732;RCP8.5;H2;500.94;3610.21;7.83;27;246;176;-7.75;4.9;-7;-17;
13450;48.1455;-4.0661;RCP8.5;H2;554.24;3556.98;8.8;29;243;173;-14.16;5.37;-6;-19;
13451;48.1513;-3.9589;RCP8.5;H2;497.48;3484.11;6.63;29;246;173;-18.16;4.26;-6;-21;
13452;48.157;-3.8518;RCP8.5;H2;495.3;3506.62;7;29;245;173;-18.08;4.53;-6;-22;
13453;48.1626;-3.7446;RCP8.5;H2;493.02;3479.6;6.77;29;243;175;-21.02;4.37;-6;-22;
13454;48.1682;-3.6374;RCP8.5;H2;501.71;3391.68;5.5;30;247;171;-23.1;3.37;-7;-18;
13455;48.1736;-3.5301;RCP8.5;H2;505.26;3393.1;8.3;33;254;166;-20.43;5.1;-7;-10;
13456;48.1789;-3.4229;RCP8.5;H2;475.68;3384.81;6.47;33;243;173;-20.69;4.1;-7;-16;
13457;48.1841;-3.3156;RCP8.5;H2;474.67;3394.69;6.6;33;245;173;-20.63;4.13;-7;-14;
13458;48.1892;-3.2083;RCP8.5;H2;471.93;3411.9;6.6;32;241;172;-23.98;4.03;-7;-18;
13459;48.1942;-3.101;RCP8.5;H2;508.44;3383.32;8.33;33;253;166;-25.49;4.93;-7;-16;
13460;48.1992;-2.9936;RCP8.5;H2;464.29;3504.45;8.07;31;239;172;-24.85;4.67;-7;-21;
13461;48.204;-2.8863;RCP8.5;H2;431.29;3495.25;7.8;32;237;168;-6.86;4.43;-7;-23;
13462;48.2087;-2.7789;RCP8.5;H2;437.34;3449.67;7.13;33;242;169;-9.66;4.06;-7;-19;
13463;48.2134;-2.6715;RCP8.5;H2;439.24;3428.99;6.8;33;242;167;-9.73;3.87;-7;-19;
13464;48.2179;-2.5641;RCP8.5;H2;440.94;3419.78;6.67;33;243;170;-9.36;3.87;-7;-20;
13465;48.2223;-2.4566;RCP8.5;H2;441.04;3405.53;6.33;34;239;168;-15.14;3.73;-7;-23;
13466;48.2267;-2.3492;RCP8.5;H2;402.41;3472.7;10.1;33;255;158;-14.05;5.93;-8;-20;
13467;48.2309;-2.2417;RCP8.5;H2;397.01;3523.92;10.5;32;251;156;-15.94;6;-8;-24;
13468;48.235;-2.1342;RCP8.5;H2;397.88;3563.61;10.97;32;249;161;-15.1;5.8;-8;-24;
13469;48.2391;-2.0267;RCP8.5;H2;400.74;3572.84;10.83;32;250;162;-12.91;5.8;-8;-21;
13470;48.243;-1.9192;RCP8.5;H2;416.28;3514.56;10.57;33;251;161;-5.34;5.57;-8;-22;
13471;48.2469;-1.8117;RCP8.5;H2;412.81;3557.52;10.8;32;251;161;-5.34;5.63;-8;-22;
13472;48.2506;-1.7041;RCP8.5;H2;413.25;3573.52;11.1;32;248;159;-1.75;5.8;-8;-23;
13473;48.2543;-1.5965;RCP8.5;H2;413.34;3611.3;11.17;31;254;163;4.08;5.74;-8;-16;
13474;48.2578;-1.489;RCP8.5;H2;450.53;3611.36;11.4;33;245;163;0.87;6.07;-8;-21;
13475;48.2613;-1.3814;RCP8.5;H2;446.19;3594.25;11.43;33;246;166;-6.25;6.13;-8;-22;
13476;48.2646;-1.2738;RCP8.5;H2;444.35;3573.03;11.33;34;247;167;-9.65;6.06;-8;-22;
13477;48.2679;-1.1661;RCP8.5;H2;449.21;3520.54;11.17;35;248;166;-9.87;5.97;-8;-21;
13478;48.271;-1.0585;RCP8.5;H2;442.19;3482.33;11.73;36;253;162;-9.99;6.4;-9;-14;
13479;48.2741;-0.9508;RCP8.5;H2;440.55;3498.46;11.8;36;252;162;-9.85;6.4;-9;-15;
13480;48.277;-0.8432;RCP8.5;H2;442.08;3476.18;11.83;36;253;162;-11.46;6.43;-9;-13;
13481;48.2799;-0.7355;RCP8.5;H2;417.61;3508.84;13.2;36;255;158;-1.04;6.57;-9;-16;
13482;48.2827;-0.6278;RCP8.5;H2;413.25;3556.41;13.3;36;254;163;-0.98;6.57;-8;-15;
13483;48.2853;-0.5201;RCP8.5;H2;419.9;3527.14;13.2;36;256;160;3.71;6.43;-9;-15;
13484;48.2879;-0.4124;RCP8.5;H2;444.06;3446.73;11.07;38;256;158;-0.67;5.54;-9;-18;
13485;48.2904;-0.3047;RCP8.5;H2;453.93;3348.82;10.53;39;261;154;-0.93;5.4;-11;-16;
13486;48.2927;-0.197;RCP8.5;H2;433.5;3457.48;11.27;37;254;156;-12.74;5.9;-10;-18;
13487;48.295;-0.0892;RCP8.5;H2;393.66;3571.05;13.07;36;251;155;-8.52;6.37;-9;-20;
13488;48.2972;0.0185;RCP8.5;H2;389.88;3613.66;13.3;35;251;156;-8.4;6.5;-9;-19;
13489;48.2992;0.1263;RCP8.5;H2;400.14;3638.57;13.6;35;249;158;4.4;6.63;-9;-22;
13490;48.3012;0.234;RCP8.5;H2;393.06;3649.28;15.8;36;258;152;1.39;7.03;-9;-16;
13491;48.3031;0.3418;RCP8.5;H2;406.23;3646.84;15.97;36;259;151;14.5;7.14;-10;-13;
13492;48.3049;0.4496;RCP8.5;H2;436.8;3547.17;11.63;36;259;156;16.5;5.8;-9;-11;
13493;48.3065;0.5574;RCP8.5;H2;423.38;3489.73;11.3;38;260;153;13.8;5.63;-9;-11;
13494;48.3081;0.6652;RCP8.5;H2;420.56;3476.79;11.1;38;262;155;7.76;5.5;-10;-11;
13495;48.3096;0.773;RCP8.5;H2;398.69;3473.97;12.63;38;262;150;3.22;5.86;-11;-16;
13496;48.311;0.8808;RCP8.5;H2;406.35;3388.62;11.7;40;264;149;3.36;5.67;-12;-16;
13497;48.3123;0.9886;RCP8.5;H2;412.71;3251.87;10.57;43;269;148;0.6;5;-13;-15;
13498;48.3134;1.0964;RCP8.5;H2;390.11;3364.54;11.17;41;258;150;-0.59;5.27;-13;-20;
13499;48.3145;1.2042;RCP8.5;H2;383.51;3442.13;11.8;40;256;151;-0.38;5.43;-12;-17;
13500;48.3155;1.312;RCP8.5;H2;362.64;3431.25;12.47;40;259;147;-4.26;6.04;-13;-15;
13501;48.3164;1.4199;RCP8.5;H2;361.41;3447.82;12.67;40;259;149;-4.25;6.14;-12;-14;
13502;48.3172;1.5277;RCP8.5;H2;362.33;3452.28;12.67;40;258;150;-5.49;6.27;-12;-15;
13503;48.3179;1.6355;RCP8.5;H2;358.37;3465.52;12.97;40;259;152;-9.18;6.34;-11;-13;
13504;48.3185;1.7434;RCP8.5;H2;358.88;3468.47;12.5;40;258;151;-8.55;6.07;-11;-14;
13505;48.319;1.8512;RCP8.5;H2;354.52;3476.48;12.6;39;261;152;-9.89;6.03;-11;-12;
13506;48.3194;1.9591;RCP8.5;H2;349.56;3479.93;12.63;39;256;151;-10.68;6;-11;-17;
13507;48.3197;2.0669;RCP8.5;H2;368;3462.8;14.43;41;264;149;-10.02;6.53;-12;-18;
13508;48.3199;2.1747;RCP8.5;H2;369.3;3465.3;14.47;41;264;148;-10.08;6.6;-12;-14;
13509;48.32;2.2826;RCP8.5;H2;369.76;3459.13;14.4;41;264;148;-10.1;6.6;-12;-14;
13510;48.32;2.3904;RCP8.5;H2;376.53;3528.31;14.53;40;257;149;-9.52;6.63;-11;-17;
13511;48.3199;2.4983;RCP8.5;H2;411.24;3505.32;16.2;40;266;144;-4.53;7.03;-12;-15;
13512;48.3197;2.6061;RCP8.5;H2;410.11;3518;16.5;40;266;145;-4.62;7.13;-12;-15;
13513;48.3194;2.714;RCP8.5;H2;409.75;3581.09;17.83;39;261;145;5.2;7.66;-11;-18;
13514;48.319;2.8218;RCP8.5;H2;415.82;3573.1;17.7;39;259;146;13.89;7.57;-11;-22;
13515;48.3185;2.9297;RCP8.5;H2;396.59;3618.45;16.67;39;252;150;13.77;6.84;-10;-20;
13516;48.3179;3.0375;RCP8.5;H2;415.79;3632.93;18.97;39;252;148;24.38;8.37;-10;-23;
13517;48.3172;3.1453;RCP8.5;H2;422.38;3651.05;19.37;38;252;148;29.84;8.24;-11;-21;
13518;48.3164;3.2532;RCP8.5;H2;452.25;3611.56;19.33;39;260;148;26.16;8.16;-11;-20;
13519;48.3155;3.361;RCP8.5;H2;466.57;3540.59;17.63;40;261;148;33.61;7.43;-12;-17;
13520;48.3145;3.4688;RCP8.5;H2;471.19;3499.69;16.7;41;263;148;33.74;7.27;-12;-17;
13521;48.3135;3.5766;RCP8.5;H2;467.94;3472.86;16.6;41;266;146;32.5;7.5;-13;-19;
13522;48.3123;3.6844;RCP8.5;H2;471.75;3416.47;15.5;43;266;147;31.06;7.03;-12;-20;
13523;48.311;3.7923;RCP8.5;H2;467.13;3456.04;16.2;42;266;147;30.94;7.33;-13;-19;
13524;48.3096;3.9001;RCP8.5;H2;441.7;3318.69;13.73;45;268;141;27.21;6.56;-13;-21;
13525;48.3081;4.0079;RCP8.5;H2;429.66;3432.02;15.57;42;268;144;25.66;7;-13;-20;
13526;48.3066;4.1157;RCP8.5;H2;427.25;3455.88;16.03;42;268;144;25.65;7.1;-13;-20;
