Point;Latitude;Longitude;Contexte;P̩riode;NORRRA;NORSTM0;NORSDA;NORDATEVEG;NORDATEDG;NORDATEPG;
2788;42.9235;2.6788;REF;REF;490.6;3435.05;8.27;39;241;149;
2789;42.9231;2.7766;REF;REF;395.48;3676.47;10.07;34;231;156;
2790;42.9227;2.8744;REF;REF;405.82;3613.64;8.7;36;234;157;
2791;42.9221;2.9722;REF;REF;366.94;4100.21;16.23;29;223;169;
2792;42.9215;3.0699;REF;REF;353.78;4266.89;19.93;27;0;0;
2853;42.7147;9.0185;REF;REF;351.75;4572.34;16.1;21;0;0;
2854;42.7086;9.1156;REF;REF;370.3;4368.78;13.37;23;211;201;
2855;42.7023;9.2127;REF;REF;392.3;4411.35;13.4;23;211;200;
2856;42.696;9.3097;REF;REF;384.33;4495.09;14.33;22;209;201;
2857;42.6896;9.4067;REF;REF;503.48;3972.38;9.7;28;232;197;
2893;42.9426;-1.039;REF;REF;1062.83;2297.88;0.77;66;0;0;
2894;42.9457;-0.9413;REF;REF;1108.87;2052.24;0.33;78;0;0;
2895;42.9486;-0.8436;REF;REF;1120.66;1984.59;0.23;79;310;128;
2896;42.9515;-0.7458;REF;REF;1230.76;1369.34;0;118;325;117;
2897;42.9543;-0.6481;REF;REF;923.08;2379.12;1.17;64;302;136;
2898;42.9569;-0.5503;REF;REF;981.88;2066.39;0.63;79;310;126;
2899;42.9595;-0.4525;REF;REF;987.98;2093.98;0.8;78;309;127;
2900;42.962;-0.3547;REF;REF;1050.19;1736.59;0.17;96;316;119;
2901;42.9645;-0.2569;REF;REF;708.3;1948.63;0.83;89;305;120;
2902;42.9668;-0.1591;REF;REF;668.55;2278.72;2.07;74;297;126;
2903;42.969;-0.0613;REF;REF;629.07;2674.92;4.33;55;286;133;
2904;42.9712;0.0365;REF;REF;745.06;1641.58;0.1;103;316;117;
2905;42.9732;0.1343;REF;REF;713.97;1707.28;0;94;322;120;
2906;42.9752;0.2321;REF;REF;655.28;2238.83;0.97;71;308;131;
2907;42.9771;0.33;REF;REF;878.23;2297.16;1.53;69;297;130;
2908;42.9789;0.4278;REF;REF;742.74;2443.63;3.17;67;294;126;
2909;42.9806;0.5257;REF;REF;730.03;2585.41;4.47;62;286;131;
2910;42.9822;0.6235;REF;REF;673.26;2986.06;8;49;285;132;
2911;42.9837;0.7214;REF;REF;569.51;2735.65;4.5;54;289;133;
2912;42.9851;0.8192;REF;REF;698.69;2774.6;6.77;55;291;129;
2913;42.9865;0.9171;REF;REF;686.59;2844.47;7.47;54;289;129;
2914;42.9877;1.015;REF;REF;679.39;2851.99;5.4;50;278;135;
2915;42.9889;1.1129;REF;REF;622.51;3192.67;8.93;43;270;137;
2916;42.99;1.2108;REF;REF;629.42;3146.63;8.47;44;273;135;
2917;42.9909;1.3086;REF;REF;639.34;3054.43;7.33;45;276;135;
2918;42.9918;1.4065;REF;REF;642.27;3042.67;7.53;46;274;134;
2919;42.9927;1.5044;REF;REF;643.51;3108.4;6.87;44;265;140;
2920;42.9934;1.6023;REF;REF;601.64;3329.46;9.1;41;257;143;
2921;42.994;1.7002;REF;REF;632.98;3200.37;7.67;43;259;141;
2922;42.9945;1.7981;REF;REF;546.84;3294.62;7.97;41;254;146;
2923;42.995;1.896;REF;REF;532.77;3344.96;8.77;40;255;145;
2924;42.9953;1.9939;REF;REF;497.11;3465.19;10.93;39;248;149;
2925;42.9956;2.0918;REF;REF;518.16;3344.41;9.13;41;250;147;
2926;42.9958;2.1897;REF;REF;491.04;3554.61;11.63;37;238;151;
2927;42.9959;2.2876;REF;REF;501.68;3453.62;10.4;39;245;149;
2928;42.9959;2.3855;REF;REF;540.13;3110;6.23;46;260;143;
2929;42.9958;2.4834;REF;REF;507.95;3260.32;7;42;254;148;
2930;42.9956;2.5813;REF;REF;487.95;3471.02;9.43;38;239;150;
2931;42.9953;2.6792;REF;REF;482.3;3529.68;9.97;38;245;151;
2932;42.995;2.7771;REF;REF;386.49;3816.87;11.73;33;230;160;
2933;42.9945;2.875;REF;REF;383.34;3856.15;12.33;32;228;160;
2934;42.994;2.9729;REF;REF;363.53;4144.02;17.37;29;223;172;
2935;42.9934;3.0708;REF;REF;353.62;4268.84;19.93;27;0;0;
2999;42.7676;9.3183;REF;REF;387.74;4459.5;14.07;22;209;201;
3000;42.7612;9.4155;REF;REF;552.62;3539.98;4.83;36;243;177;
3032;43.0013;-1.4345;REF;REF;1019.27;2541.29;2.13;55;0;0;
3033;43.0047;-1.3367;REF;REF;1034.68;2507.4;2;57;285;140;
3034;43.0081;-1.2389;REF;REF;1050.06;2424.5;1.57;60;0;0;
3035;43.0113;-1.1411;REF;REF;1054.61;2440.19;1.67;61;0;0;
3036;43.0144;-1.0433;REF;REF;1116.6;2173.98;0.77;72;296;132;
3037;43.0175;-0.9454;REF;REF;1003.44;2728.9;2.7;52;274;145;
3038;43.0204;-0.8475;REF;REF;1015.06;2737.16;3.13;49;276;142;
3039;43.0233;-0.7497;REF;REF;1092.12;2443.4;1.9;58;297;139;
3040;43.0261;-0.6518;REF;REF;909.92;2822.3;4.5;50;286;136;
3041;43.0288;-0.5539;REF;REF;971.1;2442;2.77;62;298;130;
3042;43.0313;-0.456;REF;REF;965.98;2459.66;2.93;61;298;132;
3043;43.0339;-0.3581;REF;REF;987.12;2111.38;0.83;77;308;127;
3044;43.0363;-0.2602;REF;REF;951.59;2419.69;1.57;62;288;140;
3045;43.0386;-0.1623;REF;REF;663.63;2384.52;2.5;65;297;128;
3046;43.0408;-0.0643;REF;REF;779.78;2894.18;4.53;49;274;139;
3047;43.043;0.0336;REF;REF;819.63;2686.38;3.23;55;277;138;
3048;43.0451;0.1316;REF;REF;807.03;2757.47;3.53;54;274;138;
3049;43.047;0.2295;REF;REF;797.04;2857.52;4.27;48;275;137;
3050;43.0489;0.3275;REF;REF;763.35;3037.76;5.8;44;275;139;
3051;43.0507;0.4254;REF;REF;664.28;3022.04;8.6;47;285;130;
3052;43.0524;0.5234;REF;REF;637.37;3138.42;10.33;44;280;133;
3053;43.054;0.6214;REF;REF;508.75;3140;9.8;45;275;134;
3054;43.0555;0.7194;REF;REF;503.73;3174.79;10.5;44;274;134;
3055;43.057;0.8174;REF;REF;500.35;3219.97;11.5;43;275;136;
3056;43.0583;0.9153;REF;REF;493.71;3264.48;11.9;43;274;135;
3057;43.0596;1.0133;REF;REF;597.18;3360.76;11.43;40;266;136;
3058;43.0607;1.1113;REF;REF;613.01;3262.13;10.17;41;267;138;
3059;43.0618;1.2093;REF;REF;623.56;3184.9;8.83;43;270;137;
3060;43.0628;1.3074;REF;REF;614.06;3218.26;9.37;42;270;139;
3061;43.0637;1.4054;REF;REF;606.19;3289.95;10.07;41;266;140;
3062;43.0645;1.5034;REF;REF;486.91;3301.21;9.23;41;258;142;
3063;43.0652;1.6014;REF;REF;479.76;3378.06;10.5;40;250;144;
3064;43.0659;1.6994;REF;REF;475.01;3420.04;11.27;40;253;145;
3065;43.0664;1.7974;REF;REF;522.95;3492.24;11.33;38;255;146;
3066;43.0668;1.8955;REF;REF;516.34;3488.8;11.17;38;251;144;
3067;43.0672;1.9935;REF;REF;447.49;3325.94;8.37;41;250;149;
3068;43.0675;2.0915;REF;REF;438.66;3430.66;9.83;40;245;150;
3069;43.0677;2.1895;REF;REF;419.31;3663.47;13.47;36;244;154;
3070;43.0677;2.2876;REF;REF;426.69;3595.41;12.77;37;244;153;
3071;43.0677;2.3856;REF;REF;461.05;3304.62;7.53;42;257;149;
3072;43.0677;2.4836;REF;REF;437.88;3389.05;7.7;40;245;153;
3073;43.0675;2.5816;REF;REF;408.73;3721.42;12.3;35;235;159;
3074;43.0672;2.6797;REF;REF;401.8;3794.73;13.27;33;232;158;
3075;43.0669;2.7777;REF;REF;384.23;3844.47;12.17;32;228;160;
3076;43.0664;2.8757;REF;REF;372.43;3993.94;14.77;30;226;167;
3077;43.0659;2.9737;REF;REF;353.07;4237.14;19.77;28;218;174;
3078;43.0652;3.0718;REF;REF;340.02;4266.96;19;27;231;167;
3109;43.0014;6.1077;REF;REF;337.34;4313.11;15.33;24;0;0;
3110;42.9979;6.2055;REF;REF;341.31;4314.3;15.13;24;0;0;
3112;42.9906;6.4011;REF;REF;400.43;4253.84;20.47;26;0;0;
3142;42.8392;9.327;REF;REF;408.31;4238.81;11.03;25;206;196;
3143;42.8327;9.4242;REF;REF;541.17;3646.44;5.6;34;238;184;
3175;43.0731;-1.4392;REF;REF;946.58;2977.81;4.53;43;269;140;
3176;43.0765;-1.3413;REF;REF;961.63;2852.12;3.53;45;275;142;
3177;43.0799;-1.2434;REF;REF;972.46;2799.73;3.1;47;274;139;
3178;43.0831;-1.1454;REF;REF;924.61;3034.28;4.8;42;267;142;
3179;43.0862;-1.0475;REF;REF;1051.23;2582.52;2.4;53;283;138;
3180;43.0893;-0.9495;REF;REF;959.99;3034.38;4.77;42;269;145;
3181;43.0922;-0.8515;REF;REF;870.42;3358.95;7.37;36;259;146;
3182;43.0951;-0.7535;REF;REF;909.19;3283.39;6.33;37;259;147;
3183;43.0979;-0.6555;REF;REF;817.89;3204.62;7;40;265;141;
3184;43.1006;-0.5575;REF;REF;871.89;3101.07;6.43;43;264;143;
3185;43.1032;-0.4595;REF;REF;855.19;3046.15;5.1;42;270;143;
3186;43.1057;-0.3615;REF;REF;833.99;3141.59;6.33;41;266;143;
3187;43.1081;-0.2634;REF;REF;808.85;3255.95;7.67;39;263;142;
3188;43.1104;-0.1654;REF;REF;821.72;3180.49;6.6;40;269;140;
3189;43.1127;-0.0673;REF;REF;725.04;3191.56;7.5;41;270;141;
3190;43.1148;0.0307;REF;REF;726.27;3200.68;7.67;41;271;141;
3191;43.1169;0.1288;REF;REF;732.34;3169.88;7.33;42;273;141;
3192;43.1189;0.2269;REF;REF;713.53;3268.33;8.53;40;267;141;
3193;43.1208;0.325;REF;REF;599.75;3122.61;6.73;43;273;139;
3194;43.1226;0.4231;REF;REF;606.12;3088.57;6.07;43;274;138;
3195;43.1243;0.5211;REF;REF;596.79;3142.37;7.33;42;273;141;
3196;43.1259;0.6192;REF;REF;583.62;3227.87;8.37;41;273;140;
3197;43.1274;0.7173;REF;REF;493.18;3255.41;12.07;43;273;135;
3198;43.1288;0.8155;REF;REF;491.1;3291.6;12.63;42;273;136;
3199;43.1302;0.9136;REF;REF;484.68;3334.47;13.17;42;273;135;
3200;43.1314;1.0117;REF;REF;489.76;3294.4;12.33;42;273;135;
3201;43.1326;1.1098;REF;REF;596.54;3356.41;11.4;40;270;137;
3202;43.1337;1.2079;REF;REF;491.76;3263.15;12.13;43;275;134;
3203;43.1347;1.3061;REF;REF;465.09;3491.26;12.7;39;255;142;
3204;43.1356;1.4042;REF;REF;468.06;3482.45;12.6;39;256;144;
3205;43.1364;1.5023;REF;REF;472.73;3444.44;11.6;39;256;144;
3206;43.1371;1.6005;REF;REF;466.29;3505.67;12.87;38;255;142;
3207;43.1377;1.6986;REF;REF;460.91;3542.51;13.5;38;255;144;
3208;43.1383;1.7968;REF;REF;443.11;3444.73;10.07;40;248;147;
3209;43.1387;1.8949;REF;REF;450.82;3412;9.47;40;249;149;
3210;43.1391;1.9931;REF;REF;437.57;3439.45;10.03;40;245;150;
3211;43.1393;2.0912;REF;REF;420.85;3607.85;13;37;241;154;
3212;43.1395;2.1894;REF;REF;428.6;3576.41;12.5;38;244;153;
3213;43.1396;2.2875;REF;REF;414.74;3708.13;14.13;36;240;154;
3214;43.1396;2.3857;REF;REF;435.57;3569.91;11.97;38;247;152;
3215;43.1395;2.4838;REF;REF;442.25;3510.92;11.13;39;246;150;
3216;43.1394;2.5819;REF;REF;418.91;3676.15;11.83;36;236;159;
3217;43.1391;2.6801;REF;REF;392.53;3928.69;16;32;232;161;
3218;43.1387;2.7782;REF;REF;383.81;3979.02;16.97;31;230;159;
3219;43.1383;2.8764;REF;REF;364.03;4067.95;16.3;30;224;165;
3220;43.1377;2.9745;REF;REF;354.86;4163.85;17.8;29;225;165;
3221;43.1371;3.0727;REF;REF;346.95;4180.03;17.27;28;228;165;
3222;43.1364;3.1708;REF;REF;340.32;4263.08;18.97;28;0;0;
3249;43.0831;5.8186;REF;REF;328.43;4446.4;18.73;23;208;187;
3250;43.0799;5.9165;REF;REF;322.41;4507.8;20.37;23;0;0;
3251;43.0766;6.0145;REF;REF;338.64;4304.52;15.17;24;221;194;
3252;43.0732;6.1124;REF;REF;339.26;4300.14;15.07;24;221;191;
3254;43.0661;6.3082;REF;REF;343.25;4315.14;15.13;24;0;0;
3256;43.0587;6.504;REF;REF;395.81;4251.57;19.93;26;0;0;
3285;42.9107;9.3357;REF;REF;469.19;4280.09;13.43;25;211;196;
3286;42.9043;9.433;REF;REF;479.79;4183.54;12;26;216;198;
3318;43.1449;-1.444;REF;REF;925.4;3088.53;5.23;41;0;0;
3319;43.1483;-1.3459;REF;REF;880.06;3224.43;6.27;39;262;144;
3320;43.1517;-1.2479;REF;REF;811.29;3539.1;10.73;33;258;144;
3321;43.1549;-1.1498;REF;REF;846.13;3348.14;7.13;36;261;144;
3322;43.158;-1.0517;REF;REF;948.45;3093.05;5.13;41;266;146;
3323;43.1611;-0.9536;REF;REF;857.44;3354.36;7.33;36;262;147;
3324;43.164;-0.8555;REF;REF;847.95;3393.12;7.83;35;262;147;
3325;43.1669;-0.7574;REF;REF;858.86;3428.33;8.33;34;261;143;
3326;43.1697;-0.6593;REF;REF;740.91;3513.5;11.63;35;260;142;
3327;43.1724;-0.5611;REF;REF;754.54;3491.23;11.4;35;261;142;
3328;43.175;-0.463;REF;REF;765.48;3422.45;10.13;36;259;140;
3329;43.1775;-0.3648;REF;REF;766.5;3418.16;10.03;36;259;140;
3330;43.1799;-0.2667;REF;REF;753.69;3503.37;11.33;35;260;142;
3331;43.1823;-0.1685;REF;REF;777.85;3379.21;9.2;37;263;140;
3332;43.1845;-0.0703;REF;REF;623.39;3198.09;6.73;41;268;139;
3333;43.1867;0.0279;REF;REF;693.85;3373.4;10.17;39;268;141;
3334;43.1888;0.126;REF;REF;699.72;3339.88;9.3;39;266;141;
3335;43.1907;0.2242;REF;REF;544.08;3306.41;9.9;41;271;137;
3336;43.1926;0.3224;REF;REF;581.65;3222.51;8.1;41;269;138;
3337;43.1944;0.4207;REF;REF;582.02;3220.26;8.07;41;269;138;
3338;43.1961;0.5189;REF;REF;580.4;3217.39;8.23;41;272;138;
3339;43.1977;0.6171;REF;REF;548.83;3234.37;8.47;42;276;140;
3340;43.1993;0.7153;REF;REF;485.13;3276.42;12.23;43;277;133;
3341;43.2007;0.8136;REF;REF;483.14;3301.46;12.83;42;276;136;
3342;43.2021;0.9118;REF;REF;488.26;3288.06;12.43;42;276;133;
3343;43.2033;1.01;REF;REF;476.17;3380.72;14.43;41;275;133;
3344;43.2045;1.1083;REF;REF;434.36;3373.09;12.33;41;266;137;
3345;43.2056;1.2065;REF;REF;437.21;3371.57;12.23;41;265;137;
3346;43.2065;1.3048;REF;REF;442.35;3320.71;11.47;42;267;137;
3347;43.2074;1.403;REF;REF;459.63;3564.75;13.8;37;255;146;
3348;43.2083;1.5013;REF;REF;465.43;3506.88;12.93;38;256;144;
3349;43.209;1.5996;REF;REF;459.23;3578.44;14.07;37;253;143;
3350;43.2096;1.6978;REF;REF;454.98;3609.91;14.17;37;248;148;
3351;43.2101;1.7961;REF;REF;434.36;3537.51;11.9;38;246;148;
3352;43.2106;1.8944;REF;REF;443.42;3488.58;11.03;39;250;149;
3353;43.211;1.9926;REF;REF;433.38;3565.77;12.13;38;247;151;
3354;43.2112;2.0909;REF;REF;415.46;3731.98;14.6;35;241;153;
3355;43.2114;2.1892;REF;REF;414.39;3722.43;14.13;35;241;153;
3356;43.2115;2.2874;REF;REF;402.65;3803.54;15.77;34;238;154;
3357;43.2115;2.3857;REF;REF;401.26;3817.39;16.07;34;239;154;
3358;43.2114;2.484;REF;REF;392.16;3858.42;16.97;33;237;154;
3359;43.2112;2.5823;REF;REF;372.32;4034.46;18.43;31;232;160;
3360;43.211;2.6805;REF;REF;376.95;4006.38;17.7;31;233;159;
3361;43.2106;2.7788;REF;REF;375.44;4071.66;19.3;30;229;160;
3362;43.2102;2.8771;REF;REF;375.44;4071.66;19.3;30;229;160;
3363;43.2096;2.9753;REF;REF;350.13;4221.51;19.07;28;225;166;
3364;43.209;3.0736;REF;REF;344.86;4205.94;17.77;28;231;167;
3365;43.2083;3.1719;REF;REF;347.01;4180.03;17.27;28;228;165;
3366;43.2075;3.2701;REF;REF;344.69;4215.73;19.17;28;0;0;
3388;43.167;5.4305;REF;REF;308.36;4469.29;18.07;24;0;0;
3389;43.1641;5.5286;REF;REF;308.61;4433.24;17.53;24;0;0;
3390;43.1611;5.6268;REF;REF;304.54;4442.3;17.1;24;0;0;
3391;43.1581;5.7248;REF;REF;331.09;4414.36;17.87;24;209;186;
3392;43.1549;5.8229;REF;REF;347.7;4208.73;13.83;26;215;190;
3393;43.1517;5.921;REF;REF;444.91;4039.1;20.3;30;241;161;
3394;43.1484;6.0191;REF;REF;449.09;4070.57;21.97;30;248;157;
3395;43.145;6.1171;REF;REF;433.84;4173.22;24.7;28;249;156;
3396;43.1415;6.2152;REF;REF;349.13;4258.82;13.57;25;220;190;
3397;43.1379;6.3132;REF;REF;414.54;4178.77;18.4;27;240;167;
3398;43.1342;6.4112;REF;REF;409.76;4204.83;19.2;27;242;166;
3399;43.1304;6.5092;REF;REF;395.63;4252.54;19.93;26;0;0;
3400;43.1266;6.6072;REF;REF;395.07;4255.56;20.07;26;0;0;
3428;42.9823;9.3444;REF;REF;457.91;4380.4;14.7;24;211;196;
3429;42.9759;9.4419;REF;REF;455.15;4405.44;15.07;23;0;0;
3462;43.2201;-1.3505;REF;REF;863.86;3332.63;8.17;37;263;146;
3463;43.2235;-1.2523;REF;REF;800.6;3564.4;11.03;32;263;146;
3464;43.2267;-1.1541;REF;REF;809.25;3481.76;9.4;33;263;142;
3465;43.2298;-1.0559;REF;REF;806.21;3580.36;10.2;31;256;145;
3466;43.2329;-0.9577;REF;REF;813.55;3578.96;9.93;32;257;144;
3467;43.2359;-0.8595;REF;REF;806.15;3618.8;10.23;31;255;145;
3468;43.2387;-0.7613;REF;REF;816.32;3601.17;10;31;258;146;
3469;43.2415;-0.663;REF;REF;718.29;3645.54;13;33;256;145;
3470;43.2442;-0.5647;REF;REF;736.12;3530.48;11.6;35;259;141;
3471;43.2468;-0.4665;REF;REF;740.02;3564.95;12.2;34;254;145;
3472;43.2494;-0.3682;REF;REF;741.88;3552.87;12.07;34;255;144;
3473;43.2518;-0.2699;REF;REF;742.45;3573.92;12.1;34;258;145;
3474;43.2541;-0.1716;REF;REF;769.72;3417.78;9.87;36;261;139;
3475;43.2564;-0.0733;REF;REF;616.81;3234.62;7.3;40;269;139;
3476;43.2585;0.025;REF;REF;563.66;3304.64;9.8;41;270;137;
3477;43.2606;0.1233;REF;REF;565.14;3300.58;9.37;41;271;136;
3478;43.2626;0.2216;REF;REF;531.16;3383.75;11.27;40;273;137;
3479;43.2645;0.3199;REF;REF;545.68;3285.7;9.33;41;271;137;
3480;43.2663;0.4183;REF;REF;539.91;3303.14;9.83;41;272;139;
3481;43.268;0.5166;REF;REF;541.85;3291.41;9.73;41;272;140;
3482;43.2696;0.6149;REF;REF;542.2;3292.8;9.9;41;272;139;
3483;43.2711;0.7133;REF;REF;489.92;3312.75;10.4;41;270;138;
3484;43.2726;0.8116;REF;REF;480.93;3350.43;13.63;41;273;134;
3485;43.2739;0.91;REF;REF;477.8;3368.28;14.13;41;275;133;
3486;43.2752;1.0084;REF;REF;475.78;3383.46;14.47;41;275;133;
3487;43.2764;1.1067;REF;REF;428.93;3433.83;13.2;40;265;137;
3488;43.2774;1.2051;REF;REF;429.39;3458.35;13.4;40;265;138;
3489;43.2784;1.3035;REF;REF;453.33;3476.67;13.5;40;263;140;
3490;43.2793;1.4019;REF;REF;456.79;3448.91;12.87;40;264;141;
3491;43.2801;1.5003;REF;REF;452.17;3530.82;13.83;39;256;140;
3492;43.2809;1.5986;REF;REF;451.43;3538.95;13.9;39;255;140;
3493;43.2815;1.697;REF;REF;456.51;3473.98;12.97;40;263;140;
3494;43.282;1.7954;REF;REF;434.5;3582.2;12.33;37;245;153;
3495;43.2825;1.8938;REF;REF;428.47;3599.16;12.4;37;243;150;
3496;43.2828;1.9922;REF;REF;410.02;3762.2;14.87;35;241;153;
3497;43.2831;2.0906;REF;REF;408.04;3779.38;15.23;35;241;153;
3498;43.2833;2.189;REF;REF;404.74;3746.94;14.47;35;243;155;
3499;43.2834;2.2874;REF;REF;404.58;3712.35;13.7;36;238;154;
3500;43.2834;2.3858;REF;REF;409.19;3741.6;14.43;35;238;154;
3501;43.2833;2.4842;REF;REF;401.49;3763.6;14.73;35;240;153;
3502;43.2831;2.5826;REF;REF;380.94;3960.26;16.57;32;236;159;
3503;43.2828;2.681;REF;REF;374.37;4035.91;18.27;31;233;160;
3504;43.2825;2.7793;REF;REF;409.26;4087.49;20.07;30;228;158;
3505;43.282;2.8777;REF;REF;371.8;4066.56;19.13;31;230;158;
3506;43.2815;2.9761;REF;REF;363.46;4127.65;20.4;30;234;160;
3507;43.2809;3.0745;REF;REF;348.72;4190.37;19.27;29;225;159;
3508;43.2801;3.1729;REF;REF;350.95;4165.13;18.33;29;227;159;
3509;43.2793;3.2713;REF;REF;346.3;4197.57;18.63;29;235;157;
3510;43.2784;3.3697;REF;REF;345.01;4212.05;19.13;28;235;157;
3511;43.2774;3.468;REF;REF;345.17;4210.19;19.13;28;235;157;
3512;43.2764;3.5664;REF;REF;340.74;4284.98;17;27;0;0;
3530;43.2416;5.3362;REF;REF;291.11;4371.12;14.57;25;0;0;
3531;43.2388;5.4344;REF;REF;330.73;4173.91;13.47;27;221;182;
3532;43.2359;5.5326;REF;REF;332.52;4112.81;12.83;28;225;183;
3533;43.2329;5.6309;REF;REF;370.44;3836.02;17.2;33;250;154;
3534;43.2299;5.7291;REF;REF;455.83;3940.85;18.43;32;245;160;
3535;43.2267;5.8273;REF;REF;480.3;3742.02;13.67;34;242;159;
3536;43.2235;5.9255;REF;REF;520.08;3452.9;7.83;39;243;160;
3537;43.2202;6.0237;REF;REF;469.62;3931.99;18.93;32;249;158;
3538;43.2168;6.1218;REF;REF;442.42;4116.25;23.13;29;249;156;
3539;43.2133;6.22;REF;REF;478.58;4008.94;20.1;30;246;158;
3540;43.2097;6.3182;REF;REF;505.29;3857.98;16.7;33;246;159;
3541;43.206;6.4163;REF;REF;490.78;3942.99;19.1;31;247;158;
3542;43.2022;6.5144;REF;REF;419.93;4120.21;16.33;28;234;168;
3543;43.1983;6.6125;REF;REF;405.32;4201.5;18.5;27;239;164;
3544;43.1944;6.7106;REF;REF;395.07;4255.56;20.07;26;0;0;
3601;43.2777;-1.7482;REF;REF;836.54;3428.09;8.83;35;0;0;
3602;43.2814;-1.65;REF;REF;821.95;3491.75;9.57;33;0;0;
3603;43.285;-1.5517;REF;REF;785.15;3686.06;11.17;30;255;148;
3604;43.2885;-1.4534;REF;REF;849.17;3374.6;7.7;35;262;145;
3605;43.2919;-1.3551;REF;REF;812.25;3537.55;9.73;32;261;146;
3606;43.2953;-1.2568;REF;REF;821.32;3464.53;8.73;33;265;147;
3607;43.2985;-1.1585;REF;REF;780.5;3681.39;10.87;30;258;150;
3608;43.3017;-1.0602;REF;REF;764.01;3784.08;11.83;29;255;152;
3609;43.3047;-0.9618;REF;REF;776.5;3780.01;11.77;29;254;153;
3610;43.3077;-0.8635;REF;REF;781.75;3753.54;11.6;29;254;152;
3611;43.3106;-0.7651;REF;REF;698.11;3758.98;14.47;31;253;146;
3612;43.3134;-0.6668;REF;REF;720.3;3631.56;12.7;33;256;144;
3613;43.3161;-0.5684;REF;REF;708.2;3710.36;14;32;253;146;
3614;43.3187;-0.47;REF;REF;711.79;3710.57;14.07;32;251;149;
3615;43.3212;-0.3716;REF;REF;719.27;3661.7;13.2;32;253;149;
3616;43.3236;-0.2732;REF;REF;740.76;3529.37;11.67;35;259;145;
3617;43.326;-0.1748;REF;REF;640.22;3347.14;8.47;38;265;141;
3618;43.3282;-0.0764;REF;REF;605;3296.07;8.23;40;267;140;
3619;43.3304;0.0221;REF;REF;550.88;3343.16;10.53;40;269;136;
3620;43.3325;0.1205;REF;REF;545.2;3418.94;11.3;39;267;138;
3621;43.3344;0.219;REF;REF;518.11;3453.71;11.97;39;267;137;
3622;43.3363;0.3174;REF;REF;537.4;3338.54;11.07;40;269;137;
3623;43.3381;0.4159;REF;REF;523.6;3417.17;11.9;39;272;139;
3624;43.3398;0.5143;REF;REF;528.64;3373.49;11.5;40;273;139;
3625;43.3415;0.6128;REF;REF;490.5;3309.5;10.33;41;270;138;
3626;43.343;0.7113;REF;REF;487.46;3356.39;11.03;40;268;138;
3627;43.3444;0.8097;REF;REF;431.98;3398.47;12;41;270;138;
3628;43.3458;0.9082;REF;REF;439.03;3356.14;11.47;41;270;135;
3629;43.3471;1.0067;REF;REF;439.59;3350.91;11.4;42;270;135;
3630;43.3482;1.1052;REF;REF;431.95;3385.95;12.57;41;269;137;
3631;43.3493;1.2037;REF;REF;424.08;3506;14.1;39;264;137;
3632;43.3503;1.3022;REF;REF;444.37;3557.52;14.37;38;259;141;
3633;43.3512;1.4007;REF;REF;453.57;3523.62;13.87;39;259;140;
3634;43.352;1.4992;REF;REF;447.52;3558.44;14.13;38;259;143;
3635;43.3527;1.5977;REF;REF;451.67;3516.48;13.7;39;260;143;
3636;43.3534;1.6962;REF;REF;446.5;3544.78;14.07;39;258;142;
3637;43.3539;1.7947;REF;REF;434.15;3510.47;13.37;39;262;141;
3638;43.3544;1.8932;REF;REF;416.03;3718.92;14.53;35;240;154;
3639;43.3547;1.9918;REF;REF;418.51;3678.05;13.53;36;242;152;
3640;43.355;2.0903;REF;REF;568.79;3414.34;9.97;40;252;146;
3641;43.3552;2.1888;REF;REF;581.5;3206.81;7.07;45;258;145;
3642;43.3553;2.2873;REF;REF;581.94;3146.75;6.47;46;262;145;
3643;43.3553;2.3858;REF;REF;574.93;3207.24;7.23;45;260;146;
3644;43.3552;2.4844;REF;REF;575.36;3157.73;6.3;46;262;144;
3645;43.355;2.5829;REF;REF;456.41;3543.28;10.27;38;244;156;
3646;43.3547;2.6814;REF;REF;445.99;3668.53;12;36;238;156;
3647;43.3544;2.7799;REF;REF;432.35;3833.71;14.73;33;234;157;
3648;43.3539;2.8784;REF;REF;384.68;3850.5;14.27;33;235;160;
3649;43.3534;2.9769;REF;REF;404.05;4071.43;19.57;30;231;162;
3650;43.3527;3.0754;REF;REF;399.65;4152.15;21.6;30;232;164;
3651;43.352;3.1739;REF;REF;354.64;4140.96;17.7;29;230;161;
3652;43.3512;3.2725;REF;REF;351.68;4134.97;16.93;29;237;160;
3653;43.3503;3.371;REF;REF;352.3;4169.53;18.13;29;237;159;
3654;43.3493;3.4695;REF;REF;342.26;4267.07;16.7;27;222;172;
3655;43.3482;3.5679;REF;REF;340.74;4284.98;17;27;222;172;
3656;43.3471;3.6664;REF;REF;340.74;4284.98;17;27;0;0;
3665;43.3325;4.5526;REF;REF;321.33;4132.85;21.9;31;0;0;
3666;43.3304;4.6511;REF;REF;321.18;4134.49;21.93;31;0;0;
3667;43.3283;4.7495;REF;REF;321.18;4134.49;21.93;31;0;0;
3668;43.326;4.8479;REF;REF;332.38;4155.3;23.4;31;237;158;
3670;43.3212;5.0447;REF;REF;307.72;4194.18;23.5;32;238;158;
3671;43.3187;5.1431;REF;REF;308.56;4182.43;23.27;32;238;158;
3672;43.3161;5.2415;REF;REF;308.27;4186.24;23.4;32;0;0;
3673;43.3134;5.3399;REF;REF;290.06;4385.59;14.83;25;0;0;
