#-----------------------------------------------------------------------------
# Date d'extraction : 31/03/2025 - 09h38 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP4.5 : Emissions modÃ©rÃ©es
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORRRA : cumul de prÃ©cipitations d'avril Ã  octobre (mm)
#     NORSTM0 : somme de tempÃ©rature base 0Â°C d'octobre (annÃ©e-1) Ã  juillet (annÃ©e) (Â°C)
#     NORSDA : nombre de jours d'Ã©tÃ© d'avril Ã  juin (jour(s))
#     NORDATEVEG : date de reprise de vÃ©gÃ©tation en jour julien (date)
#     NORDATEDG : Date de derniÃ¨re gelÃ©e avec 1er juillet comme rÃ©fÃ©rence (date)
#     NORDATEPG : Date de premiÃ¨re gelÃ©e avec 1er juillet comme rÃ©fÃ©rence (date)
#     ARRA : Ecart de cumul de prÃ©cipitations d'avril Ã  octobre (mm)
#     ASDA : Ecart de nombre de jours d'Ã©tÃ© d'avril Ã  juin (jour(s))
#     ADATEVEG : Ecart de date de reprise de vÃ©gÃ©tation en jour julien (date)
#     ADATEDG : Ecart de date de derniÃ¨re gelÃ©e avec 1er juillet comme rÃ©fÃ©rence (date)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;PÃ©riode;NORRRA;NORSTM0;NORSDA;NORDATEVEG;NORDATEDG;NORDATEPG;ARRA;ASDA;ADATEVEG;ADATEDG;
#-----------------------------------------------------------------------------
10793;46.9529;2.3891;RCP4.5;H1;450.16;3317.94;15.17;44;266;138;2.65;5.1;-6;-12;
10794;46.9528;2.4942;RCP4.5;H1;470.32;3335.59;15.53;44;269;138;1.29;5.16;-6;-9;
10795;46.9526;2.5993;RCP4.5;H1;470.18;3325.44;15.4;44;270;141;2.46;5.13;-7;-8;
10796;46.9523;2.7044;RCP4.5;H1;470.72;3297.04;14.93;45;271;140;-1.78;5;-6;-11;
10797;46.9519;2.8095;RCP4.5;H1;477.42;3249.87;14.37;45;280;137;-0.78;4.67;-7;-6;
10798;46.9514;2.9146;RCP4.5;H1;471.91;3295.4;15.47;44;276;135;-0.84;5.3;-7;-9;
10799;46.9509;3.0197;RCP4.5;H1;472.52;3283.48;15.17;44;276;137;-1.13;5.04;-7;-8;
10800;46.9502;3.1248;RCP4.5;H1;477.57;3201.3;14.07;47;278;136;-2.65;4.4;-6;-7;
10801;46.9494;3.2299;RCP4.5;H1;471.75;3204.64;14.37;47;278;133;-6.01;4.8;-6;-7;
10802;46.9486;3.335;RCP4.5;H1;483.3;3113.98;12.73;49;279;131;-0.49;4.43;-7;-10;
10803;46.9476;3.4401;RCP4.5;H1;512.24;3109.64;12.67;49;280;132;-5.14;4.17;-6;-9;
10804;46.9465;3.5451;RCP4.5;H1;511.14;3146.32;13.43;48;281;131;0.5;4.36;-6;-7;
10805;46.9454;3.6502;RCP4.5;H1;540.14;3266.57;15.5;47;276;135;4.88;5.17;-6;-1;
10806;46.9441;3.7553;RCP4.5;H1;536.23;3281.23;15.93;47;274;137;5.69;5.26;-6;-8;
10807;46.9428;3.8604;RCP4.5;H1;536.42;3131.28;12.3;50;278;136;-5.93;3.93;-6;-4;
10808;46.9413;3.9654;RCP4.5;H1;657.78;2926.21;7.47;56;275;139;-18.13;2.87;-6;-2;
10809;46.9398;4.0705;RCP4.5;H1;605.5;2878.91;7.37;58;279;137;-20.25;2.7;-7;-2;
10810;46.9382;4.1755;RCP4.5;H1;498.53;3056.86;12.13;55;277;136;1.41;3.96;-7;-1;
10811;46.9364;4.2806;RCP4.5;H1;510.24;2988.03;9.43;56;271;137;1.03;3.23;-7;-6;
10812;46.9346;4.3856;RCP4.5;H1;544.82;2883.9;6.87;59;272;134;9.82;2.2;-6;-6;
10813;46.9327;4.4906;RCP4.5;H1;540.2;2960.06;8.47;56;273;136;15.9;2.74;-8;-6;
10814;46.9307;4.5957;RCP4.5;H1;534.96;2994.05;9.93;55;274;136;17.07;3.53;-8;-5;
10815;46.9285;4.7007;RCP4.5;H1;505.77;3191.47;15.73;54;267;139;15.35;5.53;-7;-7;
10816;46.9263;4.8057;RCP4.5;H1;510.85;3301.69;16.63;50;261;141;22.01;6.06;-7;-8;
10817;46.924;4.9107;RCP4.5;H1;514.01;3312.2;17;50;260;141;22.65;5.97;-7;-10;
10818;46.9216;5.0157;RCP4.5;H1;516.81;3350.93;17.7;49;259;141;27.45;6.1;-7;-11;
10819;46.9191;5.1207;RCP4.5;H1;516.59;3352.88;17.73;49;259;141;27.43;6.13;-7;-11;
10820;46.9165;5.2256;RCP4.5;H1;522.08;3348.12;17.8;49;265;141;30.35;5.83;-7;-6;
10821;46.9138;5.3306;RCP4.5;H1;622.88;3344.5;16.97;48;261;139;25.09;5.64;-8;-6;
10822;46.911;5.4355;RCP4.5;H1;627.42;3307.29;16.33;49;262;139;25.25;5.56;-7;-5;
10823;46.9082;5.5405;RCP4.5;H1;630.55;3277.97;16.07;51;264;137;24.49;5.47;-6;-4;
10824;46.9052;5.6454;RCP4.5;H1;627.87;3212.44;14.67;52;267;137;15.8;4.77;-7;-3;
10825;46.9021;5.7503;RCP4.5;H1;749.17;3084.94;10.7;54;269;131;17.28;3.57;-8;-5;
10826;46.8989;5.8552;RCP4.5;H1;878.74;2709.37;7.5;66;290;121;-6.55;2.23;-6;-4;
10827;46.8957;5.9601;RCP4.5;H1;911.85;2535.76;5.83;71;296;119;-7.83;1.96;-8;-1;
10828;46.8923;6.065;RCP4.5;H1;877.22;2428.29;5.23;77;296;120;-5.61;1.63;-10;0;
10829;46.8888;6.1698;RCP4.5;H1;883.51;2364.16;4.93;79;297;118;-13.38;1.83;-11;-1;
10830;46.8853;6.2747;RCP4.5;H1;884.62;2348.18;4.67;81;293;119;-19.16;1.94;-11;-5;
10831;46.8816;6.3795;RCP4.5;H1;926.13;2215.03;3.67;91;290;119;-17.67;1.94;-12;-10;
10894;46.9419;-2.0267;RCP4.5;H1;367.57;3710.48;9.47;29;235;153;-12.58;3.57;-4;-8;
10895;46.9459;-1.9218;RCP4.5;H1;362.4;3700.81;9.47;29;235;157;-15.98;3.74;-4;-16;
10896;46.9497;-1.8168;RCP4.5;H1;385.47;3662.67;10.77;31;234;158;-14.7;3.7;-4;-13;
10897;46.9535;-1.7118;RCP4.5;H1;385.78;3638.05;13.3;32;250;151;-19.13;4.6;-5;-10;
10898;46.9571;-1.6069;RCP4.5;H1;385.92;3608.65;13.23;33;251;150;-18.96;4.66;-4;-6;
10899;46.9607;-1.5019;RCP4.5;H1;402.16;3637.74;12.67;32;250;149;-21.02;4.64;-4;-11;
10900;46.9641;-1.3969;RCP4.5;H1;390.69;3608.67;13.33;33;249;150;-13.68;4.93;-4;-12;
10901;46.9675;-1.2919;RCP4.5;H1;415.17;3605.13;12.27;32;254;149;-11.88;4.54;-5;-11;
10902;46.9708;-1.1868;RCP4.5;H1;420.32;3554.54;11.6;33;255;149;-12.01;4.17;-5;-13;
10903;46.974;-1.0818;RCP4.5;H1;432.28;3500.45;11.33;34;257;149;-5.74;4.46;-5;-7;
10904;46.977;-0.9767;RCP4.5;H1;435.95;3456.79;10.9;35;255;147;-6.42;4.23;-5;-7;
10905;46.98;-0.8717;RCP4.5;H1;401.26;3472.12;14.43;37;262;146;-1.31;5.43;-5;-2;
10906;46.9829;-0.7666;RCP4.5;H1;406.79;3444.61;13.6;37;261;142;1.91;4.93;-6;-2;
10907;46.9857;-0.6615;RCP4.5;H1;408.9;3420.33;13.57;38;261;142;1.85;5.07;-5;-2;
10908;46.9884;-0.5564;RCP4.5;H1;407.65;3475.08;13.9;37;258;143;3.39;4.97;-5;-5;
10909;46.991;-0.4513;RCP4.5;H1;406.61;3507.38;14.3;36;256;144;3.02;5.2;-5;-4;
10910;46.9935;-0.3462;RCP4.5;H1;346.83;3534.93;17.77;36;262;139;0.9;5.9;-6;-10;
10911;46.9959;-0.2411;RCP4.5;H1;346.02;3572.83;18.27;36;263;140;2.36;5.7;-5;-5;
10912;46.9982;-0.1359;RCP4.5;H1;348.31;3594.63;18.87;35;262;139;5.85;6.07;-6;-8;
10913;47.0005;-0.0308;RCP4.5;H1;361.39;3517.02;16.4;37;267;142;3.07;5.67;-6;-1;
10914;47.0026;0.0744;RCP4.5;H1;362.51;3499.66;15.73;37;268;143;2.47;5.26;-6;-1;
10915;47.0046;0.1795;RCP4.5;H1;363.22;3491.18;15.57;37;269;143;1.87;5.2;-6;0;
10916;47.0065;0.2847;RCP4.5;H1;359.91;3531.43;16.3;36;267;143;1.87;5.3;-7;-3;
10917;47.0084;0.3899;RCP4.5;H1;367.93;3482.76;14.23;37;261;144;-1.21;4.76;-6;-2;
10918;47.0101;0.4951;RCP4.5;H1;369.52;3462.89;13.87;37;261;143;-1.24;4.9;-7;-2;
10919;47.0117;0.6003;RCP4.5;H1;363.58;3545.7;15.27;36;260;148;-0.16;4.77;-6;-4;
10920;47.0133;0.7055;RCP4.5;H1;378.43;3457.06;14.5;38;262;146;5.49;5;-6;-2;
10921;47.0147;0.8107;RCP4.5;H1;381;3426.01;13.87;39;261;146;5.44;5.07;-6;-4;
10922;47.0161;0.9159;RCP4.5;H1;409.79;3416.28;13.83;39;266;146;3.61;4.9;-6;0;
10923;47.0173;1.0211;RCP4.5;H1;405.15;3388.65;12.87;40;265;146;-4.43;4.4;-5;-2;
10924;47.0185;1.1263;RCP4.5;H1;395.16;3433.25;15.8;40;270;142;-7.96;5.37;-6;0;
10925;47.0195;1.2315;RCP4.5;H1;399.36;3383.11;12.47;40;266;145;-10.88;4.07;-5;-1;
10926;47.0205;1.3367;RCP4.5;H1;402.43;3303.82;13;43;271;142;-12.13;4.6;-6;-4;
10927;47.0214;1.442;RCP4.5;H1;399.33;3341.05;13.83;41;271;142;-11.97;4.76;-7;-2;
10928;47.0221;1.5472;RCP4.5;H1;400.74;3355.77;14.43;41;268;142;-9.38;5.1;-7;-3;
10929;47.0228;1.6525;RCP4.5;H1;402.1;3339.24;14.07;41;269;142;-9.39;5;-7;-2;
10930;47.0234;1.7577;RCP4.5;H1;434.11;3352.14;14.83;43;266;141;-5.28;4.93;-6;-8;
10931;47.0239;1.8629;RCP4.5;H1;440.89;3335.55;14.2;43;271;141;0.22;4.83;-6;-3;
10932;47.0243;1.9682;RCP4.5;H1;436.72;3383.74;15.33;42;269;141;0.28;5.26;-6;-4;
10933;47.0246;2.0734;RCP4.5;H1;437.23;3400.13;16.57;42;268;140;-0.16;5.14;-6;-11;
10934;47.0247;2.1787;RCP4.5;H1;446.56;3384.25;16.37;43;267;142;3.7;5.27;-6;-12;
10935;47.0248;2.2839;RCP4.5;H1;447.83;3368.9;15.9;43;269;142;3.64;5;-6;-10;
10936;47.0248;2.3892;RCP4.5;H1;446.28;3361.39;15.8;43;265;141;2.76;5.1;-7;-10;
10937;47.0247;2.4944;RCP4.5;H1;464.16;3355.02;16.1;43;269;141;0.25;5.53;-7;-10;
10938;47.0246;2.5996;RCP4.5;H1;468.59;3343.09;15.83;43;270;139;2.46;5.43;-7;-8;
10939;47.0243;2.7049;RCP4.5;H1;469.87;3305.44;15.1;45;271;141;-1.78;5.13;-6;-8;
10940;47.0239;2.8101;RCP4.5;H1;472.8;3275.99;14.53;45;271;140;-1.78;4.83;-7;-11;
10941;47.0234;2.9154;RCP4.5;H1;474.12;3273.43;14.87;45;276;135;-0.95;4.87;-6;-9;
10942;47.0228;3.0206;RCP4.5;H1;469.49;3316.96;15.77;44;275;137;-1.05;5.27;-7;-8;
10943;47.0222;3.1258;RCP4.5;H1;476.6;3210.91;14.27;47;278;136;-2.61;4.47;-6;-7;
10944;47.0214;3.2311;RCP4.5;H1;476.2;3160.54;13.57;48;281;133;-5.74;4.37;-6;-6;
10945;47.0205;3.3363;RCP4.5;H1;501.79;3108.72;12.9;49;281;131;-14.08;4.4;-6;-9;
10946;47.0196;3.4415;RCP4.5;H1;509.16;3041.74;11.7;51;282;131;-14.52;4.27;-6;-9;
10947;47.0185;3.5468;RCP4.5;H1;504.13;3107.06;12.73;49;284;130;-7.97;4.36;-6;-5;
10948;47.0173;3.652;RCP4.5;H1;528.87;3247.84;14.97;47;277;135;-5.97;5.04;-7;-4;
10949;47.0161;3.7572;RCP4.5;H1;532.08;3252.98;15.27;47;275;135;-0.19;5.17;-6;-6;
10950;47.0147;3.8624;RCP4.5;H1;541.72;3096.92;10.87;51;277;138;-8.15;3.67;-6;-7;
10951;47.0133;3.9676;RCP4.5;H1;667.46;2877.89;6.37;57;276;139;-21.4;2.8;-5;-4;
10952;47.0118;4.0728;RCP4.5;H1;637.15;2708.45;4.37;62;282;136;-26.2;1.9;-7;-4;
10953;47.0101;4.178;RCP4.5;H1;510.23;2988.03;9.43;56;271;137;1.09;3.23;-7;-6;
10954;47.0084;4.2832;RCP4.5;H1;492.92;3093.59;14.4;54;277;136;1.27;5.13;-7;-1;
10955;47.0066;4.3884;RCP4.5;H1;514.78;3063.04;12.83;55;277;133;10.81;4.53;-7;-3;
10956;47.0046;4.4935;RCP4.5;H1;528.04;3035.03;11.27;55;274;136;16.97;3.7;-7;-5;
10957;47.0026;4.5987;RCP4.5;H1;531.78;3012.93;9.93;59;269;138;17.98;3.46;-6;-6;
10958;47.0005;4.7038;RCP4.5;H1;529.44;3014.25;9.97;59;270;140;16.08;3.67;-6;-4;
10959;46.9983;4.809;RCP4.5;H1;501.8;3131.06;14.1;55;275;135;15.18;5;-8;-4;
10960;46.996;4.9141;RCP4.5;H1;487.49;3220.25;16.27;53;268;137;9.39;5.94;-7;-8;
10961;46.9936;5.0193;RCP4.5;H1;497.96;3216.95;16;53;269;136;13.97;5.57;-7;-11;
10962;46.991;5.1244;RCP4.5;H1;495.01;3245.87;16.57;52;268;137;13.96;5.84;-8;-11;
10963;46.9884;5.2295;RCP4.5;H1;498.81;3227.59;16.6;53;273;136;18.85;5.93;-7;-7;
10964;46.9858;5.3346;RCP4.5;H1;617.76;3370.89;18.1;48;260;141;21.93;6.17;-7;-7;
10965;46.983;5.4397;RCP4.5;H1;622.86;3329.01;17.23;49;260;140;22.3;6.1;-7;-9;
10966;46.9801;5.5447;RCP4.5;H1;627.81;3280.35;16.1;51;266;138;24.57;5.57;-6;-4;
10967;46.9771;5.6498;RCP4.5;H1;621.24;3266.09;15.77;51;265;139;15.79;5.2;-7;-3;
10968;46.974;5.7549;RCP4.5;H1;724.4;3262.93;14.73;51;263;138;17.45;5.23;-6;-5;
10969;46.9708;5.8599;RCP4.5;H1;836.98;2941.37;10.4;61;280;126;-5.19;3.1;-6;-2;
10970;46.9676;5.9649;RCP4.5;H1;804.34;2782.32;7.5;65;285;129;-5.37;2.4;-5;0;
10971;46.9642;6.07;RCP4.5;H1;859.16;2523.93;6.1;74;289;122;-4.92;1.9;-10;-5;
10972;46.9607;6.175;RCP4.5;H1;865.75;2458.26;5.43;76;292;120;-12.83;1.96;-11;-5;
10973;46.9572;6.2799;RCP4.5;H1;876.73;2400.36;5.13;78;295;119;-13.3;1.93;-11;-3;
10974;46.9535;6.3849;RCP4.5;H1;903.49;2293.89;4.2;83;295;119;-14.68;1.77;-12;-7;
11035;47.0056;-2.2426;RCP4.5;H1;367.05;3716.78;9.47;29;234;153;-12.55;3.57;-3;-9;
11038;47.0177;-1.9275;RCP4.5;H1;382.8;3701.2;11.37;30;232;157;-14.1;4;-4;-17;
11039;47.0216;-1.8224;RCP4.5;H1;384.65;3677.74;11.03;31;238;153;-14.98;4.06;-3;-11;
11040;47.0253;-1.7173;RCP4.5;H1;388.86;3644.91;13.37;32;249;151;-16.98;4.67;-5;-9;
11041;47.029;-1.6122;RCP4.5;H1;383.23;3659.99;13.53;32;247;150;-18.34;4.93;-4;-10;
11042;47.0326;-1.507;RCP4.5;H1;384.78;3641;13.53;32;248;150;-18.45;5.06;-5;-10;
11043;47.036;-1.4019;RCP4.5;H1;388.5;3619.21;13.13;33;250;151;-14.62;4.63;-4;-9;
11044;47.0394;-1.2967;RCP4.5;H1;394.74;3592.89;13;33;244;150;-8.97;4.43;-5;-15;
11045;47.0427;-1.1916;RCP4.5;H1;416.69;3574.26;11.73;33;251;149;-10.56;4.36;-5;-13;
11046;47.0459;-1.0864;RCP4.5;H1;380.49;3494.11;13.17;36;260;147;-3.43;4.27;-5;-10;
11047;47.049;-0.9812;RCP4.5;H1;383.42;3501.34;13.43;36;260;147;-0.32;4.36;-5;-4;
11048;47.0519;-0.876;RCP4.5;H1;384.9;3482.07;13.27;36;260;144;-0.29;4.44;-5;-4;
11049;47.0548;-0.7708;RCP4.5;H1;391.76;3406.58;12.67;38;262;142;-0.31;4.4;-5;-4;
11050;47.0576;-0.6655;RCP4.5;H1;394.48;3373.28;12.53;38;263;142;-0.37;4.33;-6;-3;
11051;47.0603;-0.5603;RCP4.5;H1;396.83;3397.97;12.37;38;262;142;2.51;4.37;-5;-3;
11052;47.0629;-0.455;RCP4.5;H1;404.82;3528.2;14.6;36;256;144;3.03;5.3;-5;-4;
11053;47.0654;-0.3498;RCP4.5;H1;349.14;3574.23;18.33;36;261;140;5.96;5.8;-5;-8;
11054;47.0679;-0.2445;RCP4.5;H1;348.63;3641.64;19.97;35;261;139;8.89;6.34;-5;-5;
11055;47.0702;-0.1392;RCP4.5;H1;345.03;3608.34;15.83;35;251;145;9.33;5.56;-5;-5;
11056;47.0724;-0.034;RCP4.5;H1;361.48;3548.87;17.07;36;265;141;6.09;5.8;-6;-1;
11057;47.0745;0.0713;RCP4.5;H1;357.42;3569.22;17.27;36;268;143;1.96;5.67;-6;2;
11058;47.0765;0.1766;RCP4.5;H1;354.7;3559.78;17;36;267;144;1.91;5.37;-6;3;
11059;47.0785;0.282;RCP4.5;H1;362.54;3539.79;15.1;36;260;145;1.46;4.73;-6;-3;
11060;47.0803;0.3873;RCP4.5;H1;367.11;3490.36;14.23;37;262;141;0.64;4.7;-6;-3;
11061;47.082;0.4926;RCP4.5;H1;360.27;3535.49;15.1;36;262;145;-1.79;4.57;-7;-3;
11062;47.0837;0.5979;RCP4.5;H1;366.62;3506.85;14.6;37;260;148;-0.23;4.63;-6;-4;
11063;47.0852;0.7033;RCP4.5;H1;380.82;3428.2;13.97;38;261;146;5.46;5.17;-7;-4;
11064;47.0867;0.8086;RCP4.5;H1;381.32;3421.97;13.77;39;261;146;5.44;5;-6;-4;
11065;47.088;0.914;RCP4.5;H1;410.11;3412.13;13.67;39;266;146;3.56;4.84;-6;0;
11066;47.0893;1.0193;RCP4.5;H1;401.05;3438.07;14.33;39;263;146;-4.4;4.93;-6;-3;
11067;47.0904;1.1247;RCP4.5;H1;404.24;3399.58;13.2;40;264;146;-4.47;4.4;-5;-3;
11068;47.0915;1.23;RCP4.5;H1;399.47;3393.84;13.03;40;265;146;-7.96;4.46;-5;-3;
11069;47.0925;1.3354;RCP4.5;H1;405.17;3348.12;14.4;42;271;142;-3.82;5.07;-6;-1;
11070;47.0933;1.4408;RCP4.5;H1;406.07;3337.34;14.23;42;271;142;-3.82;5.03;-6;-1;
11071;47.0941;1.5462;RCP4.5;H1;403.11;3357.43;14.63;41;268;142;-4.91;5.3;-7;-2;
11072;47.0948;1.6515;RCP4.5;H1;402.22;3368.11;14.77;41;268;142;-4.92;5.24;-6;-2;
11073;47.0954;1.7569;RCP4.5;H1;404.7;3371.8;14.7;41;267;141;-4.87;5.1;-6;-4;
11074;47.0958;1.8623;RCP4.5;H1;411.85;3380.69;14.7;41;267;141;2.39;4.93;-6;-3;
11075;47.0962;1.9677;RCP4.5;H1;437.44;3407.92;16.07;41;268;141;0.7;5.24;-6;-5;
11076;47.0965;2.0731;RCP4.5;H1;436.71;3406.68;16.83;42;268;140;-0.12;5.26;-6;-11;
11077;47.0967;2.1784;RCP4.5;H1;443.25;3422.12;17.1;41;267;141;3.65;5.37;-7;-11;
11078;47.0968;2.2838;RCP4.5;H1;444.02;3413.45;16.93;42;267;141;3.72;5.2;-6;-11;
11079;47.0968;2.3892;RCP4.5;H1;444.27;3385.66;16.3;42;265;141;2.82;5.3;-7;-9;
11080;47.0967;2.4946;RCP4.5;H1;461.33;3384.54;16.7;42;269;143;0.29;5.5;-7;-10;
11081;47.0965;2.6;RCP4.5;H1;464.95;3346.45;15.87;43;269;141;0.25;5.44;-7;-10;
11082;47.0962;2.7054;RCP4.5;H1;468.3;3309.12;15;44;270;141;-0.17;4.93;-7;-12;
11083;47.0959;2.8108;RCP4.5;H1;470.29;3287.98;14.77;45;272;141;-0.2;4.9;-6;-10;
11084;47.0954;2.9161;RCP4.5;H1;466.06;3303.39;15;45;270;138;-1.68;4.93;-6;-9;
11085;47.0948;3.0215;RCP4.5;H1;472.81;3235.93;14.9;46;280;133;0.82;4.77;-7;-6;
11086;47.0941;3.1269;RCP4.5;H1;484.6;3130.08;12.6;49;281;131;0.7;4.1;-6;-7;
11087;47.0933;3.2323;RCP4.5;H1;502.3;3143.55;13.2;48;280;132;-11.8;4.23;-6;-7;
11088;47.0925;3.3377;RCP4.5;H1;509.32;3011.42;9.9;51;283;132;-19.24;3.3;-7;-6;
11089;47.0915;3.443;RCP4.5;H1;511.25;2999.62;9.33;51;283;132;-19.46;2.96;-7;-5;
11090;47.0905;3.5484;RCP4.5;H1;535.1;3197.45;14.37;48;278;134;-6.11;5.07;-6;-2;
11091;47.0893;3.6537;RCP4.5;H1;534.92;3227.94;15;48;277;133;-0.24;5.1;-6;-6;
11092;47.088;3.7591;RCP4.5;H1;538.75;3196.55;14.27;48;277;133;-0.23;4.8;-6;-7;
11093;47.0867;3.8644;RCP4.5;H1;617.71;3088.88;12.9;53;276;136;-17.5;4.27;-6;-3;
11094;47.0852;3.9698;RCP4.5;H1;649.03;2952.25;7.93;56;272;138;-19.92;2.66;-5;-6;
11095;47.0837;4.0751;RCP4.5;H1;625.75;2782.24;5.27;61;279;137;-26.06;2.17;-6;-6;
11096;47.0821;4.1805;RCP4.5;H1;601.71;2907.87;8.03;57;277;137;-18;2.76;-7;-3;
11097;47.0803;4.2858;RCP4.5;H1;590.26;2962.57;9.67;56;275;135;-16.88;3.04;-7;-5;
11098;47.0785;4.3911;RCP4.5;H1;488.18;3005.24;12.03;57;278;129;0.47;4.16;-6;-3;
11099;47.0766;4.4964;RCP4.5;H1;504.42;2989.31;11.7;57;280;129;10.01;4.23;-7;-2;
11100;47.0745;4.6017;RCP4.5;H1;511.07;2944.03;9.97;58;279;131;9.76;3.5;-7;-2;
11101;47.0724;4.707;RCP4.5;H1;542.35;2940.02;8.33;61;272;139;16.93;3;-6;-3;
11102;47.0702;4.8123;RCP4.5;H1;506.84;3132.75;13.87;55;267;139;8.55;4.54;-8;-8;
11103;47.0679;4.9176;RCP4.5;H1;491.56;3160.6;15.1;55;274;136;7.13;5.53;-7;-4;
11104;47.0655;5.0229;RCP4.5;H1;494.59;3192.4;15.8;54;270;136;10.18;5.73;-7;-7;
11105;47.063;5.1281;RCP4.5;H1;496.91;3227.37;16.13;53;269;137;13.96;5.66;-7;-10;
11106;47.0604;5.2334;RCP4.5;H1;497.12;3242.04;16.87;52;273;136;18.89;6;-7;-7;
11107;47.0577;5.3386;RCP4.5;H1;619.07;3359.86;17.83;48;260;140;21.99;6.13;-7;-7;
11108;47.0549;5.4438;RCP4.5;H1;622.93;3329.01;17.23;49;260;140;22.36;6.1;-7;-9;
11109;47.052;5.549;RCP4.5;H1;628.87;3271.72;15.97;51;267;137;24.54;5.6;-6;-3;
11110;47.049;5.6542;RCP4.5;H1;630.56;3240.28;15.43;52;267;135;24.39;5.43;-6;-5;
11111;47.0459;5.7594;RCP4.5;H1;634.18;3210.76;15.1;52;270;134;24.37;5.43;-7;-2;
11112;47.0427;5.8646;RCP4.5;H1;672.05;3066.07;13.13;56;277;133;10.71;4.66;-6;0;
11113;47.0395;5.9698;RCP4.5;H1;763.59;3015.86;11;58;275;133;2.01;3.1;-8;-5;
11114;47.0361;6.0749;RCP4.5;H1;808.57;2800.68;7.7;64;282;128;1.72;2.2;-6;-1;
11115;47.0326;6.1801;RCP4.5;H1;835.57;2669.59;5.57;68;288;128;4.33;1.7;-6;0;
11116;47.029;6.2852;RCP4.5;H1;842.15;2635.41;5.23;69;288;129;4.53;1.83;-7;-1;
11117;47.0254;6.3903;RCP4.5;H1;934.57;2261.97;3.9;83;297;118;10.86;1.57;-11;-6;
11118;47.0216;6.4954;RCP4.5;H1;904.89;2271.33;3.1;83;291;122;8.49;1.57;-10;-9;
11119;47.0178;6.6005;RCP4.5;H1;921.51;2192.54;2.23;86;293;121;8.39;1.23;-10;-10;
11181;47.0896;-1.9332;RCP4.5;H1;386.54;3676.47;11.07;31;233;155;-13.44;3.8;-4;-12;
11182;47.0934;-1.8279;RCP4.5;H1;385.72;3674.68;11.1;31;234;155;-13.32;4.03;-4;-14;
11183;47.0972;-1.7227;RCP4.5;H1;386.19;3683.87;13.5;32;245;154;-15.62;4.53;-4;-11;
11184;47.1009;-1.6174;RCP4.5;H1;387.27;3682.64;13.63;32;246;151;-14.77;4.7;-4;-11;
11185;47.1044;-1.5122;RCP4.5;H1;386.52;3642.32;13.37;32;249;153;-14.54;4.7;-5;-9;
11186;47.1079;-1.4069;RCP4.5;H1;389.42;3608.65;13.03;33;250;150;-14.68;4.56;-4;-9;
11187;47.1113;-1.3016;RCP4.5;H1;392.21;3622;13.23;33;243;150;-8.88;4.33;-4;-14;
11188;47.1146;-1.1963;RCP4.5;H1;371.19;3566.48;13.9;34;253;146;-4.61;4.7;-6;-13;
11189;47.1178;-1.091;RCP4.5;H1;377.23;3534.64;13.4;35;260;147;-3.32;4.3;-5;-9;
11190;47.1209;-0.9856;RCP4.5;H1;374.83;3504.77;13.67;36;258;147;-7.83;4.8;-5;-8;
11191;47.1238;-0.8803;RCP4.5;H1;375.97;3489.97;13.5;36;259;147;-7.85;4.63;-5;-7;
11192;47.1267;-0.7749;RCP4.5;H1;386.24;3419.42;12.87;38;260;142;-4.96;4.47;-5;-6;
11193;47.1295;-0.6696;RCP4.5;H1;395.04;3385.35;12.4;38;263;143;-1.92;4.3;-5;-5;
11194;47.1323;-0.5642;RCP4.5;H1;388.84;3459.47;12.9;37;261;144;-1.79;4.47;-5;-4;
11195;47.1349;-0.4588;RCP4.5;H1;346.1;3480.61;13.87;37;256;143;2.9;4.6;-5;-6;
11196;47.1374;-0.3534;RCP4.5;H1;341.49;3551.27;15.13;36;254;144;3.06;5.33;-5;-5;
11197;47.1398;-0.248;RCP4.5;H1;345.19;3569.67;15.47;35;257;144;6.56;5.44;-6;-1;
11198;47.1421;-0.1426;RCP4.5;H1;345.36;3617.15;15.97;35;256;145;8.16;5.2;-5;0;
11199;47.1443;-0.0371;RCP4.5;H1;346.27;3603.65;15.87;35;257;145;8.13;5.27;-5;0;
11200;47.1465;0.0683;RCP4.5;H1;362.42;3506.83;15.87;37;267;143;1.82;5.34;-6;1;
11201;47.1485;0.1737;RCP4.5;H1;362.1;3545.66;15.23;36;259;145;1.5;4.76;-6;-4;
11202;47.1504;0.2792;RCP4.5;H1;365.62;3528.31;14.93;36;258;141;1.36;4.3;-7;-6;
11203;47.1522;0.3847;RCP4.5;H1;364.83;3520.94;14.8;37;262;141;0.81;4.63;-6;-3;
11204;47.154;0.4901;RCP4.5;H1;363.4;3494.29;14.33;37;260;145;-1.92;4.46;-6;-5;
11205;47.1556;0.5956;RCP4.5;H1;372.34;3434.12;14.03;39;263;145;0.58;4.86;-6;-1;
