Point;Latitude;Longitude;Contexte;P̩riode;Saison;NORTAV;NORTXAV;ATAV;ATXAV;
8520;45.79;3.9313;RCP2.6;H1;3;19.11;24.66;1.64;1.92;
8521;45.7885;4.0342;RCP2.6;H1;3;21.01;26.24;1.74;2;
8522;45.7869;4.137;RCP2.6;H1;3;21.22;26.7;1.62;2;
8523;45.7852;4.2399;RCP2.6;H1;3;20.99;26.38;1.62;2;
8524;45.7834;4.3427;RCP2.6;H1;3;20.01;24.65;1.7;2.01;
8525;45.7815;4.4456;RCP2.6;H1;3;19.91;24.41;1.72;2;
8526;45.7795;4.5484;RCP2.6;H1;3;20.96;25.33;1.69;1.95;
8527;45.7775;4.6512;RCP2.6;H1;3;21.13;25.41;1.87;2.04;
8528;45.7753;4.754;RCP2.6;H1;3;22.31;26.62;1.86;2.02;
8529;45.773;4.8568;RCP2.6;H1;3;22.77;27.22;1.78;1.96;
8530;45.7707;4.9596;RCP2.6;H1;3;22.81;27.34;1.78;2.03;
8531;45.7682;5.0624;RCP2.6;H1;3;22.35;27.36;1.73;1.98;
8532;45.7657;5.1652;RCP2.6;H1;3;22.36;27.43;1.76;2.07;
8533;45.7631;5.2679;RCP2.6;H1;3;21.98;27.04;1.8;2.11;
8534;45.7603;5.3707;RCP2.6;H1;3;21.85;26.93;1.85;2.18;
8535;45.7575;5.4734;RCP2.6;H1;3;21.1;26.56;1.92;2.14;
8536;45.7546;5.5762;RCP2.6;H1;3;19.64;24.92;1.97;2.22;
8537;45.7516;5.6789;RCP2.6;H1;3;21.1;26.51;2;2.16;
8538;45.7485;5.7816;RCP2.6;H1;3;20.65;25.64;1.72;1.93;
8539;45.7453;5.8843;RCP2.6;H1;3;20.7;25.69;1.72;1.92;
8540;45.742;5.987;RCP2.6;H1;3;19.82;25.15;1.56;1.87;
8541;45.7386;6.0897;RCP2.6;H1;3;18.08;22.8;1.67;1.94;
8542;45.7351;6.1923;RCP2.6;H1;3;16.47;20.78;1.63;1.88;
8543;45.7315;6.295;RCP2.6;H1;3;18.28;23.4;1.73;1.94;
8544;45.7279;6.3976;RCP2.6;H1;3;19.06;23.72;1.68;1.88;
8545;45.7241;6.5002;RCP2.6;H1;3;16.43;20.64;1.66;1.77;
8546;45.7202;6.6028;RCP2.6;H1;3;15.2;18.9;1.76;1.96;
8547;45.7163;6.7054;RCP2.6;H1;3;11.24;13.68;1.76;1.84;
8548;45.7122;6.808;RCP2.6;H1;3;9.35;11.65;2;2.15;
8549;45.7081;6.9106;RCP2.6;H1;3;11.12;13.94;0;0;
8613;45.8171;-1.2159;RCP2.6;H1;3;21.19;25.11;0;0;
8614;45.8203;-1.113;RCP2.6;H1;3;21.2;25.12;1.49;1.74;
8615;45.8234;-1.0102;RCP2.6;H1;3;21.17;25.15;1.43;1.75;
8616;45.8265;-0.9073;RCP2.6;H1;3;21.44;26.41;1.59;1.84;
8617;45.8294;-0.8044;RCP2.6;H1;3;21.42;26.4;1.61;1.88;
8618;45.8322;-0.7016;RCP2.6;H1;3;21.42;26.41;1.59;1.87;
8619;45.8349;-0.5987;RCP2.6;H1;3;20.99;26.05;1.6;1.91;
8620;45.8376;-0.4958;RCP2.6;H1;3;20.93;25.98;1.61;1.92;
8621;45.8401;-0.3929;RCP2.6;H1;3;21.09;26.13;1.61;1.89;
8622;45.8426;-0.29;RCP2.6;H1;3;21;26.03;1.61;1.9;
8623;45.8449;-0.187;RCP2.6;H1;3;20.69;25.73;1.61;1.93;
8624;45.8472;-0.0841;RCP2.6;H1;3;21.07;26.3;1.69;2.01;
8625;45.8494;0.0189;RCP2.6;H1;3;21.26;26.53;1.68;1.98;
8626;45.8515;0.1218;RCP2.6;H1;3;21.17;26.43;1.68;1.99;
8627;45.8534;0.2248;RCP2.6;H1;3;21.13;26.38;1.68;2;
8628;45.8553;0.3277;RCP2.6;H1;3;21.03;26.29;1.66;2.02;
8629;45.8571;0.4307;RCP2.6;H1;3;21.11;26.33;1.63;2.08;
8630;45.8588;0.5337;RCP2.6;H1;3;20.84;25.94;1.64;2.09;
8631;45.8604;0.6367;RCP2.6;H1;3;20.67;25.7;1.66;2.11;
8632;45.8619;0.7397;RCP2.6;H1;3;20.74;25.83;1.66;2.14;
8633;45.8633;0.8427;RCP2.6;H1;3;20.73;25.89;1.65;2.18;
8634;45.8647;0.9457;RCP2.6;H1;3;20.58;25.68;1.66;2.21;
8635;45.8659;1.0487;RCP2.6;H1;3;20.4;25.41;1.67;2.22;
8636;45.867;1.1517;RCP2.6;H1;3;19.98;24.63;1.72;2.23;
8637;45.8681;1.2547;RCP2.6;H1;3;20.44;25.38;1.71;2.21;
8638;45.869;1.3577;RCP2.6;H1;3;20.55;25.6;1.7;2.22;
8639;45.8699;1.4608;RCP2.6;H1;3;20.3;25.17;1.67;2.18;
8640;45.8706;1.5638;RCP2.6;H1;3;19.75;24.16;1.62;2.09;
8641;45.8713;1.6668;RCP2.6;H1;3;19.47;23.59;1.66;2.09;
8642;45.8718;1.7698;RCP2.6;H1;3;19.15;24.19;1.63;2.03;
8643;45.8723;1.8729;RCP2.6;H1;3;18.24;22.75;1.6;1.98;
8644;45.8727;1.9759;RCP2.6;H1;3;18.37;22.97;1.6;1.98;
8645;45.873;2.079;RCP2.6;H1;3;18.3;22.85;1.6;1.97;
8646;45.8732;2.182;RCP2.6;H1;3;18.54;23.28;1.59;1.98;
8647;45.8733;2.285;RCP2.6;H1;3;18.05;21.94;1.6;1.9;
8648;45.8733;2.3881;RCP2.6;H1;3;17.9;21.94;1.56;1.89;
8649;45.8732;2.4911;RCP2.6;H1;3;17.91;21.94;1.56;1.87;
8650;45.873;2.5941;RCP2.6;H1;3;18.3;22.6;1.52;1.85;
8651;45.8727;2.6972;RCP2.6;H1;3;18.61;23.06;1.57;1.89;
8652;45.8723;2.8002;RCP2.6;H1;3;18.18;22.34;1.58;1.87;
8653;45.8718;2.9032;RCP2.6;H1;3;17.63;21.78;1.52;1.77;
8654;45.8713;3.0063;RCP2.6;H1;3;18.52;22.9;1.65;1.88;
8655;45.8706;3.1093;RCP2.6;H1;3;20.53;25.43;1.64;1.89;
8656;45.8699;3.2123;RCP2.6;H1;3;20.97;26.11;1.68;1.93;
8657;45.869;3.3154;RCP2.6;H1;3;20.97;26.11;1.68;1.93;
8658;45.8681;3.4184;RCP2.6;H1;3;20.52;26.02;1.61;1.99;
8659;45.867;3.5214;RCP2.6;H1;3;20.04;25.31;1.56;1.92;
8660;45.8659;3.6244;RCP2.6;H1;3;18.45;23.12;1.54;1.86;
8661;45.8647;3.7274;RCP2.6;H1;3;17.72;22.72;1.52;1.79;
8662;45.8634;3.8304;RCP2.6;H1;3;18.4;23.61;1.64;1.9;
8663;45.8619;3.9334;RCP2.6;H1;3;19.25;24.83;1.63;1.92;
8664;45.8604;4.0364;RCP2.6;H1;3;20.95;26.16;1.75;2;
8665;45.8588;4.1394;RCP2.6;H1;3;20.99;26.39;1.62;2;
8666;45.8571;4.2424;RCP2.6;H1;3;20.25;25.01;1.66;1.98;
8667;45.8553;4.3454;RCP2.6;H1;3;19.03;22.83;1.72;1.92;
8668;45.8535;4.4483;RCP2.6;H1;3;19.94;24.11;1.71;1.94;
8669;45.8515;4.5513;RCP2.6;H1;3;21.23;25.3;1.78;1.92;
8670;45.8494;4.6542;RCP2.6;H1;3;21.88;26.26;1.84;1.98;
8671;45.8472;4.7572;RCP2.6;H1;3;21.78;26.38;1.81;2;
8672;45.845;4.8601;RCP2.6;H1;3;22.32;26.7;1.83;2.05;
8673;45.8426;4.963;RCP2.6;H1;3;21.31;26.23;1.76;2.05;
8674;45.8402;5.066;RCP2.6;H1;3;21.6;26.51;1.75;2.02;
8675;45.8376;5.1689;RCP2.6;H1;3;21.64;26.58;1.75;2.05;
8676;45.835;5.2718;RCP2.6;H1;3;21.63;26.59;1.77;2.09;
8677;45.8322;5.3747;RCP2.6;H1;3;22;27.09;1.83;2.17;
8678;45.8294;5.4775;RCP2.6;H1;3;19.54;24.81;1.97;2.23;
8679;45.8265;5.5804;RCP2.6;H1;3;18.78;23.73;1.99;2.21;
8680;45.8235;5.6833;RCP2.6;H1;3;20.83;26.38;1.88;2.13;
8681;45.8204;5.7861;RCP2.6;H1;3;21.29;26.67;1.95;2.11;
8682;45.8172;5.8889;RCP2.6;H1;3;20.35;25.3;1.85;2.1;
8683;45.8139;5.9918;RCP2.6;H1;3;20.75;25.72;1.74;1.97;
8684;45.8105;6.0946;RCP2.6;H1;3;17.94;22.51;1.8;2.03;
8685;45.807;6.1974;RCP2.6;H1;3;19.48;24.36;1.72;1.99;
8686;45.8034;6.3002;RCP2.6;H1;3;16.57;20.94;1.59;1.85;
8687;45.7997;6.4029;RCP2.6;H1;3;15.67;19.31;1.71;1.83;
8688;45.796;6.5057;RCP2.6;H1;3;16.38;20.62;1.64;1.81;
8689;45.7921;6.6084;RCP2.6;H1;3;13.95;16.98;1.71;1.76;
8690;45.7882;6.7112;RCP2.6;H1;3;12.17;14.74;1.65;1.65;
8691;45.7841;6.8139;RCP2.6;H1;3;7.11;9.19;0;0;
8755;45.8857;-1.3235;RCP2.6;H1;3;21.22;25.14;0;0;
8756;45.889;-1.2205;RCP2.6;H1;3;21.2;25.12;1.49;1.74;
8757;45.8922;-1.1175;RCP2.6;H1;3;21.23;25.14;1.49;1.74;
8758;45.8954;-1.0146;RCP2.6;H1;3;21.14;25.12;1.43;1.75;
8759;45.8984;-0.9116;RCP2.6;H1;3;21.51;26.49;1.59;1.84;
8760;45.9013;-0.8086;RCP2.6;H1;3;21.53;26.52;1.61;1.88;
8761;45.9041;-0.7056;RCP2.6;H1;3;21.07;26.13;1.57;1.87;
8762;45.9069;-0.6025;RCP2.6;H1;3;20.9;25.94;1.57;1.87;
8763;45.9095;-0.4995;RCP2.6;H1;3;20.98;26.02;1.59;1.88;
8764;45.9121;-0.3965;RCP2.6;H1;3;20.93;25.96;1.59;1.88;
8765;45.9145;-0.2934;RCP2.6;H1;3;20.8;25.83;1.59;1.89;
8766;45.9169;-0.1903;RCP2.6;H1;3;20.66;25.7;1.59;1.92;
8767;45.9192;-0.0873;RCP2.6;H1;3;21.12;26.35;1.68;1.99;
8768;45.9213;0.0158;RCP2.6;H1;3;21.17;26.41;1.68;1.98;
8769;45.9234;0.1189;RCP2.6;H1;3;21.15;26.4;1.66;1.97;
8770;45.9254;0.222;RCP2.6;H1;3;21.12;26.36;1.67;1.98;
8771;45.9273;0.3251;RCP2.6;H1;3;20.95;26.18;1.66;2.01;
8772;45.9291;0.4282;RCP2.6;H1;3;20.7;25.94;1.65;2.07;
8773;45.9308;0.5313;RCP2.6;H1;3;20.79;25.87;1.65;2.09;
8774;45.9324;0.6344;RCP2.6;H1;3;20.76;25.82;1.66;2.11;
8775;45.9339;0.7376;RCP2.6;H1;3;20.63;25.67;1.66;2.14;
8776;45.9353;0.8407;RCP2.6;H1;3;20.52;25.55;1.67;2.18;
8777;45.9366;0.9438;RCP2.6;H1;3;20.42;25.42;1.67;2.2;
8778;45.9379;1.047;RCP2.6;H1;3;20.34;25.31;1.67;2.21;
8779;45.939;1.1501;RCP2.6;H1;3;20.44;25.46;1.68;2.24;
8780;45.94;1.2533;RCP2.6;H1;3;19.98;24.53;1.69;2.17;
8781;45.941;1.3564;RCP2.6;H1;3;20.03;24.63;1.69;2.17;
8782;45.9418;1.4596;RCP2.6;H1;3;19.92;24.5;1.66;2.12;
8783;45.9426;1.5628;RCP2.6;H1;3;19.76;24.22;1.61;2.06;
8784;45.9432;1.6659;RCP2.6;H1;3;19.48;23.57;1.66;2.07;
8785;45.9438;1.7691;RCP2.6;H1;3;19.21;23.08;1.65;2;
8786;45.9443;1.8723;RCP2.6;H1;3;18.73;22.24;1.66;1.93;
8787;45.9447;1.9754;RCP2.6;H1;3;18.6;22.83;1.65;1.97;
8788;45.9449;2.0786;RCP2.6;H1;3;18.36;22.44;1.66;1.97;
8789;45.9451;2.1818;RCP2.6;H1;3;18.61;22.92;1.57;1.93;
8790;45.9452;2.285;RCP2.6;H1;3;18.33;22.45;1.6;1.94;
8791;45.9452;2.3881;RCP2.6;H1;3;18.35;22.75;1.51;1.9;
8792;45.9451;2.4913;RCP2.6;H1;3;18.12;22.37;1.52;1.9;
8793;45.945;2.5945;RCP2.6;H1;3;18.25;22.58;1.52;1.9;
8794;45.9447;2.6976;RCP2.6;H1;3;18.69;23.2;1.59;1.94;
8795;45.9443;2.8008;RCP2.6;H1;3;18.61;23.06;1.59;1.94;
8796;45.9438;2.904;RCP2.6;H1;3;18.36;22.73;1.58;1.84;
8797;45.9433;3.0072;RCP2.6;H1;3;18.84;23.36;1.64;1.9;
8798;45.9426;3.1103;RCP2.6;H1;3;20.45;25.34;1.64;1.92;
8799;45.9418;3.2135;RCP2.6;H1;3;20.92;26.03;1.67;1.93;
8800;45.941;3.3166;RCP2.6;H1;3;20.89;26.15;1.56;1.93;
8801;45.94;3.4198;RCP2.6;H1;3;20.87;26.57;1.6;1.99;
8802;45.939;3.523;RCP2.6;H1;3;19.85;25.02;1.56;1.91;
8803;45.9379;3.6261;RCP2.6;H1;3;17.52;21.74;1.56;1.85;
8804;45.9366;3.7292;RCP2.6;H1;3;16.8;21.38;1.53;1.78;
8805;45.9353;3.8324;RCP2.6;H1;3;17.79;22.81;1.56;1.85;
8806;45.9339;3.9355;RCP2.6;H1;3;18.72;24.14;1.56;1.87;
8807;45.9324;4.0386;RCP2.6;H1;3;20.21;24.9;1.77;1.96;
8808;45.9308;4.1418;RCP2.6;H1;3;19.99;24.69;1.66;1.94;
8809;45.9291;4.2449;RCP2.6;H1;3;20.44;25.26;1.65;1.95;
8810;45.9273;4.348;RCP2.6;H1;3;19.42;23.38;1.68;1.9;
8811;45.9254;4.4511;RCP2.6;H1;3;20.41;24.64;1.83;1.99;
8812;45.9234;4.5542;RCP2.6;H1;3;21.33;25.47;1.76;1.92;
8813;45.9214;4.6573;RCP2.6;H1;3;21.73;25.99;1.87;1.96;
8814;45.9192;4.7604;RCP2.6;H1;3;22.34;26.79;1.73;1.88;
8815;45.9169;4.8634;RCP2.6;H1;3;21.27;26.11;1.79;2;
8816;45.9146;4.9665;RCP2.6;H1;3;21.08;25.99;1.79;2.06;
8817;45.9121;5.0695;RCP2.6;H1;3;21.11;26.03;1.78;2.07;
8818;45.9096;5.1726;RCP2.6;H1;3;21.29;26.21;1.78;2.07;
8819;45.9069;5.2756;RCP2.6;H1;3;21.48;26.44;1.78;2.11;
8820;45.9042;5.3786;RCP2.6;H1;3;20.49;26.05;1.9;2.18;
8821;45.9013;5.4817;RCP2.6;H1;3;19.06;24.19;1.85;2.1;
8822;45.8984;5.5847;RCP2.6;H1;3;17.82;22.51;1.88;2.1;
8823;45.8954;5.6877;RCP2.6;H1;3;19.81;25.09;1.79;2.08;
8824;45.8923;5.7906;RCP2.6;H1;3;19.02;23.97;1.91;2.11;
8825;45.8891;5.8936;RCP2.6;H1;3;20.31;25.23;1.82;2.04;
8826;45.8858;5.9966;RCP2.6;H1;3;20.73;25.69;1.79;2.02;
8827;45.8824;6.0995;RCP2.6;H1;3;20.21;25.19;1.69;1.97;
8828;45.8789;6.2024;RCP2.6;H1;3;19.71;25.17;1.76;2.09;
8829;45.8753;6.3054;RCP2.6;H1;3;17.51;22.35;1.6;1.89;
8830;45.8716;6.4083;RCP2.6;H1;3;15.27;18.66;1.72;1.81;
8831;45.8678;6.5111;RCP2.6;H1;3;14.35;17.65;1.66;1.75;
8832;45.864;6.614;RCP2.6;H1;3;15.72;19.79;1.68;1.8;
8833;45.86;6.7169;RCP2.6;H1;3;15.14;18.82;1.63;1.76;
8834;45.856;6.8197;RCP2.6;H1;3;7.54;9.6;1.54;1.52;
8835;45.8518;6.9226;RCP2.6;H1;3;5.24;7.14;0;0;
8836;45.8476;7.0254;RCP2.6;H1;3;9.32;11.64;0;0;
8898;45.9576;-1.3283;RCP2.6;H1;3;21.19;25.11;1.48;1.74;
8899;45.9609;-1.2252;RCP2.6;H1;3;21.22;25.14;1.49;1.74;
8900;45.9641;-1.1221;RCP2.6;H1;3;21.11;24.88;0;0;
8901;45.9673;-1.019;RCP2.6;H1;3;21.1;24.87;1.44;1.72;
8902;45.9703;-0.9158;RCP2.6;H1;3;21.14;26.21;1.54;1.83;
8903;45.9732;-0.8127;RCP2.6;H1;3;21.11;26.16;1.55;1.82;
8904;45.9761;-0.7095;RCP2.6;H1;3;21.06;26.13;1.54;1.84;
8905;45.9788;-0.6064;RCP2.6;H1;3;21;26.06;1.53;1.83;
8906;45.9814;-0.5032;RCP2.6;H1;3;20.91;25.95;1.56;1.86;
8907;45.984;-0.4;RCP2.6;H1;3;20.92;25.96;1.59;1.89;
8908;45.9865;-0.2969;RCP2.6;H1;3;20.73;25.76;1.59;1.9;
8909;45.9888;-0.1937;RCP2.6;H1;3;20.49;25.54;1.6;1.94;
8910;45.9911;-0.0904;RCP2.6;H1;3;21.05;26.04;1.69;1.98;
8911;45.9933;0.0128;RCP2.6;H1;3;21.11;26.34;1.68;1.99;
8912;45.9953;0.116;RCP2.6;H1;3;20.99;26.19;1.68;1.99;
8913;45.9973;0.2192;RCP2.6;H1;3;21.02;26.25;1.66;1.99;
8914;45.9992;0.3225;RCP2.6;H1;3;20.77;25.92;1.67;2;
8915;46.001;0.4257;RCP2.6;H1;3;20.62;25.8;1.64;2.02;
8916;46.0027;0.529;RCP2.6;H1;3;20.82;25.88;1.63;2.04;
8917;46.0043;0.6322;RCP2.6;H1;3;20.78;25.84;1.65;2.08;
8918;46.0058;0.7355;RCP2.6;H1;3;20.65;25.69;1.64;2.1;
8919;46.0073;0.8387;RCP2.6;H1;3;20.37;25.3;1.68;2.14;
8920;46.0086;0.942;RCP2.6;H1;3;19.78;24.22;1.73;2.17;
8921;46.0098;1.0453;RCP2.6;H1;3;20.07;24.81;1.69;2.2;
8922;46.011;1.1486;RCP2.6;H1;3;20.26;25.19;1.69;2.21;
8923;46.012;1.2519;RCP2.6;H1;3;19.87;24.42;1.68;2.16;
8924;46.0129;1.3552;RCP2.6;H1;3;19.34;23.36;1.7;2.1;
8925;46.0138;1.4585;RCP2.6;H1;3;19.18;23.07;1.71;2.1;
8926;46.0146;1.5617;RCP2.6;H1;3;19.28;23.28;1.65;2.04;
8927;46.0152;1.6651;RCP2.6;H1;3;19.59;23.78;1.65;2.07;
8928;46.0158;1.7684;RCP2.6;H1;3;19.37;23.39;1.63;2.01;
8929;46.0163;1.8717;RCP2.6;H1;3;18.87;23.26;1.67;2.01;
8930;46.0166;1.975;RCP2.6;H1;3;18.69;22.96;1.69;2.02;
8931;46.0169;2.0783;RCP2.6;H1;3;18.91;23.35;1.65;2.01;
8932;46.0171;2.1816;RCP2.6;H1;3;18.74;23.11;1.64;2.02;
8933;46.0172;2.2849;RCP2.6;H1;3;18.71;23.05;1.64;2.02;
8934;46.0172;2.3882;RCP2.6;H1;3;18.36;22.5;1.63;1.98;
8935;46.0171;2.4915;RCP2.6;H1;3;18.75;23.43;1.52;1.95;
8936;46.0169;2.5948;RCP2.6;H1;3;18.66;23.27;1.52;1.95;
8937;46.0166;2.6981;RCP2.6;H1;3;18.31;22.57;1.6;1.92;
8938;46.0163;2.8014;RCP2.6;H1;3;18.61;23.06;1.59;1.94;
8939;46.0158;2.9047;RCP2.6;H1;3;18.95;23.58;1.61;1.93;
8940;46.0152;3.008;RCP2.6;H1;3;19.07;23.73;1.66;1.98;
8941;46.0146;3.1113;RCP2.6;H1;3;20.09;24.76;1.66;1.92;
8942;46.0138;3.2146;RCP2.6;H1;3;20.64;25.6;1.66;1.92;
8943;46.013;3.3179;RCP2.6;H1;3;20.74;25.85;1.61;1.94;
8944;46.012;3.4212;RCP2.6;H1;3;20.93;26.16;1.61;1.94;
8945;46.011;3.5245;RCP2.6;H1;3;19.36;24.05;1.58;1.87;
8946;46.0098;3.6278;RCP2.6;H1;3;18.92;23.47;1.55;1.79;
8947;46.0086;3.7311;RCP2.6;H1;3;18.28;22.46;1.56;1.79;
8948;46.0073;3.8343;RCP2.6;H1;3;16.91;21.52;1.59;1.82;
8949;46.0059;3.9376;RCP2.6;H1;3;19.53;23.94;1.63;1.87;
8950;46.0044;4.0409;RCP2.6;H1;3;20.77;25.96;1.7;1.96;
8951;46.0027;4.1441;RCP2.6;H1;3;20.55;25.69;1.64;1.98;
8952;46.001;4.2474;RCP2.6;H1;3;20.77;25.78;1.63;1.95;
8953;45.9993;4.3506;RCP2.6;H1;3;20.25;24.59;1.63;1.9;
8954;45.9974;4.4539;RCP2.6;H1;3;20.05;24.08;1.89;2.02;
8955;45.9954;4.5571;RCP2.6;H1;3;20.43;24.67;1.83;1.99;
8956;45.9933;4.6603;RCP2.6;H1;3;21.92;26.28;1.84;1.96;
8957;45.9911;4.7635;RCP2.6;H1;3;21.65;26.48;1.75;1.94;
8958;45.9889;4.8667;RCP2.6;H1;3;21.17;26;1.79;1.98;
8959;45.9865;4.9699;RCP2.6;H1;3;21.07;25.98;1.77;2.04;
8960;45.984;5.0731;RCP2.6;H1;3;21.1;26.01;1.77;2.04;
8961;45.9815;5.1763;RCP2.6;H1;3;20.96;25.93;1.73;2.07;
8962;45.9788;5.2795;RCP2.6;H1;3;21.26;26.24;1.71;2.05;
8963;45.9761;5.3826;RCP2.6;H1;3;20.1;25.6;1.82;2.15;
8964;45.9733;5.4858;RCP2.6;H1;3;18.79;23.86;1.71;2.04;
8965;45.9703;5.5889;RCP2.6;H1;3;17.64;22.37;1.7;1.96;
8966;45.9673;5.6921;RCP2.6;H1;3;18.37;23.29;1.67;1.96;
8967;45.9642;5.7952;RCP2.6;H1;3;19.05;23.68;1.9;2.11;
8968;45.961;5.8983;RCP2.6;H1;3;20.38;25.3;1.81;2.03;
8969;45.9577;6.0014;RCP2.6;H1;3;20.26;25.21;1.84;2.09;
8970;45.9543;6.1044;RCP2.6;H1;3;20.02;25;1.72;1.99;
8971;45.9508;6.2075;RCP2.6;H1;3;18.56;23.84;1.8;2.07;
8972;45.9472;6.3106;RCP2.6;H1;3;15.28;18.73;1.67;1.79;
8973;45.9435;6.4136;RCP2.6;H1;3;16.4;20.6;1.79;2.05;
8974;45.9397;6.5166;RCP2.6;H1;3;13.32;15.9;1.82;1.91;
8975;45.9358;6.6196;RCP2.6;H1;3;17.72;23.16;1.62;1.77;
8976;45.9319;6.7226;RCP2.6;H1;3;16.78;21.66;1.76;1.88;
8977;45.9278;6.8256;RCP2.6;H1;3;14.31;17.45;1.74;1.77;
8978;45.9237;6.9286;RCP2.6;H1;3;10.44;13.02;2.08;2.34;
8979;45.9194;7.0315;RCP2.6;H1;3;6.4;8.26;0;0;
9040;46.0261;-1.4363;RCP2.6;H1;3;21.22;25.14;0;0;
9041;46.0295;-1.3331;RCP2.6;H1;3;21.17;25.15;0;0;
9043;46.036;-1.1266;RCP2.6;H1;3;21.11;24.9;0;0;
9044;46.0392;-1.0234;RCP2.6;H1;3;21.1;24.9;1.43;1.74;
9045;46.0422;-0.9201;RCP2.6;H1;3;21.13;26.18;1.55;1.82;
9046;46.0451;-0.8168;RCP2.6;H1;3;21.11;26.17;1.54;1.82;
9047;46.048;-0.7136;RCP2.6;H1;3;21;26.06;1.53;1.83;
9048;46.0507;-0.6103;RCP2.6;H1;3;20.95;26;1.56;1.86;
9049;46.0534;-0.507;RCP2.6;H1;3;20.87;25.91;1.56;1.86;
9050;46.0559;-0.4036;RCP2.6;H1;3;20.93;25.96;1.59;1.88;
9051;46.0584;-0.3003;RCP2.6;H1;3;20.66;25.7;1.59;1.91;
9052;46.0608;-0.197;RCP2.6;H1;3;20.96;25.92;1.68;1.97;
9053;46.063;-0.0936;RCP2.6;H1;3;20.97;25.94;1.66;1.95;
9054;46.0652;0.0097;RCP2.6;H1;3;20.89;25.83;1.67;1.96;
9055;46.0673;0.1131;RCP2.6;H1;3;20.86;26.03;1.67;1.99;
9056;46.0693;0.2164;RCP2.6;H1;3;20.91;26.1;1.66;1.99;
9057;46.0712;0.3198;RCP2.6;H1;3;20.74;25.6;1.67;1.99;
9058;46.073;0.4232;RCP2.6;H1;3;20.59;25.43;1.66;2.02;
9059;46.0747;0.5266;RCP2.6;H1;3;20.61;25.78;1.67;2.05;
9060;46.0763;0.63;RCP2.6;H1;3;20.77;25.82;1.65;2.08;
9061;46.0778;0.7334;RCP2.6;H1;3;20.74;25.81;1.64;2.1;
9062;46.0792;0.8368;RCP2.6;H1;3;20.63;25.51;1.66;2.14;
9063;46.0806;0.9402;RCP2.6;H1;3;20.36;25.14;1.67;2.15;
9064;46.0818;1.0436;RCP2.6;H1;3;20.28;25.04;1.7;2.19;
9065;46.0829;1.147;RCP2.6;H1;3;20.1;24.79;1.72;2.2;
9066;46.084;1.2504;RCP2.6;H1;3;20;24.68;1.66;2.15;
9067;46.0849;1.3539;RCP2.6;H1;3;19.68;24.07;1.64;2.08;
9068;46.0858;1.4573;RCP2.6;H1;3;19.39;23.5;1.69;2.1;
9069;46.0865;1.5607;RCP2.6;H1;3;19.68;23.98;1.63;2.07;
9070;46.0872;1.6642;RCP2.6;H1;3;19.59;23.83;1.59;2.02;
9071;46.0878;1.7676;RCP2.6;H1;3;19.04;23.61;1.66;2.06;
9072;46.0882;1.871;RCP2.6;H1;3;18.59;22.8;1.7;2.04;
9073;46.0886;1.9745;RCP2.6;H1;3;18.95;23.41;1.67;2.03;
9074;46.0889;2.0779;RCP2.6;H1;3;19.33;24.08;1.66;2.04;
9075;46.0891;2.1814;RCP2.6;H1;3;18.82;23.24;1.63;2.01;
9076;46.0892;2.2848;RCP2.6;H1;3;19.16;23.8;1.63;2.01;
9077;46.0892;2.3883;RCP2.6;H1;3;18.62;22.78;1.6;1.98;
9078;46.0891;2.4917;RCP2.6;H1;3;18.71;22.94;1.58;1.97;
9079;46.0889;2.5952;RCP2.6;H1;3;19.28;24.23;1.49;1.95;
9080;46.0886;2.6986;RCP2.6;H1;3;18.73;23.35;1.54;1.95;
9081;46.0882;2.802;RCP2.6;H1;3;18.52;22.9;1.62;1.96;
9082;46.0878;2.9055;RCP2.6;H1;3;19.41;24.3;1.59;1.96;
9083;46.0872;3.0089;RCP2.6;H1;3;19.54;24.46;1.64;2;
9084;46.0865;3.1124;RCP2.6;H1;3;19.74;24.39;1.7;2.02;
9085;46.0858;3.2158;RCP2.6;H1;3;19.95;25.01;1.7;1.97;
9086;46.0849;3.3192;RCP2.6;H1;3;20.01;25.2;1.66;2;
9087;46.084;3.4226;RCP2.6;H1;3;20.28;25.71;1.66;2;
9088;46.0829;3.5261;RCP2.6;H1;3;19.88;24.82;1.59;1.92;
9089;46.0818;3.6295;RCP2.6;H1;3;19.38;23.88;1.6;1.82;
9090;46.0806;3.7329;RCP2.6;H1;3;18.54;22.86;1.56;1.78;
9091;46.0792;3.8363;RCP2.6;H1;3;17.87;22.91;1.55;1.82;
9092;46.0778;3.9397;RCP2.6;H1;3;20.55;25.56;1.71;1.95;
9093;46.0763;4.0431;RCP2.6;H1;3;20.94;26.27;1.69;1.96;
9094;46.0747;4.1465;RCP2.6;H1;3;20.75;26.05;1.63;1.97;
9095;46.073;4.2499;RCP2.6;H1;3;20.64;25.59;1.64;1.97;
9096;46.0712;4.3533;RCP2.6;H1;3;19.8;23.92;1.69;1.93;
9097;46.0693;4.4567;RCP2.6;H1;3;19.93;23.99;1.81;1.99;
9098;46.0673;4.56;RCP2.6;H1;3;20.25;24.47;1.77;1.97;
9099;46.0652;4.6634;RCP2.6;H1;3;22.02;26.41;1.83;1.96;
9100;46.0631;4.7667;RCP2.6;H1;3;21.74;26.55;1.76;1.91;
9101;46.0608;4.8701;RCP2.6;H1;3;21.3;26.09;1.79;1.95;
