#-----------------------------------------------------------------------------
# Date d'extraction : 31/03/2025 - 09h24 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP8.5 : Emissions non rÃ©duites
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : saisonnier
                  (1 - hiver, 2 - printemps, 3 - Ã©tÃ©, 4 - automne)
#-----------------------------------------------------------------------------
# Indices : 
#     NORTAV : TempÃ©rature moyenne journaliÃ¨re (Â°C)
#     NORTXAV : TempÃ©rature maximale journaliÃ¨re (Â°C)
#     ATAV : Ecart de tempÃ©rature moyenne journaliÃ¨re (Â°C)
#     ATXAV : Ecart de tempÃ©rature maximale journaliÃ¨re (Â°C)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;PÃ©riode;Saison;NORTAV;NORTXAV;ATAV;ATXAV;
#-----------------------------------------------------------------------------
15780;49.4549;0.4072;RCP8.5;H1;3;18.15;20.59;0.75;0.8;
15781;49.4566;0.5174;RCP8.5;H1;3;18.32;21.68;0.86;0.89;
15782;49.4582;0.6276;RCP8.5;H1;3;18.36;22.17;0.88;0.93;
15783;49.4597;0.7379;RCP8.5;H1;3;18.34;22.15;0.88;0.94;
15784;49.4611;0.8481;RCP8.5;H1;3;18.39;22.21;0.88;0.94;
15785;49.4624;0.9583;RCP8.5;H1;3;18.16;21.98;0.85;0.92;
15786;49.4636;1.0685;RCP8.5;H1;3;18.03;21.86;0.84;0.91;
15787;49.4648;1.1788;RCP8.5;H1;3;17.77;21.63;0.83;0.91;
15788;49.4658;1.289;RCP8.5;H1;3;17.69;21.6;0.82;0.94;
15789;49.4667;1.3993;RCP8.5;H1;3;17.16;20.59;0.75;0.85;
15790;49.4675;1.5095;RCP8.5;H1;3;16.93;20.43;0.75;0.85;
15791;49.4682;1.6198;RCP8.5;H1;3;16.85;20.38;0.76;0.86;
15792;49.4688;1.73;RCP8.5;H1;3;17.22;20.62;0.75;0.85;
15793;49.4693;1.8403;RCP8.5;H1;3;17.76;22.19;0.85;0.96;
15794;49.4697;1.9506;RCP8.5;H1;3;17.72;22.13;0.84;0.93;
15795;49.47;2.0608;RCP8.5;H1;3;18.24;22.9;0.9;1;
15796;49.4702;2.1711;RCP8.5;H1;3;18.2;22.86;0.89;1;
15797;49.4703;2.2814;RCP8.5;H1;3;18.19;22.84;0.88;0.98;
15798;49.4703;2.3916;RCP8.5;H1;3;18.12;22.76;0.88;0.99;
15799;49.4702;2.5019;RCP8.5;H1;3;18.14;22.77;0.89;0.98;
15800;49.47;2.6122;RCP8.5;H1;3;18.42;23.09;0.89;0.96;
15801;49.4697;2.7224;RCP8.5;H1;3;18.45;23.13;0.88;0.96;
15802;49.4693;2.8327;RCP8.5;H1;3;18.89;23.35;0.91;0.97;
15803;49.4688;2.9429;RCP8.5;H1;3;18.91;23.37;0.91;0.96;
15804;49.4682;3.0532;RCP8.5;H1;3;18.46;22.92;0.92;1;
15805;49.4675;3.1635;RCP8.5;H1;3;18.43;22.93;0.91;0.99;
15806;49.4667;3.2737;RCP8.5;H1;3;18.37;22.87;0.91;0.99;
15807;49.4658;3.384;RCP8.5;H1;3;18.5;23.01;0.93;1.01;
15808;49.4648;3.4942;RCP8.5;H1;3;18.43;22.92;0.93;1;
15809;49.4637;3.6044;RCP8.5;H1;3;18.38;22.88;0.92;1;
15810;49.4624;3.7147;RCP8.5;H1;3;18.37;22.85;0.94;1.01;
15811;49.4611;3.8249;RCP8.5;H1;3;18.78;23.3;0.94;0.99;
15812;49.4597;3.9351;RCP8.5;H1;3;18.84;23.37;0.92;0.96;
15813;49.4582;4.0453;RCP8.5;H1;3;18.99;23.58;0.94;0.97;
15814;49.4566;4.1556;RCP8.5;H1;3;18.99;23.58;0.94;0.97;
15815;49.4549;4.2658;RCP8.5;H1;3;18.81;23.33;0.94;1;
15816;49.4531;4.376;RCP8.5;H1;3;18.8;23.31;0.96;1.03;
15817;49.4512;4.4861;RCP8.5;H1;3;18.81;23.32;0.97;1.03;
15818;49.4491;4.5963;RCP8.5;H1;3;18.92;23.49;0.99;1.07;
15819;49.447;4.7065;RCP8.5;H1;3;18.98;23.37;1.06;1.13;
15820;49.4448;4.8167;RCP8.5;H1;3;18.57;22.77;1.06;1.14;
15821;49.4425;4.9268;RCP8.5;H1;3;18.45;22.62;1.06;1.15;
15822;49.4401;5.037;RCP8.5;H1;3;18.03;22.01;1.08;1.16;
15823;49.4376;5.1471;RCP8.5;H1;3;18.87;23.03;1.07;1.19;
15824;49.4349;5.2572;RCP8.5;H1;3;18.91;23.06;1.08;1.17;
15825;49.4322;5.3673;RCP8.5;H1;3;18.91;23.22;1.1;1.19;
15826;49.4294;5.4774;RCP8.5;H1;3;18.79;22.87;1.08;1.15;
15827;49.4265;5.5875;RCP8.5;H1;3;18.64;22.67;1.07;1.13;
15828;49.4235;5.6976;RCP8.5;H1;3;18.72;23.13;1.1;1.17;
15829;49.4203;5.8076;RCP8.5;H1;3;18.26;22.37;1.1;1.14;
15830;49.4171;5.9177;RCP8.5;H1;3;18;21.84;1.11;1.14;
15831;49.4138;6.0277;RCP8.5;H1;3;18.12;22.03;1.12;1.16;
15832;49.4104;6.1377;RCP8.5;H1;3;19.41;23.93;1.1;1.14;
15833;49.4069;6.2477;RCP8.5;H1;3;19.89;24.56;1.09;1.14;
15834;49.4032;6.3577;RCP8.5;H1;3;19.12;23.52;1.14;1.16;
15835;49.3995;6.4677;RCP8.5;H1;3;18.74;23.09;1.17;1.23;
15836;49.3957;6.5776;RCP8.5;H1;3;18.77;23.14;0;0;
15903;49.4712;-1.8005;RCP8.5;H1;3;16.56;18.62;0.62;0.64;
15904;49.4749;-1.6903;RCP8.5;H1;3;16.72;19.61;0.73;0.77;
15905;49.4786;-1.5802;RCP8.5;H1;3;16.98;19.9;0.74;0.77;
15906;49.4821;-1.47;RCP8.5;H1;3;17.11;20.09;0.76;0.83;
15907;49.4855;-1.3599;RCP8.5;H1;3;17.15;20.15;0.81;0.9;
15908;49.4889;-1.2497;RCP8.5;H1;3;17.25;20.33;0;0;
15920;49.5209;0.0735;RCP8.5;H1;3;18.04;20.47;0;0;
15921;49.523;0.1838;RCP8.5;H1;3;17.92;20.38;0.75;0.78;
15922;49.5249;0.2942;RCP8.5;H1;3;17.68;20.2;0.76;0.78;
15923;49.5267;0.4045;RCP8.5;H1;3;17.37;20.17;0.75;0.81;
15924;49.5284;0.5149;RCP8.5;H1;3;17.54;20.29;0.75;0.81;
15925;49.53;0.6252;RCP8.5;H1;3;17.33;20.15;0.75;0.81;
15926;49.5316;0.7356;RCP8.5;H1;3;17.53;20.83;0.77;0.83;
15927;49.533;0.846;RCP8.5;H1;3;17.31;20.67;0.77;0.84;
15928;49.5343;0.9564;RCP8.5;H1;3;17.27;20.65;0.74;0.83;
15929;49.5355;1.0668;RCP8.5;H1;3;17.15;20.57;0.74;0.83;
15930;49.5366;1.1772;RCP8.5;H1;3;17.01;20.48;0.74;0.84;
15931;49.5376;1.2876;RCP8.5;H1;3;17;20.47;0.75;0.84;
15932;49.5385;1.398;RCP8.5;H1;3;16.91;20.42;0.75;0.86;
15933;49.5393;1.5084;RCP8.5;H1;3;17.02;20.49;0.75;0.85;
15934;49.54;1.6188;RCP8.5;H1;3;17.13;20.56;0.74;0.85;
15935;49.5406;1.7292;RCP8.5;H1;3;17.03;20.49;0.74;0.84;
15936;49.5411;1.8396;RCP8.5;H1;3;17.59;22;0.86;0.96;
15937;49.5416;1.95;RCP8.5;H1;3;17.72;22.13;0.84;0.93;
15938;49.5419;2.0604;RCP8.5;H1;3;17.65;22.06;0.84;0.93;
15939;49.5421;2.1709;RCP8.5;H1;3;17.61;22.27;0.85;0.96;
15940;49.5422;2.2813;RCP8.5;H1;3;17.63;22.29;0.86;0.97;
15941;49.5422;2.3917;RCP8.5;H1;3;17.75;22.42;0.87;0.97;
15942;49.5421;2.5021;RCP8.5;H1;3;17.87;22.56;0.87;0.98;
15943;49.5419;2.6125;RCP8.5;H1;3;17.97;22.65;0.87;0.95;
15944;49.5416;2.723;RCP8.5;H1;3;18.06;22.76;0.87;0.95;
15945;49.5412;2.8334;RCP8.5;H1;3;18.51;22.97;0.89;0.97;
15946;49.5406;2.9438;RCP8.5;H1;3;18.85;23.33;0.89;0.96;
15947;49.54;3.0542;RCP8.5;H1;3;18.92;23.4;0.91;0.97;
15948;49.5393;3.1646;RCP8.5;H1;3;18.76;23.28;0.9;0.97;
15949;49.5385;3.275;RCP8.5;H1;3;18.67;23.18;0.9;0.97;
15950;49.5376;3.3854;RCP8.5;H1;3;18.32;22.82;0.93;1.01;
15951;49.5366;3.4958;RCP8.5;H1;3;18.48;22.98;0.93;1;
15952;49.5355;3.6062;RCP8.5;H1;3;18.67;23.18;0.93;0.99;
15953;49.5343;3.7166;RCP8.5;H1;3;18.5;23;0.95;1.02;
15954;49.533;3.827;RCP8.5;H1;3;18.59;23.08;0.93;1;
15955;49.5316;3.9374;RCP8.5;H1;3;18.7;23.22;0.93;1;
15956;49.5301;4.0477;RCP8.5;H1;3;18.71;23.24;0.91;0.98;
15957;49.5284;4.1581;RCP8.5;H1;3;18.91;23.49;0.94;1;
15958;49.5267;4.2685;RCP8.5;H1;3;18.94;23.52;0.94;0.99;
15959;49.5249;4.3788;RCP8.5;H1;3;18.99;23.59;0.98;1.04;
15960;49.523;4.4892;RCP8.5;H1;3;18.89;23.34;0.96;1.01;
15961;49.521;4.5995;RCP8.5;H1;3;18.69;23.08;0.97;1.07;
15962;49.5189;4.7098;RCP8.5;H1;3;18.63;22.86;1.06;1.14;
15963;49.5166;4.8201;RCP8.5;H1;3;18.57;22.77;1.06;1.14;
15964;49.5143;4.9304;RCP8.5;H1;3;18.27;22.35;1.07;1.15;
15965;49.5119;5.0407;RCP8.5;H1;3;18.48;22.65;1.07;1.15;
15966;49.5094;5.151;RCP8.5;H1;3;18.99;23.21;1.07;1.19;
15967;49.5068;5.2613;RCP8.5;H1;3;18.82;22.92;1.09;1.18;
15968;49.504;5.3716;RCP8.5;H1;3;18.72;22.95;1.1;1.19;
15969;49.5012;5.4818;RCP8.5;H1;3;18.62;22.65;1.06;1.14;
15970;49.4983;5.592;RCP8.5;H1;3;18.09;21.83;1.08;1.12;
15971;49.4953;5.7023;RCP8.5;H1;3;18.09;21.83;1.08;1.12;
15972;49.4921;5.8125;RCP8.5;H1;3;18.1;22.09;1.09;1.11;
15973;49.4889;5.9227;RCP8.5;H1;3;18.18;22.11;1.11;1.12;
15974;49.4856;6.0329;RCP8.5;H1;3;18.4;22.49;0;0;
15975;49.4822;6.143;RCP8.5;H1;3;18.91;23.25;1.1;1.14;
15976;49.4786;6.2532;RCP8.5;H1;3;19.42;23.93;1.08;1.12;
15977;49.475;6.3633;RCP8.5;H1;3;19.22;23.66;0;0;
15978;49.4713;6.4735;RCP8.5;H1;3;18.19;22.17;0;0;
16045;49.5391;-1.9165;RCP8.5;H1;3;16.89;18.97;0;0;
16046;49.543;-1.8063;RCP8.5;H1;3;16.44;18.49;0.62;0.63;
16047;49.5467;-1.696;RCP8.5;H1;3;16.73;19.61;0.74;0.78;
16048;49.5503;-1.5857;RCP8.5;H1;3;16.62;19.52;0.75;0.81;
16049;49.5539;-1.4754;RCP8.5;H1;3;16.71;19.62;0.75;0.81;
16050;49.5573;-1.3651;RCP8.5;H1;3;16.9;19.93;0.81;0.91;
16051;49.5606;-1.2547;RCP8.5;H1;3;17.27;20.34;0;0;
16063;49.5928;0.0703;RCP8.5;H1;3;18.16;20.56;0;0;
16064;49.5948;0.1808;RCP8.5;H1;3;17.71;20.23;0.77;0.8;
16065;49.5967;0.2913;RCP8.5;H1;3;17.38;20.15;0.78;0.81;
16066;49.5985;0.4018;RCP8.5;H1;3;17.34;20.14;0.74;0.8;
16067;49.6003;0.5123;RCP8.5;H1;3;17.23;20.09;0.72;0.8;
16068;49.6019;0.6228;RCP8.5;H1;3;17.18;20.06;0.72;0.81;
16069;49.6034;0.7334;RCP8.5;H1;3;17.22;20.07;0.73;0.79;
16070;49.6048;0.8439;RCP8.5;H1;3;17.12;20.53;0.74;0.81;
16071;49.6061;0.9544;RCP8.5;H1;3;17.07;20.52;0.75;0.84;
16072;49.6073;1.065;RCP8.5;H1;3;16.98;20.45;0.75;0.83;
16073;49.6084;1.1755;RCP8.5;H1;3;17;20.47;0.74;0.84;
16074;49.6095;1.2861;RCP8.5;H1;3;16.91;20.42;0.75;0.85;
16075;49.6104;1.3966;RCP8.5;H1;3;16.73;20.31;0.74;0.85;
16076;49.6112;1.5072;RCP8.5;H1;3;17.04;20.5;0.74;0.84;
16077;49.6119;1.6178;RCP8.5;H1;3;16.89;20.4;0.75;0.85;
16078;49.6125;1.7283;RCP8.5;H1;3;16.75;20.31;0.74;0.84;
16079;49.613;1.8389;RCP8.5;H1;3;17.44;21.86;0.84;0.95;
16080;49.6134;1.9495;RCP8.5;H1;3;17.48;21.89;0.83;0.92;
16081;49.6137;2.0601;RCP8.5;H1;3;17.49;22.15;0.84;0.96;
16082;49.6139;2.1706;RCP8.5;H1;3;17.5;22.14;0.86;0.95;
16083;49.614;2.2812;RCP8.5;H1;3;17.8;22.47;0.85;0.94;
16084;49.614;2.3918;RCP8.5;H1;3;17.78;22.45;0.85;0.95;
16085;49.6139;2.5024;RCP8.5;H1;3;17.92;22.61;0.88;0.98;
16086;49.6137;2.6129;RCP8.5;H1;3;18.02;22.47;0.85;0.94;
16087;49.6134;2.7235;RCP8.5;H1;3;17.99;22.44;0.86;0.95;
16088;49.613;2.8341;RCP8.5;H1;3;18.75;23.22;0.89;0.96;
16089;49.6125;2.9447;RCP8.5;H1;3;18.81;23.28;0.89;0.95;
16090;49.6119;3.0552;RCP8.5;H1;3;18.67;23.13;0.89;0.96;
16091;49.6112;3.1658;RCP8.5;H1;3;18.41;22.65;0.87;0.91;
16092;49.6104;3.2763;RCP8.5;H1;3;18.77;23.27;0.9;0.94;
16093;49.6095;3.3869;RCP8.5;H1;3;18.48;22.98;0.91;0.98;
16094;49.6085;3.4975;RCP8.5;H1;3;18.5;22.99;0.89;0.95;
16095;49.6073;3.608;RCP8.5;H1;3;18.67;23.17;0.89;0.94;
16096;49.6061;3.7186;RCP8.5;H1;3;18.65;23.16;0.89;0.95;
16097;49.6048;3.8291;RCP8.5;H1;3;18.83;23.39;0.9;0.96;
16098;49.6034;3.9396;RCP8.5;H1;3;18.66;23.18;0.9;0.97;
16099;49.6019;4.0502;RCP8.5;H1;3;18.78;23.3;0.93;1;
16100;49.6003;4.1607;RCP8.5;H1;3;18.57;22.89;0.91;0.96;
16101;49.5986;4.2712;RCP8.5;H1;3;18.62;22.96;0.91;0.96;
16102;49.5967;4.3817;RCP8.5;H1;3;18.79;23.19;0.96;1.02;
16103;49.5948;4.4922;RCP8.5;H1;3;18.5;22.77;0.96;1.02;
16104;49.5928;4.6027;RCP8.5;H1;3;18.15;22.31;0.98;1.08;
16105;49.5907;4.7132;RCP8.5;H1;3;18.05;22.17;1.01;1.11;
16106;49.5885;4.8236;RCP8.5;H1;3;18.53;22.74;1.02;1.11;
16107;49.5861;4.9341;RCP8.5;H1;3;18.12;22.13;1.07;1.15;
16108;49.5837;5.0445;RCP8.5;H1;3;18.35;22.45;1.07;1.14;
16109;49.5812;5.155;RCP8.5;H1;3;18.17;22.18;1.08;1.14;
16110;49.5786;5.2654;RCP8.5;H1;3;18.3;22.36;1.08;1.14;
16111;49.5758;5.3758;RCP8.5;H1;3;18.58;22.75;1.1;1.18;
16112;49.573;5.4862;RCP8.5;H1;3;18.56;22.74;0;0;
16113;49.5701;5.5966;RCP8.5;H1;3;18.63;22.66;0;0;
16114;49.567;5.707;RCP8.5;H1;3;18.37;22.3;0;0;
16115;49.5639;5.8174;RCP8.5;H1;3;18.48;22.77;0;0;
16189;49.6147;-1.8121;RCP8.5;H1;3;16.26;18.32;0.63;0.64;
16190;49.6185;-1.7017;RCP8.5;H1;3;16.53;19.19;0.72;0.76;
16191;49.6221;-1.5912;RCP8.5;H1;3;16.61;19.3;0.73;0.79;
16192;49.6256;-1.4808;RCP8.5;H1;3;16.44;19.13;0.73;0.79;
16193;49.6291;-1.3703;RCP8.5;H1;3;16.83;19.79;0.79;0.9;
16194;49.6324;-1.2598;RCP8.5;H1;3;17.21;20.27;0.83;0.9;
16207;49.6666;0.1778;RCP8.5;H1;3;17.74;20.25;0;0;
16208;49.6685;0.2884;RCP8.5;H1;3;16.79;19.43;0.74;0.76;
16209;49.6704;0.3991;RCP8.5;H1;3;17.33;20.13;0.74;0.79;
16210;49.6721;0.5097;RCP8.5;H1;3;17.27;20.12;0.72;0.81;
16211;49.6737;0.6204;RCP8.5;H1;3;17.25;20.1;0.72;0.8;
16212;49.6752;0.7311;RCP8.5;H1;3;17.25;20.09;0.72;0.8;
16213;49.6766;0.8418;RCP8.5;H1;3;17.01;20.46;0.74;0.82;
16214;49.678;0.9525;RCP8.5;H1;3;17.03;20.47;0.73;0.81;
16215;49.6792;1.0632;RCP8.5;H1;3;17.04;20.48;0.74;0.82;
16216;49.6803;1.1739;RCP8.5;H1;3;17.02;20.47;0.74;0.82;
16217;49.6813;1.2846;RCP8.5;H1;3;16.9;20.39;0.74;0.82;
16218;49.6822;1.3953;RCP8.5;H1;3;16.9;20.39;0.75;0.83;
16219;49.683;1.506;RCP8.5;H1;3;17.04;20.48;0.74;0.82;
16220;49.6837;1.6168;RCP8.5;H1;3;16.67;20.26;0.77;0.85;
16221;49.6843;1.7275;RCP8.5;H1;3;17.24;21.66;0.85;0.96;
16222;49.6848;1.8382;RCP8.5;H1;3;17;20.97;0.8;0.92;
16223;49.6852;1.9489;RCP8.5;H1;3;17.44;21.85;0.83;0.92;
16224;49.6856;2.0597;RCP8.5;H1;3;17.39;21.61;0.81;0.94;
16225;49.6858;2.1704;RCP8.5;H1;3;17.59;21.81;0.81;0.94;
16226;49.6859;2.2811;RCP8.5;H1;3;17.66;21.88;0.82;0.94;
16227;49.6859;2.3919;RCP8.5;H1;3;17.82;22.27;0.83;0.93;
16228;49.6858;2.5026;RCP8.5;H1;3;18.01;22.45;0.84;0.92;
16229;49.6856;2.6133;RCP8.5;H1;3;18;22.44;0.84;0.92;
16230;49.6853;2.7241;RCP8.5;H1;3;18.03;22.47;0.84;0.92;
16231;49.6848;2.8348;RCP8.5;H1;3;18.04;22.48;0.83;0.9;
16232;49.6843;2.9455;RCP8.5;H1;3;18.06;22.5;0.82;0.88;
16233;49.6837;3.0562;RCP8.5;H1;3;18.76;23.24;0.84;0.91;
16234;49.683;3.167;RCP8.5;H1;3;18.2;22.41;0.82;0.87;
16235;49.6822;3.2777;RCP8.5;H1;3;18.33;22.57;0.82;0.87;
16236;49.6813;3.3884;RCP8.5;H1;3;18.39;22.64;0.82;0.86;
16237;49.6803;3.4991;RCP8.5;H1;3;18.72;23.22;0.89;0.94;
16238;49.6792;3.6098;RCP8.5;H1;3;18.67;23.17;0.89;0.94;
16239;49.678;3.7205;RCP8.5;H1;3;18.67;23.18;0.9;0.96;
16240;49.6767;3.8312;RCP8.5;H1;3;18.61;22.6;0.88;0.92;
16241;49.6752;3.9419;RCP8.5;H1;3;18.36;22.28;0.87;0.91;
16242;49.6737;4.0526;RCP8.5;H1;3;18.27;22.16;0.87;0.91;
16243;49.6721;4.1632;RCP8.5;H1;3;18.29;22.51;0.92;1;
16244;49.6704;4.2739;RCP8.5;H1;3;18.4;22.67;0.92;1;
16245;49.6686;4.3846;RCP8.5;H1;3;18.34;22.58;0.94;1.02;
16246;49.6666;4.4952;RCP8.5;H1;3;18.02;22.14;0.94;1.03;
16247;49.6646;4.6059;RCP8.5;H1;3;17.99;22.09;0.97;1.05;
16248;49.6625;4.7165;RCP8.5;H1;3;17.91;21.97;1;1.09;
16249;49.6603;4.8271;RCP8.5;H1;3;18.29;22.38;1.02;1.09;
16250;49.6579;4.9377;RCP8.5;H1;3;18.24;22.3;1.03;1.09;
16251;49.6555;5.0484;RCP8.5;H1;3;18.51;22.71;1.01;1.08;
16252;49.653;5.1589;RCP8.5;H1;3;18.53;22.71;1.07;1.14;
16253;49.6504;5.2695;RCP8.5;H1;3;17.99;21.92;1.08;1.14;
16254;49.6476;5.3801;RCP8.5;H1;3;17.72;21.55;0;0;
16331;49.6826;-1.9285;RCP8.5;H1;3;16.55;18.61;0.62;0.63;
16332;49.6865;-1.8179;RCP8.5;H1;3;16.63;19.29;0.73;0.76;
16333;49.6902;-1.7074;RCP8.5;H1;3;17.08;19.79;0;0;
16335;49.6974;-1.4861;RCP8.5;H1;3;17.04;19.77;0;0;
16336;49.7008;-1.3755;RCP8.5;H1;3;17.07;19.82;0;0;
16337;49.7042;-1.2648;RCP8.5;H1;3;17.26;20.34;0;0;
16350;49.7384;0.1747;RCP8.5;H1;3;17.36;19.83;0;0;
16351;49.7404;0.2855;RCP8.5;H1;3;17.13;19.65;0;0;
16352;49.7422;0.3963;RCP8.5;H1;3;16.91;19.5;0.74;0.75;
16353;49.7439;0.5072;RCP8.5;H1;3;16.75;19.4;0.7;0.73;
16354;49.7455;0.618;RCP8.5;H1;3;17.42;20.18;0.74;0.79;
16355;49.747;0.7288;RCP8.5;H1;3;17.21;20.57;0.75;0.8;
16356;49.7485;0.8397;RCP8.5;H1;3;17.12;20.51;0.73;0.79;
16357;49.7498;0.9505;RCP8.5;H1;3;17.19;20.55;0.73;0.78;
16358;49.751;1.0614;RCP8.5;H1;3;17.18;20.54;0.74;0.78;
16359;49.7521;1.1723;RCP8.5;H1;3;17.12;20.52;0.73;0.8;
16360;49.7531;1.2831;RCP8.5;H1;3;16.89;20.39;0.74;0.83;
16361;49.754;1.394;RCP8.5;H1;3;17.15;20.55;0.74;0.82;
16362;49.7549;1.5049;RCP8.5;H1;3;16.93;20.4;0.75;0.82;
16363;49.7556;1.6157;RCP8.5;H1;3;16.68;20.27;0.76;0.85;
16364;49.7562;1.7266;RCP8.5;H1;3;16.85;20.37;0.75;0.84;
16365;49.7567;1.8375;RCP8.5;H1;3;17.02;20.99;0.79;0.93;
16366;49.7571;1.9484;RCP8.5;H1;3;17.17;21.06;0.77;0.87;
16367;49.7574;2.0593;RCP8.5;H1;3;17.54;21.75;0.81;0.92;
16368;49.7576;2.1702;RCP8.5;H1;3;17.76;21.98;0.8;0.91;
16369;49.7577;2.281;RCP8.5;H1;3;17.64;21.83;0.81;0.9;
16370;49.7577;2.3919;RCP8.5;H1;3;17.96;22.4;0.82;0.9;
16371;49.7576;2.5028;RCP8.5;H1;3;18.05;22.5;0.82;0.9;
16372;49.7574;2.6137;RCP8.5;H1;3;17.96;22.4;0.84;0.92;
16373;49.7571;2.7246;RCP8.5;H1;3;18;22.44;0.84;0.92;
16374;49.7567;2.8355;RCP8.5;H1;3;18.06;22.5;0.84;0.91;
16375;49.7562;2.9464;RCP8.5;H1;3;18.13;22.57;0.82;0.88;
16376;49.7556;3.0572;RCP8.5;H1;3;18.13;22.57;0.82;0.88;
16377;49.7549;3.1681;RCP8.5;H1;3;18.31;22.55;0.82;0.87;
16378;49.7541;3.279;RCP8.5;H1;3;18.2;22.41;0.82;0.86;
16379;49.7531;3.3899;RCP8.5;H1;3;18.26;22.49;0.81;0.87;
16380;49.7521;3.5007;RCP8.5;H1;3;18.16;22.35;0.83;0.87;
16381;49.751;3.6116;RCP8.5;H1;3;18.51;22.99;0.87;0.91;
16382;49.7498;3.7225;RCP8.5;H1;3;18.45;22.95;0.86;0.92;
16383;49.7485;3.8333;RCP8.5;H1;3;18.38;22.3;0.85;0.89;
16384;49.7471;3.9441;RCP8.5;H1;3;18.2;22.07;0.85;0.89;
16385;49.7455;4.055;RCP8.5;H1;3;18.05;21.88;0.88;0.93;
16386;49.7439;4.1658;RCP8.5;H1;3;17.93;21.74;0.9;0.97;
16387;49.7422;4.2766;RCP8.5;H1;3;17.98;22.1;0.92;1.02;
16388;49.7404;4.3875;RCP8.5;H1;3;17.94;22.03;0.93;1.01;
16389;49.7385;4.4983;RCP8.5;H1;3;17.88;21.95;0.97;1.06;
16390;49.7364;4.6091;RCP8.5;H1;3;17.94;22.02;0.97;1.06;
16391;49.7343;4.7199;RCP8.5;H1;3;18.36;22.58;0.99;1.07;
16392;49.7321;4.8306;RCP8.5;H1;3;18.46;22.63;1.02;1.08;
16393;49.7297;4.9414;RCP8.5;H1;3;18.03;22.08;1.01;1.08;
16394;49.7273;5.0522;RCP8.5;H1;3;17.49;21.37;1;1.1;
16395;49.7248;5.1629;RCP8.5;H1;3;17.47;21.17;0;0;
16396;49.7222;5.2737;RCP8.5;H1;3;17.39;21.03;0;0;
16474;49.7544;-1.9345;RCP8.5;H1;3;16.96;19.04;0;0;
16496;49.8157;0.5046;RCP8.5;H1;3;17.04;19.61;0;0;
16497;49.8173;0.6156;RCP8.5;H1;3;16.94;19.53;0.7;0.73;
16498;49.8189;0.7266;RCP8.5;H1;3;16.89;19.5;0.69;0.72;
16499;49.8203;0.8376;RCP8.5;H1;3;16.89;19.5;0.68;0.71;
16500;49.8216;0.9486;RCP8.5;H1;3;16.9;19.51;0.67;0.71;
16501;49.8228;1.0596;RCP8.5;H1;3;17.33;20.65;0.74;0.78;
16502;49.8239;1.1706;RCP8.5;H1;3;17.27;20.62;0.74;0.8;
16503;49.825;1.2816;RCP8.5;H1;3;17.21;20.58;0.74;0.8;
16504;49.8259;1.3927;RCP8.5;H1;3;17.13;20.54;0.74;0.82;
16505;49.8267;1.5037;RCP8.5;H1;3;16.86;20.36;0.74;0.82;
16506;49.8274;1.6147;RCP8.5;H1;3;16.82;20.33;0.77;0.83;
16507;49.828;1.7258;RCP8.5;H1;3;16.97;20.42;0.75;0.81;
16508;49.8285;1.8368;RCP8.5;H1;3;17.16;21.06;0.79;0.89;
16509;49.8289;1.9478;RCP8.5;H1;3;17.23;21.1;0.76;0.86;
16510;49.8292;2.0589;RCP8.5;H1;3;17.61;21.81;0.79;0.88;
16511;49.8294;2.1699;RCP8.5;H1;3;17.82;22.03;0.79;0.88;
16512;49.8295;2.281;RCP8.5;H1;3;17.81;22.01;0.78;0.86;
16513;49.8295;2.392;RCP8.5;H1;3;17.97;22.2;0.81;0.91;
16514;49.8294;2.5031;RCP8.5;H1;3;18.04;22.49;0.82;0.9;
16515;49.8292;2.6141;RCP8.5;H1;3;18.05;22.49;0.84;0.91;
16516;49.8289;2.7251;RCP8.5;H1;3;18.03;22.47;0.85;0.92;
16517;49.8285;2.8362;RCP8.5;H1;3;18.06;22.5;0.85;0.92;
16518;49.828;2.9472;RCP8.5;H1;3;18.11;22.54;0.81;0.86;
16519;49.8274;3.0583;RCP8.5;H1;3;18.05;22.47;0.82;0.86;
16520;49.8267;3.1693;RCP8.5;H1;3;18.15;22.35;0.81;0.85;
16521;49.8259;3.2803;RCP8.5;H1;3;18.16;22.36;0.8;0.83;
16522;49.825;3.3914;RCP8.5;H1;3;18.13;22.33;0.79;0.84;
16523;49.824;3.5024;RCP8.5;H1;3;18.17;22.36;0.83;0.86;
16524;49.8228;3.6134;RCP8.5;H1;3;18.06;22.24;0.83;0.88;
16525;49.8216;3.7244;RCP8.5;H1;3;18.25;22.13;0.83;0.85;
16526;49.8203;3.8354;RCP8.5;H1;3;18.2;22.08;0.86;0.91;
16527;49.8189;3.9464;RCP8.5;H1;3;18.06;21.89;0.85;0.89;
16528;49.8174;4.0574;RCP8.5;H1;3;17.89;21.68;0.89;0.94;
16529;49.8157;4.1684;RCP8.5;H1;3;17.86;21.65;0.9;0.97;
