#-----------------------------------------------------------------------------
# Date d'extraction : 31/03/2025 - 09h25 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP4.5 : Emissions modÃ©rÃ©es
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : saisonnier
                  (1 - hiver, 2 - printemps, 3 - Ã©tÃ©, 4 - automne)
#-----------------------------------------------------------------------------
# Indices : 
#     NORTAV : TempÃ©rature moyenne journaliÃ¨re (Â°C)
#     NORTXAV : TempÃ©rature maximale journaliÃ¨re (Â°C)
#     ATAV : Ecart de tempÃ©rature moyenne journaliÃ¨re (Â°C)
#     ATXAV : Ecart de tempÃ©rature maximale journaliÃ¨re (Â°C)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;PÃ©riode;Saison;NORTAV;NORTXAV;ATAV;ATXAV;
#-----------------------------------------------------------------------------
14018;48.408;-4.5319;RCP4.5;H1;3;17.2;20.6;0.83;0.97;
14019;48.4142;-4.4243;RCP4.5;H1;3;17.18;20.59;0.79;0.94;
14020;48.4203;-4.3166;RCP4.5;H1;3;16.98;20.38;0.78;0.93;
14021;48.4263;-4.209;RCP4.5;H1;3;16.72;20.14;0.77;0.95;
14022;48.4323;-4.1012;RCP4.5;H1;3;16.67;20.08;0.77;0.94;
14023;48.4381;-3.9935;RCP4.5;H1;3;16.32;19.74;0.77;0.94;
14024;48.4439;-3.8858;RCP4.5;H1;3;16.51;20.67;0.9;1.11;
14025;48.4495;-3.778;RCP4.5;H1;3;16.65;20.8;0.91;1.1;
14026;48.455;-3.6702;RCP4.5;H1;3;16.67;20.83;0.88;1.08;
14027;48.4605;-3.5624;RCP4.5;H1;3;16.49;20.67;0.88;1.11;
14028;48.4658;-3.4545;RCP4.5;H1;3;16.94;20.93;0.87;1.1;
14029;48.4711;-3.3467;RCP4.5;H1;3;16.93;20.92;0.87;1.1;
14030;48.4762;-3.2388;RCP4.5;H1;3;16.97;20.96;0.88;1.1;
14031;48.4813;-3.1309;RCP4.5;H1;3;17.55;21.64;0.93;1.15;
14032;48.4862;-3.023;RCP4.5;H1;3;17.23;21.26;0.91;1.14;
14033;48.4911;-2.915;RCP4.5;H1;3;17.54;21.62;0.94;1.15;
14034;48.4958;-2.807;RCP4.5;H1;3;17.22;20.78;0.85;1.01;
14035;48.5005;-2.6991;RCP4.5;H1;3;17.69;21.24;0.9;1.01;
14036;48.505;-2.5911;RCP4.5;H1;3;17.72;21.68;0.93;1.06;
14037;48.5095;-2.483;RCP4.5;H1;3;17.5;21.45;0.89;1.02;
14038;48.5138;-2.375;RCP4.5;H1;3;17.59;21.54;0.9;1.03;
14039;48.5181;-2.2669;RCP4.5;H1;3;17.87;21.83;0.92;1.02;
14040;48.5223;-2.1589;RCP4.5;H1;3;17.7;21.64;0.89;1;
14041;48.5263;-2.0508;RCP4.5;H1;3;17.68;21.67;0.87;1.02;
14042;48.5303;-1.9426;RCP4.5;H1;3;18;22.01;0.88;1.01;
14043;48.5342;-1.8345;RCP4.5;H1;3;18.03;21.56;0.82;0.94;
14044;48.5379;-1.7264;RCP4.5;H1;3;17.96;21.49;0.82;0.94;
14045;48.5416;-1.6182;RCP4.5;H1;3;17.77;21.28;0.8;0.91;
14046;48.5452;-1.51;RCP4.5;H1;3;18.01;21.4;0.8;0.91;
14047;48.5486;-1.4019;RCP4.5;H1;3;17.73;21.11;0.78;0.9;
14048;48.552;-1.2937;RCP4.5;H1;3;17.45;20.84;0.77;0.91;
14049;48.5553;-1.1854;RCP4.5;H1;3;17.59;21.47;0.84;0.97;
14050;48.5584;-1.0772;RCP4.5;H1;3;17.64;21.53;0.82;0.97;
14051;48.5615;-0.969;RCP4.5;H1;3;17.5;21.41;0.81;0.98;
14052;48.5645;-0.8607;RCP4.5;H1;3;17.45;21.36;0.82;0.98;
14053;48.5674;-0.7524;RCP4.5;H1;3;17.46;21.39;0.81;0.99;
14054;48.5701;-0.6442;RCP4.5;H1;3;17.81;22.15;0.85;1.05;
14055;48.5728;-0.5359;RCP4.5;H1;3;17.54;21.94;0.85;1.05;
14056;48.5754;-0.4276;RCP4.5;H1;3;17.47;21.9;0.87;1.08;
14057;48.5779;-0.3193;RCP4.5;H1;3;17.42;21.87;0.87;1.09;
14058;48.5803;-0.2109;RCP4.5;H1;3;17.11;21.65;0.88;1.1;
14059;48.5825;-0.1026;RCP4.5;H1;3;17.72;22.45;0.93;1.15;
14060;48.5847;0.0057;RCP4.5;H1;3;17.63;22.29;0.93;1.15;
14061;48.5868;0.1141;RCP4.5;H1;3;18.11;22.73;0.91;1.13;
14062;48.5888;0.2224;RCP4.5;H1;3;18.31;22.88;0.9;1.11;
14063;48.5907;0.3308;RCP4.5;H1;3;18.49;22.97;0.92;1.13;
14064;48.5925;0.4392;RCP4.5;H1;3;18.46;22.95;0.91;1.12;
14065;48.5941;0.5476;RCP4.5;H1;3;18.2;22.71;0.93;1.13;
14066;48.5957;0.6559;RCP4.5;H1;3;18.11;22.65;0.93;1.15;
14067;48.5972;0.7643;RCP4.5;H1;3;18.22;22.73;0.94;1.14;
14068;48.5986;0.8727;RCP4.5;H1;3;18.19;23.01;0.98;1.21;
14069;48.5999;0.9811;RCP4.5;H1;3;18.34;23.14;0.97;1.19;
14070;48.6011;1.0895;RCP4.5;H1;3;18.23;23.19;0.97;1.19;
14071;48.6022;1.198;RCP4.5;H1;3;18.26;23.22;0.97;1.18;
14072;48.6032;1.3064;RCP4.5;H1;3;18.88;23.65;0.97;1.21;
14073;48.6041;1.4148;RCP4.5;H1;3;18.96;23.73;0.99;1.22;
14074;48.6049;1.5232;RCP4.5;H1;3;19.22;23.96;0.98;1.2;
14075;48.6056;1.6317;RCP4.5;H1;3;19.21;23.95;0.98;1.21;
14076;48.6062;1.7401;RCP4.5;H1;3;18.93;23.63;1.01;1.22;
14077;48.6067;1.8485;RCP4.5;H1;3;18.9;23.59;1.01;1.22;
14078;48.6071;1.957;RCP4.5;H1;3;19.07;23.81;0.99;1.22;
14079;48.6073;2.0654;RCP4.5;H1;3;19.46;24.06;1.03;1.24;
14080;48.6075;2.1738;RCP4.5;H1;3;19.59;24.21;1.03;1.23;
14081;48.6076;2.2823;RCP4.5;H1;3;20.34;24.53;1.01;1.16;
14082;48.6076;2.3907;RCP4.5;H1;3;20.32;24.52;1;1.16;
14083;48.6076;2.4992;RCP4.5;H1;3;20.41;24.62;1.03;1.18;
14084;48.6074;2.6076;RCP4.5;H1;3;19.57;24.42;1.02;1.22;
14085;48.6071;2.716;RCP4.5;H1;3;19.54;24.38;1.02;1.21;
14086;48.6067;2.8245;RCP4.5;H1;3;19.47;24.31;1;1.21;
14087;48.6062;2.9329;RCP4.5;H1;3;19.35;24.17;0.99;1.21;
14088;48.6056;3.0414;RCP4.5;H1;3;19.42;24.11;1.01;1.23;
14089;48.6049;3.1498;RCP4.5;H1;3;19.25;23.91;1;1.22;
14090;48.6041;3.2582;RCP4.5;H1;3;19.26;23.92;0.99;1.21;
14091;48.6032;3.3666;RCP4.5;H1;3;19.18;23.83;0.99;1.21;
14092;48.6022;3.4751;RCP4.5;H1;3;19.15;23.8;0.99;1.22;
14093;48.6011;3.5835;RCP4.5;H1;3;19.06;23.76;0.97;1.2;
14094;48.5999;3.6919;RCP4.5;H1;3;19.31;24.04;0.99;1.19;
14095;48.5986;3.8003;RCP4.5;H1;3;19.69;24.61;1;1.19;
14096;48.5972;3.9087;RCP4.5;H1;3;19.64;24.55;1;1.2;
14097;48.5958;4.0171;RCP4.5;H1;3;19.55;24.53;1.03;1.22;
14098;48.5942;4.1255;RCP4.5;H1;3;19.44;24.39;1.02;1.22;
14099;48.5925;4.2338;RCP4.5;H1;3;19.37;24.28;1.02;1.21;
14100;48.5907;4.3422;RCP4.5;H1;3;19.11;23.82;0.99;1.17;
14101;48.5888;4.4506;RCP4.5;H1;3;19.14;23.87;0.99;1.17;
14102;48.5868;4.5589;RCP4.5;H1;3;19.23;23.97;0.99;1.16;
14103;48.5847;4.6673;RCP4.5;H1;3;19.74;24.48;1.02;1.18;
14104;48.5826;4.7756;RCP4.5;H1;3;19.66;24.37;1;1.16;
14105;48.5803;4.884;RCP4.5;H1;3;19.63;24.41;1.03;1.19;
14106;48.5779;4.9923;RCP4.5;H1;3;19.29;23.95;1;1.15;
14107;48.5754;5.1006;RCP4.5;H1;3;19.45;24.19;1.01;1.18;
14108;48.5729;5.2089;RCP4.5;H1;3;18.24;22.92;0.99;1.15;
14109;48.5702;5.3172;RCP4.5;H1;3;18.09;22.65;0.99;1.15;
14110;48.5674;5.4255;RCP4.5;H1;3;18;22.46;1;1.12;
14111;48.5645;5.5337;RCP4.5;H1;3;17.97;22.38;1.01;1.12;
14112;48.5616;5.642;RCP4.5;H1;3;18.14;22.79;1.01;1.15;
14113;48.5585;5.7502;RCP4.5;H1;3;18.81;23.32;1.03;1.16;
14114;48.5553;5.8585;RCP4.5;H1;3;18.98;23.58;1.05;1.17;
14115;48.552;5.9667;RCP4.5;H1;3;18.66;22.87;1.01;1.12;
14116;48.5487;6.0749;RCP4.5;H1;3;19.03;23.47;0.98;1.09;
14117;48.5452;6.1831;RCP4.5;H1;3;18.95;23.36;0.97;1.06;
14118;48.5416;6.2912;RCP4.5;H1;3;18.98;23.39;0.97;1.05;
14119;48.538;6.3994;RCP4.5;H1;3;19.22;23.67;0.97;1.05;
14120;48.5342;6.5075;RCP4.5;H1;3;19.27;23.72;0.96;1.03;
14121;48.5303;6.6157;RCP4.5;H1;3;19.17;23.59;0.98;1.04;
14122;48.5264;6.7238;RCP4.5;H1;3;19.06;23.44;0.99;1.03;
14123;48.5223;6.8319;RCP4.5;H1;3;18.89;23.51;0.98;1.02;
14124;48.5182;6.94;RCP4.5;H1;3;18.32;22.57;0.98;1.02;
14125;48.5139;7.048;RCP4.5;H1;3;17.41;21.07;0.99;1.03;
14126;48.5095;7.1561;RCP4.5;H1;3;16.91;20.45;1.01;1.04;
14127;48.5051;7.2641;RCP4.5;H1;3;18.19;22.03;0.99;1.06;
14128;48.5005;7.3721;RCP4.5;H1;3;18.64;22.5;1;1.03;
14129;48.4959;7.4801;RCP4.5;H1;3;19.95;24.06;0.96;1.01;
14130;48.4911;7.588;RCP4.5;H1;3;20.42;24.61;0.96;0.96;
14131;48.4863;7.696;RCP4.5;H1;3;20.49;24.69;0.96;0.96;
14132;48.4813;7.8039;RCP4.5;H1;3;20.47;24.65;0;0;
14159;48.4668;-4.7568;RCP4.5;H1;3;17.01;19.96;0;0;
14160;48.4733;-4.6491;RCP4.5;H1;3;16.66;19.61;0.77;0.9;
14161;48.4796;-4.5414;RCP4.5;H1;3;17.07;20.46;0.83;0.97;
14162;48.4858;-4.4336;RCP4.5;H1;3;17.03;20.43;0.82;0.97;
14163;48.492;-4.3258;RCP4.5;H1;3;16.98;20.37;0.81;0.96;
14164;48.498;-4.218;RCP4.5;H1;3;16.98;20.37;0.81;0.95;
14165;48.504;-4.1101;RCP4.5;H1;3;16.89;20.3;0.78;0.94;
14166;48.5098;-4.0022;RCP4.5;H1;3;16.76;20.17;0.78;0.94;
14167;48.5155;-3.8943;RCP4.5;H1;3;16.66;20.07;0.77;0.93;
14168;48.5212;-3.7864;RCP4.5;H1;3;16.59;19.99;0.78;0.93;
14169;48.5267;-3.6785;RCP4.5;H1;3;16.3;19.72;0.75;0.92;
14170;48.5322;-3.5705;RCP4.5;H1;3;15.93;19.38;0.75;0.93;
14171;48.5375;-3.4625;RCP4.5;H1;3;16.75;20.71;0.84;0.99;
14172;48.5428;-3.3545;RCP4.5;H1;3;16.69;20.64;0.87;1.01;
14173;48.5479;-3.2465;RCP4.5;H1;3;16.62;20.57;0.87;1.01;
14174;48.553;-3.1384;RCP4.5;H1;3;17.22;21.18;0.91;1.05;
14175;48.558;-3.0303;RCP4.5;H1;3;17.17;21.14;0.92;1.07;
14176;48.5628;-2.9222;RCP4.5;H1;3;17.28;20.85;0.85;1.01;
14177;48.5676;-2.8141;RCP4.5;H1;3;17.52;21.1;0.87;1.02;
14178;48.5722;-2.706;RCP4.5;H1;3;18.05;21.64;0;0;
14179;48.5768;-2.5978;RCP4.5;H1;3;18.06;22.07;0;0;
14180;48.5813;-2.4897;RCP4.5;H1;3;17.56;21.52;0.89;1.03;
14181;48.5856;-2.3815;RCP4.5;H1;3;17.77;21.73;0.9;1.02;
14182;48.5899;-2.2733;RCP4.5;H1;3;17.84;21.8;0.91;1.02;
14183;48.5941;-2.1651;RCP4.5;H1;3;18.07;22.04;0;0;
14184;48.5981;-2.0568;RCP4.5;H1;3;17.91;21.4;0.86;0.95;
14185;48.6021;-1.9486;RCP4.5;H1;3;17.99;21.47;0.85;0.93;
14186;48.606;-1.8403;RCP4.5;H1;3;18.17;21.64;0.85;0.89;
14187;48.6097;-1.732;RCP4.5;H1;3;18.17;21.64;0.85;0.89;
14188;48.6134;-1.6237;RCP4.5;H1;3;18.04;21.56;0.81;0.92;
14189;48.617;-1.5154;RCP4.5;H1;3;18.09;21.6;0;0;
14190;48.6205;-1.407;RCP4.5;H1;3;17.95;21.31;0.79;0.87;
14191;48.6238;-1.2987;RCP4.5;H1;3;17.84;21.24;0.78;0.91;
14192;48.6271;-1.1903;RCP4.5;H1;3;17.72;21.6;0.82;0.96;
14193;48.6303;-1.0819;RCP4.5;H1;3;17.55;21.45;0.81;0.97;
14194;48.6334;-0.9735;RCP4.5;H1;3;17.4;21.33;0.81;0.98;
14195;48.6363;-0.8651;RCP4.5;H1;3;17.02;21.01;0.82;1;
14196;48.6392;-0.7567;RCP4.5;H1;3;17.51;21.91;0.84;1.04;
14197;48.642;-0.6483;RCP4.5;H1;3;17.49;21.9;0.85;1.05;
14198;48.6447;-0.5398;RCP4.5;H1;3;17.36;21.8;0.86;1.05;
14199;48.6473;-0.4314;RCP4.5;H1;3;17.25;21.74;0.86;1.08;
14200;48.6497;-0.3229;RCP4.5;H1;3;17.36;21.82;0.88;1.09;
14201;48.6521;-0.2145;RCP4.5;H1;3;17.41;21.86;0.88;1.09;
14202;48.6544;-0.106;RCP4.5;H1;3;18.33;22.89;0.91;1.1;
14203;48.6566;0.0025;RCP4.5;H1;3;18.25;22.81;0.91;1.09;
14204;48.6587;0.111;RCP4.5;H1;3;18.42;22.96;0.9;1.09;
14205;48.6607;0.2195;RCP4.5;H1;3;18.27;22.84;0.88;1.08;
14206;48.6626;0.328;RCP4.5;H1;3;18.26;22.76;0.91;1.11;
14207;48.6644;0.4366;RCP4.5;H1;3;18.11;22.66;0.92;1.14;
14208;48.666;0.5451;RCP4.5;H1;3;18.11;22.65;0.93;1.15;
14209;48.6676;0.6536;RCP4.5;H1;3;18.17;22.69;0.93;1.14;
14210;48.6691;0.7622;RCP4.5;H1;3;18.39;22.87;0.93;1.13;
14211;48.6705;0.8707;RCP4.5;H1;3;18.51;23.29;0.97;1.18;
14212;48.6718;0.9793;RCP4.5;H1;3;18.59;23.36;0.96;1.18;
14213;48.673;1.0878;RCP4.5;H1;3;18.34;23.26;0.96;1.15;
14214;48.6741;1.1964;RCP4.5;H1;3;18.41;23.32;0.96;1.15;
14215;48.6751;1.305;RCP4.5;H1;3;18.59;23.5;0.99;1.19;
14216;48.676;1.4135;RCP4.5;H1;3;18.71;23.61;1;1.2;
14217;48.6768;1.5221;RCP4.5;H1;3;19.28;24;0.98;1.19;
14218;48.6775;1.6307;RCP4.5;H1;3;18.86;23.54;0.99;1.21;
14219;48.6781;1.7393;RCP4.5;H1;3;18.73;23.38;1;1.21;
14220;48.6786;1.8479;RCP4.5;H1;3;18.82;23.5;1.01;1.24;
14221;48.679;1.9564;RCP4.5;H1;3;18.89;23.58;1;1.21;
14222;48.6793;2.065;RCP4.5;H1;3;18.97;23.66;1;1.2;
14223;48.6795;2.1736;RCP4.5;H1;3;19.82;23.88;1.01;1.18;
14224;48.6796;2.2822;RCP4.5;H1;3;19.77;24.41;1.04;1.21;
14225;48.6796;2.3908;RCP4.5;H1;3;20.49;24.74;1.01;1.17;
14226;48.6795;2.4994;RCP4.5;H1;3;20.36;24.56;1.02;1.18;
14227;48.6793;2.608;RCP4.5;H1;3;19.75;24.22;0.97;1.19;
14228;48.679;2.7166;RCP4.5;H1;3;19.67;24.12;0.97;1.2;
14229;48.6786;2.8252;RCP4.5;H1;3;19.62;24.06;0.96;1.18;
14230;48.6781;2.9337;RCP4.5;H1;3;19.33;24.05;0.95;1.17;
14231;48.6775;3.0423;RCP4.5;H1;3;19.25;23.95;0.95;1.17;
14232;48.6768;3.1509;RCP4.5;H1;3;19.32;23.99;0.99;1.21;
14233;48.676;3.2595;RCP4.5;H1;3;19.18;23.82;0.99;1.2;
14234;48.6751;3.3681;RCP4.5;H1;3;19.2;23.84;0.99;1.2;
14235;48.6741;3.4766;RCP4.5;H1;3;18.84;23.47;0.97;1.18;
14236;48.673;3.5852;RCP4.5;H1;3;18.75;23.36;0.97;1.18;
14237;48.6718;3.6938;RCP4.5;H1;3;19.02;23.69;0.99;1.2;
14238;48.6705;3.8023;RCP4.5;H1;3;19.56;24.43;1.01;1.2;
14239;48.6691;3.9109;RCP4.5;H1;3;19.56;24.44;1;1.2;
14240;48.6677;4.0194;RCP4.5;H1;3;19.31;24.11;0.99;1.19;
14241;48.6661;4.1279;RCP4.5;H1;3;19.24;24.1;1.02;1.22;
14242;48.6644;4.2365;RCP4.5;H1;3;19.22;24.07;1.02;1.22;
14243;48.6626;4.345;RCP4.5;H1;3;18.93;23.58;1.01;1.2;
14244;48.6607;4.4535;RCP4.5;H1;3;18.98;23.65;1.01;1.19;
14245;48.6587;4.562;RCP4.5;H1;3;19.31;24.09;1;1.19;
14246;48.6566;4.6705;RCP4.5;H1;3;19.89;24.67;1.03;1.19;
14247;48.6544;4.779;RCP4.5;H1;3;19.85;24.7;1.05;1.21;
14248;48.6522;4.8875;RCP4.5;H1;3;19.69;24.5;1.03;1.2;
14249;48.6498;4.996;RCP4.5;H1;3;19.24;24.18;0.98;1.15;
14250;48.6473;5.1044;RCP4.5;H1;3;18.81;23.62;0.99;1.15;
14251;48.6447;5.2129;RCP4.5;H1;3;18.41;23.14;0.97;1.14;
14252;48.642;5.3213;RCP4.5;H1;3;18.17;22.77;1;1.13;
14253;48.6393;5.4297;RCP4.5;H1;3;18.01;22.48;0.99;1.12;
14254;48.6364;5.5381;RCP4.5;H1;3;18.02;22.47;1.01;1.13;
14255;48.6334;5.6466;RCP4.5;H1;3;18.29;23.07;1.01;1.15;
14256;48.6303;5.7549;RCP4.5;H1;3;18.78;23.27;1.02;1.15;
14257;48.6272;5.8633;RCP4.5;H1;3;19.3;23.97;1.03;1.14;
14258;48.6239;5.9717;RCP4.5;H1;3;18.95;23.36;0.99;1.09;
14259;48.6205;6.08;RCP4.5;H1;3;18.84;23.19;1;1.09;
14260;48.617;6.1884;RCP4.5;H1;3;19.09;23.52;0.96;1.04;
14261;48.6135;6.2967;RCP4.5;H1;3;19.29;23.75;0.95;1.03;
14262;48.6098;6.405;RCP4.5;H1;3;19.28;23.72;0.94;1;
14263;48.606;6.5133;RCP4.5;H1;3;19.3;23.76;0.95;1.02;
14264;48.6022;6.6216;RCP4.5;H1;3;19.24;23.68;0.96;1.03;
14265;48.5982;6.7298;RCP4.5;H1;3;19.18;23.59;0.98;1.03;
14266;48.5941;6.8381;RCP4.5;H1;3;18.89;23.51;0.98;1.02;
14267;48.59;6.9463;RCP4.5;H1;3;18.65;23.15;0.97;1.03;
14268;48.5857;7.0545;RCP4.5;H1;3;18.68;22.59;0.96;1.01;
14269;48.5813;7.1627;RCP4.5;H1;3;17.68;20.84;0.99;1;
14270;48.5769;7.2709;RCP4.5;H1;3;16.91;20.45;1.03;1.07;
14271;48.5723;7.379;RCP4.5;H1;3;19.2;23;0.98;1.01;
14272;48.5676;7.4872;RCP4.5;H1;3;19.97;24.09;0.94;0.99;
14273;48.5629;7.5953;RCP4.5;H1;3;20.28;24.46;0.93;0.95;
14274;48.558;7.7034;RCP4.5;H1;3;20.45;24.63;0.91;0.88;
14275;48.5531;7.8114;RCP4.5;H1;3;20.48;24.66;0;0;
14302;48.5385;-4.7666;RCP4.5;H1;3;17.19;20.15;0;0;
14303;48.5449;-4.6587;RCP4.5;H1;3;16.89;19.84;0.78;0.9;
14304;48.5512;-4.5508;RCP4.5;H1;3;16.91;19.87;0.75;0.88;
14305;48.5575;-4.4429;RCP4.5;H1;3;16.78;19.74;0.74;0.87;
14306;48.5636;-4.335;RCP4.5;H1;3;16.74;19.7;0.74;0.87;
14307;48.5697;-4.227;RCP4.5;H1;3;16.58;19.54;0.72;0.85;
14308;48.5756;-4.119;RCP4.5;H1;3;16.47;19.42;0.72;0.85;
14309;48.5815;-4.011;RCP4.5;H1;3;16.54;19.49;0.73;0.85;
14310;48.5872;-3.9029;RCP4.5;H1;3;16.68;19.63;0.74;0.86;
14311;48.5929;-3.7949;RCP4.5;H1;3;17.08;20.46;0.82;0.94;
14312;48.5984;-3.6868;RCP4.5;H1;3;16.82;20.19;0.8;0.92;
14313;48.6039;-3.5786;RCP4.5;H1;3;17.12;21.06;0.89;1.02;
14314;48.6093;-3.4705;RCP4.5;H1;3;17.13;21.07;0.9;1.02;
14315;48.6145;-3.3624;RCP4.5;H1;3;17.16;21.1;0.9;1.02;
14316;48.6197;-3.2542;RCP4.5;H1;3;17.23;21.19;0.91;1.05;
14317;48.6247;-3.146;RCP4.5;H1;3;17.39;21.35;0.92;1.05;
14318;48.6297;-3.0377;RCP4.5;H1;3;17.55;21.54;0.93;1.08;
14319;48.6346;-2.9295;RCP4.5;H1;3;17.46;21.05;0.85;1.01;
14320;48.6393;-2.8212;RCP4.5;H1;3;17.95;21.58;0.89;1.03;
14323;48.653;-2.4963;RCP4.5;H1;3;18.18;22.2;0;0;
14324;48.6574;-2.388;RCP4.5;H1;3;18.06;22.05;0;0;
14325;48.6617;-2.2796;RCP4.5;H1;3;18.12;22.13;0;0;
14328;48.6739;-1.9545;RCP4.5;H1;3;18.06;21.55;0.85;0.93;
14329;48.6778;-1.846;RCP4.5;H1;3;18.08;21.54;0.84;0.89;
14332;48.6888;-1.5207;RCP4.5;H1;3;17.97;21.34;0;0;
14333;48.6923;-1.4122;RCP4.5;H1;3;17.93;21.3;0.78;0.87;
14334;48.6957;-1.3037;RCP4.5;H1;3;17.68;21.07;0.77;0.9;
14335;48.6989;-1.1952;RCP4.5;H1;3;17.64;21.54;0.81;0.97;
14336;48.7021;-1.0866;RCP4.5;H1;3;17.52;21.43;0.81;0.97;
14337;48.7052;-0.9781;RCP4.5;H1;3;17.11;21.09;0.8;0.98;
14338;48.7082;-0.8696;RCP4.5;H1;3;16.77;20.84;0.82;1.03;
14339;48.7111;-0.761;RCP4.5;H1;3;17.19;21.68;0.84;1.05;
14340;48.7139;-0.6524;RCP4.5;H1;3;17.23;21.72;0.87;1.08;
14341;48.7165;-0.5438;RCP4.5;H1;3;17.46;21.89;0.87;1.08;
14342;48.7191;-0.4352;RCP4.5;H1;3;17.43;21.85;0.89;1.08;
14343;48.7216;-0.3266;RCP4.5;H1;3;17.39;21.83;0.88;1.08;
14344;48.724;-0.218;RCP4.5;H1;3;17.61;22;0.88;1.08;
14345;48.7263;-0.1094;RCP4.5;H1;3;17.84;22.35;0.89;1.05;
14346;48.7285;-0.0007;RCP4.5;H1;3;17.86;22.37;0.89;1.06;
14347;48.7306;0.1079;RCP4.5;H1;3;17.72;22.26;0.89;1.05;
14348;48.7326;0.2166;RCP4.5;H1;3;17.63;22.01;0.86;1.05;
14349;48.7344;0.3252;RCP4.5;H1;3;17.43;21.88;0.87;1.07;
14350;48.7362;0.4339;RCP4.5;H1;3;17.27;21.78;0.87;1.08;
14351;48.7379;0.5426;RCP4.5;H1;3;17.41;21.87;0.88;1.08;
14352;48.7395;0.6513;RCP4.5;H1;3;17.54;21.95;0.88;1.07;
14353;48.741;0.76;RCP4.5;H1;3;18.4;22.86;0.93;1.11;
14354;48.7424;0.8687;RCP4.5;H1;3;18.13;22.67;0.89;1.08;
14355;48.7437;0.9774;RCP4.5;H1;3;18.25;22.77;0.89;1.09;
14356;48.7449;1.0861;RCP4.5;H1;3;18.28;22.8;0.9;1.09;
14357;48.746;1.1948;RCP4.5;H1;3;18.56;23.47;0.99;1.18;
14358;48.747;1.3035;RCP4.5;H1;3;18.7;23.6;0.98;1.18;
14359;48.7479;1.4123;RCP4.5;H1;3;18.81;23.7;1.03;1.22;
14360;48.7487;1.521;RCP4.5;H1;3;19.22;23.95;0.99;1.21;
14361;48.7494;1.6297;RCP4.5;H1;3;18.9;23.58;0.98;1.2;
14362;48.75;1.7384;RCP4.5;H1;3;18.8;23.47;0.99;1.21;
14363;48.7505;1.8472;RCP4.5;H1;3;18.89;23.44;0.99;1.2;
14364;48.7509;1.9559;RCP4.5;H1;3;18.82;23.34;0.97;1.18;
14365;48.7512;2.0647;RCP4.5;H1;3;18.96;23.65;1;1.2;
14366;48.7514;2.1734;RCP4.5;H1;3;19.36;23.53;0.97;1.16;
14367;48.7515;2.2821;RCP4.5;H1;3;20.42;24.27;0.98;1.13;
14368;48.7515;2.3909;RCP4.5;H1;3;20.57;24.99;0.99;1.18;
14369;48.7514;2.4996;RCP4.5;H1;3;20.53;24.94;0.99;1.18;
14370;48.7512;2.6084;RCP4.5;H1;3;19.65;24.08;1.01;1.22;
14371;48.7509;2.7171;RCP4.5;H1;3;19.58;23.99;1.01;1.22;
14372;48.7505;2.8258;RCP4.5;H1;3;19.53;23.95;1;1.23;
14373;48.75;2.9346;RCP4.5;H1;3;19.47;23.88;0.96;1.18;
14374;48.7494;3.0433;RCP4.5;H1;3;19.24;23.95;0.95;1.18;
14375;48.7487;3.152;RCP4.5;H1;3;19.1;23.78;0.95;1.18;
14376;48.7479;3.2608;RCP4.5;H1;3;18.99;23.65;0.94;1.16;
14377;48.747;3.3695;RCP4.5;H1;3;18.95;23.6;0.95;1.17;
14378;48.746;3.4782;RCP4.5;H1;3;18.86;23.5;0.96;1.17;
14379;48.7449;3.5869;RCP4.5;H1;3;18.76;23.36;0.99;1.19;
14380;48.7437;3.6956;RCP4.5;H1;3;18.75;23.34;1;1.19;
14381;48.7424;3.8043;RCP4.5;H1;3;19.14;23.87;0.99;1.18;
14382;48.741;3.913;RCP4.5;H1;3;19.35;24.16;0.99;1.18;
14383;48.7395;4.0217;RCP4.5;H1;3;19.18;23.91;1;1.18;
14384;48.738;4.1304;RCP4.5;H1;3;18.94;23.62;0.98;1.18;
14385;48.7363;4.2391;RCP4.5;H1;3;18.85;23.49;0.98;1.18;
14386;48.7345;4.3478;RCP4.5;H1;3;18.81;23.44;0.99;1.18;
14387;48.7326;4.4564;RCP4.5;H1;3;19.03;23.7;0.99;1.16;
14388;48.7306;4.5651;RCP4.5;H1;3;19.41;24.23;0.99;1.17;
14389;48.7285;4.6737;RCP4.5;H1;3;19.88;24.66;1.02;1.19;
14390;48.7263;4.7824;RCP4.5;H1;3;19.75;24.48;1.03;1.18;
14391;48.724;4.891;RCP4.5;H1;3;19.43;24.05;1.03;1.17;
14392;48.7216;4.9996;RCP4.5;H1;3;19.07;23.96;0.99;1.16;
14393;48.7192;5.1082;RCP4.5;H1;3;18.7;23.48;1;1.16;
14394;48.7166;5.2168;RCP4.5;H1;3;18.32;23.02;0.97;1.13;
14395;48.7139;5.3254;RCP4.5;H1;3;18.26;22.92;0.98;1.11;
14396;48.7111;5.434;RCP4.5;H1;3;17.94;22.37;0.97;1.1;
