#-----------------------------------------------------------------------------
# Date d'extraction : 31/03/2025 - 09h29 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     REF : rÃ©fÃ©rence
#-----------------------------------------------------------------------------
# Horizons :
#     REF : RÃ©fÃ©rence
#-----------------------------------------------------------------------------
# Type d'indice : saisonnier
                  (1 - hiver, 2 - printemps, 3 - Ã©tÃ©, 4 - automne)
#-----------------------------------------------------------------------------
# Indices : 
#     NORTAV : TempÃ©rature moyenne journaliÃ¨re (Â°C)
#     NORTXAV : TempÃ©rature maximale journaliÃ¨re (Â°C)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;PÃ©riode;Saison;NORTAV;NORTXAV;
#-----------------------------------------------------------------------------
4547;43.6886;6.9471;REF;REF;3;20.5;24.32;
4548;43.6843;7.046;REF;REF;3;22.37;26.43;
4549;43.68;7.1449;REF;REF;3;22.89;25.93;
4550;43.6756;7.2438;REF;REF;3;23.14;26.12;
4551;43.671;7.3427;REF;REF;3;23.23;26.19;
4606;43.7947;-1.3878;REF;REF;3;20.04;23.89;
4607;43.798;-1.2886;REF;REF;3;19.94;23.75;
4608;43.8013;-1.1894;REF;REF;3;19.88;24.96;
4609;43.8045;-1.0902;REF;REF;3;19.76;24.79;
4610;43.8076;-0.991;REF;REF;3;19.84;24.91;
4611;43.8106;-0.8918;REF;REF;3;20.64;25.81;
4612;43.8135;-0.7926;REF;REF;3;20.57;25.7;
4613;43.8163;-0.6933;REF;REF;3;20.38;25.4;
4614;43.819;-0.5941;REF;REF;3;20.33;25.32;
4615;43.8217;-0.4948;REF;REF;3;20.31;25.3;
4616;43.8242;-0.3956;REF;REF;3;20.2;25.12;
4617;43.8267;-0.2963;REF;REF;3;20.37;25.43;
4618;43.829;-0.197;REF;REF;3;20.35;25.39;
4619;43.8313;-0.0977;REF;REF;3;20.58;25.56;
4620;43.8335;0.0016;REF;REF;3;20.4;25.29;
4621;43.8356;0.1009;REF;REF;3;20.23;25.06;
4622;43.8376;0.2002;REF;REF;3;20.3;25.16;
4623;43.8395;0.2995;REF;REF;3;20.4;25.25;
4624;43.8413;0.3989;REF;REF;3;20.5;25.4;
4625;43.843;0.4982;REF;REF;3;20.24;25.01;
4626;43.8447;0.5975;REF;REF;3;20.8;25.56;
4627;43.8462;0.6969;REF;REF;3;20.81;25.58;
4628;43.8477;0.7962;REF;REF;3;20.68;25.4;
4629;43.849;0.8956;REF;REF;3;20.64;25.34;
4630;43.8503;0.9949;REF;REF;3;20.69;25.37;
4631;43.8515;1.0943;REF;REF;3;20.49;25.11;
4632;43.8526;1.1937;REF;REF;3;21.06;25.83;
4633;43.8536;1.293;REF;REF;3;21.08;25.85;
4634;43.8545;1.3924;REF;REF;3;21.15;25.82;
4635;43.8553;1.4918;REF;REF;3;21.45;26.38;
4636;43.856;1.5912;REF;REF;3;21.08;25.95;
4637;43.8567;1.6905;REF;REF;3;21.02;25.88;
4638;43.8572;1.7899;REF;REF;3;21.3;26.21;
4639;43.8577;1.8893;REF;REF;3;21.13;26;
4640;43.858;1.9887;REF;REF;3;20.9;25.73;
4641;43.8583;2.0881;REF;REF;3;20.75;25.56;
4642;43.8585;2.1875;REF;REF;3;20.51;25.28;
4643;43.8586;2.2869;REF;REF;3;19.9;24.44;
4644;43.8586;2.3863;REF;REF;3;19.32;23.78;
4645;43.8585;2.4857;REF;REF;3;18.65;22.96;
4646;43.8583;2.585;REF;REF;3;18.64;22.94;
4647;43.858;2.6844;REF;REF;3;19.58;24.23;
4648;43.8577;2.7838;REF;REF;3;19.83;24.58;
4649;43.8572;2.8832;REF;REF;3;19.72;24.43;
4650;43.8567;2.9826;REF;REF;3;19.08;23.54;
4651;43.856;3.082;REF;REF;3;19.03;23.98;
4652;43.8553;3.1814;REF;REF;3;18.59;23.31;
4653;43.8545;3.2807;REF;REF;3;18.4;22.45;
4654;43.8536;3.3801;REF;REF;3;18.5;22.59;
4655;43.8526;3.4795;REF;REF;3;19.23;23.67;
4656;43.8515;3.5788;REF;REF;3;20.6;25.27;
4657;43.8503;3.6782;REF;REF;3;21.73;26.51;
4658;43.849;3.7776;REF;REF;3;22.03;26.97;
4659;43.8477;3.8769;REF;REF;3;22.14;27.11;
4660;43.8462;3.9763;REF;REF;3;22.71;27.95;
4661;43.8447;4.0756;REF;REF;3;22.92;28.23;
4662;43.843;4.1749;REF;REF;3;23.18;27.8;
4663;43.8413;4.2743;REF;REF;3;23.19;27.81;
4664;43.8395;4.3736;REF;REF;3;23.52;28.29;
4665;43.8376;4.4729;REF;REF;3;23.59;28.41;
4666;43.8356;4.5722;REF;REF;3;23.33;28.4;
4667;43.8335;4.6715;REF;REF;3;23.53;28.48;
4668;43.8313;4.7708;REF;REF;3;23.41;28.68;
4669;43.8291;4.8701;REF;REF;3;23.24;28.46;
4670;43.8267;4.9694;REF;REF;3;23.18;28.38;
4671;43.8242;5.0687;REF;REF;3;22.6;28.31;
4672;43.8217;5.168;REF;REF;3;21.48;26.72;
4673;43.8191;5.2672;REF;REF;3;21.49;27.18;
4674;43.8163;5.3665;REF;REF;3;20.87;26.18;
4675;43.8135;5.4657;REF;REF;3;20.08;25.09;
4676;43.8106;5.5649;REF;REF;3;21.08;26.56;
4677;43.8076;5.6641;REF;REF;3;21.28;26.91;
4678;43.8045;5.7634;REF;REF;3;21.89;28.01;
4679;43.8013;5.8625;REF;REF;3;21.9;27.58;
4680;43.7981;5.9617;REF;REF;3;21.7;27.22;
4681;43.7947;6.0609;REF;REF;3;21.37;26.74;
4682;43.7913;6.1601;REF;REF;3;21.11;26.42;
4683;43.7877;6.2592;REF;REF;3;19.62;24.79;
4684;43.7841;6.3584;REF;REF;3;18.19;23.01;
4685;43.7804;6.4575;REF;REF;3;18.61;23.43;
4686;43.7766;6.5566;REF;REF;3;18.05;22.59;
4687;43.7726;6.6557;REF;REF;3;17.25;20.75;
4688;43.7687;6.7548;REF;REF;3;16.75;20.01;
4689;43.7646;6.8538;REF;REF;3;17.04;20.41;
4690;43.7604;6.9529;REF;REF;3;18.59;23.12;
4691;43.7561;7.0519;REF;REF;3;18.83;22.44;
4692;43.7518;7.151;REF;REF;3;21.51;24.69;
4693;43.7473;7.25;REF;REF;3;22.18;25.48;
4694;43.7428;7.349;REF;REF;3;22.11;25.44;
4695;43.7382;7.4479;REF;REF;3;22.88;25.92;
4749;43.8665;-1.3925;REF;REF;3;20.06;23.92;
4750;43.8699;-1.2932;REF;REF;3;19.93;23.74;
4751;43.8731;-1.1939;REF;REF;3;19.87;24.94;
4752;43.8763;-1.0945;REF;REF;3;19.71;24.7;
4753;43.8794;-0.9952;REF;REF;3;19.7;24.69;
4754;43.8824;-0.8959;REF;REF;3;19.83;24.89;
4755;43.8853;-0.7965;REF;REF;3;19.92;25.01;
4756;43.8882;-0.6972;REF;REF;3;20.5;25.6;
4757;43.8909;-0.5978;REF;REF;3;20.41;25.45;
4758;43.8935;-0.4984;REF;REF;3;20.37;25.39;
4759;43.8961;-0.399;REF;REF;3;20.31;25.29;
4760;43.8985;-0.2996;REF;REF;3;20.49;25.63;
4761;43.9009;-0.2002;REF;REF;3;20.4;25.47;
4762;43.9032;-0.1008;REF;REF;3;20.47;25.4;
4763;43.9054;-0.0014;REF;REF;3;20.38;25.26;
4764;43.9075;0.0981;REF;REF;3;20.33;25.19;
4765;43.9095;0.1975;REF;REF;3;20.39;25.29;
4766;43.9114;0.297;REF;REF;3;20.51;25.4;
4767;43.9132;0.3964;REF;REF;3;20.51;25.41;
4768;43.9149;0.4959;REF;REF;3;20.28;25.07;
4769;43.9166;0.5953;REF;REF;3;20.86;25.64;
4770;43.9181;0.6948;REF;REF;3;20.63;25.32;
4771;43.9196;0.7943;REF;REF;3;20.68;25.4;
4772;43.9209;0.8937;REF;REF;3;20.44;25.04;
4773;43.9222;0.9932;REF;REF;3;20.6;25.26;
4774;43.9234;1.0927;REF;REF;3;20.74;25.44;
4775;43.9245;1.1922;REF;REF;3;21.19;25.99;
4776;43.9255;1.2917;REF;REF;3;21.18;25.98;
4777;43.9264;1.3912;REF;REF;3;21.17;25.96;
4778;43.9272;1.4907;REF;REF;3;20.96;25.75;
4779;43.928;1.5902;REF;REF;3;21.16;26.11;
4780;43.9286;1.6897;REF;REF;3;20.95;25.87;
4781;43.9291;1.7892;REF;REF;3;20.66;25.45;
4782;43.9296;1.8888;REF;REF;3;20.97;25.81;
4783;43.93;1.9883;REF;REF;3;21.12;25.99;
4784;43.9302;2.0878;REF;REF;3;21;25.86;
4785;43.9304;2.1873;REF;REF;3;20.9;25.73;
4786;43.9305;2.2868;REF;REF;3;20.18;24.89;
4787;43.9305;2.3863;REF;REF;3;19.75;24.19;
4788;43.9304;2.4858;REF;REF;3;19.5;23.81;
4789;43.9302;2.5854;REF;REF;3;19.75;24.47;
4790;43.93;2.6849;REF;REF;3;19.64;24.31;
4791;43.9296;2.7844;REF;REF;3;20.07;24.92;
4792;43.9291;2.8839;REF;REF;3;19.62;24.28;
4793;43.9286;2.9834;REF;REF;3;19.18;24.2;
4794;43.928;3.0829;REF;REF;3;18.39;23.03;
4795;43.9272;3.1824;REF;REF;3;18.28;22.85;
4796;43.9264;3.2819;REF;REF;3;18;22.45;
4797;43.9255;3.3814;REF;REF;3;18.94;23.15;
4798;43.9245;3.4809;REF;REF;3;19.51;23.85;
4799;43.9234;3.5804;REF;REF;3;20.16;24.67;
4800;43.9222;3.6799;REF;REF;3;21.53;26.29;
4801;43.921;3.7794;REF;REF;3;22.02;26.96;
4802;43.9196;3.8789;REF;REF;3;22.3;27.42;
4803;43.9181;3.9783;REF;REF;3;22.49;27.66;
4804;43.9166;4.0778;REF;REF;3;23.1;28.23;
4805;43.9149;4.1773;REF;REF;3;22.94;28.01;
4806;43.9132;4.2767;REF;REF;3;23.17;28.32;
4807;43.9114;4.3762;REF;REF;3;23.06;27.62;
4808;43.9095;4.4756;REF;REF;3;23.15;27.75;
4809;43.9075;4.5751;REF;REF;3;23.33;28.41;
4810;43.9054;4.6745;REF;REF;3;23.3;28.36;
4811;43.9032;4.7739;REF;REF;3;23.34;28.59;
4812;43.9009;4.8733;REF;REF;3;23.41;28.54;
4813;43.8986;4.9728;REF;REF;3;23.29;28.36;
4814;43.8961;5.0722;REF;REF;3;22.84;28.64;
4815;43.8936;5.1715;REF;REF;3;22.23;28.25;
4816;43.8909;5.2709;REF;REF;3;22.32;28.36;
4817;43.8882;5.3703;REF;REF;3;21.94;27.93;
4818;43.8854;5.4697;REF;REF;3;21.35;26.95;
4819;43.8825;5.569;REF;REF;3;20.96;26.32;
4820;43.8795;5.6684;REF;REF;3;21.02;26.47;
4821;43.8764;5.7677;REF;REF;3;21.22;26.8;
4822;43.8732;5.867;REF;REF;3;21.97;27.71;
4823;43.8699;5.9663;REF;REF;3;21.6;27.07;
4824;43.8665;6.0656;REF;REF;3;21.04;26.32;
4825;43.8631;6.1649;REF;REF;3;20.36;25.56;
4826;43.8595;6.2642;REF;REF;3;17.23;21.74;
4827;43.8559;6.3634;REF;REF;3;16.44;20.6;
4828;43.8522;6.4627;REF;REF;3;17.45;23.13;
4829;43.8484;6.5619;REF;REF;3;16.84;22.2;
4830;43.8445;6.6611;REF;REF;3;16.11;21.01;
4831;43.8405;6.7604;REF;REF;3;17.22;20.7;
4832;43.8364;6.8595;REF;REF;3;17.78;21.66;
4833;43.8322;6.9587;REF;REF;3;17.66;21.45;
4834;43.8279;7.0579;REF;REF;3;18.87;23.63;
4835;43.8235;7.157;REF;REF;3;21.33;25.25;
4836;43.8191;7.2562;REF;REF;3;21.22;25.06;
4837;43.8146;7.3553;REF;REF;3;21.41;25.37;
4838;43.8099;7.4544;REF;REF;3;20.73;24.34;
4839;43.8052;7.5535;REF;REF;3;22.22;25.5;
4892;43.9383;-1.3972;REF;REF;3;20.1;23.98;
4893;43.9417;-1.2978;REF;REF;3;19.86;23.64;
4894;43.945;-1.1983;REF;REF;3;19.7;23.42;
4895;43.9482;-1.0989;REF;REF;3;19.7;24.68;
4896;43.9513;-0.9994;REF;REF;3;19.62;24.57;
4897;43.9543;-0.9;REF;REF;3;19.68;24.65;
4898;43.9572;-0.8005;REF;REF;3;19.78;24.8;
4899;43.96;-0.701;REF;REF;3;20.37;25.39;
4900;43.9628;-0.6015;REF;REF;3;20.38;25.41;
4901;43.9654;-0.502;REF;REF;3;20.08;25.62;
4902;43.968;-0.4025;REF;REF;3;19.98;25.46;
4903;43.9704;-0.303;REF;REF;3;19.82;25.22;
4904;43.9728;-0.2034;REF;REF;3;20.29;25.3;
4905;43.9751;-0.1039;REF;REF;3;20.14;25.07;
4906;43.9773;-0.0043;REF;REF;3;20.01;24.85;
4907;43.9793;0.0952;REF;REF;3;19.95;25.12;
4908;43.9814;0.1948;REF;REF;3;20.44;25.4;
4909;43.9833;0.2944;REF;REF;3;20.41;25.37;
4910;43.9851;0.3939;REF;REF;3;20.53;25.43;
4911;43.9868;0.4935;REF;REF;3;20.28;25.07;
4912;43.9885;0.5931;REF;REF;3;20.55;25.46;
4913;43.99;0.6927;REF;REF;3;20.81;25.57;
4914;43.9915;0.7923;REF;REF;3;20.88;25.66;
4915;43.9928;0.8919;REF;REF;3;20.69;25.38;
4916;43.9941;0.9915;REF;REF;3;20.74;25.57;
4917;43.9953;1.0911;REF;REF;3;20.89;25.77;
4918;43.9964;1.1908;REF;REF;3;21.3;26.12;
4919;43.9974;1.2904;REF;REF;3;21.29;26.11;
4920;43.9983;1.39;REF;REF;3;21.11;25.89;
4921;43.9991;1.4896;REF;REF;3;20.82;25.57;
4922;43.9999;1.5893;REF;REF;3;20.68;25.41;
4923;44.0005;1.6889;REF;REF;3;20.66;25.55;
4924;44.0011;1.7885;REF;REF;3;20.63;25.52;
4925;44.0015;1.8882;REF;REF;3;20.71;25.61;
4926;44.0019;1.9878;REF;REF;3;20.57;25.45;
4927;44.0022;2.0875;REF;REF;3;20.4;25.27;
4928;44.0023;2.1871;REF;REF;3;20.45;25.32;
4929;44.0024;2.2867;REF;REF;3;19.84;24.37;
4930;44.0024;2.3864;REF;REF;3;19.54;23.89;
4931;44.0023;2.486;REF;REF;3;19.36;23.58;
4932;44.0022;2.5857;REF;REF;3;19.55;24.19;
4933;44.0019;2.6853;REF;REF;3;19.97;24.78;
4934;44.0015;2.785;REF;REF;3;19.88;24.65;
4935;44.0011;2.8846;REF;REF;3;18.97;23.4;
4936;44.0005;2.9842;REF;REF;3;19.14;23.62;
4937;43.9999;3.0839;REF;REF;3;18.39;23.02;
4938;43.9991;3.1835;REF;REF;3;17.94;22.36;
4939;43.9983;3.2831;REF;REF;3;18.52;23.22;
4940;43.9974;3.3827;REF;REF;3;17.98;22.42;
4941;43.9964;3.4824;REF;REF;3;18.24;22.32;
4942;43.9953;3.582;REF;REF;3;20.49;25.12;
4943;43.9941;3.6816;REF;REF;3;21.39;26.49;
4944;43.9929;3.7812;REF;REF;3;20.56;25.22;
4945;43.9915;3.8808;REF;REF;3;21.79;27.13;
4946;43.99;3.9804;REF;REF;3;22.86;27.9;
4947;43.9885;4.08;REF;REF;3;23.11;28.24;
4948;43.9868;4.1796;REF;REF;3;23.13;28.26;
4949;43.9851;4.2792;REF;REF;3;23.18;28.34;
4950;43.9833;4.3788;REF;REF;3;23.2;28.35;
4951;43.9814;4.4783;REF;REF;3;23.27;27.93;
4952;43.9794;4.5779;REF;REF;3;23.25;27.89;
4953;43.9773;4.6775;REF;REF;3;22.84;27.72;
4954;43.9751;4.777;REF;REF;3;23.28;28.34;
4955;43.9728;4.8766;REF;REF;3;23.45;28.61;
4956;43.9704;4.9761;REF;REF;3;23.01;28.87;
4957;43.968;5.0756;REF;REF;3;22.42;28.08;
4958;43.9654;5.1751;REF;REF;3;20.94;26.28;
4959;43.9628;5.2746;REF;REF;3;20.78;26.04;
4960;43.9601;5.3741;REF;REF;3;20.49;25.59;
4961;43.9572;5.4736;REF;REF;3;18.56;23.44;
4962;43.9543;5.5731;REF;REF;3;20.36;25.65;
4963;43.9513;5.6726;REF;REF;3;20.16;25.44;
4964;43.9482;5.772;REF;REF;3;21.12;26.62;
4965;43.945;5.8715;REF;REF;3;21.76;27.31;
4966;43.9418;5.9709;REF;REF;3;21.51;26.94;
4967;43.9384;6.0703;REF;REF;3;21.09;26.39;
4968;43.9349;6.1697;REF;REF;3;20.64;25.87;
4969;43.9314;6.2691;REF;REF;3;17.32;21.86;
4970;43.9277;6.3685;REF;REF;3;17.92;22.65;
4971;43.924;6.4679;REF;REF;3;16.67;21.95;
4972;43.9202;6.5673;REF;REF;3;16.63;21.89;
4973;43.9163;6.6666;REF;REF;3;16.3;21.33;
4974;43.9123;6.7659;REF;REF;3;17.24;22.79;
4975;43.9082;6.8653;REF;REF;3;18.33;24.58;
4976;43.904;6.9646;REF;REF;3;19.64;24.56;
4977;43.8997;7.0639;REF;REF;3;19.67;24.59;
4978;43.8953;7.1631;REF;REF;3;20.28;25.36;
4979;43.8909;7.2624;REF;REF;3;19.96;23.21;
4980;43.8863;7.3616;REF;REF;3;19.39;22.43;
4981;43.8817;7.4609;REF;REF;3;20.4;23.84;
4982;43.877;7.5601;REF;REF;3;21.38;25.32;
5036;44.0136;-1.3024;REF;REF;3;19.89;23.68;
5037;44.0168;-1.2028;REF;REF;3;19.83;23.6;
5038;44.02;-1.1032;REF;REF;3;19.77;24.8;
5039;44.0231;-1.0037;REF;REF;3;19.67;24.65;
5040;44.0261;-0.9041;REF;REF;3;19.71;24.71;
5041;44.0291;-0.8045;REF;REF;3;19.67;24.94;
5042;44.0319;-0.7049;REF;REF;3;19.93;25.4;
5043;44.0346;-0.6052;REF;REF;3;19.95;25.42;
5044;44.0373;-0.5056;REF;REF;3;19.93;25.39;
5045;44.0398;-0.406;REF;REF;3;19.98;25.47;
5046;44.0423;-0.3063;REF;REF;3;19.94;25.4;
5047;44.0447;-0.2066;REF;REF;3;20.21;25.19;
5048;44.047;-0.107;REF;REF;3;20.07;24.96;
5049;44.0491;-0.0073;REF;REF;3;20.02;24.88;
5050;44.0512;0.0924;REF;REF;3;19.92;25.07;
5051;44.0533;0.1921;REF;REF;3;19.97;25.16;
5052;44.0552;0.2918;REF;REF;3;20.53;25.55;
5053;44.057;0.3915;REF;REF;3;20.53;25.55;
5054;44.0587;0.4912;REF;REF;3;20.42;25.38;
5055;44.0604;0.5909;REF;REF;3;20.4;25.35;
5056;44.0619;0.6906;REF;REF;3;20.87;25.66;
5057;44.0634;0.7904;REF;REF;3;20.8;25.55;
5058;44.0648;0.8901;REF;REF;3;20.97;25.88;
5059;44.066;0.9898;REF;REF;3;21.06;26;
5060;44.0672;1.0896;REF;REF;3;21.09;26.06;
5061;44.0683;1.1893;REF;REF;3;21.04;25.98;
5062;44.0693;1.2891;REF;REF;3;21.04;25.98;
5063;44.0702;1.3888;REF;REF;3;21.26;26.07;
5064;44.0711;1.4886;REF;REF;3;21.24;26.05;
5065;44.0718;1.5883;REF;REF;3;21.11;25.89;
5066;44.0724;1.6881;REF;REF;3;20.41;25.57;
5067;44.073;1.7878;REF;REF;3;19.99;24.64;
5068;44.0734;1.8876;REF;REF;3;20.46;25.33;
5069;44.0738;1.9874;REF;REF;3;20.47;25.34;
5070;44.0741;2.0871;REF;REF;3;20.35;25.21;
5071;44.0743;2.1869;REF;REF;3;20.2;24.99;
5072;44.0744;2.2867;REF;REF;3;19.39;23.64;
5073;44.0744;2.3865;REF;REF;3;19.23;23.39;
5074;44.0743;2.4862;REF;REF;3;19.24;23.91;
5075;44.0741;2.586;REF;REF;3;18.58;22.98;
5076;44.0738;2.6858;REF;REF;3;18.4;22.93;
5077;44.0734;2.7855;REF;REF;3;19.23;24.1;
5078;44.073;2.8853;REF;REF;3;19.39;24.29;
5079;44.0724;2.985;REF;REF;3;19.47;24.08;
5080;44.0718;3.0848;REF;REF;3;18.64;22.94;
5081;44.0711;3.1846;REF;REF;3;18.02;22.48;
5082;44.0702;3.2843;REF;REF;3;18.3;22.89;
5083;44.0693;3.3841;REF;REF;3;17.62;22.61;
5084;44.0683;3.4838;REF;REF;3;15;19.01;
5085;44.0672;3.5836;REF;REF;3;16.48;21;
5086;44.0661;3.6833;REF;REF;3;20.22;24.74;
5087;44.0648;3.783;REF;REF;3;19.59;23.96;
5088;44.0634;3.8828;REF;REF;3;21.42;26.54;
5089;44.0619;3.9825;REF;REF;3;22.16;27.56;
5090;44.0604;4.0822;REF;REF;3;23.03;28.13;
5091;44.0588;4.1819;REF;REF;3;23;28.09;
5092;44.057;4.2817;REF;REF;3;22.71;27.7;
5093;44.0552;4.3814;REF;REF;3;22.82;27.84;
5094;44.0533;4.4811;REF;REF;3;22.53;27.59;
5095;44.0513;4.5807;REF;REF;3;22.8;27.26;
5096;44.0492;4.6804;REF;REF;3;22.85;27.73;
5097;44.047;4.7801;REF;REF;3;23.29;28.48;
5098;44.0447;4.8798;REF;REF;3;23.37;28.48;
5099;44.0423;4.9794;REF;REF;3;23.47;29.23;
5100;44.0399;5.0791;REF;REF;3;23.01;28.66;
5101;44.0373;5.1787;REF;REF;3;22.2;27.73;
5102;44.0347;5.2784;REF;REF;3;19.68;25.59;
5103;44.0319;5.378;REF;REF;3;17.74;23.42;
5104;44.0291;5.4776;REF;REF;3;17.22;22.68;
5105;44.0262;5.5772;REF;REF;3;18.92;24.2;
5106;44.0232;5.6768;REF;REF;3;19.76;25.03;
5107;44.0201;5.7764;REF;REF;3;20.14;25.41;
5108;44.0169;5.876;REF;REF;3;20.93;26.32;
5109;44.0136;5.9755;REF;REF;3;21.2;27.33;
5110;44.0102;6.0751;REF;REF;3;20.3;26.46;
5111;44.0068;6.1746;REF;REF;3;20.13;26.29;
5112;44.0032;6.2741;REF;REF;3;18.08;24.12;
5113;43.9996;6.3736;REF;REF;3;17.58;23.35;
5114;43.9958;6.4731;REF;REF;3;16.43;21.58;
5115;43.992;6.5726;REF;REF;3;15.87;20.56;
5116;43.9881;6.6721;REF;REF;3;17.23;22.78;
5117;43.9841;6.7716;REF;REF;3;18.8;25.91;
5118;43.98;6.871;REF;REF;3;18.87;23.64;
5119;43.9758;6.9704;REF;REF;3;19.06;23.87;
5120;43.9715;7.0698;REF;REF;3;18.42;22.8;
5121;43.9671;7.1692;REF;REF;3;20.22;25.22;
5122;43.9627;7.2686;REF;REF;3;19.23;22.24;
5123;43.9581;7.368;REF;REF;3;17.57;21.67;
5124;43.9535;7.4673;REF;REF;3;17.6;20.28;
5125;43.9487;7.5667;REF;REF;3;19.05;23.56;
5126;43.9439;7.666;REF;REF;3;20.01;24.9;
5179;44.0854;-1.307;REF;REF;3;19.98;23.75;
5180;44.0887;-1.2073;REF;REF;3;19.87;23.61;
5181;44.0919;-1.1076;REF;REF;3;19.89;25.24;
5182;44.095;-1.0079;REF;REF;3;19.72;25;
5183;44.098;-0.9082;REF;REF;3;19.66;24.93;
5184;44.1009;-0.8085;REF;REF;3;19.65;24.91;
5185;44.1038;-0.7087;REF;REF;3;19.59;24.83;
5186;44.1065;-0.609;REF;REF;3;19.92;25.37;
5187;44.1092;-0.5092;REF;REF;3;19.88;25.31;
5188;44.1117;-0.4094;REF;REF;3;19.82;25.22;
5189;44.1142;-0.3097;REF;REF;3;19.82;25.23;
5190;44.1166;-0.2099;REF;REF;3;19.77;25.15;
5191;44.1188;-0.1101;REF;REF;3;20.03;24.89;
5192;44.121;-0.0103;REF;REF;3;20;24.85;
5193;44.1231;0.0895;REF;REF;3;19.85;24.96;
5194;44.1252;0.1894;REF;REF;3;19.89;25.03;
5195;44.1271;0.2892;REF;REF;3;20.6;25.66;
5196;44.1289;0.389;REF;REF;3;20.49;25.48;
5197;44.1306;0.4888;REF;REF;3;20.4;25.35;
5198;44.1323;0.5887;REF;REF;3;20.41;25.36;
5199;44.1338;0.6885;REF;REF;3;20.49;25.49;
5200;44.1353;0.7884;REF;REF;3;20.77;25.41;
5201;44.1367;0.8882;REF;REF;3;20.96;25.95;
5202;44.138;0.9881;REF;REF;3;20.87;25.82;
5203;44.1391;1.088;REF;REF;3;20.81;25.73;
5204;44.1402;1.1879;REF;REF;3;20.94;25.91;
5205;44.1412;1.2877;REF;REF;3;20.8;25.71;
5206;44.1422;1.3876;REF;REF;3;20.67;25.53;
5207;44.143;1.4875;REF;REF;3;21.08;25.85;
5208;44.1437;1.5874;REF;REF;3;20.94;25.67;
5209;44.1444;1.6873;REF;REF;3;20.28;25.41;
5210;44.1449;1.7872;REF;REF;3;20.17;25.28;
5211;44.1454;1.887;REF;REF;3;20.55;25.72;
5212;44.1457;1.9869;REF;REF;3;20.01;25.41;
5213;44.146;2.0868;REF;REF;3;19.8;24.31;
5214;44.1462;2.1867;REF;REF;3;19.9;24.47;
5215;44.1463;2.2866;REF;REF;3;19.65;24.51;
5216;44.1463;2.3865;REF;REF;3;19.54;24.36;
5217;44.1462;2.4864;REF;REF;3;18.89;23.42;
5218;44.146;2.5863;REF;REF;3;18.17;22.39;
5219;44.1457;2.6862;REF;REF;3;17.58;21.85;
5220;44.1454;2.7861;REF;REF;3;17.15;21.3;
5221;44.1449;2.886;REF;REF;3;17.07;21.17;
5222;44.1444;2.9859;REF;REF;3;18.59;23.2;
5223;44.1437;3.0858;REF;REF;3;18.98;23.4;
5224;44.143;3.1856;REF;REF;3;17.99;22.01;
5225;44.1422;3.2855;REF;REF;3;17.61;21.9;
5226;44.1413;3.3854;REF;REF;3;16.92;21.62;
5227;44.1403;3.4853;REF;REF;3;15.83;19.9;
5228;44.1392;3.5852;REF;REF;3;15.16;18.95;
5229;44.138;3.685;REF;REF;3;19.47;23.81;
5230;44.1367;3.7849;REF;REF;3;20.69;25.79;
5231;44.1353;3.8847;REF;REF;3;21.31;26.43;
5232;44.1339;3.9846;REF;REF;3;21.54;26.73;
5233;44.1323;4.0844;REF;REF;3;22.78;27.79;
5234;44.1307;4.1843;REF;REF;3;22.77;27.78;
5235;44.1289;4.2841;REF;REF;3;21.85;26.71;
5236;44.1271;4.384;REF;REF;3;21.98;26.87;
5237;44.1252;4.4838;REF;REF;3;22.32;27.32;
5238;44.1232;4.5836;REF;REF;3;22.73;27.89;
5239;44.1211;4.6834;REF;REF;3;23.24;28.28;
5240;44.1189;4.7832;REF;REF;3;23.36;28.57;
5241;44.1166;4.883;REF;REF;3;23.28;28.45;
5242;44.1142;4.9828;REF;REF;3;23.18;28.87;
5243;44.1117;5.0826;REF;REF;3;22.6;28.17;
5244;44.1092;5.1823;REF;REF;3;21.34;27.59;
5245;44.1065;5.2821;REF;REF;3;18.02;23.71;
5246;44.1038;5.3818;REF;REF;3;17.65;23.33;
5247;44.101;5.4816;REF;REF;3;17.63;23.3;
5248;44.098;5.5813;REF;REF;3;17.46;22.23;
5249;44.095;5.681;REF;REF;3;17.36;22.09;
5250;44.0919;5.7807;REF;REF;3;16.37;20.55;
5251;44.0887;5.8804;REF;REF;3;17.95;23.03;
5252;44.0854;5.9801;REF;REF;3;21.34;26.51;
5253;44.0821;6.0798;REF;REF;3;19.81;25.97;
5254;44.0786;6.1795;REF;REF;3;20.13;26.29;
5255;44.075;6.2791;REF;REF;3;18.34;24.49;
5256;44.0714;6.3788;REF;REF;3;16.16;21.44;
5257;44.0676;6.4784;REF;REF;3;15.6;21.42;
5258;44.0638;6.578;REF;REF;3;14.92;20.39;
5259;44.0599;6.6776;REF;REF;3;13.22;17.61;
5260;44.0559;6.7772;REF;REF;3;14.87;18.31;
5261;44.0518;6.8767;REF;REF;3;16.71;20.6;
5262;44.0476;6.9763;REF;REF;3;14.94;18.41;
5263;44.0433;7.0758;REF;REF;3;16.84;20.12;
