#-----------------------------------------------------------------------------
# Date d'extraction : 31/03/2025 - 09h29 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     REF : rÃ©fÃ©rence
#-----------------------------------------------------------------------------
# Horizons :
#     REF : RÃ©fÃ©rence
#-----------------------------------------------------------------------------
# Type d'indice : saisonnier
                  (1 - hiver, 2 - printemps, 3 - Ã©tÃ©, 4 - automne)
#-----------------------------------------------------------------------------
# Indices : 
#     NORTAV : TempÃ©rature moyenne journaliÃ¨re (Â°C)
#     NORTXAV : TempÃ©rature maximale journaliÃ¨re (Â°C)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;PÃ©riode;Saison;NORTAV;NORTXAV;
#-----------------------------------------------------------------------------
10951;47.0133;3.9676;REF;REF;3;17.15;20.64;
10952;47.0118;4.0728;REF;REF;3;16.48;19.77;
10953;47.0101;4.178;REF;REF;3;18.06;22.24;
10954;47.0084;4.2832;REF;REF;3;18.6;23.33;
10955;47.0066;4.3884;REF;REF;3;18.45;23.02;
10956;47.0046;4.4935;REF;REF;3;18.31;22.73;
10957;47.0026;4.5987;REF;REF;3;18.47;22.36;
10958;47.0005;4.7038;REF;REF;3;18.46;22.34;
10959;46.9983;4.809;REF;REF;3;19.13;23.64;
10960;46.996;4.9141;REF;REF;3;19.5;24.1;
10961;46.9936;5.0193;REF;REF;3;19.5;24.09;
10962;46.991;5.1244;REF;REF;3;19.61;24.22;
10963;46.9884;5.2295;REF;REF;3;19.57;24.17;
10964;46.9858;5.3346;REF;REF;3;19.77;24.07;
10965;46.983;5.4397;REF;REF;3;19.62;23.9;
10966;46.9801;5.5447;REF;REF;3;19.44;23.7;
10967;46.9771;5.6498;REF;REF;3;19.4;23.66;
10968;46.974;5.7549;REF;REF;3;19.27;23.41;
10969;46.9708;5.8599;REF;REF;3;18.07;22.57;
10970;46.9676;5.9649;REF;REF;3;17.35;21.39;
10971;46.9642;6.07;REF;REF;3;16.34;20.79;
10972;46.9607;6.175;REF;REF;3;16.01;20.42;
10973;46.9572;6.2799;REF;REF;3;15.74;20.12;
10974;46.9535;6.3849;REF;REF;3;15.14;19.44;
10975;46.9498;6.4899;REF;REF;3;14.02;17.15;
10976;46.9459;6.5948;REF;REF;3;14.2;17.4;
11035;47.0056;-2.2426;REF;REF;3;18.62;22.34;
11037;47.0138;-2.0325;REF;REF;3;18.63;22.35;
11038;47.0177;-1.9275;REF;REF;3;18.83;22.79;
11039;47.0216;-1.8224;REF;REF;3;18.74;22.7;
11040;47.0253;-1.7173;REF;REF;3;18.99;23.3;
11041;47.029;-1.6122;REF;REF;3;19.03;23.35;
11042;47.0326;-1.507;REF;REF;3;18.97;23.29;
11043;47.036;-1.4019;REF;REF;3;18.9;23.22;
11044;47.0394;-1.2967;REF;REF;3;18.81;23.13;
11045;47.0427;-1.1916;REF;REF;3;18.75;22.99;
11046;47.0459;-1.0864;REF;REF;3;18.83;23.35;
11047;47.049;-0.9812;REF;REF;3;18.85;23.37;
11048;47.0519;-0.876;REF;REF;3;18.79;23.32;
11049;47.0548;-0.7708;REF;REF;3;18.55;23.13;
11050;47.0576;-0.6655;REF;REF;3;18.44;23.05;
11051;47.0603;-0.5603;REF;REF;3;18.53;23.12;
11052;47.0629;-0.455;REF;REF;3;19.11;23.7;
11053;47.0654;-0.3498;REF;REF;3;19.48;24.55;
11054;47.0679;-0.2445;REF;REF;3;19.73;24.86;
11055;47.0702;-0.1392;REF;REF;3;19.41;24;
11056;47.0724;-0.034;REF;REF;3;19.45;24.3;
11057;47.0745;0.0713;REF;REF;3;19.52;24.41;
11058;47.0765;0.1766;REF;REF;3;19.49;24.36;
11059;47.0785;0.282;REF;REF;3;19.4;24.06;
11060;47.0803;0.3873;REF;REF;3;19.2;23.76;
11061;47.082;0.4926;REF;REF;3;19.38;24.03;
11062;47.0837;0.5979;REF;REF;3;19.27;23.86;
11063;47.0852;0.7033;REF;REF;3;19.08;23.67;
11064;47.0867;0.8086;REF;REF;3;19.05;23.63;
11065;47.088;0.914;REF;REF;3;19.01;23.5;
11066;47.0893;1.0193;REF;REF;3;19.12;23.66;
11067;47.0904;1.1247;REF;REF;3;18.95;23.4;
11068;47.0915;1.23;REF;REF;3;18.94;23.39;
11069;47.0925;1.3354;REF;REF;3;18.96;23.52;
11070;47.0933;1.4408;REF;REF;3;18.92;23.46;
11071;47.0941;1.5462;REF;REF;3;19;23.58;
11072;47.0948;1.6515;REF;REF;3;19.04;23.64;
11073;47.0954;1.7569;REF;REF;3;19.07;23.67;
11074;47.0958;1.8623;REF;REF;3;19.12;23.74;
11075;47.0962;1.9677;REF;REF;3;19.38;23.98;
11076;47.0965;2.0731;REF;REF;3;19.43;24.15;
11077;47.0967;2.1784;REF;REF;3;19.48;24.22;
11078;47.0968;2.2838;REF;REF;3;19.45;24.17;
11079;47.0968;2.3892;REF;REF;3;19.33;24.02;
11080;47.0967;2.4946;REF;REF;3;19.32;24.06;
11081;47.0965;2.6;REF;REF;3;19.17;23.85;
11082;47.0962;2.7054;REF;REF;3;19.04;23.68;
11083;47.0959;2.8108;REF;REF;3;18.95;23.57;
11084;47.0954;2.9161;REF;REF;3;19;23.63;
11085;47.0948;3.0215;REF;REF;3;18.71;23.55;
11086;47.0941;3.1269;REF;REF;3;18.27;22.94;
11087;47.0933;3.2323;REF;REF;3;18.25;23.1;
11088;47.0925;3.3377;REF;REF;3;17.68;22.24;
11089;47.0915;3.443;REF;REF;3;17.61;22.11;
11090;47.0905;3.5484;REF;REF;3;18.63;23.25;
11091;47.0893;3.6537;REF;REF;3;18.75;23.42;
11092;47.088;3.7591;REF;REF;3;18.62;23.25;
11093;47.0867;3.8644;REF;REF;3;18.35;22.9;
11094;47.0852;3.9698;REF;REF;3;17.59;21.42;
11095;47.0837;4.0751;REF;REF;3;16.82;20.3;
11096;47.0821;4.1805;REF;REF;3;17.55;21.66;
11097;47.0803;4.2858;REF;REF;3;17.85;22.29;
11098;47.0785;4.3911;REF;REF;3;18.27;22.93;
11099;47.0766;4.4964;REF;REF;3;18.2;22.79;
11100;47.0745;4.6017;REF;REF;3;17.96;22.3;
11101;47.0724;4.707;REF;REF;3;18.1;21.76;
11102;47.0702;4.8123;REF;REF;3;19.05;23.3;
11103;47.0679;4.9176;REF;REF;3;19.25;23.78;
11104;47.0655;5.0229;REF;REF;3;19.4;23.96;
11105;47.063;5.1281;REF;REF;3;19.54;24.14;
11106;47.0604;5.2334;REF;REF;3;19.62;24.23;
11107;47.0577;5.3386;REF;REF;3;19.73;24.02;
11108;47.0549;5.4438;REF;REF;3;19.62;23.9;
11109;47.052;5.549;REF;REF;3;19.41;23.67;
11110;47.049;5.6542;REF;REF;3;19.3;23.55;
11111;47.0459;5.7594;REF;REF;3;19.19;23.43;
11112;47.0427;5.8646;REF;REF;3;18.53;22.88;
11113;47.0395;5.9698;REF;REF;3;18.34;22.67;
11114;47.0361;6.0749;REF;REF;3;17.41;21.47;
11115;47.0326;6.1801;REF;REF;3;16.81;20.62;
11116;47.029;6.2852;REF;REF;3;16.66;20.39;
11117;47.0254;6.3903;REF;REF;3;15.08;19.33;
11118;47.0216;6.4954;REF;REF;3;15.05;18.69;
11119;47.0178;6.6005;REF;REF;3;14.71;18.16;
11120;47.0138;6.7056;REF;REF;3;14;17.11;
11179;47.0816;-2.1436;REF;REF;3;18.87;22.83;
11180;47.0856;-2.0384;REF;REF;3;18.76;22.72;
11181;47.0896;-1.9332;REF;REF;3;18.73;22.68;
11182;47.0934;-1.8279;REF;REF;3;18.73;22.68;
11183;47.0972;-1.7227;REF;REF;3;19.11;23.42;
11184;47.1009;-1.6174;REF;REF;3;19.11;23.42;
11185;47.1044;-1.5122;REF;REF;3;18.97;23.29;
11186;47.1079;-1.4069;REF;REF;3;18.86;23.18;
11187;47.1113;-1.3016;REF;REF;3;18.91;23.23;
11188;47.1146;-1.1963;REF;REF;3;19.06;23.55;
11189;47.1178;-1.091;REF;REF;3;18.96;23.46;
11190;47.1209;-0.9856;REF;REF;3;18.87;23.39;
11191;47.1238;-0.8803;REF;REF;3;18.82;23.35;
11192;47.1267;-0.7749;REF;REF;3;18.59;23.17;
11193;47.1295;-0.6696;REF;REF;3;18.48;23.08;
11194;47.1323;-0.5642;REF;REF;3;18.72;23.27;
11195;47.1349;-0.4588;REF;REF;3;18.93;23.49;
11196;47.1374;-0.3534;REF;REF;3;19.19;23.75;
11197;47.1398;-0.248;REF;REF;3;19.25;23.83;
11198;47.1421;-0.1426;REF;REF;3;19.42;24.01;
11199;47.1443;-0.0371;REF;REF;3;19.37;23.96;
11200;47.1465;0.0683;REF;REF;3;19.27;24.03;
11201;47.1485;0.1737;REF;REF;3;19.42;24.09;
11202;47.1504;0.2792;REF;REF;3;19.3;23.99;
11203;47.1522;0.3847;REF;REF;3;19.33;23.95;
11204;47.154;0.4901;REF;REF;3;19.22;23.78;
11205;47.1556;0.5956;REF;REF;3;19.08;23.67;
11206;47.1572;0.7011;REF;REF;3;18.97;23.5;
11207;47.1586;0.8066;REF;REF;3;19.07;23.66;
11208;47.16;0.9121;REF;REF;3;19.03;23.6;
11209;47.1612;1.0175;REF;REF;3;19.15;23.72;
11210;47.1624;1.123;REF;REF;3;19.03;23.53;
11211;47.1635;1.2286;REF;REF;3;18.99;23.46;
11212;47.1644;1.3341;REF;REF;3;18.83;23.21;
11213;47.1653;1.4396;REF;REF;3;19.11;23.73;
11214;47.1661;1.5451;REF;REF;3;19.11;23.73;
11215;47.1667;1.6506;REF;REF;3;19.27;23.95;
11216;47.1673;1.7561;REF;REF;3;19.22;23.88;
11217;47.1678;1.8617;REF;REF;3;19.38;24.08;
11218;47.1682;1.9672;REF;REF;3;19.39;24.09;
11219;47.1685;2.0727;REF;REF;3;19.12;24.07;
11220;47.1687;2.1782;REF;REF;3;19.12;24.08;
11221;47.1688;2.2838;REF;REF;3;18.89;23.77;
11222;47.1688;2.3893;REF;REF;3;19.05;23.65;
11223;47.1687;2.4948;REF;REF;3;19.11;23.78;
11224;47.1685;2.6003;REF;REF;3;19.1;23.77;
11225;47.1682;2.7059;REF;REF;3;18.89;23.49;
11226;47.1678;2.8114;REF;REF;3;18.98;23.61;
11227;47.1673;2.9169;REF;REF;3;19.04;23.69;
11228;47.1668;3.0224;REF;REF;3;18.75;23.61;
11229;47.1661;3.128;REF;REF;3;18.05;22.64;
11230;47.1653;3.2335;REF;REF;3;18.17;23;
11231;47.1644;3.339;REF;REF;3;17.84;22.56;
11232;47.1635;3.4445;REF;REF;3;17.79;22.47;
11233;47.1624;3.55;REF;REF;3;18.6;23.22;
11234;47.1613;3.6555;REF;REF;3;18.62;23.24;
11235;47.16;3.761;REF;REF;3;18.41;22.94;
11236;47.1586;3.8665;REF;REF;3;18.34;22.87;
11237;47.1572;3.972;REF;REF;3;17.45;21.16;
11238;47.1557;4.0775;REF;REF;3;16.84;20.15;
11239;47.154;4.1829;REF;REF;3;17.59;21.4;
11240;47.1523;4.2884;REF;REF;3;17.79;21.79;
11241;47.1504;4.3939;REF;REF;3;18.21;22.81;
11242;47.1485;4.4993;REF;REF;3;18.16;22.71;
11243;47.1465;4.6048;REF;REF;3;17.96;22.3;
11244;47.1444;4.7102;REF;REF;3;18.24;21.98;
11245;47.1421;4.8156;REF;REF;3;18.08;21.75;
11246;47.1398;4.921;REF;REF;3;19.41;23.9;
11247;47.1374;5.0265;REF;REF;3;19.35;23.9;
11248;47.1349;5.1319;REF;REF;3;19.46;24.03;
11249;47.1323;5.2372;REF;REF;3;19.59;24.2;
11250;47.1296;5.3426;REF;REF;3;19.59;24.2;
11251;47.1268;5.448;REF;REF;3;19.39;23.65;
11252;47.1239;5.5534;REF;REF;3;19.4;23.66;
11253;47.1209;5.6587;REF;REF;3;19.26;23.81;
11254;47.1178;5.764;REF;REF;3;19.09;23.63;
11255;47.1146;5.8694;REF;REF;3;18.77;23.26;
11256;47.1113;5.9747;REF;REF;3;18.51;22.89;
11257;47.108;6.08;REF;REF;3;18.13;22.39;
11258;47.1045;6.1852;REF;REF;3;17.9;22.08;
11259;47.1009;6.2905;REF;REF;3;16.74;20.51;
11260;47.0973;6.3958;REF;REF;3;16.04;19.51;
11261;47.0935;6.501;REF;REF;3;15.33;19.07;
11262;47.0896;6.6062;REF;REF;3;14.87;18.41;
11263;47.0857;6.7114;REF;REF;3;14.78;18.26;
11321;47.1493;-2.2549;REF;REF;3;18.86;22.82;
11322;47.1534;-2.1496;REF;REF;3;18.69;22.64;
11323;47.1575;-2.0442;REF;REF;3;18.68;22.63;
11324;47.1614;-1.9389;REF;REF;3;18.62;22.57;
11325;47.1653;-1.8335;REF;REF;3;18.71;22.67;
11326;47.1691;-1.7281;REF;REF;3;19.03;23.34;
11327;47.1727;-1.6228;REF;REF;3;19.02;23.34;
11328;47.1763;-1.5173;REF;REF;3;19.01;23.32;
11329;47.1798;-1.4119;REF;REF;3;19.01;23.33;
11330;47.1832;-1.3065;REF;REF;3;18.87;23.19;
11331;47.1865;-1.201;REF;REF;3;18.59;22.93;
11332;47.1897;-1.0956;REF;REF;3;18.94;23.45;
11333;47.1928;-0.9901;REF;REF;3;18.95;23.45;
11334;47.1958;-0.8846;REF;REF;3;18.91;23.42;
11335;47.1987;-0.7791;REF;REF;3;18.85;23.37;
11336;47.2015;-0.6736;REF;REF;3;18.86;23.38;
11337;47.2042;-0.5681;REF;REF;3;19.1;23.66;
11338;47.2068;-0.4626;REF;REF;3;19.25;23.82;
11339;47.2093;-0.357;REF;REF;3;19.3;23.88;
11340;47.2117;-0.2515;REF;REF;3;19.19;23.76;
11341;47.214;-0.1459;REF;REF;3;19.37;23.96;
11342;47.2163;-0.0403;REF;REF;3;19.34;23.92;
11343;47.2184;0.0652;REF;REF;3;19.4;23.99;
11344;47.2204;0.1708;REF;REF;3;19.51;24.29;
11345;47.2224;0.2764;REF;REF;3;19.17;23.82;
11346;47.2242;0.382;REF;REF;3;18.85;23.39;
11347;47.2259;0.4876;REF;REF;3;19.03;23.62;
11348;47.2276;0.5933;REF;REF;3;19.18;23.71;
11349;47.2291;0.6989;REF;REF;3;19.11;23.72;
11350;47.2306;0.8045;REF;REF;3;19.16;23.8;
11351;47.2319;0.9101;REF;REF;3;19.21;23.87;
11352;47.2332;1.0158;REF;REF;3;19.14;23.76;
11353;47.2344;1.1214;REF;REF;3;19;23.48;
11354;47.2354;1.2271;REF;REF;3;18.81;23.19;
11355;47.2364;1.3327;REF;REF;3;18.69;23.32;
11356;47.2373;1.4384;REF;REF;3;18.99;23.77;
11357;47.238;1.544;REF;REF;3;19.42;24.16;
11358;47.2387;1.6497;REF;REF;3;19.46;24.23;
11359;47.2393;1.7554;REF;REF;3;18.65;23.55;
11360;47.2398;1.861;REF;REF;3;18.64;23.54;
11361;47.2402;1.9667;REF;REF;3;19.09;24.04;
11362;47.2405;2.0724;REF;REF;3;18.92;23.8;
11363;47.2406;2.178;REF;REF;3;18.84;23.7;
11364;47.2407;2.2837;REF;REF;3;18.61;23.39;
11365;47.2407;2.3894;REF;REF;3;18.46;22.95;
11366;47.2406;2.495;REF;REF;3;18.41;22.87;
11367;47.2405;2.6007;REF;REF;3;18.27;22.68;
11368;47.2402;2.7064;REF;REF;3;18.44;22.89;
11369;47.2398;2.812;REF;REF;3;18.95;23.56;
11370;47.2393;2.9177;REF;REF;3;19.39;23.91;
11371;47.2387;3.0234;REF;REF;3;18.8;23.67;
11372;47.238;3.129;REF;REF;3;18.51;23.45;
11373;47.2373;3.2347;REF;REF;3;17.98;22.74;
11374;47.2364;3.3403;REF;REF;3;17.78;22.44;
11375;47.2354;3.446;REF;REF;3;18.3;22.86;
11376;47.2344;3.5516;REF;REF;3;18.52;23.15;
11377;47.2332;3.6573;REF;REF;3;18.67;23.37;
11378;47.2319;3.7629;REF;REF;3;18.31;22.86;
11379;47.2306;3.8686;REF;REF;3;18.17;22.53;
11380;47.2291;3.9742;REF;REF;3;17.5;21.25;
11381;47.2276;4.0798;REF;REF;3;17.12;20.59;
11382;47.226;4.1854;REF;REF;3;17.28;20.86;
11383;47.2242;4.291;REF;REF;3;17.67;21.56;
11384;47.2224;4.3966;REF;REF;3;17.98;22.15;
11385;47.2204;4.5022;REF;REF;3;18.02;22.42;
11386;47.2184;4.6078;REF;REF;3;18.07;22.53;
11387;47.2163;4.7134;REF;REF;3;18.39;22.23;
11388;47.2141;4.819;REF;REF;3;17.98;21.59;
11389;47.2117;4.9245;REF;REF;3;18.76;22.83;
11390;47.2093;5.0301;REF;REF;3;19.28;23.82;
11391;47.2068;5.1356;REF;REF;3;19.47;24.05;
11392;47.2042;5.2411;REF;REF;3;19.5;24.09;
11393;47.2015;5.3467;REF;REF;3;19.54;24.13;
11394;47.1987;5.4522;REF;REF;3;19.59;23.87;
11395;47.1958;5.5577;REF;REF;3;19.03;23.57;
11396;47.1928;5.6632;REF;REF;3;19.2;23.75;
11397;47.1897;5.7686;REF;REF;3;19.17;23.72;
11398;47.1865;5.8741;REF;REF;3;19.13;23.67;
11399;47.1832;5.9795;REF;REF;3;18.88;23.39;
11400;47.1798;6.085;REF;REF;3;18.26;22.55;
11401;47.1764;6.1904;REF;REF;3;17.65;21.76;
11402;47.1728;6.2958;REF;REF;3;17.22;21.23;
11403;47.1691;6.4012;REF;REF;3;16.67;20.41;
11404;47.1654;6.5066;REF;REF;3;16.29;19.86;
11405;47.1615;6.612;REF;REF;3;15.67;19.53;
11406;47.1575;6.7173;REF;REF;3;15;18.6;
11407;47.1535;6.8226;REF;REF;3;15.07;18.7;
11464;47.2211;-2.2611;REF;REF;3;18.53;22.74;
11465;47.2253;-2.1556;REF;REF;3;18.79;22.75;
11466;47.2293;-2.0501;REF;REF;3;18.71;22.67;
11467;47.2333;-1.9446;REF;REF;3;18.72;22.67;
11468;47.2372;-1.8391;REF;REF;3;18.89;23.46;
11469;47.2409;-1.7336;REF;REF;3;18.73;23.3;
11470;47.2446;-1.6281;REF;REF;3;18.6;23.19;
11471;47.2482;-1.5225;REF;REF;3;18.78;23.36;
11472;47.2517;-1.417;REF;REF;3;19.09;23.4;
11473;47.2551;-1.3114;REF;REF;3;18.74;23.07;
11474;47.2584;-1.2058;REF;REF;3;18.95;23.45;
11475;47.2616;-1.1002;REF;REF;3;18.94;23.45;
11476;47.2647;-0.9946;REF;REF;3;18.97;23.47;
11477;47.2677;-0.8889;REF;REF;3;18.78;23.32;
11478;47.2706;-0.7833;REF;REF;3;18.89;23.4;
11479;47.2734;-0.6777;REF;REF;3;19.14;23.71;
11480;47.2761;-0.572;REF;REF;3;19.26;23.83;
11481;47.2787;-0.4663;REF;REF;3;19.21;23.78;
11482;47.2812;-0.3606;REF;REF;3;19.22;23.79;
11483;47.2836;-0.2549;REF;REF;3;19.08;23.64;
11484;47.286;-0.1492;REF;REF;3;19.3;23.88;
11485;47.2882;-0.0435;REF;REF;3;19.39;24.01;
11486;47.2903;0.0622;REF;REF;3;19.24;23.85;
11487;47.2924;0.1679;REF;REF;3;19.34;24.05;
11488;47.2943;0.2737;REF;REF;3;19.22;23.88;
11489;47.2961;0.3794;REF;REF;3;19.35;24.07;
11490;47.2979;0.4851;REF;REF;3;19.13;23.76;
11491;47.2995;0.5909;REF;REF;3;19.25;23.81;
11492;47.3011;0.6967;REF;REF;3;19.27;23.83;
11493;47.3025;0.8024;REF;REF;3;19.24;23.79;
11494;47.3039;0.9082;REF;REF;3;19.22;23.77;
11495;47.3051;1.014;REF;REF;3;19.22;23.76;
11496;47.3063;1.1198;REF;REF;3;19.02;23.81;
11497;47.3074;1.2256;REF;REF;3;18.84;23.54;
11498;47.3083;1.3314;REF;REF;3;19.04;23.85;
11499;47.3092;1.4372;REF;REF;3;18.79;23.77;
11500;47.31;1.543;REF;REF;3;18.86;23.87;
11501;47.3107;1.6488;REF;REF;3;18.86;23.86;
11502;47.3113;1.7546;REF;REF;3;18.78;23.75;
11503;47.3117;1.8604;REF;REF;3;18.7;23.62;
11504;47.3121;1.9662;REF;REF;3;18.63;23.53;
11505;47.3124;2.072;REF;REF;3;18.48;23.29;
11506;47.3126;2.1778;REF;REF;3;18.86;23.72;
11507;47.3127;2.2836;REF;REF;3;18.68;23.48;
11508;47.3127;2.3894;REF;REF;3;18.16;22.79;
11509;47.3126;2.4952;REF;REF;3;18.3;22.73;
11510;47.3124;2.6011;REF;REF;3;17.68;21.81;
11511;47.3121;2.7069;REF;REF;3;18.08;22.43;
11512;47.3117;2.8127;REF;REF;3;18.43;22.89;
11513;47.3113;2.9185;REF;REF;3;18.76;23.62;
11514;47.3107;3.0243;REF;REF;3;18.69;23.52;
11515;47.31;3.1301;REF;REF;3;18.38;23.1;
11516;47.3092;3.2359;REF;REF;3;17.84;22.56;
11517;47.3084;3.3417;REF;REF;3;17.81;22.52;
11518;47.3074;3.4475;REF;REF;3;18.26;23.11;
11519;47.3063;3.5533;REF;REF;3;18.48;23.11;
11520;47.3052;3.6591;REF;REF;3;18.88;23.68;
11521;47.3039;3.7648;REF;REF;3;18.29;22.84;
11522;47.3025;3.8706;REF;REF;3;17.86;21.9;
11523;47.3011;3.9764;REF;REF;3;17.63;21.49;
11524;47.2995;4.0821;REF;REF;3;17.17;20.66;
11525;47.2979;4.1879;REF;REF;3;17.24;20.79;
11526;47.2962;4.2937;REF;REF;3;18;22.19;
11527;47.2943;4.3994;REF;REF;3;17.92;22.04;
11528;47.2924;4.5051;REF;REF;3;18;22.38;
11529;47.2903;4.6109;REF;REF;3;17.53;21.43;
11530;47.2882;4.7166;REF;REF;3;17.61;21.58;
11531;47.286;4.8223;REF;REF;3;19.05;23.3;
11532;47.2837;4.928;REF;REF;3;18.54;22.46;
11533;47.2812;5.0337;REF;REF;3;19.23;23.67;
11534;47.2787;5.1394;REF;REF;3;19.39;23.94;
11535;47.2761;5.245;REF;REF;3;19.41;23.97;
11536;47.2734;5.3507;REF;REF;3;19.4;23.96;
11537;47.2706;5.4564;REF;REF;3;19.53;24.13;
11538;47.2677;5.562;REF;REF;3;19.07;23.7;
11539;47.2647;5.6676;REF;REF;3;19.36;23.92;
11540;47.2616;5.7732;REF;REF;3;19.34;23.89;
11541;47.2584;5.8789;REF;REF;3;19.25;23.8;
11542;47.2551;5.9844;REF;REF;3;18.86;23.41;
11543;47.2517;6.09;REF;REF;3;18.41;22.7;
11544;47.2482;6.1956;REF;REF;3;18.35;22.67;
11545;47.2447;6.3011;REF;REF;3;17.89;22.07;
11546;47.241;6.4067;REF;REF;3;17.25;21.27;
11547;47.2372;6.5122;REF;REF;3;16.61;20.33;
11548;47.2334;6.6177;REF;REF;3;16.22;20.28;
11549;47.2294;6.7232;REF;REF;3;16.11;20.13;
11550;47.2253;6.8287;REF;REF;3;15.41;19.17;
11551;47.2212;6.9341;REF;REF;3;14.99;18.58;
11599;47.2562;-3.1114;REF;REF;3;17.9;20.49;
11605;47.2843;-2.4784;REF;REF;3;18.52;22.73;
11606;47.2887;-2.3728;REF;REF;3;18.42;22.61;
11607;47.293;-2.2673;REF;REF;3;18.45;22.65;
11608;47.2971;-2.1617;REF;REF;3;18.53;22.74;
11609;47.3012;-2.056;REF;REF;3;18.53;22.73;
11610;47.3052;-1.9504;REF;REF;3;18.88;23.45;
11611;47.309;-1.8448;REF;REF;3;18.64;23.21;
11612;47.3128;-1.7391;REF;REF;3;18.4;23;
11613;47.3165;-1.6334;REF;REF;3;18.54;23.13;
11614;47.3201;-1.5277;REF;REF;3;18.78;23.36;
11615;47.3236;-1.422;REF;REF;3;18.56;23.14;
11616;47.327;-1.3163;REF;REF;3;18.58;23.17;
11617;47.3303;-1.2106;REF;REF;3;19.18;23.64;
11618;47.3335;-1.1048;REF;REF;3;19.16;23.63;
11619;47.3366;-0.9991;REF;REF;3;19.16;23.63;
11620;47.3396;-0.8933;REF;REF;3;18.9;23.41;
11621;47.3425;-0.7875;REF;REF;3;19.17;23.63;
11622;47.3453;-0.6817;REF;REF;3;19.45;24.04;
11623;47.348;-0.5759;REF;REF;3;19.19;23.75;
11624;47.3506;-0.4701;REF;REF;3;19.33;23.91;
11625;47.3531;-0.3643;REF;REF;3;19.3;23.88;
11626;47.3556;-0.2584;REF;REF;3;19.39;23.98;
11627;47.3579;-0.1526;REF;REF;3;19.41;24.04;
11628;47.3601;-0.0467;REF;REF;3;19.24;23.84;
11629;47.3623;0.0591;REF;REF;3;18.89;23.45;
11630;47.3643;0.165;REF;REF;3;18.95;23.51;
11631;47.3662;0.2709;REF;REF;3;18.91;23.46;
11632;47.3681;0.3768;REF;REF;3;19.02;23.62;
11633;47.3698;0.4827;REF;REF;3;19.04;23.63;
11634;47.3715;0.5886;REF;REF;3;19.41;24.04;
11635;47.373;0.6945;REF;REF;3;19.42;24.05;
11636;47.3745;0.8004;REF;REF;3;19.42;24.05;
11637;47.3758;0.9063;REF;REF;3;19.34;23.94;
11638;47.3771;1.0122;REF;REF;3;19.05;23.53;
11639;47.3783;1.1181;REF;REF;3;18.82;23.52;
11640;47.3793;1.2241;REF;REF;3;18.91;23.65;
11641;47.3803;1.33;REF;REF;3;18.73;23.67;
11642;47.3812;1.4359;REF;REF;3;18.69;23.62;
11643;47.3819;1.5419;REF;REF;3;18.74;23.68;
11644;47.3826;1.6478;REF;REF;3;18.73;23.67;
11645;47.3832;1.7538;REF;REF;3;18.75;23.7;
11646;47.3837;1.8597;REF;REF;3;18.78;23.75;
11647;47.3841;1.9657;REF;REF;3;18.72;23.67;
11648;47.3844;2.0716;REF;REF;3;18.6;23.49;
11649;47.3846;2.1776;REF;REF;3;18.94;23.84;
11650;47.3847;2.2835;REF;REF;3;18.7;23.51;
11651;47.3847;2.3895;REF;REF;3;18.41;23.12;
11652;47.3846;2.4955;REF;REF;3;18.11;22.47;
11653;47.3844;2.6014;REF;REF;3;17.91;22.2;
11654;47.3841;2.7074;REF;REF;3;18.25;22.65;
11655;47.3837;2.8133;REF;REF;3;18.36;22.8;
11656;47.3832;2.9193;REF;REF;3;18.84;23.73;
11657;47.3826;3.0252;REF;REF;3;18.65;23.46;
11658;47.382;3.1312;REF;REF;3;18.5;23.27;
11659;47.3812;3.2371;REF;REF;3;18.03;22.8;
11660;47.3803;3.343;REF;REF;3;18.05;22.84;
11661;47.3793;3.449;REF;REF;3;18.38;23.26;
11662;47.3783;3.5549;REF;REF;3;18.63;23.31;
11663;47.3771;3.6608;REF;REF;3;18.67;23.37;
11664;47.3759;3.7668;REF;REF;3;18.27;22.8;
11665;47.3745;3.8727;REF;REF;3;18.53;23.28;
11666;47.373;3.9786;REF;REF;3;17.92;21.83;
11667;47.3715;4.0845;REF;REF;3;17.59;21.19;
11668;47.3698;4.1904;REF;REF;3;18.01;22.22;
11669;47.3681;4.2963;REF;REF;3;17.68;22.1;
11670;47.3663;4.4022;REF;REF;3;17.7;22.15;
11671;47.3643;4.5081;REF;REF;3;18.05;22.42;
11672;47.3623;4.6139;REF;REF;3;17.63;21.63;
11673;47.3601;4.7198;REF;REF;3;17.35;21.11;
11674;47.3579;4.8256;REF;REF;3;17.44;21.29;
11675;47.3556;4.9315;REF;REF;3;18.07;22.48;
11676;47.3532;5.0373;REF;REF;3;18.94;23.32;
11677;47.3506;5.1431;REF;REF;3;19.31;23.85;
11678;47.348;5.249;REF;REF;3;19.34;23.89;
11679;47.3453;5.3548;REF;REF;3;19.5;24.09;
11680;47.3425;5.4606;REF;REF;3;19.54;24.14;
11681;47.3396;5.5663;REF;REF;3;19.02;23.64;
11682;47.3366;5.6721;REF;REF;3;18.82;23.39;
11683;47.3335;5.7779;REF;REF;3;18.79;23.3;
11684;47.3303;5.8836;REF;REF;3;19.05;23.6;
